OLIGOTYPE	PHYLUM	NUM_BEST_HITS	BEST_PCT_ID	BEST_FULL_PCT_ID	HMTs	HOMD_SPECIES	STRAIN_CLONE	HOMD_REFSEQ_ID	GB_NCBI_ID	HOMD_STATUS
V1V3_358_Bacteroidetes	Bacteroidetes	2	100.0	100.0	HMT-291,HMT-685	Prevotella denticola,Prevotella multiformis	Strain: ATCC 35308,Strain: PPPA21	291_3524,685_2483	AY323524,AB182483	Named,Named	
V1V3_359_Bacteroidetes	Bacteroidetes	1	99.535	99.535	HMT-279	Porphyromonas pasteri	Strain: F0450d	279F450d	tbd	Named	
V1V3_360_Firmicutes	Firmicutes	1	99.609	99.609	HMT-075	Ruminococcaceae [G-1] bacterium HMT 075	Clone: _F058	075_F058	AF287779	Phylotype	
V1V3_361_Firmicutes	Firmicutes	12	99.219	99.219	HMT-058,HMT-058,HMT-071,HMT-071,HMT-071,HMT-074,HMT-070,HMT-677,HMT-734,HMT-423,HMT-431,HMT-398,HMT-073,HMT-073,HMT-066,HMT-578	Streptococcus oralis subsp. dentisani clade 058,Streptococcus oralis subsp. dentisani clade 058,Streptococcus oralis subsp. tigurinus clade 071,Streptococcus oralis subsp. tigurinus clade 071,Streptococcus oralis subsp. tigurinus clade 071,Streptococcus sp. HMT 074,Streptococcus oralis subsp. tigurinus clade 070,Streptococcus mitis,Streptococcus pneumoniae,Streptococcus sp. HMT 423,Streptococcus infantis clade 431,Streptococcus oralis subsp. dentisani clade 398,Streptococcus australis,Streptococcus australis,Streptococcus sp. HMT 066,Streptococcus cristatus clade 578	Clone: BW009,Clone: BM035,Strain: AZ_3a,Clone: C3ALM006,Clone: P4PA_13,Strain: T4-E3,Strain: Hans 7A,Strain: ATCC 49456,Strain: ATCC 33400,Clone: C2MKM128,Clone: C4AKM023,Strain: SK34,Strain: ATCC 700641,Strain: T1-E5,Clone: MCE7_144,Strain: NCTC 12479	058BW009,058BM035,071_8234,071_8631,071_7062,074-T4E3,070-7A,677_3929,734_3930,423_8630,431_8633,398_5045,073_4974,073-T1E5,066_1230,578_8313	AY005042,AY005043,NR_118234,AY278631,AY207062,AF385526,AY005040,AF003929,AF003930,AY278630,AY278633,AY005045,AF184974,AF385525,AF481230,AB008313	Named,Named,Named,Named,Named,Lost,Unnamed,Named,Named,Lost,Named,Named,Named,Named,Unnamed,Named	
V1V3_362_Actinobacteria	Actinobacteria	2	100.0	100.0	HMT-180,HMT-671	Schaalia sp. HMT 180,Schaalia meyeri	Strain: C3M24,Strain: CIP 103148	180_8611,671_2451	AY278611,X82451	Unnamed,Named	
V1V3_363_Bacteroidetes	Bacteroidetes	1	94.931	95.814	HMT-630,HMT-630	Bacteroides heparinolyticus,Bacteroides heparinolyticus	Strain: F0110,Strain: ATCC 35895	630F0110,630_6487	GQ422742,L16487	Named,Named	
V1V3_364_Bacteroidetes	Bacteroidetes	1	100.0	100.0	HMT-900	Bergeyella sp. HMT 900	Clone: HS1_1W_C3	900-Wade	KC203058	Phylotype	
V1V3_365_Bacteroidetes	Bacteroidetes	1	99.535	99.535	HMT-469	Prevotella melaninogenica	Strain: ATCC 25845	469_3525	AY323525	Named	
V1V3_366_Firmicutes	Firmicutes	7	99.609	99.609	HMT-058,HMT-061,HMT-707,HMT-070,HMT-064,HMT-638,HMT-398	Streptococcus oralis subsp. dentisani clade 058,Streptococcus sp. HMT 061,Streptococcus oralis subsp. oralis,Streptococcus oralis subsp. tigurinus clade 070,Streptococcus sp. HMT 064,Streptococcus infantis clade 638,Streptococcus oralis subsp. dentisani clade 398	Clone: C3MLM097,Clone: DN025,Strain: ATCC 35037,Strain: Hans 12F,Clone: C5MLM037,Strain: ATCC 700779,Clone: P2PA_41	058_8632,061DN025,707_3932,070-12F,064_8609,638_8315,398_7051	AY278632,AF432131,AF003932,GQ422711,AY278609,AB008315,AY207051	Named,Lost,Named,Unnamed,Unnamed,Named,Named	
V1V3_367_Firmicutes	Firmicutes	1	99.609	99.609	HMT-524	Veillonella atypica	Clone: MB5_P17	524_3631	DQ003631	Named	
V1V3_368_Actinobacteria	Actinobacteria	1	99.558	99.558	HMT-180	Schaalia sp. HMT 180	Strain: C29KA	180C29KA	AF287751	Unnamed	
V1V3_369_Actinobacteria	Actinobacteria	1	99.558	99.558	HMT-666	Corynebacterium matruchotii	Strain: CIP 81.82	666_2065	X82065	Named	
V1V3_370_Bacteroidetes	Bacteroidetes	1	100.0	100.0	HMT-322	Bergeyella sp. HMT 322	Clone: AK152	322AK152	AY008691	Phylotype	
V1V3_371_Actinobacteria	Actinobacteria	1	99.558	99.558	HMT-175	Actinomyces sp. HMT 175	Clone: EP005	175EP005	AY008314	Unnamed	
V1V3_372_Gammaproteobacteria	Gammaproteobacteria	1	99.609	99.609	HMT-851,HMT-851	Haemophilus haemolyticus,Haemophilus haemolyticus	Strain: F0397,Clone: ncd2361b09c1	851F0397,851N000A	HM596277,JF199888	Named,Named	
V1V3_373_Actinobacteria	Actinobacteria	1	99.119	99.558	HMT-866,HMT-866	Actinomyces graevenitzii,Actinomyces graevenitzii	Strain: F0530,Strain: CCUG 27294	866F0530,866_2167	tbd,NR_042167	Named,Named	
V1V3_374_Firmicutes	Firmicutes	1	100.0	100.0	HMT-455	Butyrivibrio sp. HMT 455	Clone: GI038	455GI038	AY349374	Phylotype	
V1V3_375_Bacteroidetes	Bacteroidetes	1	100.0	100.0	HMT-781	Prevotella saccharolytica	Strain: JCM 17484	781_3320	NR_113320	Named	
V1V3_376_Gammaproteobacteria	Gammaproteobacteria	2	100.0	100.0	HMT-833,HMT-833,HMT-098,HMT-098	Moraxella catarrhalis,Moraxella catarrhalis,Moraxella nonliquefaciens,Moraxella nonliquefaciens	Clone: ncd1722h10c1,Strain: ATCC 25238,Clone: ncd1018e10c1,Strain: 4663/62	833N000A,833_0876,098N062C,098N062A	JF141417,U10876,HM341635,NR_104938	Named,Named,Named,Named	
V1V3_377_Firmicutes	Firmicutes	2	98.828	98.828	HMT-111,HMT-111,HMT-110	Parvimonas micra,Parvimonas micra,Parvimonas sp. HMT 110	Clone: BS044,Strain: ATCC 33270,Strain: MDA2346-2	111BS044,111_3523,110_6545	AF385559,AY323523,AY286545	Named,Named,Unnamed	
V1V3_378_Firmicutes	Firmicutes	1	99.219	99.219	HMT-168	Peptococcus sp. HMT 168	Clone: _I070	168_I070	AF287780	Phylotype	
V1V3_379_Bacteroidetes	Bacteroidetes	1	99.07	99.07	HMT-914	Alloprevotella sp. HMT 914	Clone: ncd78e11c1	914_7808	HM247808	Phylotype	
V1V3_380_Actinobacteria	Actinobacteria	1	99.558	99.558	HMT-595,HMT-595	Corynebacterium durum,Corynebacterium durum	Strain: F0235a,Strain: F0235b	595F235a,595F235b	tbd,tbd	Named,Named	
V1V3_381_Betaproteobacteria	Betaproteobacteria	1	99.608	99.608	HMT-610	Neisseria flavescens	Clone: P1D1-762	610_1998	EF511998	Named	
V1V3_382_Firmicutes	Firmicutes	12	99.609	99.609	HMT-058,HMT-058,HMT-071,HMT-071,HMT-071,HMT-074,HMT-070,HMT-677,HMT-734,HMT-423,HMT-431,HMT-398,HMT-073,HMT-073,HMT-066,HMT-578	Streptococcus oralis subsp. dentisani clade 058,Streptococcus oralis subsp. dentisani clade 058,Streptococcus oralis subsp. tigurinus clade 071,Streptococcus oralis subsp. tigurinus clade 071,Streptococcus oralis subsp. tigurinus clade 071,Streptococcus sp. HMT 074,Streptococcus oralis subsp. tigurinus clade 070,Streptococcus mitis,Streptococcus pneumoniae,Streptococcus sp. HMT 423,Streptococcus infantis clade 431,Streptococcus oralis subsp. dentisani clade 398,Streptococcus australis,Streptococcus australis,Streptococcus sp. HMT 066,Streptococcus cristatus clade 578	Clone: BW009,Clone: BM035,Strain: AZ_3a,Clone: C3ALM006,Clone: P4PA_13,Strain: T4-E3,Strain: Hans 7A,Strain: ATCC 49456,Strain: ATCC 33400,Clone: C2MKM128,Clone: C4AKM023,Strain: SK34,Strain: ATCC 700641,Strain: T1-E5,Clone: MCE7_144,Strain: NCTC 12479	058BW009,058BM035,071_8234,071_8631,071_7062,074-T4E3,070-7A,677_3929,734_3930,423_8630,431_8633,398_5045,073_4974,073-T1E5,066_1230,578_8313	AY005042,AY005043,NR_118234,AY278631,AY207062,AF385526,AY005040,AF003929,AF003930,AY278630,AY278633,AY005045,AF184974,AF385525,AF481230,AB008313	Named,Named,Named,Named,Named,Lost,Unnamed,Named,Named,Lost,Named,Named,Named,Named,Unnamed,Named	
V1V3_383_Actinobacteria	Actinobacteria	1	99.115	99.115	HMT-176	Actinomyces naeslundii	Strain: NCTC 10301	176_1062	X81062	Named	
V1V3_384_Bacteroidetes	Bacteroidetes	2	99.535	99.535	HMT-472,HMT-317,HMT-317	Prevotella sp. HMT 472,Prevotella sp. HMT 317,Prevotella sp. HMT 317	Clone: 070034_820,Clone: C3MKM081,Strain: B31FD	472_2261,317_8624,317_5061	JQ462261,AY278624,AY005061	Unnamed,Unnamed,Unnamed	
V1V3_385_TM7	TM7	1	99.574	99.574	HMT-356,HMT-356	Saccharibacteria (TM7) [G-5] bacterium HMT 356,Saccharibacteria (TM7) [G-5] bacterium HMT 356	Clone: _I025,Clone: P4PB_40	356_I025,356_1416	AF125206,AY331416	Phylotype,Phylotype	
V1V3_386_Firmicutes	Firmicutes	1	99.609	99.609	HMT-100	Lachnospiraceae [G-3] bacterium HMT 100	Clone: EI074	100EI074	AF385573	Phylotype	
V1V3_387_Firmicutes	Firmicutes	1	100.0	100.0	HMT-678	Solobacterium moorei	Strain: AHP 13983	678_4915	AY044915	Named	
V1V3_388_Bacteroidetes	Bacteroidetes	1	100.0	100.0	HMT-335,HMT-335	Capnocytophaga sp. HMT 335,Capnocytophaga sp. HMT 335	Clone: _X066,Clone: 069096_232	335_X066,335_4775	AY005078,JQ454775	Unnamed,Unnamed	
V1V3_389_Firmicutes	Firmicutes	12	99.609	99.609	HMT-058,HMT-058,HMT-071,HMT-071,HMT-071,HMT-074,HMT-070,HMT-677,HMT-734,HMT-423,HMT-431,HMT-398,HMT-073,HMT-073,HMT-066,HMT-578	Streptococcus oralis subsp. dentisani clade 058,Streptococcus oralis subsp. dentisani clade 058,Streptococcus oralis subsp. tigurinus clade 071,Streptococcus oralis subsp. tigurinus clade 071,Streptococcus oralis subsp. tigurinus clade 071,Streptococcus sp. HMT 074,Streptococcus oralis subsp. tigurinus clade 070,Streptococcus mitis,Streptococcus pneumoniae,Streptococcus sp. HMT 423,Streptococcus infantis clade 431,Streptococcus oralis subsp. dentisani clade 398,Streptococcus australis,Streptococcus australis,Streptococcus sp. HMT 066,Streptococcus cristatus clade 578	Clone: BW009,Clone: BM035,Strain: AZ_3a,Clone: C3ALM006,Clone: P4PA_13,Strain: T4-E3,Strain: Hans 7A,Strain: ATCC 49456,Strain: ATCC 33400,Clone: C2MKM128,Clone: C4AKM023,Strain: SK34,Strain: ATCC 700641,Strain: T1-E5,Clone: MCE7_144,Strain: NCTC 12479	058BW009,058BM035,071_8234,071_8631,071_7062,074-T4E3,070-7A,677_3929,734_3930,423_8630,431_8633,398_5045,073_4974,073-T1E5,066_1230,578_8313	AY005042,AY005043,NR_118234,AY278631,AY207062,AF385526,AY005040,AF003929,AF003930,AY278630,AY278633,AY005045,AF184974,AF385525,AF481230,AB008313	Named,Named,Named,Named,Named,Lost,Unnamed,Named,Named,Lost,Named,Named,Named,Named,Unnamed,Named	
V1V3_390_Bacteroidetes	Bacteroidetes	1	99.07	99.07	HMT-473,HMT-473	Alloprevotella sp. HMT 473,Alloprevotella sp. HMT 473	Clone: IK062,Clone: HF050	473IK062,473HF050	AY349402,AY349399	Unnamed,Unnamed	
V1V3_391_Actinobacteria	Actinobacteria	1	99.558	99.558	HMT-181	Schaalia lingnae [Not Validly Published]	Clone: ncd1350f07c1	181_5255	JF115255	Named	
V1V3_392_Firmicutes	Firmicutes	1	99.609	99.609	HMT-389	Abiotrophia defectiva	Strain: ATCC 49176	389_0541	D50541	Named	
V1V3_393_Bacteroidetes	Bacteroidetes	1	81.944	83.491	HMT-484	Erysipelothrix tonsillarum	Strain: NA	484_4201	AB034201	Named	
V1V3_394_Firmicutes	Firmicutes	1	99.213	98.438	HMT-158,HMT-158	Veillonella rogosae,Veillonella rogosae	Strain: F0412,Clone: BI029	158F0412,158BI029	tbd,GQ422725	Named,Named	
V1V3_395_Firmicutes	Firmicutes	1	99.609	99.609	HMT-534,HMT-534	Granulicatella adiacens,Granulicatella adiacens	Strain: TKT1,Strain: ATCC 49175	534_2027,534_0540	AB022027,D50540	Named,Named	
V1V3_396_Betaproteobacteria	Betaproteobacteria	3	99.608	99.608	HMT-669,HMT-956,HMT-737	Neisseria meningitidis,Neisseria cinerea,Neisseria polysaccharea	Strain: M8067,Strain: ATCC 14685,Strain: ATCC 43768	669_2273,956_1687,737_6167	AF382273,NR_121687,L06167	Named,Named,Named	
V1V3_397_Bacteroidetes	Bacteroidetes	1	99.535	99.535	HMT-412	Capnocytophaga sp. HMT 412	Clone: C2MKM106	412_8613	AY278613	Unnamed	
V1V3_398_Firmicutes	Firmicutes	16	99.609	99.609	HMT-058,HMT-058,HMT-058,HMT-071,HMT-071,HMT-071,HMT-074,HMT-061,HMT-707,HMT-070,HMT-070,HMT-677,HMT-734,HMT-423,HMT-064,HMT-431,HMT-638,HMT-398,HMT-398,HMT-073,HMT-073,HMT-066,HMT-578	Streptococcus oralis subsp. dentisani clade 058,Streptococcus oralis subsp. dentisani clade 058,Streptococcus oralis subsp. dentisani clade 058,Streptococcus oralis subsp. tigurinus clade 071,Streptococcus oralis subsp. tigurinus clade 071,Streptococcus oralis subsp. tigurinus clade 071,Streptococcus sp. HMT 074,Streptococcus sp. HMT 061,Streptococcus oralis subsp. oralis,Streptococcus oralis subsp. tigurinus clade 070,Streptococcus oralis subsp. tigurinus clade 070,Streptococcus mitis,Streptococcus pneumoniae,Streptococcus sp. HMT 423,Streptococcus sp. HMT 064,Streptococcus infantis clade 431,Streptococcus infantis clade 638,Streptococcus oralis subsp. dentisani clade 398,Streptococcus oralis subsp. dentisani clade 398,Streptococcus australis,Streptococcus australis,Streptococcus sp. HMT 066,Streptococcus cristatus clade 578	Clone: BW009,Clone: BM035,Clone: C3MLM097,Strain: AZ_3a,Clone: C3ALM006,Clone: P4PA_13,Strain: T4-E3,Clone: DN025,Strain: ATCC 35037,Strain: Hans 7A,Strain: Hans 12F,Strain: ATCC 49456,Strain: ATCC 33400,Clone: C2MKM128,Clone: C5MLM037,Clone: C4AKM023,Strain: ATCC 700779,Strain: SK34,Clone: P2PA_41,Strain: ATCC 700641,Strain: T1-E5,Clone: MCE7_144,Strain: NCTC 12479	058BW009,058BM035,058_8632,071_8234,071_8631,071_7062,074-T4E3,061DN025,707_3932,070-7A,070-12F,677_3929,734_3930,423_8630,064_8609,431_8633,638_8315,398_5045,398_7051,073_4974,073-T1E5,066_1230,578_8313	AY005042,AY005043,AY278632,NR_118234,AY278631,AY207062,AF385526,AF432131,AF003932,AY005040,GQ422711,AF003929,AF003930,AY278630,AY278609,AY278633,AB008315,AY005045,AY207051,AF184974,AF385525,AF481230,AB008313	Named,Named,Named,Named,Named,Named,Lost,Lost,Named,Unnamed,Unnamed,Named,Named,Lost,Unnamed,Named,Named,Named,Named,Named,Named,Unnamed,Named	
V1V3_399_Actinobacteria	Actinobacteria	1	100.0	100.0	HMT-618,HMT-618	Actinomyces gerencseriae,Actinomyces gerencseriae	Strain: DSM 6844,Clone: 069086_229	618_0414,618_1735	X80414,JQ451735	Named,Named	
V1V3_400_Bacteroidetes	Bacteroidetes	1	99.535	99.535	HMT-931	Bergeyella sp. HMT 931	Clone: 069063_075	931_7552	JQ447552	Phylotype	
V1V3_401_Bacteroidetes	Bacteroidetes	2	97.674	97.674	HMT-284,HMT-275	Porphyromonas sp. HMT 284,Porphyromonas sp. HMT 275	Clone: EP003,Clone: AW032	284EP003,275AW032	AY008313,AF393476	Lost,Phylotype	
V1V3_402_Bacteroidetes	Bacteroidetes	1	98.14	98.14	HMT-469	Prevotella melaninogenica	Strain: ATCC 25845	469_3525	AY323525	Named	
V1V3_403_Firmicutes	Firmicutes	1	100.0	100.0	HMT-146	Selenomonas sp. HMT 146	Clone: EW084	146EW084	AF385503	Lost	
V1V3_404_Epsilonproteobacteria	Epsilonproteobacteria	1	99.623	99.623	HMT-575	Campylobacter concisus	Strain: FDC 288	575_6977	L06977	Named	
V1V3_405_Firmicutes	Firmicutes	2	99.609	99.609	HMT-136,HMT-149	Selenomonas sp. HMT 136,Selenomonas sp. HMT 149	Clone: ncd2234b08c1,Clone: FT050	136_3497,149FT050	JF193497,AY349403	Unnamed,Unnamed	
V1V3_406_Firmicutes	Firmicutes	2	100.0	100.0	HMT-138,HMT-892	Selenomonas sp. HMT 138,Selenomonas sp. HMT 892	Clone: DS071,Strain: F0426	138DS071,892F0426	AF366274,tbd	Unnamed,Unnamed	
V1V3_407_Fusobacteria	Fusobacteria	1	100.0	100.0	HMT-223	Leptotrichia sp. HMT 223	Clone: _F138	223F138	AF287814	Phylotype	
V1V3_408_Firmicutes	Firmicutes	1	99.609	99.609	HMT-622	Streptococcus gordonii	Strain: ATCC 10558	622_3931	AF003931	Named	
V1V3_409_Actinobacteria	Actinobacteria	1	99.558	99.558	HMT-618,HMT-618	Actinomyces gerencseriae,Actinomyces gerencseriae	Strain: DSM 6844,Clone: 069086_229	618_0414,618_1735	X80414,JQ451735	Named,Named	
V1V3_410_Actinobacteria	Actinobacteria	2	99.115	99.115	HMT-180,HMT-172	Schaalia sp. HMT 180,Schaalia sp. HMT 172	Strain: Hal-1083,Clone: CT047	180H1083,172CT047	AF385522,AF385504	Unnamed,Unnamed	
V1V3_411_Betaproteobacteria	Betaproteobacteria	1	98.431	98.431	HMT-646	Kingella kingae	Strain: ATCC 23330	646_1999	AY551999	Named	
V1V3_412_Firmicutes	Firmicutes	1	99.609	99.609	HMT-524	Veillonella atypica	Strain: DSM 20739	524Vatyp	X84007	Named	
V1V3_413_Actinobacteria	Actinobacteria	1	97.797	98.23	HMT-063	Corynebacterium singulare	Strain: IBS B52218	063N043A	NR_026394	Named	
V1V3_414_Actinobacteria	Actinobacteria	1	100.0	100.0	HMT-849	Actinomyces johnsonii	Strain: F0330	849F0330	GU470900	Named	
V1V3_415_Actinobacteria	Actinobacteria	1	99.119	99.558	HMT-176	Actinomyces naeslundii	Strain: NCTC 10301	176_1062	X81062	Named	
V1V3_416_Firmicutes	Firmicutes	1	99.609	99.609	HMT-736	Dialister pneumosintes	Strain: ATCC 33048	736Dpneu	X82500	Named	
V1V3_417_Bacteroidetes	Bacteroidetes	1	98.605	98.605	HMT-329	Capnocytophaga leadbetteri	Clone: BM058	329BM058	AY005075	Named	
V1V3_418_Firmicutes	Firmicutes	1	98.828	98.828	HMT-389	Abiotrophia defectiva	Strain: ATCC 49176	389_0541	D50541	Named	
V1V3_419_Betaproteobacteria	Betaproteobacteria	1	98.039	98.039	HMT-598	Neisseria elongata	Strain: ATCC 25295	598_6171	L06171	Named	
V1V3_420_Firmicutes	Firmicutes	1	99.609	99.609	HMT-524	Veillonella atypica	Clone: MB5_P17	524_3631	DQ003631	Named	
V1V3_421_Betaproteobacteria	Betaproteobacteria	1	97.255	97.255	HMT-683	Simonsiella muelleri	Strain: ATCC29453T	683_8147	AF328147	Named	
V1V3_422_Bacteroidetes	Bacteroidetes	1	99.535	99.535	HMT-472	Prevotella sp. HMT 472	Clone: GU027	472GU027	AY349398	Unnamed	
V1V3_423_Actinobacteria	Actinobacteria	1	99.115	99.115	HMT-866,HMT-866	Actinomyces graevenitzii,Actinomyces graevenitzii	Strain: F0530,Strain: CCUG 27294	866F0530,866_2167	tbd,NR_042167	Named,Named	
V1V3_424_Spirochaetes	Spirochaetes	1	100.0	100.0	HMT-237	Treponema sp. HMT 237	Clone: _G057	237_G057	AF056337	Phylotype	
V1V3_425_Bacteroidetes	Bacteroidetes	1	100.0	100.0	HMT-942	Prevotella sp. HMT 942	Clone: 22B412	942_6378	FJ976378	Phylotype	
V1V3_426_Gammaproteobacteria	Gammaproteobacteria	1	99.609	99.609	HMT-944	Haemophilus sputorum	Strain: CCUG 13788	944_6642	JF506642	Named	
V1V3_427_Firmicutes	Firmicutes	7	99.609	99.609	HMT-058,HMT-061,HMT-707,HMT-070,HMT-064,HMT-638,HMT-398	Streptococcus oralis subsp. dentisani clade 058,Streptococcus sp. HMT 061,Streptococcus oralis subsp. oralis,Streptococcus oralis subsp. tigurinus clade 070,Streptococcus sp. HMT 064,Streptococcus infantis clade 638,Streptococcus oralis subsp. dentisani clade 398	Clone: C3MLM097,Clone: DN025,Strain: ATCC 35037,Strain: Hans 12F,Clone: C5MLM037,Strain: ATCC 700779,Clone: P2PA_41	058_8632,061DN025,707_3932,070-12F,064_8609,638_8315,398_7051	AY278632,AF432131,AF003932,GQ422711,AY278609,AB008315,AY207051	Named,Lost,Named,Unnamed,Unnamed,Named,Named	
V1V3_428_Epsilonproteobacteria	Epsilonproteobacteria	1	99.245	99.245	HMT-575	Campylobacter concisus	Strain: FDC 288	575_6977	L06977	Named	
V1V3_429_Fusobacteria	Fusobacteria	1	99.605	99.605	HMT-845	Leptotrichia goodfellowii	Strain: F0264	845F0264	FJ577259	Named	
V1V3_430_Betaproteobacteria	Betaproteobacteria	1	99.608	99.608	HMT-610	Neisseria flavescens	Clone: P1D1-762	610_1998	EF511998	Named	
V1V3_431_Bacteroidetes	Bacteroidetes	2	100.0	100.0	HMT-323,HMT-380	Capnocytophaga sp. HMT 323,Capnocytophaga sp. HMT 380	Clone: 071057_454,Strain: F0488	323_2733,380F0488	JQ472733,tbd	Unnamed,Unnamed	
V1V3_432_Firmicutes	Firmicutes	9	99.609	99.609	HMT-058,HMT-061,HMT-707,HMT-070,HMT-064,HMT-638,HMT-398,HMT-721,HMT-066	Streptococcus oralis subsp. dentisani clade 058,Streptococcus sp. HMT 061,Streptococcus oralis subsp. oralis,Streptococcus oralis subsp. tigurinus clade 070,Streptococcus sp. HMT 064,Streptococcus infantis clade 638,Streptococcus oralis subsp. dentisani clade 398,Streptococcus parasanguinis clade 721,Streptococcus sp. HMT 066	Clone: C3MLM097,Clone: DN025,Strain: ATCC 35037,Strain: Hans 12F,Clone: C5MLM037,Strain: ATCC 700779,Clone: P2PA_41,Strain: ATCC 15912,Clone: FN051	058_8632,061DN025,707_3932,070-12F,064_8609,638_8315,398_7051,721_3933,066FN051	AY278632,AF432131,AF003932,GQ422711,AY278609,AB008315,AY207051,AF003933,AF432135	Named,Lost,Named,Unnamed,Unnamed,Named,Named,Named,Unnamed	
V1V3_433_Fusobacteria	Fusobacteria	1	100.0	100.0	HMT-845	Leptotrichia goodfellowii	Strain: F0264	845F0264	FJ577259	Named	
V1V3_434_Spirochaetes	Spirochaetes	2	100.0	100.0	HMT-667,HMT-029	Treponema medium,Treponema vincentii	Clone: _C007,Strain: ATCC 35580	667_3051,029_3309	AF023051,AF033309	Named,Named	
V1V3_435_Fusobacteria	Fusobacteria	1	99.605	99.605	HMT-213	Leptotrichia hongkongensis	Clone: DA069	213DA069	AF287811	Named	
V1V3_436_Firmicutes	Firmicutes	1	98.828	98.828	HMT-393	Parvimonas sp. HMT 393	Strain: P4P_31	393_7059	AY207059	Unnamed	
V1V3_437_Betaproteobacteria	Betaproteobacteria	1	100.0	100.0	HMT-894,HMT-894	Ottowia sp. HMT 894,Ottowia sp. HMT 894	Strain: W10237,Clone: BL117	894-Wade,894Wade2	tbd,JQ406530	Unnamed,Unnamed	
V1V3_438_Actinobacteria	Actinobacteria	1	99.559	100.0	HMT-866,HMT-866	Actinomyces graevenitzii,Actinomyces graevenitzii	Strain: F0530,Strain: CCUG 27294	866F0530,866_2167	tbd,NR_042167	Named,Named	
V1V3_439_Actinobacteria	Actinobacteria	1	100.0	100.0	HMT-181	Schaalia lingnae [Not Validly Published]	Clone: ncd2206a07c1	181_1692	JF191692	Named	
V1V3_440_Bacteroidetes	Bacteroidetes	1	99.07	99.07	HMT-337	Capnocytophaga gingivalis	Strain: S3	337-S3	AY005073	Named	
V1V3_441_Bacteroidetes	Bacteroidetes	1	99.535	99.535	HMT-469	Prevotella melaninogenica	Strain: ATCC 25845	469_3525	AY323525	Named	
V1V3_442_Betaproteobacteria	Betaproteobacteria	1	100.0	100.0	HMT-459	Kingella sp. HMT 459	Clone: ID059	459ID059	AY349381	Phylotype	
V1V3_443_Spirochaetes	Spirochaetes	1	100.0	100.0	HMT-664	Treponema maltophilum	Strain: Smibert D4B	664_3039	AF023039	Named	
V1V3_444_Firmicutes	Firmicutes	12	99.219	99.219	HMT-058,HMT-058,HMT-071,HMT-071,HMT-071,HMT-074,HMT-070,HMT-677,HMT-734,HMT-423,HMT-431,HMT-398,HMT-073,HMT-073,HMT-066,HMT-578	Streptococcus oralis subsp. dentisani clade 058,Streptococcus oralis subsp. dentisani clade 058,Streptococcus oralis subsp. tigurinus clade 071,Streptococcus oralis subsp. tigurinus clade 071,Streptococcus oralis subsp. tigurinus clade 071,Streptococcus sp. HMT 074,Streptococcus oralis subsp. tigurinus clade 070,Streptococcus mitis,Streptococcus pneumoniae,Streptococcus sp. HMT 423,Streptococcus infantis clade 431,Streptococcus oralis subsp. dentisani clade 398,Streptococcus australis,Streptococcus australis,Streptococcus sp. HMT 066,Streptococcus cristatus clade 578	Clone: BW009,Clone: BM035,Strain: AZ_3a,Clone: C3ALM006,Clone: P4PA_13,Strain: T4-E3,Strain: Hans 7A,Strain: ATCC 49456,Strain: ATCC 33400,Clone: C2MKM128,Clone: C4AKM023,Strain: SK34,Strain: ATCC 700641,Strain: T1-E5,Clone: MCE7_144,Strain: NCTC 12479	058BW009,058BM035,071_8234,071_8631,071_7062,074-T4E3,070-7A,677_3929,734_3930,423_8630,431_8633,398_5045,073_4974,073-T1E5,066_1230,578_8313	AY005042,AY005043,NR_118234,AY278631,AY207062,AF385526,AY005040,AF003929,AF003930,AY278630,AY278633,AY005045,AF184974,AF385525,AF481230,AB008313	Named,Named,Named,Named,Named,Lost,Unnamed,Named,Named,Lost,Named,Named,Named,Named,Unnamed,Named	
V1V3_445_Firmicutes	Firmicutes	1	99.609	99.609	HMT-917,HMT-917	Veillonella sp. HMT 917,Veillonella sp. HMT 917	Clone: EL130,Clone: H2-plate10_E12	917-Wade,917_6290	JQ406541,HQ176290	Phylotype,Phylotype	
V1V3_446_Bacteroidetes	Bacteroidetes	1	100.0	100.0	HMT-288	Prevotella oulorum	Strain: ATCC 43324	288_6472	L16472	Named	
V1V3_447_Spirochaetes	Spirochaetes	1	100.0	100.0	HMT-653	Treponema lecithinolyticum	Clone: GF6	653_3040	AF023040	Named	
V1V3_448_Bacteroidetes	Bacteroidetes	2	100.0	100.0	HMT-324,HMT-903	Capnocytophaga sp. HMT 324,Capnocytophaga sp. HMT 903	Clone: AA032,Clone: HS5_2W_I24	324AA032,903-Wade	AY005079,KC203061	Unnamed,Phylotype	
