Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700015298-RAF	S700015974-RAF	S700016085-RAF	S700016095-RAF	S700016176-RAF	S700016661-RAF	S700016759-RAF	S700023110-RAF	S700023485-RAF	S700023853-RAF	S700023944-RAF	S700024262-RAF	S700024314-RAF	S700024562-RAF	S700024681-RAF	S700024707-RAF	S700024874-RAF	S700024926-RAF	S700024974-RAF	S700032184-RAF	S700032278-RAF	S700032465-RAF	S700033187-RAF	S700033253-RAF	S700033416-RAF	S700033783-RAF	S700034288-RAF	S700034960-RAF	S700035631-RAF	S700035987-RAF	S700037024-RAF	S700037050-RAF	S700037118-RAF	S700037171-RAF	S700037228-RAF	S700037331-RAF	S700037385-RAF	S700037433-RAF	S700037708-RAF	S700037842-RAF	S700037924-RAF	S700038029-RAF	S700038154-RAF	S700038255-RAF	S700038362-RAF	S700038410-RAF	S700038574-RAF	S700038622-RAF	S700038730-RAF	S700038974-RAF	S700095406-RAF	S700095463-RAF	S700095577-RAF	S700095884-RAF	S700097287-RAF	S700099055-RAF	S700099115-RAF	S700099799-RAF	S700099942-RAF	S700100466-RAF	S700101691-RAF	S700102295-RAF	S700102901-RAF	S700102958-RAF	S700103649-RAF	S700105171-RAF	S700105228-RAF	S700105900-RAF	S700106046-RAF	S700106455-RAF	S700106926-RAF	S700106974-RAF	S700107431-RAF	S700107542-RAF	S700107599-RAF	S700107812-RAF	S700107926-RAF	S700108151-RAF	S700108214-RAF	S700108274-RAF	S700108892-RAF	S700109226-RAF	S700109559-RAF	S700109977-RAF	S700110802-RAF	S700111212-RAF	S700111801-RAF	S700112038-RAF	S700112808-RAF	S700113031-RAF	S700113101-RAF	S700113152-RAF	S700113531-RAF	S700113570-RAF	S700113644-RAF	S700113672-RAF	S700113797-RAF	S700113848-RAF	S700114045-RAF	S700114187-RAF	S700114242-RAF	S700114295-RAF	S700114450-RAF	S700114513-RAF	S700114643-RAF	S700114677-RAF	S700114725-RAF	S700114775-RAF	S700114826-RAF	S700114929-RAF	S700114985-RAF	S700116386-RAF	S700116706-RAF	S700116758-RAF	S700116806-RAF	S700116836-RAF	S700116896-RAF	S700117856-RAF	S700119218-RAF	S700119618-RAF	S700119792-RAF	S700120093-RAF	S700161732-RAF	S700163656-RAF	S700163971-RAF	S700164078-RAF	S700164187-RAF	S700164220-RAF	S700164277-RAF	S700164347-RAF	S700164399-RAF	S700164495-RAF	S700164763-RAF	S700164820-RAF	S700165140-RAF	S700165308-RAF	S700165404-RAF	S700165452-RAF	S700165483-RAF	S700165854-RAF	S700165903-RAF	S700166081-RAF	S700166639-RAF	S700171469-RAF	S700171521-RAF	S700171569-RAF	S700171924-RAF	S700172211-RAF	S700173269-RAF	S700173478-RAF
Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium	genus				0.436	0.0	0.256	3.027	0.0	0.008	0.03	0.311	0.12	0.0	0.0	3.496	0.0	0.0	0.0	3.582	0.195	0.0	0.0	0.0	0.0	1.087	0.0	0.0	0.143	0.039	0.035	0.0	0.0	0.0	0.0	0.023	0.0	0.131	0.0	0.622	0.013	0.691	0.698	0.0	0.0	0.0	0.0	0.0	0.131	0.38	0.071	0.282	0.093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.591	0.0	0.0	0.0	0.0	0.0	0.146	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.103	0.0	0.0	0.0	0.0	0.151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Gardnerella	genus				0.0	0.0	0.0	0.0	0.941	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.0	0.402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	1.857	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.191	0.0	0.0	0.289	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.116	3.645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.866	0.0	0.0	0.47	9.075	0.0	0.392	0.0	5.274	0.0	0.0	1.478	0.082	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium	genus				0.0	5.117	2.964	0.0	0.017	0.431	1.42	5.005	0.0	0.496	7.615	1.104	11.479	5.819	0.813	5.107	0.335	17.012	3.191	0.817	0.885	10.093	3.591	12.355	0.857	1.347	6.22	3.46	9.159	1.081	43.691	8.349	11.589	3.338	6.878	9.4	56.936	3.663	3.937	3.052	5.601	8.57	17.718	49.756	5.044	2.446	28.107	3.304	8.523	3.394	3.611	0.064	3.751	12.963	1.175	4.396	8.789	35.694	16.117	4.1	3.597	0.615	11.116	5.983	9.596	5.384	1.097	20.488	5.331	5.778	12.049	3.808	1.295	32.508	19.305	14.132	9.767	4.447	13.571	36.996	7.403	58.068	10.129	6.256	27.149	0.477	3.493	4.038	4.511	0.353	0.0	3.18	32.0	0.0	0.124	0.008	2.879	2.187	2.089	0.069	0.526	11.715	0.0	0.04	5.872	15.003	0.306	0.056	0.0	20.021	3.116	4.442	2.394	4.269	4.371	0.031	7.126	5.018	3.739	7.951	8.507	1.653	0.096	9.351	15.778	3.762	14.579	1.364	0.855	3.247	2.709	8.376	3.31	8.615	15.915	18.79	3.198	12.491	12.81	3.745	4.55	1.205	15.074	11.084	51.831	5.142	36.387	1.991	1.913	18.636
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Lawsonellaceae;Lawsonella	genus				0.0	1.483	0.0	0.0	0.854	0.208	0.0	0.031	0.0	0.01	3.424	0.0	0.761	18.236	0.924	0.152	0.0	0.306	0.481	0.234	0.146	0.466	6.284	3.882	0.0	0.859	0.313	0.893	0.062	0.0	0.0	3.197	0.0	0.0	0.376	0.073	24.147	0.173	1.111	3.371	6.698	3.302	0.548	1.855	2.169	0.054	1.164	4.208	0.383	0.311	0.766	0.0	5.306	0.081	0.045	0.097	2.152	4.769	0.479	1.451	0.435	1.939	8.001	0.156	1.581	1.434	0.0	1.965	1.195	0.385	0.734	0.0	0.223	1.363	1.149	0.538	1.063	0.0	0.0	1.462	1.88	0.721	0.876	0.308	0.118	0.0	0.325	0.752	0.805	0.044	0.035	0.591	0.0	0.0	0.0	0.0	1.439	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.526	0.0	0.0	0.0	0.0	0.0	0.0	2.665	0.493	3.202	0.829	0.031	0.081	0.763	0.384	0.0	0.866	0.0	0.0	0.811	1.415	0.0	0.489	0.08	0.252	0.336	0.688	1.611	0.187	0.726	0.156	0.763	0.173	5.174	0.0	0.061	0.103	0.0	0.0	0.739	0.02	0.802	0.087	0.036	0.0	0.033
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium	genus				0.0	0.0	0.0	0.0	0.0	0.0	0.355	0.0	0.0	0.0	0.0	0.184	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.149	0.0	0.078	0.0	0.056	0.0	0.0	0.0	0.069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.364	0.157	0.334	0.0	0.098	0.078	0.0	0.0	0.044	0.116	0.0	0.344	0.0	0.0	0.161	0.0	0.0	0.0	0.0	2.756	0.014	0.019	0.0	2.368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.664	0.189	0.0	0.504	0.0	0.049	0.0	0.0	0.0	0.0	0.081	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.079	0.0	0.0	0.077	0.0	0.0	0.0	0.241	0.0	0.0	0.0	0.046	0.0	0.0	0.0	3.817	0.0	0.0	0.0	0.0	1.138	0.0	0.0	0.0	0.061	0.0	0.0	0.355	0.0	0.131
Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Dermatophilaceae;Arsenicicoccus	genus				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Janibacter	genus				0.0	0.0	0.0	0.0	0.0	0.0	0.118	0.0	0.0	0.0	0.217	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.149	0.0	0.332	0.0	0.335	0.0	0.0	0.0	0.023	0.221	0.0	0.0	0.293	0.04	0.0	0.0	0.0	0.0	0.0	2.738	1.041	0.0	0.0	0.009	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.257	0.0	1.003	0.059	0.0	0.0	0.0	0.0	0.092	0.0	0.0	0.0	0.089	0.0	0.0	0.138	0.0	0.0	0.0	0.504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.732	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.155	0.0	0.0	0.0	0.963	0.0	0.0	0.0	0.322	0.0	0.0	0.111	0.0	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.246	0.061	0.0	0.785	0.355	0.0	0.033
Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Kocuria	genus				0.0	1.335	0.0	0.0	0.0	0.015	0.0	0.0	0.481	0.0	0.054	2.438	0.0	0.18	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.513	0.261	0.0	0.0	0.278	0.0	0.0	0.0	5.901	0.0	0.662	0.327	0.0	0.951	0.0	0.484	0.667	0.0	0.0	0.0	0.251	0.0	0.209	0.0	0.026	0.0	0.197	0.031	0.016	0.0	0.0	0.0	0.0	0.162	0.0	0.0	0.06	0.014	0.031	0.0	0.021	0.01	0.074	0.0	0.0	0.0	0.0	0.0	0.183	0.0	0.045	0.038	0.084	0.162	0.199	0.047	0.0	0.353	0.118	0.018	0.0	0.0	0.0	0.0	0.081	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.876	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.829	0.0	0.162	0.0	0.0	0.0	0.236	0.0	0.0	0.077	0.054	0.0	0.0	1.043	0.0	1.904	0.086	0.736	0.062	0.0	0.044	0.0	0.086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.087	0.107	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Rothia	genus				0.0	0.037	0.0	0.0	0.279	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.54	0.0	4.802	0.195	0.0	0.152	0.234	0.058	1.708	6.104	0.0	0.238	0.059	0.625	0.335	0.81	0.0	0.0	0.161	0.0	0.262	0.322	0.037	0.0	0.415	0.317	0.0	0.078	0.798	0.331	0.0	0.288	0.0	0.212	0.0	0.0	0.0	0.109	0.0	0.366	0.0	1.04	0.325	2.511	0.0	0.09	0.014	0.038	0.024	0.192	0.01	0.551	0.096	0.0	0.109	0.0	1.107	0.734	0.0	0.223	0.288	0.028	0.133	0.864	1.325	0.058	0.252	0.705	0.209	0.029	1.641	0.008	0.053	0.487	0.426	0.121	0.264	0.0	0.091	0.071	1.357	10.507	0.319	0.375	0.437	0.249	5.797	0.576	0.0	0.0	0.08	0.263	17.633	0.568	0.019	0.161	13.713	0.0	0.0	0.352	0.32	0.528	3.418	0.0	0.04	0.0	0.0	0.512	0.085	0.096	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.086	0.184	1.249	1.325	0.2	4.991	0.0	0.0	1.961	0.0	0.31	0.0	0.0	0.123	0.225	0.0	0.698	0.071	0.02	4.373
Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Cutibacterium	genus				3.49	67.89	4.395	0.534	0.279	94.105	12.337	41.343	0.0	5.761	60.51	27.415	59.378	58.848	87.95	25.229	83.687	18.302	89.567	96.439	95.933	14.907	17.594	70.735	4.81	75.517	38.742	78.404	84.735	5.107	8.6	78.818	49.007	42.801	32.08	7.462	9.584	47.754	42.635	87.153	83.627	62.4	53.908	20.046	81.155	81.141	51.186	71.329	80.311	71.575	92.762	4.243	78.591	73.188	19.846	38.679	63.857	3.468	19.922	82.685	63.084	96.737	43.439	91.303	75.772	84.103	48.521	48.799	53.86	26.529	76.514	76.754	91.741	29.937	66.461	73.929	60.0	44.04	55.664	31.502	62.045	22.389	85.259	13.538	52.522	2.912	34.281	83.446	61.458	3.967	0.942	35.484	17.286	0.835	1.792	0.065	79.975	10.496	52.479	0.069	0.15	41.04	0.023	2.117	9.991	0.27	0.961	0.409	0.143	0.274	11.1	85.785	85.211	79.402	24.265	0.596	86.964	55.48	88.878	44.343	73.769	3.008	6.992	72.218	30.359	25.695	75.734	23.355	89.257	34.49	53.482	68.385	30.543	31.429	71.638	43.688	69.36	78.64	18.431	90.301	57.704	8.434	78.064	65.764	10.17	89.858	45.201	76.111	7.429	6.397
Bacteria;Actinomycetota;Coriobacteriia;Eggerthellales;Eggerthellaceae;Eggerthella	genus				0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.254	1.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.353	0.086	0.0	0.0	0.0	0.0	0.0	0.0	0.282	0.0	0.0	0.0	0.0	1.357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas	genus				0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	1.553	0.0	0.0	0.381	0.0	0.903	0.893	0.0	1.382	0.0	0.069	0.0	0.0	1.397	0.841	0.053	1.14	0.0	0.0	0.0	0.482	0.046	0.0	0.444	0.0	0.035	0.03	0.151	0.0	0.078	0.0	0.366	0.0	7.595	16.372	0.0	0.0	0.03	0.479	0.0	0.0	0.128	0.01	0.0	0.0	0.716	0.91	0.0	4.863	0.245	0.0	0.312	0.115	0.084	0.143	0.0	3.453	0.115	0.05	0.705	0.148	0.0	2.564	0.0	0.0	0.975	0.301	0.443	5.509	0.0	0.0	0.0	1.879	3.214	0.041	0.0	0.0	0.468	12.767	14.436	0.0	0.0	0.799	0.0	0.742	7.427	0.0	11.831	1.303	0.0	0.0	0.0	0.0	0.0	8.467	0.0	0.04	0.0	0.0	0.158	2.712	0.0	0.0	0.0	0.0	0.489	0.08	0.0	0.0	0.0	0.092	0.375	3.376	0.044	0.587	0.0	0.0	0.392	0.0	0.414	0.0	1.072	0.246	0.286	0.0	0.087	0.036	0.0	0.033
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella	genus				0.0	0.0	1.009	0.0	1.063	0.008	0.0	0.124	0.0	1.109	0.0	3.174	0.298	0.0	0.112	1.296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.841	0.0	0.0	0.883	0.0	0.0	0.073	0.013	1.451	0.0	0.046	0.274	0.278	0.183	0.781	0.052	0.543	0.018	0.104	0.0	0.0	0.0	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.107	0.0	1.066	0.0	1.718	0.255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.545	0.429	0.0	0.494	0.0	0.0	0.0	0.156	0.966	2.857	1.233	0.0	0.479	2.366	0.0	0.0	0.0	1.396	0.0	0.0	0.099	0.0	0.0	0.075	0.031	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.086	0.0	0.0	0.184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella	genus				0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.776	0.0	0.0	0.524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.181	0.076	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.073	0.0	0.722	0.0	0.0	0.0	0.019	0.0	0.01	0.0	0.568	0.0	0.0	0.0	0.0	0.014	0.308	0.004	0.0	0.0	0.0	0.0	0.705	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	1.829	0.902	0.0	0.0	0.0	0.0	0.303	1.311	0.0	9.343	0.411	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.414	0.0	0.347	0.0	0.352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga	genus				0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.484	0.0	0.896	0.0	0.0	0.0	0.0	0.0	0.511	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.742	0.0	0.0	0.0	0.0	0.0	0.415	0.151	0.0	0.0	0.0	0.0	0.0	1.266	0.217	0.0	0.0	0.0	0.0	0.0	0.0	0.107	0.0	0.0	0.096	0.0	0.073	0.0	4.622	0.122	0.0	0.0	0.096	0.056	0.233	0.066	2.034	0.058	0.151	0.235	0.0	0.057	0.0	0.0	0.0	0.081	0.05	0.04	1.983	0.0	0.0	0.0	0.313	0.494	0.09	0.0	0.0	0.062	0.414	3.108	0.655	0.0	0.0	4.47	2.9	1.442	0.0	0.251	16.969	0.487	0.0	0.0	0.0	0.0	3.763	0.0	0.0	0.0	0.0	0.0	3.263	0.0	0.0	0.163	0.0	0.098	0.0	0.084	0.0	0.0	0.092	0.0	0.0	0.044	0.176	0.0	0.0	1.438	0.061	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	12.337
Bacteria;Bacillota;Bacilli;Caryophanales;Gemellaceae;Gemella	genus				1.658	0.0	3.169	0.0	0.0	0.012	0.0	5.409	1.724	2.55	0.014	2.438	1.522	0.0	0.096	2.134	0.53	0.0	0.329	0.0	0.088	2.795	0.0	0.0	0.0	0.0	2.536	0.502	0.0	0.721	3.766	0.0	2.87	0.0	4.836	0.549	0.08	1.002	5.556	0.319	0.274	1.484	1.951	0.0	0.209	0.109	0.309	0.43	0.046	0.031	0.172	0.0	0.366	0.0	2.17	2.75	1.166	0.0	0.33	0.24	0.139	0.0	0.704	0.0	1.507	0.0	0.954	0.0	0.184	0.241	0.0	0.0	0.179	0.499	0.084	0.119	0.266	1.703	0.0	1.21	1.175	0.333	0.014	0.718	0.0	0.0	1.3	1.304	0.805	0.97	0.023	0.0	3.929	37.891	3.028	12.754	0.814	1.166	0.062	4.486	1.855	1.156	0.023	21.974	1.665	0.472	2.621	0.019	6.354	1.097	7.984	0.247	0.211	0.747	0.904	1.505	0.162	0.161	0.0	0.612	0.197	0.975	0.192	0.232	0.0	0.0	0.196	0.803	0.0	0.336	0.129	0.184	0.375	0.726	0.244	0.0	0.0	0.0	0.915	0.246	1.241	3.614	0.0	0.0	0.082	0.189	0.087	0.178	0.0	0.424
Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;Staphylococcus	genus				0.0	0.297	0.038	0.0	0.0	0.004	0.0	0.0	0.0	0.01	0.014	0.0	0.099	0.06	0.016	0.0	0.028	0.0	0.076	0.117	0.165	0.0	3.77	0.224	2.333	0.039	0.174	0.0	1.433	0.33	0.502	0.0	0.0	0.0	0.0	0.0	0.04	0.069	0.095	0.0	0.0	0.278	0.068	0.098	0.0	0.0	0.026	0.03	0.128	0.031	0.094	0.0	0.274	0.0	0.0	0.314	1.614	7.803	0.359	0.366	0.025	0.0	0.704	0.01	0.919	0.0	0.048	0.182	0.0	0.048	0.0	3.407	0.0	0.058	6.584	0.433	0.266	0.047	0.115	1.663	0.0	4.362	0.101	0.0	0.084	0.0	0.487	0.251	0.04	0.044	0.0	0.0	1.357	0.0	0.062	0.0	0.0	0.0	2.339	0.0	0.0	1.272	0.0	0.0	0.175	0.0	0.0	0.0	0.0	0.0	3.7	0.0	0.07	0.534	0.0	0.0	0.0	0.12	0.0	0.917	0.0	0.042	0.0	0.155	0.381	0.106	0.294	0.401	0.059	0.112	0.0	0.092	0.062	0.442	0.156	0.117	1.685	0.0	1.307	0.491	0.0	10.241	0.0	0.123	0.184	0.0	0.611	0.071	0.0	0.261
Bacteria;Bacillota;Bacilli;Lactobacillales;Aerococcaceae;Abiotrophia	genus				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	1.553	0.0	0.0	0.0	0.0	0.695	0.0	0.0	0.0	0.0	1.058	1.325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.686	0.0	0.0	0.0	0.0	0.009	0.133	0.046	0.0	0.0	0.0	0.0	0.242	0.271	0.433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.755	0.0	0.0	0.0	0.23	0.0	0.247	0.0	1.656	0.058	0.554	0.118	0.0	0.029	0.205	0.0	0.0	0.812	0.477	0.0	0.044	0.0	0.0	0.0	0.626	0.0	0.025	0.0	0.0	0.468	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.044	0.0	0.0	0.0	0.0	0.0	0.634	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.039	1.102	0.0	0.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.782	0.125	0.82	0.111	0.294	0.0	0.0	1.83	0.0	0.0	0.0	0.0	0.123	0.041	0.0	0.0	0.32	0.0	0.131
Bacteria;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Dolosigranulum	genus				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.552	0.0	0.0	0.0	0.0	6.266	0.0	0.0	0.0	0.0	0.019	0.023	0.0	0.0	0.0	0.071	0.0	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.184	0.0	0.0	0.06	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19	0.0	0.01	0.0	0.0	0.0	0.0	0.353	0.0	0.057	0.0	0.167	0.0	0.0	0.025	0.0	0.0	0.0	0.318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.176	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.087	0.0	0.0	0.0
