Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700015277-PTO	S700015653-PTO	S700016162-PTO	S700016327-PTO	S700016368-PTO	S700016584-PTO	S700016640-PTO	S700016941-PTO	S700021868-PTO	S700021906-PTO	S700023005-PTO	S700023261-PTO	S700023315-PTO	S700023412-PTO	S700023469-PTO	S700023570-PTO	S700023684-PTO	S700023780-PTO	S700023837-PTO	S700023894-PTO	S700023960-PTO	S700024017-PTO	S700024058-PTO	S700024121-PTO	S700024179-PTO	S700024225-PTO	S700024284-PTO	S700024332-PTO	S700024371-PTO	S700024427-PTO	S700024484-PTO	S700024533-PTO	S700024580-PTO	S700024629-PTO	S700024665-PTO	S700024725-PTO	S700024782-PTO	S700024819-PTO	S700024896-PTO	S700024940-PTO	S700024990-PTO	S700033011-PTO	S700033173-PTO	S700033468-PTO	S700033769-PTO	S700037066-PTO	S700037214-PTO	S700037462-PTO	S700037574-PTO	S700037726-PTO	S700038045-PTO	S700038241-PTO	S700038378-PTO	S700038464-PTO	S700038512-PTO	S700038560-PTO	S700038608-PTO	S700038716-PTO	S700038992-PTO	S700095392-PTO	S700095449-PTO	S700096305-PTO	S700097273-PTO	S700097333-PTO	S700097670-PTO	S700098309-PTO	S700098401-PTO	S700098974-PTO	S700099041-PTO	S700099101-PTO	S700099629-PTO	S700099785-PTO	S700100269-PTO	S700101677-PTO	S700102281-PTO	S700102627-PTO	S700102944-PTO	S700103255-PTO	S700103319-PTO	S700103460-PTO	S700103529-PTO	S700103599-PTO	S700103635-PTO	S700103686-PTO	S700105025-PTO	S700105079-PTO	S700105138-PTO	S700105195-PTO	S700105252-PTO	S700105298-PTO	S700105386-PTO	S700105431-PTO	S700105506-PTO	S700105660-PTO	S700105699-PTO	S700105753-PTO	S700105820-PTO	S700105918-PTO	S700106032-PTO	S700106107-PTO	S700106374-PTO	S700106426-PTO	S700106534-PTO	S700106593-PTO	S700106629-PTO	S700106677-PTO	S700106737-PTO	S700106851-PTO	S700106890-PTO	S700106960-PTO	S700113001-PTO	S700113049-PTO	S700113085-PTO	S700113132-PTO	S700113517-PTO	S700113592-PTO	S700113630-PTO	S700113688-PTO	S700113832-PTO	S700113946-PTO	S700114031-PTO	S700114080-PTO	S700114139-PTO	S700114203-PTO	S700114260-PTO	S700114317-PTO	S700114365-PTO	S700114401-PTO	S700114531-PTO	S700114572-PTO	S700114629-PTO	S700114693-PTO	S700114741-PTO	S700114791-PTO	S700114848-PTO	S700114896-PTO	S700114953-PTO	S700116231-PTO	S700116318-PTO	S700116372-PTO	S700116582-PTO	S700116633-PTO	S700116792-PTO	S700116852-PTO	S700117014-PTO	S700117674-PTO	S700117731-PTO	S700117842-PTO	S700117968-PTO	S700118452-PTO
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae	family				0.484	0.19	0.022	0.044	0.037	0.08	0.36	0.859	0.264	0.371	4.125	8.114	0.144	0.017	0.017	1.884	3.585	0.053	5.604	0.148	0.0	2.834	0.0	1.149	3.585	0.277	8.518	0.789	0.16	0.828	3.531	0.146	1.754	0.0	0.43	1.907	0.167	0.787	2.922	0.197	1.031	0.033	0.167	3.726	12.167	0.084	0.466	0.604	1.457	0.092	1.68	1.04	0.083	0.125	6.413	0.0	0.844	5.171	0.0	0.083	2.841	0.55	1.451	0.176	0.091	1.047	0.056	0.015	0.336	0.051	0.038	0.057	0.17	0.053	1.083	0.046	0.63	0.016	0.165	11.206	7.095	0.611	0.171	0.461	0.821	1.483	0.778	1.281	0.102	0.0	8.014	0.196	0.053	1.962	2.364	0.42	0.07	0.014	0.601	2.398	2.429	0.417	1.556	4.545	0.155	8.632	0.159	0.399	0.16	7.13	6.083	0.028	0.017	0.179	0.018	1.983	0.143	0.051	0.248	4.141	3.123	0.026	1.329	0.583	0.396	0.442	0.566	0.771	0.607	1.141	0.043	2.798	9.25	8.354	0.283	1.78	0.483	2.793	0.81	0.0	2.017	1.907	0.029	11.702	5.338	0.262	0.599	0.309	0.018	0.225
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae	family				0.52	0.602	0.177	0.0	0.506	0.768	0.332	0.955	0.027	0.519	0.744	0.838	0.232	0.017	0.0	0.764	0.438	0.053	0.125	0.067	0.0	0.07	0.0	0.228	0.312	0.012	0.295	1.304	0.16	0.063	0.763	0.411	0.3	0.0	0.136	0.264	0.2	0.165	0.26	0.082	0.094	0.183	0.39	0.448	0.629	0.0	0.123	0.206	0.087	0.128	0.302	0.301	0.0	0.03	0.606	0.047	0.182	0.289	0.0	0.304	0.133	0.092	0.733	0.44	0.0	0.785	0.028	0.247	0.072	0.013	0.294	0.969	0.051	0.449	0.857	5.2	0.154	0.079	0.012	4.481	0.39	0.146	0.103	0.062	0.475	0.228	0.21	1.189	0.0	0.009	2.642	0.277	0.337	0.0	0.53	0.478	0.229	0.6	0.021	0.88	1.493	0.804	0.452	1.049	0.521	0.107	0.195	0.306	5.105	1.621	0.238	0.141	0.051	0.495	0.127	1.234	0.032	0.0	0.33	0.18	0.251	0.243	0.05	0.719	0.068	0.337	0.264	0.168	0.364	0.386	0.043	0.114	0.655	0.489	0.012	0.174	0.253	0.065	0.84	0.109	0.27	0.377	0.0	0.616	0.374	0.083	0.039	0.08	0.724	0.147
Bacteria;Bacillota;Bacilli;Caryophanales;Gemellaceae	family				2.848	11.334	2.582	5.628	5.352	7.713	5.061	2.794	0.205	2.238	3.404	3.428	3.15	0.517	0.288	3.186	2.802	1.265	1.472	0.201	0.043	1.291	0.556	2.02	4.567	3.445	0.221	2.524	0.12	0.614	1.112	10.212	5.192	0.381	0.346	1.012	0.133	1.573	1.157	0.131	0.281	3.443	8.183	1.832	2.467	0.219	1.791	3.491	0.69	1.669	0.994	1.447	0.282	0.353	1.101	0.047	0.645	3.384	0.226	0.83	2.352	0.963	2.55	1.497	0.685	12.036	1.071	1.912	2.905	0.369	2.228	14.339	2.587	5.969	5.559	2.493	3.133	0.773	0.047	0.02	2.033	0.655	0.333	0.0	0.949	0.407	4.163	3.058	1.744	0.579	0.162	1.466	2.431	0.204	4.864	0.315	0.264	2.821	0.228	1.924	1.103	0.371	1.456	0.276	0.007	0.794	0.891	1.649	0.064	1.801	0.584	0.141	1.079	1.979	1.744	1.822	0.159	0.913	0.743	0.795	0.568	0.478	0.876	1.613	0.232	0.379	0.855	0.21	0.273	0.691	1.717	1.093	0.607	1.608	1.327	0.825	1.195	0.131	0.428	1.546	2.826	3.143	0.766	0.179	0.549	0.649	0.147	0.318	1.272	1.185
Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae	family				0.0	0.043	0.024	0.159	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.416	0.0	0.0	0.0	0.0	0.009	0.021	0.049	0.014	0.019	0.0	0.003	0.057	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.019	0.005	0.0	0.0	0.0	0.064	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.009	0.086	0.017	0.0	0.003	0.015	0.0	0.0	0.0	0.0	0.0	0.553	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.012	0.007	0.0	0.0	0.0	0.0	0.0	0.105	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.012	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae	family				0.645	2.328	2.537	0.176	3.305	2.8	2.336	1.548	0.105	2.891	0.248	0.9	2.215	1.949	1.302	2.844	3.992	0.559	1.096	0.134	0.859	0.519	1.596	0.139	0.592	0.217	0.503	2.177	0.06	0.163	0.925	2.358	0.297	0.201	0.398	1.203	2.632	1.281	1.707	0.723	2.193	2.695	1.781	1.004	0.779	2.279	0.368	0.398	0.155	1.558	1.629	1.643	1.061	0.848	0.936	0.211	0.116	0.381	0.151	1.466	1.864	1.605	1.356	1.674	0.571	1.475	0.451	0.524	4.226	0.191	0.474	0.855	6.11	1.215	3.665	3.12	2.857	7.288	0.024	0.03	4.806	1.135	1.667	0.0	0.752	1.988	1.955	3.796	0.291	0.136	0.701	1.42	10.451	0.65	2.561	1.469	3.082	2.562	1.243	2.148	1.66	1.113	1.054	2.834	4.348	0.107	5.015	1.569	6.392	1.516	0.197	0.31	1.821	0.673	2.361	3.528	0.27	0.215	3.849	0.315	0.688	0.504	1.178	2.157	4.079	1.746	0.855	0.42	2.658	1.028	1.374	0.767	0.248	0.315	6.465	0.152	2.575	0.833	0.703	3.189	1.278	2.032	0.794	0.226	0.967	2.141	0.196	1.494	5.177	2.688
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae	family				50.645	39.652	36.495	81.695	58.811	58.793	50.072	44.08	5.554	27.972	7.71	21.005	35.108	20.486	32.065	28.234	16.155	20.605	15.279	8.664	54.525	7.8	37.443	5.715	17.55	8.262	16.816	22.297	6.414	6.747	10.556	29.377	15.269	5.981	10.313	19.302	19.054	21.936	11.963	10.627	27.741	39.77	78.363	14.909	21.766	12.781	12.123	10.74	5.274	17.602	12.198	11.861	26.89	7.81	6.524	5.973	3.97	17.807	7.826	55.669	25.788	21.687	14.447	34.838	10.135	41.722	15.647	34.279	28.331	43.171	11.073	62.628	28.336	47.412	42.561	29.729	65.182	24.404	15.06	4.65	13.557	23.65	11.482	0.826	12.677	12.156	27.292	28.618	9.956	6.763	13.121	29.648	41.235	5.744	26.519	7.906	17.644	39.035	13.007	10.421	16.967	5.812	10.557	26.242	31.53	8.128	23.145	14.208	34.532	18.928	8.285	5.291	17.819	44.386	50.545	14.182	5.432	4.906	18.385	12.903	7.796	23.862	15.42	13.833	9.18	11.761	7.473	2.732	11.374	8.869	15.092	13.804	7.588	12.074	31.059	7.532	12.529	24.806	6.615	38.703	14.586	22.795	13.148	5.863	12.165	17.348	19.002	9.916	19.753	15.333
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae	family				1.738	4.036	2.919	0.556	0.925	1.376	1.081	3.362	10.197	6.997	4.058	4.902	1.895	2.69	8.896	5.747	2.661	5.408	7.044	4.788	1.675	2.708	3.934	2.565	4.66	1.879	1.51	3.816	5.151	6.208	1.248	5.921	1.526	5.007	5.848	5.265	2.132	5.265	3.66	7.129	6.317	1.514	0.464	2.378	3.216	4.812	12.933	0.707	2.292	2.53	3.378	4.853	4.741	8.847	5.367	1.464	11.561	4.245	7.222	1.079	2.486	4.585	4.856	3.259	3.218	0.571	0.818	2.806	4.178	1.729	3.356	0.998	1.634	0.977	0.555	2.737	0.875	0.891	9.852	2.914	2.383	4.512	7.976	10.874	4.756	2.9	3.68	3.935	1.134	6.201	4.664	8.598	2.431	6.814	2.258	1.749	5.776	0.968	5.199	3.718	2.93	3.014	1.355	0.129	1.611	7.075	6.04	7.254	0.606	2.957	4.118	5.334	3.49	1.388	0.49	1.626	6.703	2.827	4.889	2.476	3.865	8.22	12.179	1.166	3.71	2.483	1.874	3.979	3.667	0.611	2.641	3.329	3.571	4.492	1.684	6.099	2.23	3.292	5.691	2.655	4.502	3.164	3.359	4.007	6.966	6.782	3.005	4.136	5.053	1.828
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptococcaceae	family				0.0	0.08	0.0	0.0	0.0	0.032	0.0	0.0	0.041	0.044	0.428	0.171	0.352	0.0	0.0	0.204	0.141	0.0	0.094	0.0	0.0	0.098	0.0	0.109	0.748	0.0	0.037	0.0	0.02	0.013	0.039	0.0	0.075	0.064	0.084	0.044	0.133	0.0	0.0	0.016	0.075	0.017	0.0	0.177	0.01	0.0	0.123	0.0	0.078	0.0	0.145	0.166	0.05	0.004	0.193	0.035	0.05	0.072	0.126	0.0	0.111	0.0	0.122	0.044	0.114	0.0	0.197	0.015	0.0	0.0	0.0	0.0	0.238	0.0	0.005	0.046	0.0	0.0	0.0	0.0	0.04	0.0	0.009	0.0	0.01	0.098	0.021	0.104	0.509	0.17	0.0	0.0	0.018	0.0	0.045	0.233	0.0	0.0	0.083	0.009	0.0	0.263	0.033	0.0	0.0	0.038	0.0	0.027	0.0	0.0	0.074	0.084	0.0	0.014	0.0	0.058	0.016	0.013	0.017	0.09	0.011	0.096	0.111	0.0	0.205	0.0	0.088	0.168	0.008	0.032	0.043	0.082	0.048	0.0	0.061	0.412	0.0	0.025	0.008	0.014	0.071	0.0	0.239	0.031	0.0	0.138	0.059	0.009	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptostreptococcaceae	family				0.143	0.221	0.066	0.009	0.0	0.144	0.13	0.048	0.724	0.741	1.488	0.481	1.551	0.0	0.085	0.32	1.722	0.573	0.313	0.872	0.172	1.164	0.171	2.09	1.387	3.589	0.319	0.299	0.822	0.238	0.175	0.185	1.478	5.103	0.367	0.968	0.6	0.038	0.014	0.214	0.3	0.266	0.037	0.89	0.06	0.068	1.718	2.961	2.04	0.367	1.013	0.708	0.066	0.202	1.184	0.621	0.827	0.618	0.327	0.0	0.178	0.046	0.38	0.11	1.073	0.071	2.481	0.401	0.864	0.801	1.014	0.057	0.459	0.079	0.016	0.795	0.077	0.0	0.635	1.098	0.121	0.0	0.351	0.743	0.178	0.261	0.273	0.288	5.247	4.796	0.391	0.127	0.248	1.159	0.197	0.536	0.211	0.027	1.408	0.164	0.134	0.557	1.857	0.037	0.042	0.962	0.244	0.565	0.819	0.0	0.822	0.366	0.691	0.344	0.073	0.15	0.683	2.472	0.083	0.555	0.459	1.382	0.674	0.019	0.027	0.042	0.327	2.018	0.106	0.337	0.623	0.979	0.136	0.252	0.221	0.781	0.092	0.441	0.306	0.068	0.241	0.712	0.718	0.546	0.096	0.663	0.442	0.309	0.018	0.015
Bacteria;Bacillota;Clostridia;Eubacteriales;Anaerovoracaceae	family				0.0	0.19	0.249	0.0	0.062	0.128	0.058	0.0	0.269	0.385	0.113	0.171	0.208	0.155	0.034	0.269	0.204	0.093	0.063	0.308	0.029	1.473	0.086	0.307	0.171	0.012	0.123	0.55	0.261	0.439	0.019	0.252	0.136	0.106	0.168	0.22	0.1	0.051	0.174	0.181	0.15	0.133	0.056	0.245	0.04	0.253	1.129	0.088	0.117	0.202	0.132	0.196	0.199	0.517	0.083	0.035	0.546	0.0	0.377	0.0	0.155	0.0	0.149	0.044	0.251	0.024	0.0	0.308	0.168	0.038	0.104	0.114	0.068	0.185	0.011	0.153	0.046	0.016	0.317	0.489	0.013	0.116	0.325	0.709	0.079	0.098	0.442	0.023	0.203	0.239	0.28	0.369	0.053	0.28	0.212	0.0	0.599	0.014	0.373	0.198	0.0	0.124	0.318	0.0	0.063	0.168	0.11	0.033	0.106	0.105	0.255	0.352	0.506	0.096	0.036	0.0	0.302	0.177	0.017	0.15	0.36	0.191	0.483	0.0	0.095	0.0	0.138	0.448	0.106	0.193	0.343	0.31	0.032	0.126	0.135	0.043	0.046	0.049	0.145	0.082	0.142	0.23	0.0	0.125	0.087	0.387	0.393	0.389	0.106	0.015
Bacteria;Bacillota;Clostridia;Eubacteriales;Ruminococcaceae	family				0.0	0.135	0.144	0.009	0.136	0.032	0.144	0.0	0.592	0.03	0.068	0.186	0.08	0.0	0.0	0.095	0.094	0.08	0.814	0.04	0.043	0.042	0.0	0.158	0.047	0.0	0.147	0.06	0.381	0.953	0.155	0.318	0.032	0.127	0.021	0.029	0.0	0.114	0.188	1.199	0.037	0.017	0.019	0.109	0.09	0.692	0.933	0.088	0.039	0.11	0.088	0.452	0.0	0.082	0.138	0.023	3.374	0.092	2.29	0.0	0.067	0.046	0.014	0.132	0.114	0.0	0.0	0.0	0.264	0.0	0.0	0.114	0.085	0.264	0.005	0.031	0.015	0.008	0.094	0.499	0.283	0.262	0.0	7.109	0.138	0.0	0.231	0.15	0.058	0.332	0.996	0.0	0.0	0.127	0.273	0.653	0.0	0.027	3.107	0.94	0.033	0.077	0.05	0.0	0.021	1.084	0.22	0.093	0.106	0.315	0.156	0.45	0.0	0.069	0.0	0.0	0.842	0.152	0.0	0.255	0.229	0.704	0.01	0.0	0.027	0.147	0.138	0.0	0.008	0.209	0.429	0.033	0.104	0.032	0.049	0.022	0.023	0.074	0.321	0.109	0.525	0.0	0.0	0.515	0.104	0.124	0.226	0.212	0.018	0.0
Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Coprobacillaceae	family				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.631	0.0	0.02	0.218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.089	0.0	0.0	0.0	0.0	0.0	0.124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae	family				0.0	0.061	0.0	0.035	0.012	0.128	0.0	0.048	1.616	0.222	0.609	0.869	0.52	0.345	0.338	0.284	0.955	0.599	0.25	0.349	0.115	2.217	0.214	0.267	0.14	1.084	0.589	0.371	1.163	1.053	0.097	0.649	0.259	0.582	0.44	0.528	0.1	0.279	0.159	0.345	0.6	0.067	0.0	0.12	0.02	0.203	1.202	0.118	0.204	0.312	0.522	0.512	0.845	1.541	0.165	0.375	0.844	0.02	1.258	0.028	0.089	0.138	0.231	0.286	0.616	0.0	0.367	0.324	0.696	0.191	0.18	0.0	0.357	0.238	0.003	0.505	0.092	0.008	0.835	0.0	0.188	0.582	0.735	0.0	0.435	0.538	0.484	0.208	0.276	0.145	0.0	1.235	0.479	1.261	0.303	0.035	0.335	0.055	0.911	0.474	0.0	0.557	0.653	0.0	0.0	0.336	0.512	0.073	0.0	0.15	0.452	0.858	0.152	0.179	0.036	0.461	0.953	0.862	0.033	0.225	0.36	0.504	0.252	0.058	0.014	0.147	0.138	0.042	0.296	0.434	0.58	0.669	0.128	0.063	0.086	0.13	0.713	0.057	0.435	0.151	0.469	0.335	0.517	0.803	0.104	0.456	0.206	0.168	0.247	0.046
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae	family				0.018	0.197	0.0	0.159	0.099	0.336	0.043	0.06	8.198	0.148	0.068	2.932	0.144	0.086	1.353	0.124	0.329	1.438	0.376	2.213	0.172	1.501	0.228	1.06	1.356	0.47	0.331	0.144	5.793	1.768	0.058	0.874	0.814	6.055	0.136	0.601	0.466	0.977	0.463	3.729	0.262	0.166	0.0	0.141	0.05	2.566	2.16	0.221	0.534	0.147	0.497	0.211	0.398	4.93	1.404	0.351	0.827	0.414	11.273	0.083	0.0	0.138	0.054	0.11	0.753	0.0	0.0	0.694	0.24	0.318	0.265	0.086	0.051	0.158	0.005	1.636	0.046	0.008	2.057	0.0	0.135	1.019	4.035	0.0	0.86	0.57	0.652	0.762	0.538	1.048	0.0	0.681	0.071	0.0	0.258	0.0	1.479	0.027	5.095	1.165	0.0	0.928	0.117	0.055	0.0	2.457	0.232	1.423	0.0	2.747	0.37	4.236	0.202	0.825	0.145	0.138	2.652	1.192	0.33	0.255	0.076	1.364	3.02	0.0	4.624	0.042	1.635	7.048	0.448	0.112	0.365	0.832	0.112	0.252	0.197	7.966	0.092	1.38	0.107	0.671	1.094	0.021	0.584	0.631	0.287	0.373	0.334	0.354	1.078	0.0
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae	family				4.658	9.749	19.204	1.535	3.712	3.745	5.003	6.845	6.391	9.784	5.117	3.832	3.638	17.813	9.2	6.933	5.651	10.056	4.884	13.157	17.354	5.008	10.79	4.08	6.125	1.951	5.413	6.543	11.265	11.324	5.472	10.927	6.037	4.351	13.636	16.515	8.361	9.135	11.891	9.428	8.754	9.914	1.429	9.58	4.575	11.801	9.767	2.328	4.089	19.142	18.64	15.78	15.202	15.116	10.652	10.799	7.278	9.383	8.606	16.427	6.946	7.978	7.162	13.896	5.935	4.377	16.634	11.241	11.164	20.855	6.286	4.818	10.705	3.619	6.246	11.439	3.625	20.91	9.052	8.881	7.728	12.749	12.713	0.227	18.56	12.4	17.031	9.035	1.555	4.489	5.276	19.711	11.249	46.516	19.533	26.423	13.03	7.592	5.302	12.051	15.497	8.641	4.484	13.894	31.452	7.197	13.494	11.402	1.691	9.081	15.001	8.429	16.268	7.778	16.092	2.341	15.137	9.608	18.715	13.698	14.543	8.212	9.653	4.469	8.225	4.271	5.649	7.888	18.284	7.471	19.365	14.449	17.605	4.004	11.185	2.496	9.724	15.225	17.103	15.889	11.405	13.953	16.804	7.04	7.245	11.036	10.174	17.039	7.403	9.104
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae	family				0.0	0.006	0.083	0.132	0.0	0.016	0.014	0.0	0.073	0.282	1.24	0.0	2.327	0.069	0.068	0.0	1.002	0.147	0.0	0.148	0.043	0.884	0.057	1.169	0.686	3.384	0.0	0.024	0.0	0.025	0.045	0.013	3.618	0.212	0.0	0.0	0.833	0.0	0.0	0.016	0.0	0.233	0.0	0.0	0.0	0.017	0.049	6.291	4.565	0.0	0.164	0.0	0.05	0.043	0.0	0.504	0.0	0.039	0.075	0.0	0.0	0.0	0.081	0.0	1.301	0.0	0.479	0.093	0.0	0.102	2.19	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.012	1.227	0.013	0.0	0.043	0.028	0.109	0.081	0.589	0.023	0.93	0.92	0.0	0.069	0.089	0.0	0.0	0.0	0.0	0.0	0.373	0.086	0.033	1.407	2.51	0.018	0.0	0.0	0.0	0.007	3.584	0.0	0.008	0.0	0.506	0.137	0.073	0.012	0.032	4.145	0.066	0.0	0.0	0.052	0.0	0.0	0.123	0.0	0.214	0.0	0.0	0.032	0.193	1.885	0.0	0.221	0.025	0.174	0.023	0.131	0.046	0.0	0.028	0.754	0.364	0.117	0.0	0.677	0.0	0.088	0.018	0.015
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae	family				4.532	5.338	0.636	0.441	3.687	1.84	3.907	7.329	3.523	9.606	18.575	11.418	8.955	2.431	2.418	11.712	16.234	6.113	15.905	9.925	0.272	28.872	4.034	18.461	19.389	36.625	8.69	14.498	10.643	4.778	12.684	1.47	8.877	13.371	11.173	6.542	12.492	5.887	8.694	4.961	4.442	1.796	0.928	15.554	22.405	1.418	3.975	23.217	26.544	2.952	7.172	9.043	1.011	1.27	9.414	21.375	15.002	10.204	4.152	0.083	19.818	25.447	17.01	6.474	17.005	5.685	16.07	1.681	4.058	1.895	27.399	2.223	6.501	1.479	2.738	2.172	0.369	1.546	4.902	22.233	6.314	5.589	9.532	18.472	9.424	17.175	7.485	12.982	17.674	13.271	26.079	7.594	2.52	1.809	4.016	8.279	5.6	3.23	7.27	11.663	2.785	14.809	22.603	0.883	1.027	8.433	9.322	17.924	5.509	4.728	7.989	5.432	11.042	2.295	1.526	11.945	2.255	25.973	2.973	10.323	10.241	4.84	8.163	4.099	23.23	8.079	13.222	17.346	7.388	5.977	4.465	10.998	9.833	16.204	7.596	10.072	7.218	13.738	12.658	0.342	6.817	11.46	7.301	6.603	9.004	5.87	3.231	5.276	9.152	9.847
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae	family				0.376	1.13	0.591	0.6	0.493	0.304	0.375	3.64	16.137	1.23	3.179	1.489	0.336	11.347	2.993	2.568	3.585	10.202	10.081	13.264	2.248	2.062	1.582	0.733	0.982	0.313	1.534	2.01	5.933	7.637	0.834	5.06	1.805	6.966	0.922	1.159	0.999	17.419	3.298	14.208	2.699	0.649	0.854	1.306	12.097	6.399	9.006	0.28	0.253	2.934	0.912	6.616	2.769	15.594	4.019	0.714	17.301	5.125	6.115	0.028	8.078	5.777	3.133	5.395	6.14	0.785	1.24	15.389	5.45	1.844	9.879	0.285	2.417	1.638	0.108	7.081	0.276	0.039	3.903	9.231	3.204	13.564	8.13	4.652	7.189	1.483	1.556	0.727	0.16	11.031	5.771	7.374	2.661	1.006	8.289	4.116	4.032	0.463	5.385	5.297	0.49	9.136	0.653	0.644	0.598	4.266	2.465	5.897	0.436	7.25	2.91	24.205	1.652	2.501	0.091	0.553	18.361	7.732	0.083	6.782	16.574	7.152	6.643	0.117	0.655	2.104	2.252	0.098	0.228	5.27	2.877	0.955	2.804	9.505	1.229	1.302	0.368	2.671	11.779	1.314	15.992	2.409	0.067	16.949	9.004	1.16	4.969	6.284	5.247	0.589
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae	family				0.018	0.571	0.127	0.273	0.025	0.0	0.202	0.931	0.0	0.0	0.023	0.078	0.64	0.034	0.034	0.211	0.376	0.067	0.125	0.013	0.0	0.0	0.0	0.01	0.078	0.036	0.0	0.036	0.0	0.0	0.0	0.238	0.058	0.0	0.0	0.029	0.0	0.0	0.029	0.0	0.206	0.0	0.26	0.505	0.0	0.0	0.025	0.295	0.01	0.0	0.113	0.0	0.0	0.047	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.066	0.023	0.024	0.0	0.031	0.072	0.0	0.275	0.114	0.664	0.0	0.264	0.122	1.029	0.0	0.317	0.0	0.108	0.0	0.077	0.0	0.0	0.016	0.021	0.0	0.015	0.0	0.0	0.0	0.106	0.0	0.0	0.0	0.07	0.082	0.021	0.026	0.0	1.329	0.318	0.147	0.0	0.008	0.061	0.02	0.0	0.06	0.008	0.0	0.0	0.041	0.0	0.023	0.0	0.025	0.017	0.0	0.076	0.139	0.01	0.0	0.041	0.0	0.0	0.098	0.008	0.032	0.043	0.179	0.0	0.0	0.0	0.022	0.0	0.033	0.031	0.233	0.014	0.0	0.0	0.0	0.0	0.387	0.0	0.0	0.0	0.0
