Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700014973-TDO	S700015265-TDO	S700015641-TDO	S700015999-TDO	S700016063-TDO	S700016154-TDO	S700016319-TDO	S700016360-TDO	S700016576-TDO	S700016628-TDO	S700021687-TDO	S700021697-TDO	S700021860-TDO	S700023080-TDO	S700023214-TDO	S700023247-TDO	S700023305-TDO	S700023404-TDO	S700023461-TDO	S700023515-TDO	S700023562-TDO	S700023676-TDO	S700023772-TDO	S700023829-TDO	S700023886-TDO	S700023952-TDO	S700024009-TDO	S700024050-TDO	S700024169-TDO	S700024215-TDO	S700024276-TDO	S700024324-TDO	S700024363-TDO	S700024417-TDO	S700024476-TDO	S700024525-TDO	S700024572-TDO	S700024621-TDO	S700024657-TDO	S700024717-TDO	S700024774-TDO	S700024811-TDO	S700024888-TDO	S700024932-TDO	S700024982-TDO	S700033164-TDO	S700033455-TDO	S700033761-TDO	S700037058-TDO	S700037206-TDO	S700037454-TDO	S700037566-TDO	S700037582-TDO	S700037718-TDO	S700038037-TDO	S700038233-TDO	S700038370-TDO	S700038456-TDO	S700038504-TDO	S700038552-TDO	S700038600-TDO	S700038708-TDO	S700038767-TDO	S700038984-TDO	S700095384-TDO	S700095441-TDO	S700097265-TDO	S700097325-TDO	S700097662-TDO	S700098301-TDO	S700098393-TDO	S700099033-TDO	S700099093-TDO	S700099621-TDO	S700099777-TDO	S700100261-TDO	S700101669-TDO	S700102273-TDO	S700102619-TDO	S700102936-TDO	S700103247-TDO	S700103311-TDO	S700103452-TDO	S700103521-TDO	S700103627-TDO	S700103678-TDO	S700105017-TDO	S700105071-TDO	S700105130-TDO	S700105187-TDO	S700105244-TDO	S700105290-TDO	S700105340-TDO	S700105378-TDO	S700105423-TDO	S700105498-TDO	S700105596-TDO	S700105652-TDO	S700105691-TDO	S700105745-TDO	S700105812-TDO	S700105862-TDO	S700105910-TDO	S700105942-TDO	S700106024-TDO	S700106099-TDO	S700106366-TDO	S700106418-TDO	S700106526-TDO	S700106585-TDO	S700106621-TDO	S700106669-TDO	S700106843-TDO	S700106882-TDO	S700106952-TDO	S700108989-TDO	S700113041-TDO	S700113077-TDO	S700113124-TDO	S700113509-TDO	S700113584-TDO	S700113622-TDO	S700113680-TDO	S700113824-TDO	S700113938-TDO	S700114023-TDO	S700114072-TDO	S700114133-TDO	S700114195-TDO	S700114252-TDO	S700114309-TDO	S700114357-TDO	S700114523-TDO	S700114564-TDO	S700114621-TDO	S700114685-TDO	S700114733-TDO	S700114783-TDO	S700114840-TDO	S700114888-TDO	S700114945-TDO	S700114993-TDO	S700116223-TDO	S700116310-TDO	S700116364-TDO	S700116574-TDO	S700116625-TDO	S700116784-TDO	S700116844-TDO	S700117006-TDO	S700117666-TDO	S700117723-TDO	S700117834-TDO	S700117960-TDO	S700117998-TDO
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella	genus				2.844	0.062	1.559	0.045	1.218	2.791	0.539	1.414	1.899	2.431	0.147	1.72	2.977	1.383	1.012	1.335	0.268	0.436	0.37	1.98	1.096	1.159	0.604	0.676	4.216	0.757	0.727	0.073	1.21	0.011	1.413	0.088	1.96	4.809	1.798	2.041	0.524	0.587	1.844	1.217	0.361	0.843	2.746	1.638	0.092	1.954	2.781	1.051	0.165	1.905	0.505	0.92	0.377	1.321	3.195	0.944	0.257	1.111	1.919	2.43	1.066	1.096	1.03	1.118	0.0	0.258	0.94	0.049	0.16	0.02	0.194	0.34	0.0	0.521	0.82	0.6	0.465	0.418	1.916	0.981	2.121	1.125	1.452	0.476	0.435	1.589	0.217	1.535	0.514	1.281	0.136	2.129	0.485	0.183	0.708	0.27	0.015	1.452	0.452	3.0	1.22	0.85	0.028	0.447	0.71	1.621	0.194	0.713	1.308	1.683	1.026	4.943	3.361	3.07	0.368	0.0	2.765	0.094	0.339	0.014	0.85	0.256	2.493	1.325	1.081	1.804	2.12	0.504	0.199	0.439	1.017	2.501	0.518	3.584	0.329	0.248	2.115	1.185	0.583	10.467	0.168	0.826	0.312	0.593	1.968	2.556	0.117	0.167	0.597	1.323	0.682	0.878	0.891	0.199	0.578
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella	genus				12.634	2.575	7.509	12.844	4.612	12.387	9.513	4.458	16.365	12.046	3.044	8.07	10.656	5.23	4.776	1.363	4.04	10.223	11.059	9.9	0.87	9.442	9.606	6.05	12.381	8.68	10.179	3.495	3.689	5.99	2.749	3.274	11.77	6.33	3.479	12.862	12.154	5.621	8.372	1.463	7.295	11.179	4.725	9.102	5.206	5.878	3.682	4.113	15.894	5.714	8.32	5.941	3.017	12.988	7.067	4.217	15.771	11.145	2.974	11.084	8.413	2.42	10.683	11.448	15.361	1.439	1.283	5.538	15.167	0.418	20.432	6.109	2.26	5.562	5.185	7.245	9.642	7.756	5.191	8.151	9.961	6.311	5.381	6.259	12.476	8.486	10.94	9.157	8.694	12.701	5.355	9.895	1.853	3.667	9.516	3.359	22.791	12.248	6.402	4.548	17.725	7.523	1.464	5.496	8.161	8.962	0.162	12.758	1.684	16.735	6.984	4.626	6.497	9.247	1.175	1.184	5.364	19.672	14.521	5.411	1.206	19.832	10.94	23.187	9.173	9.592	10.694	4.837	0.621	15.667	5.36	6.268	4.0	12.198	6.689	0.583	2.807	3.493	13.279	4.191	20.902	10.519	5.505	13.43	9.91	15.095	2.362	12.481	0.496	10.954	9.081	12.536	2.58	1.772	4.005
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella	genus				0.349	0.014	1.749	0.149	0.03	0.0	0.135	3.598	0.349	1.074	0.213	0.456	1.312	0.095	0.58	1.17	3.175	0.062	0.0	0.072	1.531	0.641	0.013	0.246	0.028	0.0	0.643	0.073	5.693	0.0	0.87	0.088	0.28	1.781	1.588	0.027	0.008	0.0	0.612	5.421	1.17	0.016	0.498	0.081	0.023	2.052	3.19	1.909	0.0	3.639	0.082	1.391	1.354	0.145	1.967	2.847	0.147	0.074	2.494	0.014	0.191	0.491	0.0	0.027	0.0	0.473	1.74	0.515	0.0	0.378	0.569	1.191	0.109	0.993	0.023	2.195	0.093	1.451	2.306	0.206	0.504	0.012	2.631	0.525	0.0	0.105	0.134	0.698	0.241	0.672	3.041	0.518	1.26	0.705	0.909	0.0	0.0	2.317	0.174	3.497	0.814	0.27	0.256	0.149	0.736	0.041	0.68	0.0	1.368	0.0	0.347	2.033	0.048	0.992	1.369	0.079	3.185	0.0	0.138	0.0	1.151	0.14	0.042	0.214	0.264	1.474	0.52	1.801	0.472	0.055	0.155	4.712	0.727	0.727	0.165	1.3	1.528	2.371	0.772	2.281	2.663	1.067	0.015	0.526	0.058	0.852	1.223	0.223	1.827	0.199	0.016	0.203	0.0	0.464	1.512
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Segatella	genus				3.523	0.034	0.385	0.149	0.167	0.74	2.332	0.033	2.428	0.426	0.049	1.219	1.282	0.004	1.399	0.358	0.201	0.655	0.548	1.157	0.016	0.034	1.352	0.43	0.698	1.18	0.182	0.364	0.13	0.122	0.0	0.058	2.325	0.658	0.025	1.561	1.174	0.519	0.346	0.0	0.551	1.171	0.128	1.254	0.872	1.494	0.16	0.112	1.595	1.099	0.082	0.08	0.184	1.49	1.987	0.107	0.917	2.046	0.096	1.535	1.161	0.0	0.441	0.727	1.51	0.193	0.025	0.098	0.668	0.0	0.0	0.325	1.869	0.596	2.416	0.864	0.79	0.058	0.154	0.253	0.168	1.687	0.12	0.172	3.484	0.791	0.1	1.34	0.225	0.453	0.019	1.772	0.0	0.134	1.415	0.174	0.464	0.88	0.881	0.153	0.596	1.02	0.0	0.179	0.22	0.996	0.0	0.891	0.0	2.037	0.428	0.179	1.018	0.598	0.123	0.0	0.719	2.358	1.018	0.128	0.0	0.954	2.031	0.727	0.327	0.312	0.357	0.297	0.0	0.7	0.807	0.107	0.008	0.668	0.379	0.013	0.0	0.225	0.805	0.197	0.367	0.669	0.149	1.157	1.042	0.465	0.0	0.626	0.0	0.796	2.193	1.07	0.315	0.033	0.01
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella	genus				0.031	0.0	0.017	0.0	0.015	0.0	0.008	0.0	0.0	0.0	0.0	0.299	0.342	0.0	0.03	0.482	0.017	0.016	0.0	0.0	0.032	0.0	0.0	0.086	0.084	0.0	0.308	0.0	0.012	0.0	0.05	0.0	0.012	0.178	0.008	0.011	0.127	0.0	0.0	0.0	0.0	0.062	0.026	0.384	0.0	0.016	0.593	0.071	0.0	0.83	0.0	0.512	0.503	0.0	0.103	0.198	0.0	0.019	0.365	0.071	0.493	0.037	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.074	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.017	0.09	0.007	0.042	0.0	0.0	0.016	0.016	0.0	0.007	0.042	0.0	0.038	0.0	0.0	0.108	0.615	0.0	0.015	0.04	0.0	0.0	0.155	0.508	0.0	0.0	0.03	0.014	0.0	0.057	0.314	0.139	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.163	0.0	0.014	0.804	0.017	0.008	0.126	0.0	0.0	0.781	0.0	0.0	0.085	0.016	0.0	0.013	0.362	0.0	0.046	0.0	0.139	0.0	0.201	0.0	0.0	0.017	0.0	0.007	0.139	0.0	0.0	0.0	0.033	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga	genus				0.106	0.227	0.16	0.0	0.046	0.034	0.017	0.099	0.129	0.205	0.115	1.765	0.091	3.052	0.878	0.826	0.156	0.0	0.014	0.0	1.547	0.056	0.052	0.283	0.0	0.0	0.364	0.058	0.107	0.177	4.893	0.0	0.085	1.384	2.664	0.037	0.076	0.0	0.314	0.787	0.017	0.016	0.307	0.04	0.573	0.772	4.459	0.623	0.0	0.317	0.07	3.055	2.639	0.0	0.841	0.213	0.0	0.037	6.6	0.0	0.048	1.905	0.0	0.0	0.026	0.172	0.559	0.049	0.0	0.179	0.0	0.062	0.022	0.025	0.068	0.3	0.0	0.395	0.059	0.032	0.021	0.025	4.168	0.511	0.082	0.056	0.05	1.982	0.0	0.0	0.116	0.0	0.663	0.36	0.057	0.039	0.0	0.147	1.334	0.65	0.058	1.311	0.014	0.238	0.194	0.185	1.295	0.045	2.902	0.0	0.022	1.016	0.191	0.058	0.031	0.0	0.066	0.0	0.0	0.0	0.37	0.023	0.014	0.057	3.518	0.451	0.031	0.378	2.011	0.151	0.618	0.193	0.023	3.178	0.016	2.675	1.11	3.169	0.082	0.903	5.809	3.026	0.0	0.086	0.014	0.066	0.05	0.0	3.503	0.01	0.049	0.019	0.084	0.033	0.029
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Cloacibacterium	genus				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.142	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.018	0.0	0.012	0.0	0.01	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.486	0.0	0.0	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.023	0.0	0.012	0.0	0.0	0.0	0.0	0.008	0.0	0.007	0.0	0.0	0.0	0.093	0.0	0.018	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.284	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Riemerella	genus				0.044	0.861	0.338	0.045	0.0	0.045	0.025	0.281	0.065	0.379	0.704	0.269	0.091	0.329	0.164	0.33	0.558	0.0	0.0	0.012	0.758	0.011	0.0	0.123	0.0	0.0	0.168	0.0	0.213	0.0	0.593	0.044	0.17	0.206	0.084	0.021	0.042	0.068	0.209	0.234	0.465	0.0	0.204	0.03	0.023	0.263	0.249	0.653	0.0	0.024	0.047	0.048	0.106	0.036	0.341	0.091	0.0	0.005	0.384	0.028	0.032	0.343	0.015	0.013	0.026	0.365	0.826	0.172	0.0	0.139	0.013	0.015	0.0	0.223	0.091	0.048	0.07	0.174	0.213	0.0	0.294	0.0	1.145	0.053	0.0	0.077	0.267	0.363	0.016	0.016	0.475	0.022	0.933	0.219	0.191	0.116	0.0	0.193	0.104	0.46	0.015	0.44	0.512	0.015	0.065	0.11	2.785	0.0	0.15	0.0	0.037	0.114	0.198	0.095	0.409	0.474	0.111	0.0	0.0	0.028	0.672	0.023	0.042	0.029	0.151	0.503	0.016	0.315	0.882	0.027	0.176	0.118	0.348	0.11	0.099	0.456	0.601	0.2	0.057	0.093	0.421	0.193	0.0	0.057	0.0	0.066	0.084	0.014	0.899	0.07	0.0	0.01	0.215	0.199	0.116
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Weeksellaceae [G1]	genus				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.208	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Caryophanales;Gemellaceae;Gemella	genus				0.149	1.549	3.699	0.759	0.654	0.392	0.488	3.35	0.71	0.632	1.489	0.553	0.493	1.392	1.027	2.477	1.255	0.125	0.206	0.573	2.998	1.294	0.144	1.586	0.154	0.022	0.741	1.078	2.443	0.608	0.643	2.105	0.475	0.589	0.756	0.171	0.127	0.79	0.362	0.91	0.138	0.141	0.536	0.071	0.252	0.525	0.67	2.174	0.018	0.244	0.915	0.664	0.667	0.085	0.444	0.655	0.587	0.256	0.269	0.057	0.223	2.903	0.044	0.135	0.179	3.588	1.169	1.078	0.721	2.367	0.828	0.68	0.109	1.937	0.991	0.456	0.743	3.297	1.525	0.538	1.617	0.062	0.564	0.686	0.592	1.141	1.186	0.503	0.787	0.141	2.266	0.182	0.714	1.361	0.153	0.792	0.116	2.201	0.765	0.401	0.465	0.64	2.246	0.432	0.491	0.22	3.822	0.03	0.391	0.071	0.317	1.423	0.793	0.394	1.124	0.973	0.531	0.125	0.075	0.398	1.603	0.0	0.112	0.257	0.591	0.052	0.303	3.27	1.602	0.247	0.622	0.504	0.518	0.169	0.115	2.869	3.329	1.036	0.485	0.556	0.574	0.133	0.015	0.631	0.058	0.365	1.642	0.904	0.727	0.139	0.049	0.183	1.536	2.037	1.28
Bacteria;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella	genus				1.55	3.222	3.692	3.795	6.454	4.899	1.827	7.965	2.222	1.674	5.385	0.419	0.488	0.471	2.157	2.216	3.526	3.023	1.932	1.956	3.063	7.382	1.391	3.529	0.335	0.768	1.426	6.713	3.297	3.05	2.472	3.23	1.327	0.562	0.328	1.279	0.431	3.748	1.167	3.11	3.648	0.874	2.989	0.516	1.353	1.116	0.652	1.582	1.943	0.586	1.502	0.112	0.232	1.236	1.094	1.66	1.669	1.051	0.48	0.327	0.127	1.157	2.796	5.32	1.92	7.54	1.511	4.166	8.838	5.907	1.513	4.423	1.652	1.291	3.077	5.11	5.994	5.027	4.623	5.967	11.375	0.05	0.461	3.58	2.285	2.584	1.921	1.759	4.13	1.437	3.864	0.7	1.396	3.54	3.433	7.529	3.134	1.645	1.949	2.679	4.489	0.89	3.085	9.16	2.311	0.845	4.623	1.782	4.405	2.278	4.798	1.187	1.968	1.32	4.362	3.762	1.825	2.264	0.704	3.096	4.742	0.372	0.644	1.639	0.339	2.376	1.678	4.197	3.253	1.015	1.487	1.02	3.474	0.465	1.038	5.443	3.76	0.836	4.188	1.482	1.439	0.259	1.54	1.223	3.733	1.184	6.633	2.908	1.417	0.975	1.105	0.762	5.582	14.144	3.976
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	genus				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.105	0.0	0.009	0.298	0.0	0.017	0.0	0.027	0.0	0.322	0.0	0.0	0.0	0.0	0.0	0.014	0.32	0.012	0.011	0.114	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.097	0.012	0.0	0.0	0.051	0.091	0.0	0.016	0.018	0.0	0.0	0.024	0.0	0.0	0.0	0.024	0.274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.003	0.007	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.019	0.039	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.612	0.0	0.014	0.116	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.346	0.02	0.104	0.0	0.0	0.0	0.008	0.0	0.0	0.01	0.014	0.0	0.168	0.0	0.0	0.01	0.0	0.0	0.0	0.017	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus	genus				7.406	22.114	22.982	35.154	37.26	19.661	28.17	26.706	23.082	13.704	38.543	4.331	8.066	12.284	15.474	19.86	20.203	20.415	20.063	23.604	23.42	24.544	17.047	14.486	15.48	30.748	11.871	44.59	24.351	40.462	19.031	22.011	13.364	6.658	3.748	17.306	5.304	21.978	8.815	15.796	22.746	11.491	9.246	6.533	24.243	14.842	4.554	17.534	14.904	11.355	10.08	4.39	7.532	12.14	9.834	12.713	25.234	8.481	4.586	9.493	3.674	13.789	31.004	32.418	40.041	16.67	11.0	26.979	13.992	33.373	20.057	26.755	47.424	20.263	32.441	17.2	37.43	30.837	24.37	22.096	26.76	8.773	5.791	16.709	13.39	14.578	28.044	7.398	36.944	27.011	21.218	14.292	16.873	19.958	21.031	46.293	26.215	10.256	15.02	8.205	17.158	10.284	34.475	18.454	14.217	10.672	24.249	3.134	6.976	15.971	33.331	13.408	16.438	20.61	40.321	36.569	8.207	21.046	19.776	36.103	17.281	4.725	14.96	20.621	14.237	13.304	20.565	24.131	16.675	14.666	12.926	10.304	10.531	3.254	7.232	21.813	26.792	6.163	36.553	8.869	11.84	10.278	39.121	8.431	28.212	10.834	20.0	17.49	18.79	8.905	8.902	14.677	9.905	31.865	20.092
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Butyrivibrio	genus				0.523	0.007	0.005	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.016	0.045	0.035	0.212	0.015	0.028	0.006	0.0	0.014	0.012	0.0	0.0	0.171	0.0	0.112	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.016	0.0	0.0	0.281	0.0	0.04	0.0	0.115	0.006	0.01	0.055	0.024	0.0	0.0	0.0	0.036	0.046	0.03	0.0	0.084	0.0	0.0	0.048	0.037	0.029	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.077	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.063	0.0	0.012	0.0	0.038	0.022	0.028	0.0	0.0	0.0	0.062	0.0	0.044	0.033	0.0	0.01	0.0	0.0	0.1	0.07	0.095	0.015	0.01	0.0	0.0	0.013	0.282	0.0	0.0	0.015	0.014	0.015	0.008	0.027	0.0	0.0	0.0	0.055	0.0	0.013	0.0	0.014	0.0	0.112	0.0	0.025	0.0	0.085	0.018	0.0	0.055	0.109	0.032	0.0	0.017	0.016	0.0	0.0	0.175	0.049	0.035	0.0	0.06	0.0	0.067	0.014	0.0	0.0	0.0	0.0	0.169	0.0	0.01	0.008	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Catonella	genus				0.709	0.09	1.719	0.015	0.046	0.471	0.379	0.554	0.116	0.032	0.458	0.524	0.342	0.0	0.714	0.647	0.089	0.047	0.123	0.179	0.129	0.146	0.223	0.443	0.893	0.011	0.336	0.073	0.498	0.011	0.189	0.263	0.243	0.384	0.294	0.101	0.389	0.869	0.966	0.479	0.258	0.328	0.14	0.152	1.445	0.361	0.231	0.337	0.312	1.441	0.082	0.304	0.232	0.279	0.769	0.518	0.128	0.214	1.247	0.099	0.095	1.774	0.206	0.081	0.0	0.043	0.279	0.245	0.854	0.02	0.0	0.093	0.0	0.521	0.262	0.504	0.07	0.0	0.083	0.206	0.245	0.087	0.222	0.449	0.667	0.336	0.468	0.475	0.209	0.297	0.416	0.78	0.448	0.804	0.679	0.116	0.348	0.718	1.09	0.715	0.45	0.22	0.171	0.223	1.02	0.247	0.162	0.0	0.06	0.014	0.081	0.724	1.435	0.481	0.041	0.053	0.962	0.312	0.101	0.0	0.055	0.209	0.028	0.071	0.415	0.399	0.629	0.423	0.037	0.096	0.407	0.655	0.325	0.389	0.329	0.416	0.196	1.248	0.172	0.336	0.031	0.259	0.022	0.249	0.231	2.545	0.168	0.237	0.295	0.726	0.065	0.338	0.008	0.0	0.019
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoanaerobaculum	genus				4.164	0.076	0.658	0.089	0.107	1.48	1.499	0.496	0.155	0.221	0.049	1.788	1.292	1.154	0.536	0.606	0.536	0.951	0.809	2.111	0.226	0.484	1.115	1.205	0.712	0.445	0.308	0.16	0.474	0.011	0.731	0.438	0.937	0.562	0.387	2.206	0.262	0.429	0.451	0.32	0.379	2.326	0.396	2.225	0.734	1.018	0.682	0.643	1.1	2.076	0.199	0.576	0.435	1.212	0.743	1.599	0.183	1.627	0.672	0.213	0.906	0.511	1.177	0.35	0.128	0.344	0.483	0.221	0.908	0.04	0.078	0.619	0.239	0.422	0.638	0.168	0.488	0.012	0.047	2.279	0.098	3.087	0.495	0.671	1.506	0.798	0.351	2.094	0.129	0.89	0.145	0.671	0.355	0.705	3.51	0.212	2.713	1.351	1.021	0.628	0.857	1.611	0.128	2.115	0.349	1.683	0.162	2.243	0.135	0.382	0.185	0.797	0.089	0.496	0.102	0.0	1.239	0.187	1.157	0.185	0.137	0.372	0.953	3.948	0.515	0.607	3.906	0.603	0.149	0.357	0.639	0.419	0.217	0.245	0.313	0.288	0.3	0.561	0.657	0.116	0.099	0.41	0.789	0.545	0.81	1.273	0.034	1.266	0.439	0.348	2.94	2.073	0.023	0.298	0.231
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospiraceae [G2]	genus				1.139	0.028	0.025	0.015	0.0	0.0	1.692	0.0	0.155	0.0	0.033	2.371	2.791	0.0	0.491	2.408	0.078	0.0	0.0	4.688	0.016	0.011	0.84	0.148	0.0	3.951	1.398	0.116	0.154	0.0	0.0	0.161	0.329	1.096	0.0	5.19	0.0	0.666	0.0	0.0	0.0	3.091	0.026	5.168	2.294	0.0	0.522	0.061	0.0	1.074	0.0	0.04	0.59	1.454	1.249	0.411	0.037	4.431	0.326	0.014	7.634	0.0	0.647	0.418	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.155	0.0	0.546	0.0	0.0	0.186	0.0	0.0	0.0	0.007	5.374	0.034	0.085	1.154	0.511	0.0	0.084	0.016	0.437	0.068	4.638	0.121	0.247	2.821	0.0	0.145	1.444	0.812	0.0	0.0	3.211	0.0	0.0	0.62	0.0	0.0	0.0	0.0	1.4	0.266	0.244	0.0	0.117	0.0	0.0	0.509	0.0	0.113	0.0	0.0	4.655	1.457	0.0	1.156	0.0	5.413	0.883	0.0	0.0	0.454	0.14	0.0	0.0	0.0	0.0	0.0	0.012	0.591	0.0	0.0	0.0	1.22	0.0	1.215	0.0	0.0	0.0	0.0	0.02	0.0	0.019	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospiraceae [G3]	genus				0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.372	0.0	0.0	0.0	0.0	0.371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.027	0.084	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.023	0.0	1.293	0.133	0.0	0.0	0.012	0.408	0.29	0.0	0.103	0.0	0.0	0.0	0.595	0.0	0.0	0.012	0.0	0.0	0.0	0.021	0.025	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.871	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.219	0.0	0.019	0.0	0.0	0.008	0.023	0.051	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.88	0.0	0.0	0.036	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.183	0.0	0.0	0.012	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
