Taxonomy	Rank	HMT	Notes	Max	AKE-mean	AKE-10p	AKE-90p	AKE-sd	AKE-prev	ANA-mean	ANA-10p	ANA-90p	ANA-sd	ANA-prev	BMU-mean	BMU-10p	BMU-90p	BMU-sd	BMU-prev	HPA-mean	HPA-10p	HPA-90p	HPA-sd	HPA-prev	LAF-mean	LAF-10p	LAF-90p	LAF-sd	LAF-prev	LRC-mean	LRC-10p	LRC-90p	LRC-sd	LRC-prev	MVA-mean	MVA-10p	MVA-90p	MVA-sd	MVA-prev	PFO-mean	PFO-10p	PFO-90p	PFO-sd	PFO-prev	PTO-mean	PTO-10p	PTO-90p	PTO-sd	PTO-prev	RAF-mean	RAF-10p	RAF-90p	RAF-sd	RAF-prev	RRC-mean	RRC-10p	RRC-90p	RRC-sd	RRC-prev	SAL-mean	SAL-10p	SAL-90p	SAL-sd	SAL-prev	STO-mean	STO-10p	STO-90p	STO-sd	STO-prev	SUBP-mean	SUBP-10p	SUBP-90p	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-10p	SUPP-90p	SUPP-sd	SUPP-prev	THR-mean	THR-10p	THR-90p	THR-sd	THR-prev	TDO-mean	TDO-10p	TDO-90p	TDO-sd	TDO-prev	VIN-mean	VIN-10p	VIN-90p	VIN-sd	VIN-prev
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales	order			4.46	0.533	0.0	0.958	2.796	58.765	0.187	0.0	0.386	1.044	50.575	1.435	0.0	3.275	3.215	84.615	0.611	0.0	1.574	1.475	80.818	3.664	0.005	4.448	11.083	89.655	0.58	0.0	0.928	2.685	71.338	0.468	0.0	0.166	3.505	25.683	0.004	0.0	0.0	0.026	6.806	0.203	0.0	0.484	0.575	63.504	2.541	0.0	5.325	7.611	86.0	0.88	0.0	1.081	4.227	58.642	1.69	0.031	4.722	2.78	91.667	0.013	0.0	0.0	0.176	1.217	3.268	0.06	8.278	4.633	95.802	4.46	0.122	10.452	6.104	97.561	0.559	0.0	1.059	1.899	68.536	0.055	0.0	0.131	0.172	46.229	0.259	0.0	0.454	1.247	31.034
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales	order			10.429	4.109	0.054	12.302	6.607	92.84	2.382	0.0	6.346	6.877	69.349	4.218	0.379	8.908	6.245	98.759	8.544	0.625	21.096	8.536	98.465	1.903	0.0	4.611	5.399	79.31	1.782	0.0	1.73	8.197	61.146	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.007	1.571	6.094	0.167	17.832	7.723	98.054	1.975	0.0	5.351	4.624	72.667	2.321	0.0	2.932	9.224	70.37	5.496	0.466	14.256	6.19	99.405	0.007	0.0	0.0	0.051	8.273	3.536	0.562	7.332	3.734	99.753	4.737	1.097	10.224	3.993	99.756	8.076	0.161	21.173	12.574	96.262	10.429	0.234	26.438	11.666	98.297	0.003	0.0	0.0	0.033	2.874
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales	order			3.367	1.146	0.0	3.086	2.388	74.815	0.164	0.0	0.2	0.873	14.176	0.353	0.0	0.91	0.546	82.63	0.765	0.085	1.808	0.825	93.862	0.126	0.0	0.0	1.099	3.448	0.114	0.0	0.0	1.801	3.185	0.019	0.0	0.021	0.094	15.301	0.0	0.0	0.0	0.0	0.0	1.624	0.291	3.5	1.496	99.757	0.175	0.0	0.0	1.371	5.333	0.293	0.0	0.0	4.425	3.086	3.367	0.579	7.444	2.943	98.214	0.0	0.0	0.0	0.0	0.0	1.324	0.225	2.866	1.075	98.272	0.987	0.065	2.412	1.077	96.829	1.735	0.147	3.938	1.564	95.016	1.515	0.223	3.127	1.547	99.27	0.153	0.0	0.154	0.904	25.287
Bacteria;Pseudomonadota;Gammaproteobacteria;Cardiobacteriales	order			0.425	0.034	0.0	0.037	0.181	16.296	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.076	0.087	27.792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.056	0.079	36.012	0.0	0.0	0.0	0.0	0.0	0.331	0.016	0.796	0.427	91.111	0.425	0.025	0.916	0.54	92.439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales	order			1.289	0.038	0.0	0.0	0.244	8.889	1.216	0.0	2.531	3.689	59.004	0.0	0.0	0.0	0.0	0.0	0.076	0.0	0.048	0.553	15.345	1.153	0.0	2.118	3.919	66.207	0.246	0.0	0.273	2.387	39.49	0.005	0.0	0.0	0.04	4.918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.289	0.0	2.898	4.173	72.667	0.349	0.0	0.392	3.123	40.741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.121	5.432	0.018	0.0	0.0	0.264	3.902	0.371	0.0	0.044	4.596	15.265	0.012	0.0	0.0	0.137	3.163	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales	order			30.953	30.953	3.281	67.728	24.565	100.0	0.616	0.0	1.589	1.388	74.713	28.726	8.482	55.406	18.243	99.752	18.126	5.634	32.968	11.656	100.0	2.524	0.0	3.905	8.357	80.69	1.525	0.0	1.508	5.912	61.783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.809	1.466	24.262	10.77	100.0	3.078	0.0	6.314	8.67	77.333	1.769	0.0	0.929	7.715	55.556	14.36	4.052	26.634	9.689	99.702	0.099	0.0	0.201	0.321	45.012	7.26	0.797	16.969	7.257	99.753	11.265	1.39	26.159	10.553	99.756	10.066	0.905	22.677	10.401	99.688	13.91	1.282	30.143	11.701	100.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales	order			4.142	0.039	0.0	0.0	0.372	8.395	4.142	0.0	8.629	13.563	68.199	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.061	0.267	16.368	1.409	0.0	3.004	3.71	77.931	0.598	0.0	0.639	4.238	52.866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.262	0.0	3.99	7.363	76.667	0.409	0.0	0.484	2.121	53.086	0.065	0.0	0.009	0.58	10.417	0.006	0.0	0.0	0.112	0.487	0.028	0.0	0.0	0.343	2.469	0.033	0.0	0.0	0.397	2.195	1.189	0.0	0.225	7.728	24.611	0.005	0.0	0.0	0.072	0.73	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales	order			0.554	0.1	0.0	0.0	2.004	0.741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.099	0.0	0.0	1.194	4.092	0.061	0.0	0.07	0.249	16.552	0.0	0.0	0.0	0.0	0.0	0.159	0.0	0.107	0.78	20.765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.554	0.0	0.317	5.329	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.159	0.0	0.284	0.721	25.862
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae	family			10.974	2.566	0.0	6.283	5.694	87.407	0.342	0.0	0.839	0.832	69.349	4.66	0.525	11.044	4.985	99.007	7.523	1.802	14.615	6.088	99.233	1.383	0.0	2.973	2.634	83.448	0.55	0.0	1.166	1.769	61.465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.863	0.744	12.653	5.574	98.783	1.379	0.0	3.606	3.139	82.0	0.513	0.0	1.161	2.202	59.568	3.36	0.737	6.846	3.517	99.702	0.017	0.0	0.01	0.186	11.436	9.563	1.449	21.066	9.015	99.753	10.974	2.058	24.417	8.795	99.024	8.356	1.531	18.602	6.948	99.688	10.299	1.954	21.523	7.882	100.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae	family			40.913	0.83	0.0	1.404	3.797	56.543	40.913	7.313	75.136	25.027	99.234	0.738	0.0	1.798	2.041	85.856	0.588	0.0	1.11	3.153	76.215	8.515	0.029	24.691	11.299	91.034	9.834	0.072	33.517	19.066	97.452	0.086	0.0	0.166	0.404	35.519	0.042	0.0	0.029	0.415	19.372	0.198	0.0	0.082	3.259	38.686	8.44	0.121	18.841	11.21	95.333	9.818	0.061	32.865	19.337	95.062	0.295	0.0	0.644	0.766	83.333	0.251	0.0	0.0	4.335	3.893	9.584	0.672	19.583	8.115	98.765	13.181	2.313	24.763	8.722	98.78	0.697	0.0	0.591	3.882	61.682	0.093	0.0	0.011	0.523	11.192	0.674	0.0	0.482	3.117	62.644
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Lawsonellaceae	family			3.248	0.01	0.0	0.0	0.094	2.222	3.248	0.0	7.688	4.896	86.973	0.003	0.0	0.0	0.031	2.978	0.008	0.0	0.0	0.061	3.836	0.573	0.0	1.739	0.859	66.207	0.245	0.0	0.731	0.437	70.701	0.011	0.0	0.014	0.057	14.208	0.009	0.0	0.0	0.095	3.665	0.0	0.0	0.0	0.0	0.0	1.099	0.0	2.718	2.744	72.0	0.537	0.0	0.964	2.296	69.444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.085	1.235	0.007	0.0	0.0	0.1	2.195	0.017	0.0	0.0	0.208	4.361	0.02	0.0	0.0	0.256	1.703	0.025	0.0	0.058	0.092	24.138
Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae	family			5.262	0.992	0.0	2.391	2.924	73.086	0.181	0.0	0.429	0.481	60.536	4.162	0.248	11.459	6.108	98.511	3.593	0.431	8.961	3.968	99.233	0.674	0.0	1.005	2.287	60.0	0.367	0.0	0.519	1.725	44.586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.077	0.055	2.795	1.762	95.62	0.887	0.0	1.648	2.274	76.667	0.311	0.0	0.359	1.395	40.432	1.33	0.104	2.846	2.017	97.917	0.0	0.0	0.0	0.0	0.0	3.26	0.255	8.335	4.449	98.765	5.262	0.658	12.198	6.134	100.0	1.367	0.044	3.24	2.099	93.458	2.888	0.196	6.897	4.227	98.783	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae	family			68.215	0.976	0.0	0.259	7.771	33.827	29.491	6.007	57.233	20.047	100.0	1.111	0.0	0.265	8.868	48.883	1.144	0.0	0.319	8.409	52.43	42.534	1.709	87.566	30.78	97.931	68.215	5.154	98.214	34.2	100.0	0.509	0.0	0.066	6.424	39.344	0.657	0.0	0.026	6.851	23.56	0.232	0.0	0.047	2.31	22.871	45.18	1.709	85.903	31.999	99.333	67.159	8.766	98.084	33.968	99.691	0.983	0.0	0.23	7.844	51.488	0.6	0.0	0.0	6.656	8.516	1.914	0.027	2.444	8.771	95.802	1.533	0.02	2.511	7.372	92.439	1.024	0.0	0.604	6.766	44.237	0.963	0.0	0.017	8.594	12.652	0.519	0.0	0.076	6.397	39.08
Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae	family			1.305	0.033	0.0	0.067	0.127	19.012	0.0	0.0	0.0	0.0	0.0	0.156	0.0	0.403	0.413	60.298	0.806	0.0	1.914	1.075	86.445	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.006	0.483	10.828	1.301	0.0	0.636	5.033	15.301	1.305	0.0	0.432	4.935	14.66	0.656	0.022	1.652	0.919	91.484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.768	0.046	1.712	0.889	92.56	0.0	0.0	0.0	0.0	0.0	0.167	0.0	0.406	0.437	68.889	0.0	0.0	0.0	0.0	0.0	0.945	0.015	2.491	1.132	90.966	1.052	0.048	2.82	1.29	95.134	1.067	0.0	1.838	3.829	16.667
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae	family			5.809	5.672	0.0	16.646	8.446	87.901	0.108	0.0	0.205	0.432	42.529	4.873	0.243	11.711	5.301	96.03	5.321	0.17	12.107	5.271	94.885	1.011	0.0	1.157	3.849	46.207	0.456	0.0	0.385	1.936	38.535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.719	0.398	13.891	5.828	96.837	0.871	0.0	1.586	2.558	50.0	0.304	0.0	0.263	1.307	29.63	5.809	0.655	12.646	5.174	98.512	0.0	0.0	0.0	0.0	0.0	2.223	0.015	5.509	3.18	91.605	1.973	0.0	5.81	2.827	88.78	4.074	0.128	11.359	4.781	94.081	4.276	0.028	12.635	5.63	92.944	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae	family			13.143	11.897	0.064	35.908	15.25	92.346	0.151	0.0	0.099	0.779	21.456	3.762	0.35	8.299	5.067	97.27	6.848	1.94	12.65	4.554	99.488	0.539	0.0	1.52	1.583	49.655	0.238	0.0	0.138	1.299	25.796	0.38	0.0	0.316	2.3	35.519	0.586	0.0	0.182	3.921	25.654	12.334	3.294	23.097	8.273	100.0	0.324	0.0	0.845	1.033	45.333	0.129	0.0	0.246	0.554	29.938	13.143	4.678	22.616	7.194	100.0	0.0	0.0	0.0	0.0	0.0	8.492	0.815	18.791	7.901	99.506	2.764	0.065	7.195	3.488	95.122	10.38	3.244	19.14	6.901	100.0	6.845	1.746	13.098	4.479	99.757	1.045	0.0	1.63	3.458	64.368
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae	family			0.497	0.029	0.0	0.04	0.182	15.802	0.0	0.0	0.0	0.0	0.0	0.079	0.0	0.192	0.193	45.161	0.057	0.0	0.17	0.129	38.363	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.201	7.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.331	0.0	0.947	0.629	76.156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.086	0.0	0.224	0.126	64.881	0.0	0.0	0.0	0.0	0.0	0.497	0.0	1.213	0.828	79.259	0.214	0.0	0.632	0.419	62.439	0.262	0.0	0.803	0.53	57.321	0.089	0.0	0.239	0.224	45.985	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae	family			9.442	1.098	0.0	2.957	2.415	77.778	0.0	0.0	0.0	0.0	0.0	1.605	0.11	3.447	2.761	94.789	0.496	0.0	1.214	0.786	83.887	0.72	0.0	1.317	2.657	42.759	0.285	0.0	0.224	1.264	29.299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.817	0.02	5.002	3.172	92.214	0.469	0.0	0.757	1.859	36.0	0.177	0.0	0.096	1.2	20.988	1.743	0.284	3.836	2.103	97.917	0.0	0.0	0.0	0.0	0.0	7.621	1.239	14.494	5.732	99.753	9.442	2.415	17.068	5.78	100.0	1.388	0.0	3.747	2.836	86.604	0.677	0.0	2.048	1.269	87.591	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae	family			2.114	2.114	0.177	4.171	4.332	96.543	0.0	0.0	0.0	0.0	0.0	1.785	0.168	3.658	3.509	97.767	0.431	0.0	0.943	0.485	85.934	0.123	0.0	0.486	0.336	25.517	0.068	0.0	0.041	0.403	15.287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.442	0.017	0.963	0.661	91.484	0.0	0.0	0.0	0.0	0.0	0.086	0.0	0.043	0.498	14.815	0.58	0.046	1.196	0.72	92.262	0.0	0.0	0.0	0.0	0.0	1.137	0.177	2.529	1.103	98.519	1.592	0.403	3.257	1.274	99.756	0.265	0.0	0.672	0.45	76.324	0.26	0.0	0.61	0.327	86.131	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Caryophanales;Gemellaceae	family			15.934	9.867	1.26	23.061	11.246	99.259	0.3	0.0	0.717	0.818	61.686	15.934	2.75	38.178	14.549	100.0	7.902	1.204	18.182	8.27	99.744	1.091	0.0	2.231	3.299	75.172	0.533	0.0	0.71	2.381	58.599	0.034	0.0	0.025	0.207	19.672	0.029	0.0	0.02	0.314	18.848	2.848	0.269	6.07	4.553	99.27	1.328	0.0	2.802	3.842	74.667	0.486	0.0	0.903	1.808	54.321	1.169	0.188	2.428	1.129	97.619	0.01	0.0	0.0	0.106	7.299	0.734	0.078	1.225	2.866	98.025	0.552	0.049	1.131	0.856	96.585	3.111	0.225	7.766	4.938	97.819	1.209	0.139	2.903	1.366	99.027	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Aerococcaceae	family			0.642	0.201	0.0	0.535	0.551	40.988	0.081	0.0	0.11	0.444	21.839	0.642	0.0	1.872	1.254	66.998	0.157	0.0	0.441	0.36	50.384	0.122	0.0	0.242	0.664	30.345	0.066	0.0	0.092	0.336	22.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.062	0.111	28.224	0.151	0.0	0.485	0.438	29.333	0.055	0.0	0.075	0.291	17.593	0.17	0.0	0.47	0.414	55.952	0.0	0.0	0.0	0.0	0.0	0.334	0.0	0.758	0.916	65.185	0.527	0.0	1.321	1.0	76.341	0.05	0.0	0.104	0.187	30.218	0.016	0.0	0.033	0.1	22.384	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae	family			4.721	3.965	0.191	8.739	5.323	94.321	3.159	0.0	10.727	6.602	74.713	2.88	0.458	6.298	2.752	97.519	4.721	1.365	8.333	3.877	99.488	0.504	0.0	1.152	1.258	62.069	0.339	0.0	0.56	1.819	44.586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.901	0.207	3.908	1.99	99.757	0.609	0.0	1.944	1.094	63.333	0.341	0.0	0.57	1.401	49.074	1.717	0.373	3.515	1.564	99.405	0.0	0.0	0.0	0.0	0.0	0.532	0.05	1.189	0.659	95.802	0.635	0.094	1.418	0.676	98.537	2.182	0.197	4.651	2.248	98.442	3.494	0.58	7.504	3.463	99.513	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Enterococcaceae	family			1.482	0.012	0.0	0.0	0.071	5.679	0.126	0.0	0.126	0.806	26.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.077	0.356	15.172	0.059	0.0	0.015	0.415	12.739	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.119	6.283	0.0	0.0	0.0	0.0	0.0	0.081	0.0	0.063	0.354	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.482	0.058	3.581	2.808	95.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae	family			87.59	0.027	0.0	0.0	0.324	8.889	0.636	0.0	0.397	6.015	48.276	0.05	0.0	0.0	0.785	8.685	0.146	0.0	0.055	1.92	18.414	1.577	0.0	3.479	6.425	57.241	0.916	0.0	0.351	7.654	36.943	86.877	45.194	99.899	26.363	99.454	87.59	35.281	99.979	28.814	98.429	0.02	0.0	0.012	0.31	11.192	2.101	0.0	4.847	9.132	62.667	0.956	0.0	0.565	7.867	39.198	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.062	5.596	0.06	0.0	0.05	0.517	23.457	0.023	0.0	0.018	0.22	14.39	0.045	0.0	0.004	0.46	10.28	0.022	0.0	0.0	0.253	8.029	80.787	18.878	99.486	29.785	99.425
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae	family			7.649	4.712	0.218	11.942	6.633	98.519	0.307	0.0	0.76	0.863	59.387	4.672	0.719	10.31	5.166	100.0	2.549	0.278	6.518	3.612	98.977	1.02	0.0	2.407	2.084	74.483	0.463	0.0	0.603	1.741	53.822	0.061	0.0	0.0	0.524	7.104	0.053	0.0	0.0	0.402	8.377	0.923	0.085	1.957	1.971	97.08	1.193	0.0	2.763	4.61	73.333	0.339	0.0	0.554	1.681	45.062	1.207	0.186	2.512	1.375	99.107	0.009	0.0	0.0	0.103	7.299	4.935	0.83	10.553	5.019	99.753	7.649	2.022	15.837	5.99	100.0	0.63	0.031	1.631	1.268	93.458	0.454	0.046	1.007	0.467	97.324	0.127	0.0	0.013	0.937	11.494
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae	family			7.896	0.219	0.0	0.498	0.568	57.037	0.081	0.0	0.057	0.629	18.008	1.528	0.148	3.472	1.772	96.774	4.725	1.207	8.994	3.449	98.977	0.14	0.0	0.305	0.496	18.621	0.043	0.0	0.037	0.202	16.561	1.263	0.0	0.066	7.884	16.94	1.158	0.0	0.019	7.963	13.089	7.066	2.002	13.932	5.272	100.0	0.448	0.0	1.746	1.095	40.0	0.1	0.0	0.056	0.652	14.815	6.181	2.005	11.218	4.717	100.0	0.011	0.0	0.0	0.132	3.65	1.204	0.146	2.441	1.014	97.284	0.884	0.037	2.339	1.075	95.61	7.896	1.823	15.042	5.557	98.754	7.342	1.876	14.176	5.111	99.757	0.828	0.0	0.143	5.187	31.034
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptostreptococcaceae	family			0.999	0.078	0.0	0.188	0.313	33.086	0.0	0.0	0.0	0.0	0.0	0.117	0.0	0.343	0.216	54.342	0.967	0.0	2.271	1.049	88.235	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.063	6.051	0.036	0.0	0.025	0.218	15.847	0.0	0.0	0.0	0.0	0.0	0.999	0.112	2.338	1.076	96.837	0.024	0.0	0.016	0.09	10.667	0.0	0.0	0.0	0.0	0.0	0.813	0.019	2.026	1.017	90.774	0.0	0.0	0.0	0.0	0.0	0.618	0.027	1.43	0.597	91.852	0.211	0.0	0.605	0.321	71.707	0.817	0.0	1.89	0.872	88.162	0.524	0.0	1.211	0.494	89.538	0.091	0.0	0.121	0.313	25.287
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae	family			4.563	0.434	0.0	0.826	1.809	48.642	0.024	0.0	0.048	0.173	14.176	0.205	0.0	0.497	0.462	60.794	0.494	0.0	1.39	0.727	82.353	0.263	0.0	0.494	1.008	28.276	0.03	0.0	0.031	0.167	14.65	0.004	0.0	0.0	0.033	3.825	0.0	0.0	0.0	0.0	0.0	1.515	0.039	3.901	2.718	93.187	0.208	0.0	0.467	0.615	23.333	0.061	0.0	0.062	0.287	15.432	4.563	0.313	11.878	5.734	98.512	0.003	0.0	0.0	0.062	0.243	2.416	0.1	5.87	2.504	97.037	1.378	0.017	3.915	1.821	91.951	1.769	0.035	4.345	3.038	92.523	0.462	0.0	1.259	0.838	81.995	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae	family			16.931	10.648	0.609	27.344	11.058	98.765	0.636	0.0	1.682	1.459	81.226	7.726	1.383	17.721	7.372	99.752	12.677	4.302	23.932	8.442	99.744	1.724	0.0	3.589	3.279	80.0	0.806	0.0	1.721	2.637	64.968	0.553	0.0	0.0	1.999	9.29	1.016	0.0	1.157	4.005	25.654	12.558	3.984	23.543	8.61	100.0	1.834	0.0	5.734	2.962	86.0	0.651	0.0	0.948	2.152	60.802	16.931	6.653	30.502	9.983	99.702	0.974	0.0	2.849	2.673	42.336	5.742	0.788	14.276	6.675	99.753	5.13	0.562	12.174	5.055	100.0	14.311	4.625	27.686	9.053	100.0	16.069	6.745	29.028	9.107	100.0	1.111	0.0	3.341	3.223	64.368
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae	family			5.129	0.075	0.0	0.0	0.855	4.198	4.884	0.0	12.96	5.705	87.739	0.089	0.0	0.221	0.223	47.891	0.446	0.0	1.12	1.507	63.683	0.723	0.0	2.376	1.287	66.207	3.062	0.0	9.16	8.484	70.382	0.711	0.0	0.836	5.701	71.585	0.032	0.0	0.081	0.105	29.843	0.699	0.0	1.975	1.262	86.131	1.551	0.0	4.195	3.752	74.0	5.129	0.0	13.718	13.511	70.679	0.216	0.0	0.588	0.319	70.833	1.377	0.0	3.869	3.565	56.691	0.596	0.0	1.42	0.73	87.16	0.122	0.0	0.339	0.222	63.171	0.441	0.0	0.958	1.89	67.913	0.316	0.0	0.913	1.093	60.827	2.424	0.0	4.595	6.612	87.931
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae	family			13.065	3.798	0.141	10.03	4.928	96.543	0.241	0.0	0.603	0.665	65.9	4.527	0.633	10.03	4.263	99.256	5.308	0.81	10.865	4.324	99.488	1.844	0.0	4.565	3.779	71.724	0.864	0.0	1.108	3.072	57.962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.793	4.024	24.241	8.229	100.0	2.028	0.0	5.194	5.138	71.333	0.687	0.0	1.542	2.033	55.247	6.503	1.304	14.395	5.258	100.0	0.029	0.0	0.019	0.306	15.815	13.065	2.771	24.982	9.029	100.0	6.35	0.668	14.73	5.673	99.756	8.024	1.277	16.689	6.815	98.754	8.122	0.738	17.986	6.858	99.513	0.092	0.0	0.035	0.456	27.586
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae	family			7.613	0.92	0.0	2.353	2.032	80.494	0.0	0.0	0.0	0.0	0.0	2.083	0.204	5.066	2.604	97.767	2.822	0.267	6.694	3.282	97.442	0.703	0.0	1.425	2.44	45.517	0.168	0.0	0.149	0.806	29.299	0.669	0.0	0.0	4.0	7.104	0.801	0.0	0.0	4.755	6.806	6.686	0.664	16.179	6.532	99.757	0.418	0.0	0.822	1.664	40.667	0.17	0.0	0.107	1.867	22.222	2.067	0.476	4.166	1.935	99.405	0.014	0.0	0.0	0.179	4.623	3.966	0.378	9.241	3.755	98.272	5.151	0.348	11.536	5.017	98.78	7.613	0.634	19.707	8.0	97.508	5.281	0.272	13.941	6.442	98.783	0.72	0.0	0.0	4.3	9.77
Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae	family			0.687	0.07	0.0	0.0	0.633	6.42	0.124	0.0	0.192	0.651	29.885	0.011	0.0	0.0	0.071	6.7	0.09	0.0	0.04	0.615	14.066	0.592	0.0	0.996	2.833	51.724	0.248	0.0	0.251	1.503	27.389	0.019	0.0	0.023	0.135	19.126	0.015	0.0	0.01	0.122	11.518	0.02	0.0	0.0	0.228	4.38	0.687	0.0	1.567	1.852	59.333	0.249	0.0	0.393	1.189	32.407	0.073	0.0	0.05	0.553	14.881	0.007	0.0	0.0	0.102	0.73	0.016	0.0	0.0	0.118	6.667	0.028	0.0	0.0	0.348	4.634	0.157	0.0	0.075	1.036	16.511	0.009	0.0	0.0	0.089	1.946	0.015	0.0	0.028	0.093	17.241
