Taxonomy	Rank	HMT	Notes	Max	BM-mean	BM-sd	BM-prev	HP-mean	HP-sd	HP-prev	KG-mean	KG-sd	KG-prev	PT-mean	PT-sd	PT-prev	ST-mean	ST-sd	ST-prev	SUBP-mean	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-sd	SUPP-prev	SV-mean	SV-sd	SV-prev	TD-mean	TD-sd	TD-prev	TH-mean	TH-sd	TH-prev
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp._HMT_423	species	423	reads equally close to S. infantis, S. mitis, S. oralis, S. australis, S. cristatus, S. parasanguinis clade 721, S. pneumoniae, and S. sp. HMT 061, 064, 066, 074, 423 were divided equally among taxa except not assigned to S. pneumoniae; 	4.764	4.649	1.915	100.0	3.28	1.77	100.0	4.764	1.8	100.0	1.603	1.784	100.0	0.003	0.004	49.351	0.688	0.934	100.0	0.756	0.566	100.0	0.789	0.579	97.403	0.601	0.487	100.0	1.41	1.512	100.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;infantis clade_431	species	431	reads equally close to S. infantis, S. mitis, S. oralis, S. australis, S. cristatus, S. parasanguinis clade 721, S. pneumoniae, and S. sp. HMT 061, 064, 066, 074, 423 were divided equally among taxa except not assigned to S. pneumoniae; 	4.764	4.649	1.915	100.0	3.28	1.77	100.0	4.764	1.8	100.0	1.603	1.784	100.0	0.003	0.004	49.351	0.688	0.934	100.0	0.756	0.566	100.0	0.789	0.579	97.403	0.601	0.487	100.0	1.41	1.512	100.0
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;sp._HMT_448	species	448		0.612	0.01	0.047	9.091	0.002	0.01	5.195	0.002	0.008	3.896	0.001	0.007	1.299	0.0	0.0	0.0	0.612	3.079	27.273	0.23	0.584	33.766	0.003	0.011	7.792	0.0	0.003	1.299	0.002	0.007	6.494
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Butyrivibrio;sp._HMT_455	species	455		0.068	0.005	0.016	14.286	0.016	0.037	27.273	0.0	0.003	1.299	0.035	0.062	42.857	0.0	0.0	0.0	0.0	0.003	1.299	0.0	0.0	0.0	0.068	0.177	33.766	0.037	0.084	36.364	0.064	0.105	55.844
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Oribacterium;sinus	species	457	reads equally close to O. asaccharolyticum, O. parvum, and O. sinus were assigned one third to each taxon; 	0.75	0.05	0.077	71.429	0.19	0.181	100.0	0.006	0.013	35.065	0.324	0.244	100.0	0.001	0.003	5.195	0.02	0.039	50.649	0.018	0.047	46.753	0.75	0.851	94.805	0.405	0.287	97.403	0.407	0.356	96.104
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;sp._HMT_459	species	459		0.087	0.0	0.001	1.299	0.05	0.329	14.286	0.087	0.448	16.883	0.003	0.025	2.597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.023	9.091	0.004	0.016	9.091	0.006	0.033	6.494
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;tannerae	species	466		0.348	0.014	0.029	29.87	0.026	0.043	36.364	0.001	0.005	2.597	0.348	0.9	51.948	0.0	0.003	1.299	0.271	1.083	32.468	0.028	0.088	20.779	0.087	0.141	51.948	0.041	0.133	29.87	0.179	0.449	46.753
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae_[G-1];[Eubacterium]_sulci	species	467		0.189	0.016	0.042	28.571	0.189	0.284	72.727	0.003	0.009	9.091	0.116	0.236	63.636	0.0	0.003	1.299	0.001	0.006	3.896	0.0	0.002	2.597	0.115	0.211	53.247	0.138	0.187	70.13	0.149	0.187	72.727
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;melaninogenica	species	469		4.442	0.531	0.847	93.506	3.052	2.586	100.0	0.138	0.284	53.247	2.526	2.308	98.701	0.002	0.008	7.792	0.349	1.32	61.039	0.081	0.149	53.247	3.566	3.132	98.701	4.442	3.478	100.0	3.153	2.916	98.701
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_472	species	472	reads equally close to P. sp. HMT 317 and P. sp. HMT 472 were assigned half to each taxon; 	0.274	0.016	0.036	28.571	0.006	0.022	15.584	0.007	0.034	12.987	0.031	0.145	16.883	0.0	0.0	0.0	0.274	0.399	63.636	0.268	0.821	49.351	0.03	0.058	36.364	0.001	0.005	5.195	0.022	0.137	18.182
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;sp._HMT_473	species	473		3.702	0.35	1.236	48.052	0.168	0.354	51.948	3.702	6.403	59.74	0.17	0.386	55.844	0.001	0.009	2.597	0.028	0.101	24.675	0.032	0.168	15.584	0.218	0.41	54.545	0.113	0.263	41.558	0.194	0.392	54.545
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;subflava	species	476		1.274	0.153	0.428	35.065	0.31	0.872	33.766	0.058	0.262	16.883	0.433	1.697	24.675	0.0	0.0	0.0	0.98	3.242	28.571	1.274	4.666	37.662	0.684	1.858	37.662	1.027	4.11	23.377	0.275	1.139	29.87
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp._HMT_478	species	478		0.173	0.002	0.012	3.896	0.016	0.051	22.078	0.0	0.002	1.299	0.054	0.145	36.364	0.0	0.0	0.0	0.001	0.005	2.597	0.0	0.0	0.0	0.173	0.383	46.753	0.021	0.07	31.169	0.072	0.199	38.961
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp._HMT_479	species	479	reads equally close to S. infelix, S. sp. HMT 479, and S. sp. HMT 481 were assigned one third to each taxon; 	0.064	0.001	0.005	14.286	0.002	0.01	10.39	0.005	0.031	14.286	0.005	0.012	25.974	0.0	0.0	0.0	0.064	0.158	61.039	0.038	0.1	45.455	0.027	0.105	40.26	0.0	0.001	3.896	0.008	0.05	11.688
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp._HMT_481	species	481	reads equally close to S. infelix, S. sp. HMT 479, and S. sp. HMT 481 were assigned one third to each taxon; 	0.064	0.001	0.005	14.286	0.002	0.01	10.39	0.005	0.031	14.286	0.005	0.012	25.974	0.0	0.0	0.0	0.064	0.158	61.039	0.038	0.1	45.455	0.027	0.105	40.26	0.0	0.001	3.896	0.008	0.05	11.688
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoanaerobaculum;saburreum	species	494	reads equally close to L. orale, L. saburreum, and L. umeanse were assigned one third to each taxon; 	0.164	0.022	0.037	48.052	0.027	0.056	45.455	0.012	0.063	12.987	0.062	0.103	63.636	0.0	0.0	0.0	0.101	0.2	44.156	0.115	0.278	51.948	0.029	0.046	48.052	0.074	0.159	66.234	0.164	0.394	63.636
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp._HMT_498	species	498		0.613	0.01	0.043	7.792	0.064	0.224	19.481	0.002	0.008	5.195	0.408	1.836	23.377	0.0	0.0	0.0	0.004	0.021	5.195	0.002	0.014	2.597	0.081	0.345	10.39	0.198	0.927	19.481	0.613	2.321	23.377
Bacteria;Bacteroidetes;Bacteroidetes_[C-1];Bacteroidetes_[O-1];Bacteroidetes_[F-1];Bacteroidetes_[G-5];bacterium_HMT_511	species	511		0.409	0.016	0.063	10.39	0.002	0.009	5.195	0.0	0.003	1.299	0.026	0.103	12.987	0.0	0.0	0.0	0.409	2.164	14.286	0.088	0.492	9.091	0.021	0.083	11.688	0.001	0.008	3.896	0.002	0.009	6.494
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Mitsuokella;sp._HMT_521	species	521		0.211	0.003	0.018	5.195	0.005	0.024	3.896	0.0	0.0	0.0	0.211	1.087	12.987	0.0	0.0	0.0	0.038	0.334	1.299	0.001	0.006	1.299	0.011	0.049	9.091	0.017	0.105	6.494	0.177	1.118	9.091
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;atypica	species	524		3.194	0.276	0.518	74.026	1.094	1.221	90.909	0.089	0.193	46.753	2.504	3.016	94.805	0.005	0.016	14.286	0.016	0.058	19.481	0.006	0.016	15.584	3.194	3.157	90.909	1.761	2.035	89.61	3.181	3.039	93.506
Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Cutibacterium;acnes	species	530		0.203	0.03	0.122	35.065	0.038	0.06	42.857	0.01	0.03	23.377	0.022	0.075	25.974	0.002	0.012	5.195	0.015	0.035	28.571	0.008	0.036	12.987	0.203	0.809	46.753	0.007	0.024	12.987	0.041	0.092	35.065
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;adiacens	species	534		2.784	0.614	0.833	98.701	1.684	1.368	100.0	0.215	0.377	80.519	1.317	1.087	100.0	0.003	0.013	6.494	0.551	0.757	92.208	0.545	0.511	98.701	1.293	1.159	93.506	2.784	1.88	100.0	1.516	1.231	97.403
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae_[G-9];[Eubacterium]_brachy	species	557		0.125	0.012	0.043	22.078	0.006	0.016	19.481	0.005	0.036	3.896	0.125	0.509	35.065	0.0	0.0	0.0	0.11	0.188	49.351	0.02	0.044	31.169	0.004	0.014	11.688	0.0	0.003	2.597	0.058	0.366	23.377
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;buccalis	species	563	reads equally close to L. buccalis and L. sp. HMT 225 were assigned half to each taxon; 	0.639	0.038	0.102	49.351	0.015	0.038	28.571	0.026	0.153	24.675	0.017	0.036	42.857	0.0	0.0	0.0	0.34	0.61	59.74	0.639	1.052	61.039	0.027	0.063	31.169	0.005	0.009	25.974	0.023	0.091	37.662
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;veroralis	species	572	reads equally close to P. histicola, P. veroralis, and P. sp. HMT 313 were assigned one third to each taxon; 	0.722	0.112	0.367	55.844	0.353	0.908	77.922	0.014	0.057	23.377	0.63	1.097	85.714	0.0	0.001	2.597	0.045	0.098	37.662	0.054	0.151	28.571	0.536	1.076	75.325	0.594	1.127	72.727	0.722	1.273	81.818
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;concisus	species	575		6.292	0.414	0.548	85.714	0.963	0.902	98.701	1.194	3.664	66.234	2.996	3.135	100.0	0.001	0.006	3.896	0.386	0.495	84.416	0.531	1.082	81.818	6.292	5.233	97.403	2.938	2.737	98.701	3.296	3.172	98.701
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Eikenella;corrodens	species	577		0.436	0.046	0.104	51.948	0.023	0.059	38.961	0.018	0.044	29.87	0.087	0.305	40.26	0.0	0.0	0.0	0.436	0.463	92.208	0.363	0.362	92.208	0.028	0.046	51.948	0.024	0.073	25.974	0.075	0.29	28.571
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;cristatus clade_578	species	578	reads equally close to S. infantis, S. mitis, S. oralis, S. australis, S. cristatus, S. parasanguinis clade 721, S. pneumoniae, and S. sp. HMT 061, 064, 066, 074, 423 were divided equally among taxa except not assigned to S. pneumoniae; 	4.764	4.649	1.915	100.0	3.28	1.77	100.0	4.764	1.8	100.0	1.603	1.784	100.0	0.003	0.004	49.351	0.688	0.934	100.0	0.756	0.566	100.0	0.789	0.579	97.403	0.601	0.487	100.0	1.41	1.512	100.0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;denitrificans	species	582		0.186	0.027	0.109	16.883	0.006	0.018	12.987	0.004	0.015	10.39	0.003	0.012	6.494	0.0	0.0	0.0	0.186	0.651	31.169	0.13	0.318	40.26	0.024	0.09	15.584	0.003	0.013	9.091	0.002	0.008	6.494
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;denticola	species	584		0.304	0.003	0.016	7.792	0.001	0.007	5.195	0.0	0.002	1.299	0.184	0.966	29.87	0.0	0.0	0.0	0.304	1.041	27.273	0.05	0.192	14.286	0.038	0.163	25.974	0.001	0.007	1.299	0.029	0.158	9.091
Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Rothia;dentocariosa	species	587	reads equally close to R. aeria and R. dentocariosa were assigned half to each taxon; 	4.889	0.794	1.965	97.403	0.194	0.374	93.506	0.131	0.362	63.636	0.061	0.172	59.74	0.001	0.003	5.195	3.671	4.098	96.104	4.889	4.665	97.403	0.415	0.621	88.312	0.018	0.034	49.351	0.14	0.835	59.74
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Mogibacterium;diversum	species	593	reads equally close to M. diversum, M. neglectum, and M. vescum were assigned one third to each taxon; 	0.092	0.011	0.018	48.052	0.068	0.091	84.416	0.002	0.006	10.39	0.082	0.117	81.818	0.0	0.0	0.0	0.014	0.035	32.468	0.004	0.012	19.481	0.059	0.079	74.026	0.091	0.103	84.416	0.092	0.097	84.416
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;durum	species	595		2.843	0.086	0.139	72.727	0.126	0.22	72.727	0.029	0.067	37.662	0.017	0.036	28.571	0.0	0.0	0.0	2.025	2.567	90.909	2.843	2.928	93.506	0.134	0.264	59.74	0.008	0.027	22.078	0.126	0.851	37.662
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;elegans	species	596		3.156	1.104	1.782	76.623	1.005	1.657	72.727	3.156	4.167	77.922	0.261	0.797	53.247	0.0	0.0	0.0	0.095	0.341	41.558	0.079	0.294	37.662	0.246	0.409	54.545	0.024	0.066	31.169	0.256	0.691	45.455
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;elongata	species	598		1.674	0.097	0.3	55.844	0.1	0.354	49.351	0.017	0.039	31.169	0.022	0.061	31.169	0.0	0.0	0.0	1.352	2.361	81.818	1.674	2.185	87.013	0.201	0.309	70.13	0.019	0.047	27.273	0.072	0.46	31.169
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;flava	species	609	reads equally close to N. flava, N. macacae, N. mucosa, and N. sicca were assigned one fourth to each taxon; 	0.793	0.291	0.794	79.221	0.135	0.51	72.727	0.123	0.364	54.545	0.034	0.123	46.753	0.001	0.003	3.896	0.615	1.207	80.519	0.793	1.311	83.117	0.195	0.421	72.727	0.01	0.022	40.26	0.045	0.106	48.052
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;flavescens	species	610		2.879	0.554	1.042	66.234	1.278	2.176	71.429	0.14	0.467	42.857	2.187	4.521	67.532	0.0	0.003	2.597	0.206	0.754	42.857	0.23	0.968	40.26	1.403	2.74	68.831	2.879	6.186	72.727	2.31	4.821	66.234
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;gerencseriae	species	618		0.235	0.003	0.013	7.792	0.006	0.034	6.494	0.011	0.091	2.597	0.001	0.004	3.896	0.0	0.0	0.0	0.235	0.533	59.74	0.135	0.383	61.039	0.009	0.068	9.091	0.0	0.004	1.299	0.003	0.017	5.195
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;gingivalis	species	619		0.236	0.001	0.007	2.597	0.0	0.002	1.299	0.0	0.0	0.0	0.045	0.351	3.896	0.0	0.0	0.0	0.236	1.499	3.896	0.026	0.144	5.195	0.014	0.094	5.195	0.0	0.004	1.299	0.004	0.026	3.896
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;gordonii	species	622		0.881	0.614	0.955	87.013	0.103	0.229	63.636	0.277	0.838	54.545	0.038	0.089	38.961	0.0	0.0	0.0	0.724	1.286	83.117	0.881	1.452	83.117	0.081	0.154	46.753	0.01	0.032	20.779	0.048	0.146	44.156
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;gracilis	species	623		1.057	0.027	0.072	36.364	0.003	0.009	16.883	0.026	0.128	20.779	0.053	0.205	25.974	0.0	0.001	1.299	1.057	1.141	89.61	0.441	0.693	80.519	0.05	0.075	53.247	0.001	0.005	3.896	0.024	0.138	16.883
Bacteria;Firmicutes;Bacilli;Bacillales;Gemellaceae;Gemella;haemolysans	species	626		7.801	7.801	6.337	100.0	3.735	4.608	98.701	5.766	4.94	100.0	1.788	3.006	93.506	0.003	0.011	7.792	0.558	1.771	74.026	0.389	1.032	79.221	0.465	0.597	85.714	0.163	0.237	79.221	1.708	2.586	96.104
Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;Cardiobacterium;hominis	species	633		0.166	0.006	0.018	16.883	0.005	0.023	15.584	0.01	0.075	6.494	0.002	0.012	3.896	0.0	0.0	0.0	0.132	0.221	70.13	0.166	0.247	75.325	0.006	0.02	14.286	0.0	0.004	1.299	0.002	0.015	3.896
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;infantis clade_638	species	638	reads equally close to S. infantis, S. mitis, S. oralis, S. australis, S. cristatus, S. parasanguinis clade 721, S. pneumoniae, and S. sp. HMT 061, 064, 066, 074, 423 were divided equally among taxa except not assigned to S. pneumoniae; 	0.819	0.597	0.64	100.0	0.819	1.141	100.0	0.295	0.549	98.701	0.372	0.344	100.0	0.001	0.002	14.286	0.516	0.564	100.0	0.687	0.694	98.701	0.477	0.496	97.403	0.675	0.581	100.0	0.386	0.394	98.701
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;infelix	species	639	reads equally close to S. infelix, S. sp. HMT 479, and S. sp. HMT 481 were assigned one third to each taxon; 	0.064	0.001	0.005	14.286	0.002	0.01	10.39	0.005	0.031	14.286	0.005	0.012	25.974	0.0	0.0	0.0	0.064	0.158	61.039	0.038	0.1	45.455	0.027	0.105	40.26	0.0	0.001	3.896	0.008	0.05	11.688
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;influenzae	species	641		1.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	1.299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	1.299	0.0	0.0	0.0	1.063	9.233	2.597
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;intermedia	species	643		0.203	0.008	0.048	6.494	0.001	0.005	2.597	0.002	0.016	2.597	0.203	0.786	14.286	0.0	0.0	0.0	0.193	0.97	11.688	0.01	0.059	5.195	0.021	0.078	14.286	0.0	0.002	2.597	0.037	0.253	10.39
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;intermedius	species	644		0.405	0.022	0.049	44.156	0.011	0.024	23.377	0.057	0.317	15.584	0.051	0.29	23.377	0.0	0.002	1.299	0.405	0.511	83.117	0.099	0.16	61.039	0.033	0.072	40.26	0.004	0.011	14.286	0.119	0.565	25.974
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;kingae	species	646		0.195	0.001	0.005	1.299	0.0	0.002	1.299	0.0	0.0	0.0	0.195	1.704	2.597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	1.299
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;lecithinolyticum	species	653		0.09	0.003	0.013	7.792	0.0	0.004	1.299	0.0	0.0	0.0	0.023	0.108	10.39	0.0	0.0	0.0	0.09	0.376	23.377	0.016	0.062	12.987	0.016	0.06	16.883	0.0	0.0	0.0	0.003	0.012	5.195
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;maltophilum	species	664		0.119	0.002	0.01	7.792	0.001	0.008	2.597	0.0	0.0	0.0	0.024	0.091	19.481	0.0	0.0	0.0	0.119	0.37	35.065	0.041	0.154	18.182	0.003	0.013	9.091	0.0	0.003	2.597	0.006	0.022	9.091
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;matruchotii	species	666		5.686	0.158	0.364	55.844	0.037	0.069	45.455	0.286	2.01	23.377	0.015	0.036	27.273	0.002	0.01	3.896	4.042	5.271	85.714	5.686	6.061	85.714	0.043	0.085	40.26	0.009	0.024	19.481	0.065	0.321	27.273
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;medium	species	667	reads equally close to T. medium and T. vincentii were assigned half to each taxon; 	0.018	0.003	0.01	10.39	0.007	0.018	22.078	0.0	0.001	2.597	0.017	0.044	25.974	0.0	0.0	1.299	0.018	0.05	20.779	0.01	0.045	10.39	0.011	0.025	28.571	0.018	0.047	28.571	0.017	0.041	27.273
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;meningitidis	species	669	reads equally close to N. cinerea, N. meningitidis, and N. polysaccharea were assigned one third to each taxon; 	0.441	0.02	0.073	22.078	0.061	0.285	29.87	0.441	1.358	37.662	0.006	0.014	24.675	0.0	0.0	0.0	0.004	0.014	12.987	0.007	0.032	16.883	0.009	0.028	19.481	0.001	0.009	5.195	0.029	0.212	18.182
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Schaalia;meyeri	species	671	reads equally close to S. meyeri, S. sp. HMT 172, and S. sp. HMT 180 were assigned one third to each taxon; reads equally close to S. meyeri and S. sp. HMT 180 were assigned half to each taxon; 	0.191	0.02	0.071	36.364	0.08	0.225	35.065	0.006	0.032	15.584	0.117	0.316	42.857	0.0	0.0	0.0	0.073	0.193	49.351	0.014	0.039	33.766	0.046	0.114	31.169	0.151	0.411	49.351	0.191	0.561	41.558
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;mitis	species	677	reads equally close to S. infantis, S. mitis, S. oralis, S. australis, S. cristatus, S. parasanguinis clade 721, S. pneumoniae, and S. sp. HMT 061, 064, 066, 074, 423 were divided equally among taxa except not assigned to S. pneumoniae; 	4.764	4.649	1.915	100.0	3.28	1.77	100.0	4.764	1.8	100.0	1.603	1.784	100.0	0.003	0.004	49.351	0.688	0.934	100.0	0.756	0.566	100.0	0.789	0.579	97.403	0.601	0.487	100.0	1.41	1.512	100.0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Solobacterium;moorei	species	678		0.36	0.025	0.056	45.455	0.204	0.407	80.519	0.003	0.013	7.792	0.357	0.447	85.714	0.017	0.144	2.597	0.033	0.065	33.766	0.013	0.029	24.675	0.271	0.396	76.623	0.29	0.349	88.312	0.36	0.508	89.61
Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Rothia;mucilaginosa	species	681		4.895	2.264	3.34	94.805	3.623	3.469	98.701	0.466	1.085	64.935	1.799	2.323	97.403	0.002	0.008	3.896	0.051	0.125	50.649	0.073	0.208	48.052	1.499	2.698	94.805	4.895	5.062	100.0	2.389	2.52	94.805
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;mucosa	species	682	reads equally close to N. flava, N. macacae, N. mucosa, and N. sicca were assigned one fourth to each taxon; 	0.793	0.291	0.794	79.221	0.135	0.51	72.727	0.123	0.364	54.545	0.034	0.123	46.753	0.001	0.003	3.896	0.615	1.207	80.519	0.793	1.311	83.117	0.195	0.421	72.727	0.01	0.022	40.26	0.045	0.106	48.052
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Simonsiella;muelleri	species	683		0.468	0.001	0.005	6.494	0.468	1.743	16.883	0.122	1.033	7.792	0.004	0.024	6.494	0.0	0.0	0.0	0.0	0.001	1.299	0.0	0.004	1.299	0.004	0.028	3.896	0.0	0.0	0.0	0.004	0.034	1.299
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;multiformis	species	685	reads equally close to P. denticola and P. multiformis were assigned half to each taxon; 	0.121	0.008	0.022	24.675	0.009	0.054	16.883	0.0	0.001	2.597	0.121	0.542	28.571	0.0	0.001	1.299	0.099	0.318	42.857	0.028	0.095	14.286	0.019	0.041	27.273	0.002	0.01	6.494	0.034	0.253	18.182
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;mutans	species	686		0.166	0.016	0.067	22.078	0.005	0.021	7.792	0.008	0.066	3.896	0.005	0.022	9.091	0.0	0.0	0.0	0.136	0.838	14.286	0.166	0.859	16.883	0.014	0.036	18.182	0.0	0.001	1.299	0.002	0.011	3.896
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;viscosus	species	688	reads equally close to A. viscosus and A. sp. HMT 171 were assigned half to each taxon; 	0.79	0.034	0.102	45.455	0.013	0.024	41.558	0.008	0.043	16.883	0.003	0.01	19.481	0.0	0.003	1.299	0.728	1.342	85.714	0.79	1.384	88.312	0.031	0.12	38.961	0.001	0.004	9.091	0.087	0.718	16.883
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;naviforme	species	689	reads equally close to F. nucleatum subsp. polymorphum, F. nucleatum subsp. vincentii, and F. polymorphum were assigned one third to each taxon; 	0.275	0.026	0.098	14.286	0.006	0.034	9.091	0.011	0.073	6.494	0.1	0.502	19.481	0.0	0.0	0.0	0.275	1.03	25.974	0.073	0.224	22.078	0.043	0.177	22.078	0.003	0.013	11.688	0.046	0.296	15.584
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;necrophorum	species	690		0.217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.217	1.056	10.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.027	2.597	0.0	0.002	1.299	0.056	0.408	7.792
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Mogibacterium;neglectum	species	691	reads equally close to M. diversum, M. neglectum, and M. vescum were assigned one third to each taxon; 	0.092	0.011	0.018	48.052	0.068	0.091	84.416	0.002	0.006	10.39	0.082	0.117	81.818	0.0	0.0	0.0	0.014	0.035	32.468	0.004	0.012	19.481	0.059	0.079	74.026	0.091	0.103	84.416	0.092	0.097	84.416
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;nigrescens	species	693		1.046	0.047	0.095	45.455	0.035	0.062	48.052	0.017	0.114	14.286	1.046	3.325	57.143	0.001	0.005	1.299	0.882	1.925	59.74	0.304	0.682	44.156	0.198	0.403	59.74	0.015	0.042	22.078	0.264	1.532	36.364
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Schaalia;odontolytica	species	701	reads equally close to S. odontolytica, S. sp. HMT 172, and S. sp. HMT 180 were assigned one third to each taxon; 	0.205	0.019	0.084	14.286	0.07	0.201	33.766	0.002	0.009	7.792	0.093	0.248	37.662	0.0	0.002	1.299	0.004	0.032	5.195	0.006	0.048	2.597	0.04	0.161	28.571	0.205	0.709	44.156	0.132	0.348	36.364
