Taxonomy	Rank	HMT	Notes	Max	BM-mean	BM-10p	BM-90p	BM-sd	BM-prev	HP-mean	HP-10p	HP-90p	HP-sd	HP-prev	KG-mean	KG-10p	KG-90p	KG-sd	KG-prev	PT-mean	PT-10p	PT-90p	PT-sd	PT-prev	ST-mean	ST-10p	ST-90p	ST-sd	ST-prev	SUBP-mean	SUBP-10p	SUBP-90p	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-10p	SUPP-90p	SUPP-sd	SUPP-prev	SV-mean	SV-10p	SV-90p	SV-sd	SV-prev	TD-mean	TD-10p	TD-90p	TD-sd	TD-prev	TH-mean	TH-10p	TH-90p	TH-sd	TH-prev
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Peptidiphaga;sp._HMT_183	species	183		0.518	0.109	0.0	0.05	0.845	16.883	0.004	0.0	0.002	0.015	10.39	0.003	0.0	0.0	0.011	7.792	0.001	0.0	0.0	0.007	3.896	0.0	0.0	0.0	0.0	0.0	0.518	0.0	1.706	1.156	64.935	0.496	0.0	1.068	0.976	63.636	0.025	0.0	0.037	0.113	19.481	0.0	0.0	0.0	0.002	1.299	0.004	0.0	0.0	0.015	7.792
Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Rothia;aeria	species	188	reads equally close to R. aeria and R. dentocariosa were assigned half to each taxon; 	4.889	0.794	0.049	1.789	1.965	97.403	0.194	0.012	0.528	0.374	93.506	0.131	0.0	0.285	0.362	63.636	0.061	0.0	0.126	0.172	59.74	0.001	0.0	0.0	0.003	5.195	3.671	0.299	8.169	4.098	96.104	4.889	0.556	11.719	4.665	97.403	0.415	0.0	1.089	0.621	88.312	0.018	0.0	0.049	0.034	49.351	0.14	0.0	0.125	0.835	59.74
Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Arachnia;rubra	species	194		0.451	0.028	0.0	0.018	0.144	15.584	0.004	0.0	0.005	0.013	10.39	0.004	0.0	0.0	0.02	6.494	0.002	0.0	0.0	0.009	3.896	0.0	0.0	0.0	0.0	0.0	0.27	0.0	1.048	0.635	36.364	0.451	0.0	1.148	1.327	40.26	0.013	0.0	0.03	0.055	14.286	0.001	0.0	0.0	0.005	3.896	0.003	0.0	0.0	0.014	3.896
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;nucleatum subsp._vincentii	species	200	reads equally close to F. nucleatum subsp. polymorphum and F. nucleatum subsp. vincentii were assigned half to each taxon; reads equally close to F. nucleatum subsp. polymorphum, F. nucleatum subsp. vincentii, and F. polymorphum were assigned one third to each taxon; 	3.421	0.237	0.0	0.647	0.367	85.714	0.05	0.0	0.128	0.061	76.623	0.306	0.0	0.723	1.121	75.325	1.65	0.0	3.908	4.563	88.312	0.0	0.0	0.0	0.0	0.0	3.421	0.125	9.096	6.906	97.403	1.111	0.032	4.03	1.575	97.403	0.331	0.0	0.674	0.59	81.818	0.037	0.0	0.087	0.076	53.247	0.458	0.0	0.42	2.347	68.831
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;periodonticum	species	201	reads equally close to F. periodonticum and F. sp. HMT 370 were assigned half to each taxon; 	1.422	0.264	0.0	0.666	0.45	88.312	0.529	0.027	1.215	0.578	94.805	0.048	0.0	0.097	0.118	54.545	1.23	0.069	3.043	1.16	96.104	0.001	0.0	0.0	0.003	5.195	0.064	0.0	0.16	0.145	59.74	0.062	0.0	0.116	0.194	64.935	0.669	0.035	1.626	0.638	93.506	1.422	0.039	3.647	1.422	93.506	0.965	0.031	2.218	1.112	94.805
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;nucleatum subsp._polymorphum	species	202	reads equally close to F. nucleatum subsp. polymorphum and F. nucleatum subsp. vincentii were assigned half to each taxon; reads equally close to F. nucleatum subsp. polymorphum, F. nucleatum subsp. vincentii, and F. polymorphum were assigned one third to each taxon; 	0.659	0.143	0.0	0.277	0.303	83.117	0.022	0.0	0.066	0.032	62.338	0.199	0.0	0.723	0.408	75.325	0.187	0.0	0.216	0.969	74.026	0.0	0.0	0.0	0.0	0.0	0.659	0.064	1.503	0.571	97.403	0.611	0.017	1.751	0.832	96.104	0.099	0.0	0.274	0.13	76.623	0.015	0.0	0.043	0.031	45.455	0.127	0.0	0.079	0.812	50.649
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;sp._HMT_203	species	203		0.358	0.014	0.0	0.047	0.033	25.974	0.01	0.0	0.036	0.019	25.974	0.007	0.0	0.0	0.028	9.091	0.073	0.0	0.198	0.167	44.156	0.0	0.0	0.0	0.0	0.0	0.358	0.0	1.147	0.986	45.455	0.095	0.0	0.332	0.228	35.065	0.031	0.0	0.093	0.114	27.273	0.006	0.0	0.023	0.018	16.883	0.088	0.0	0.073	0.363	27.273
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;sp._HMT_204	species	204		0.294	0.012	0.0	0.021	0.052	19.481	0.002	0.0	0.0	0.007	6.494	0.002	0.0	0.0	0.007	9.091	0.039	0.0	0.074	0.127	33.766	0.0	0.0	0.0	0.0	0.0	0.294	0.0	0.669	0.674	62.338	0.042	0.0	0.111	0.079	45.455	0.027	0.0	0.073	0.086	31.169	0.0	0.0	0.0	0.002	2.597	0.011	0.0	0.024	0.054	14.286
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Cloacibacterium;sp._HMT_206	species	206		0.289	0.289	0.0	0.91	0.936	28.571	0.06	0.0	0.11	0.184	23.377	0.143	0.0	0.115	0.777	18.182	0.071	0.0	0.096	0.289	18.182	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.021	9.091	0.003	0.0	0.0	0.014	6.494	0.176	0.0	0.121	0.798	20.779	0.008	0.0	0.015	0.032	11.688	0.155	0.0	0.107	0.744	18.182
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp._HMT_212	species	212		0.836	0.093	0.0	0.263	0.121	75.325	0.05	0.0	0.151	0.092	54.545	0.053	0.0	0.106	0.184	33.766	0.021	0.0	0.051	0.042	46.753	0.0	0.0	0.0	0.0	0.0	0.667	0.0	1.504	0.868	80.519	0.836	0.0	2.244	1.035	88.312	0.142	0.0	0.291	0.385	63.636	0.011	0.0	0.035	0.024	29.87	0.024	0.0	0.071	0.063	27.273
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;hongkongensis	species	213		0.585	0.118	0.0	0.235	0.424	51.948	0.015	0.0	0.036	0.049	25.974	0.037	0.0	0.067	0.174	23.377	0.008	0.0	0.026	0.022	19.481	0.0	0.0	0.0	0.0	0.0	0.258	0.0	0.741	0.462	64.935	0.585	0.0	1.567	1.213	72.727	0.056	0.0	0.143	0.119	44.156	0.007	0.0	0.028	0.02	20.779	0.013	0.0	0.032	0.047	20.779
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp._HMT_215	species	215		0.77	0.109	0.0	0.264	0.168	74.026	0.243	0.0	0.601	0.327	83.117	0.019	0.0	0.061	0.044	32.468	0.77	0.0	2.094	1.081	79.221	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.119	0.112	42.857	0.055	0.0	0.122	0.147	49.351	0.191	0.0	0.505	0.266	67.532	0.51	0.0	1.423	0.796	81.818	0.512	0.0	1.4	0.799	79.221
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Pseudoleptotrichia;sp._HMT_219	species	219		0.128	0.02	0.0	0.045	0.077	23.377	0.007	0.0	0.0	0.053	6.494	0.024	0.0	0.0	0.208	3.896	0.001	0.0	0.0	0.006	3.896	0.0	0.0	0.0	0.0	0.0	0.089	0.0	0.319	0.211	35.065	0.128	0.0	0.239	0.461	40.26	0.016	0.0	0.038	0.046	18.182	0.001	0.0	0.0	0.003	3.896	0.004	0.0	0.0	0.015	9.091
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Pseudoleptotrichia;sp._HMT_221	species	221		1.148	0.101	0.0	0.225	0.261	42.857	0.297	0.0	0.763	0.544	57.143	0.02	0.0	0.025	0.08	16.883	1.086	0.0	3.22	2.045	68.831	0.0	0.0	0.0	0.003	1.299	0.008	0.0	0.024	0.029	14.286	0.014	0.0	0.019	0.053	12.987	0.165	0.0	0.437	0.321	50.649	1.025	0.0	3.341	1.965	63.636	1.148	0.0	3.158	2.278	64.935
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;wadei	species	222	reads equally close to L. wadei and L. sp. HMT 417 were assigned half to each taxon; 	0.571	0.072	0.0	0.213	0.146	51.948	0.104	0.0	0.383	0.176	72.727	0.077	0.0	0.025	0.507	23.377	0.399	0.0	1.226	0.622	81.818	0.0	0.0	0.0	0.0	0.0	0.387	0.0	0.785	1.329	50.649	0.286	0.0	0.888	0.833	50.649	0.073	0.0	0.216	0.148	57.143	0.294	0.0	0.852	0.555	76.623	0.571	0.0	2.01	0.883	88.312
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp._HMT_223	species	223		0.147	0.007	0.0	0.0	0.029	9.091	0.002	0.0	0.0	0.009	5.195	0.0	0.0	0.0	0.003	1.299	0.003	0.0	0.0	0.025	3.896	0.0	0.0	0.0	0.0	0.0	0.147	0.0	0.182	0.852	24.675	0.03	0.0	0.078	0.089	23.377	0.007	0.0	0.006	0.034	10.39	0.002	0.0	0.0	0.008	5.195	0.001	0.0	0.0	0.006	2.597
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;hofstadii	species	224	reads equally close to L. hofstadii and L. sp. HMT 909 were assigned half to each taxon; 	0.09	0.029	0.0	0.013	0.204	19.481	0.003	0.0	0.009	0.011	14.286	0.003	0.0	0.0	0.019	6.494	0.003	0.0	0.01	0.008	15.584	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.096	0.089	29.87	0.09	0.0	0.247	0.237	40.26	0.007	0.0	0.017	0.021	18.182	0.001	0.0	0.0	0.005	9.091	0.002	0.0	0.002	0.008	10.39
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp._HMT_225	species	225	reads equally close to L. buccalis and L. sp. HMT 225 were assigned half to each taxon; 	0.639	0.038	0.0	0.095	0.102	49.351	0.015	0.0	0.047	0.038	28.571	0.026	0.0	0.023	0.153	24.675	0.017	0.0	0.049	0.036	42.857	0.0	0.0	0.0	0.0	0.0	0.34	0.0	1.132	0.61	59.74	0.639	0.0	2.236	1.052	61.039	0.027	0.0	0.071	0.063	31.169	0.005	0.0	0.017	0.009	25.974	0.023	0.0	0.036	0.091	37.662
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_226	species	226		0.057	0.002	0.0	0.0	0.013	2.597	0.001	0.0	0.0	0.005	1.299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057	0.0	0.143	0.191	14.286	0.002	0.0	0.0	0.012	3.896	0.01	0.0	0.023	0.037	11.688	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.005	2.597
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_230	species	230		0.037	0.001	0.0	0.0	0.005	1.299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.05	7.792	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.031	0.185	14.286	0.005	0.0	0.0	0.043	3.896	0.003	0.0	0.0	0.016	7.792	0.0	0.0	0.0	0.003	2.597	0.0	0.0	0.0	0.004	1.299
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_231	species	231		0.35	0.018	0.0	0.033	0.074	12.987	0.009	0.0	0.007	0.041	10.39	0.0	0.0	0.0	0.003	1.299	0.23	0.0	0.284	0.814	32.468	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.918	0.801	48.052	0.118	0.0	0.33	0.383	24.675	0.025	0.0	0.064	0.082	23.377	0.002	0.0	0.0	0.008	6.494	0.043	0.0	0.036	0.287	15.584
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_234	species	234		0.062	0.0	0.0	0.0	0.004	1.299	0.001	0.0	0.0	0.008	2.597	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.006	2.597	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.084	0.229	14.286	0.005	0.0	0.0	0.031	3.896	0.017	0.0	0.008	0.066	10.39	0.001	0.0	0.0	0.005	2.597	0.0	0.0	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_235	species	235		0.009	0.0	0.0	0.0	0.002	2.597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.055	2.597	0.003	0.0	0.0	0.021	2.597	0.006	0.0	0.0	0.043	2.597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	1.299
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_237	species	237		0.168	0.003	0.0	0.005	0.013	10.39	0.001	0.0	0.0	0.007	3.896	0.0	0.0	0.0	0.003	1.299	0.052	0.0	0.071	0.224	19.481	0.0	0.0	0.0	0.0	0.0	0.168	0.0	0.574	0.427	28.571	0.043	0.0	0.022	0.161	12.987	0.016	0.0	0.044	0.066	15.584	0.002	0.0	0.0	0.009	5.195	0.006	0.0	0.004	0.034	10.39
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_238	species	238		0.07	0.003	0.0	0.0	0.02	2.597	0.002	0.0	0.0	0.015	2.597	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.022	5.195	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.349	5.195	0.024	0.0	0.0	0.147	3.896	0.024	0.0	0.0	0.163	2.597	0.003	0.0	0.0	0.017	2.597	0.0	0.0	0.0	0.003	2.597
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;sp._HMT_248	species	248		1.043	0.005	0.0	0.0	0.025	9.091	0.012	0.0	0.0	0.074	5.195	1.043	0.0	0.181	3.746	14.286	0.017	0.0	0.005	0.092	10.39	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.029	6.494	0.007	0.0	0.0	0.043	3.896	0.031	0.0	0.06	0.105	11.688	0.002	0.0	0.0	0.01	6.494	0.017	0.0	0.037	0.06	12.987
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_253	species	253		0.033	0.001	0.0	0.0	0.005	2.597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.269	3.896	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.08	7.792	0.009	0.0	0.0	0.037	7.792	0.001	0.0	0.0	0.009	1.299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	1.299
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_257	species	257		0.019	0.001	0.0	0.0	0.004	2.597	0.002	0.0	0.0	0.011	2.597	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.02	7.792	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.095	7.792	0.001	0.0	0.0	0.007	3.896	0.017	0.0	0.0	0.072	7.792	0.002	0.0	0.0	0.012	2.597	0.0	0.0	0.0	0.001	1.299
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_262	species	262		0.034	0.001	0.0	0.0	0.005	2.597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.034	0.129	12.987	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.045	0.062	12.987	0.002	0.0	0.0	0.013	2.597	0.01	0.0	0.017	0.033	12.987	0.001	0.0	0.0	0.007	2.597	0.02	0.0	0.0	0.126	6.494
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_268	species	268		0.068	0.001	0.0	0.0	0.006	3.896	0.0	0.0	0.0	0.002	1.299	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	2.597	0.0	0.0	0.0	0.0	0.0	0.068	0.0	0.222	0.215	23.377	0.028	0.0	0.0	0.145	7.792	0.001	0.0	0.0	0.006	5.195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_270	species	270		0.054	0.0	0.0	0.0	0.002	1.299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.004	2.597	0.0	0.0	0.0	0.0	0.0	0.054	0.0	0.0	0.386	6.494	0.011	0.0	0.0	0.073	2.597	0.002	0.0	0.0	0.007	6.494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	1.299
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;endodontalis	species	273		0.328	0.006	0.0	0.009	0.023	12.987	0.005	0.0	0.027	0.016	12.987	0.0	0.0	0.0	0.0	0.0	0.327	0.0	0.411	1.126	36.364	0.0	0.0	0.0	0.0	0.0	0.328	0.0	0.58	1.21	29.87	0.045	0.0	0.032	0.219	16.883	0.089	0.0	0.192	0.272	32.468	0.004	0.0	0.003	0.014	10.39	0.042	0.0	0.098	0.14	16.883
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidales_[F-2];Bacteroidales_[G-2];bacterium_HMT_274	species	274		1.202	0.048	0.0	0.029	0.295	23.377	0.007	0.0	0.0	0.029	9.091	0.001	0.0	0.0	0.007	3.896	0.197	0.0	0.095	0.778	27.273	0.0	0.0	0.0	0.002	1.299	1.202	0.0	3.09	2.462	55.844	0.363	0.0	1.013	0.919	38.961	0.112	0.0	0.231	0.259	49.351	0.003	0.0	0.0	0.013	7.792	0.02	0.0	0.039	0.067	19.481
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;sp._HMT_275	species	275	reads equally close to P. sp. HMT 275 and P. sp. HMT 284 were assigned half to each taxon; 	0.377	0.047	0.0	0.04	0.24	28.571	0.035	0.0	0.041	0.195	24.675	0.025	0.0	0.013	0.131	14.286	0.007	0.0	0.015	0.044	11.688	0.0	0.0	0.0	0.0	0.0	0.377	0.0	1.16	0.724	57.143	0.274	0.0	0.939	0.45	58.442	0.111	0.0	0.261	0.26	49.351	0.006	0.0	0.025	0.02	14.286	0.005	0.0	0.015	0.018	14.286
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;sp._HMT_277	species	277	reads equally close to P. sp. HMT 277 and P. sp. HMT 278 were assigned half to each taxon; 	0.081	0.023	0.0	0.026	0.119	25.974	0.003	0.0	0.007	0.011	11.688	0.003	0.0	0.0	0.017	3.896	0.002	0.0	0.0	0.008	7.792	0.0	0.0	0.0	0.0	0.0	0.076	0.0	0.253	0.17	35.065	0.061	0.0	0.219	0.14	35.065	0.081	0.0	0.155	0.322	31.169	0.0	0.0	0.0	0.002	3.896	0.003	0.0	0.0	0.013	6.494
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;sp._HMT_278	species	278	reads equally close to P. sp. HMT 277 and P. sp. HMT 278 were assigned half to each taxon; 	0.081	0.023	0.0	0.026	0.119	25.974	0.003	0.0	0.007	0.011	11.688	0.003	0.0	0.0	0.017	3.896	0.002	0.0	0.0	0.008	7.792	0.0	0.0	0.0	0.0	0.0	0.076	0.0	0.253	0.17	35.065	0.061	0.0	0.219	0.14	35.065	0.081	0.0	0.155	0.322	31.169	0.0	0.0	0.0	0.002	3.896	0.003	0.0	0.0	0.013	6.494
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;pasteri	species	279		4.207	2.247	0.071	5.821	2.91	97.403	3.016	0.091	7.597	3.256	93.506	1.312	0.0	3.548	2.309	81.818	3.047	0.034	7.26	3.412	89.61	0.003	0.0	0.001	0.012	10.39	1.281	0.0	3.457	2.769	76.623	1.196	0.0	3.818	2.211	74.026	4.207	0.047	9.882	4.54	90.909	3.913	0.008	11.631	5.96	89.61	2.48	0.014	6.845	3.108	89.61
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;sp._HMT_284	species	284	reads equally close to P. sp. HMT 275 and P. sp. HMT 284 were assigned half to each taxon; 	0.437	0.057	0.0	0.084	0.246	41.558	0.018	0.0	0.067	0.041	29.87	0.083	0.0	0.027	0.433	18.182	0.009	0.0	0.018	0.044	15.584	0.0	0.0	0.0	0.0	0.0	0.419	0.0	1.002	0.906	62.338	0.437	0.0	0.865	0.984	64.935	0.176	0.0	0.392	0.473	54.545	0.005	0.0	0.008	0.017	12.987	0.006	0.0	0.01	0.021	11.688
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;sp._HMT_286	species	286		0.202	0.039	0.0	0.087	0.115	37.662	0.02	0.0	0.077	0.045	25.974	0.003	0.0	0.002	0.012	10.39	0.202	0.0	0.588	0.469	45.455	0.0	0.0	0.0	0.0	0.0	0.126	0.0	0.364	0.336	44.156	0.113	0.0	0.371	0.244	40.26	0.044	0.0	0.102	0.189	29.87	0.095	0.0	0.424	0.213	32.468	0.156	0.0	0.526	0.391	40.26
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;oulorum	species	288		0.041	0.009	0.0	0.003	0.047	10.39	0.002	0.0	0.0	0.009	3.896	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.028	0.123	15.584	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.054	0.109	18.182	0.041	0.0	0.042	0.188	16.883	0.027	0.0	0.085	0.069	27.273	0.003	0.0	0.0	0.015	5.195	0.011	0.0	0.0	0.042	9.091
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;maculosa	species	289		0.17	0.001	0.0	0.0	0.007	3.896	0.004	0.0	0.0	0.022	7.792	0.0	0.0	0.0	0.0	0.0	0.109	0.0	0.0	0.554	7.792	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.072	1.008	14.286	0.016	0.0	0.006	0.102	10.39	0.027	0.0	0.015	0.167	14.286	0.002	0.0	0.0	0.009	5.195	0.057	0.0	0.0	0.452	5.195
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;denticola	species	291	reads equally close to P. denticola and P. multiformis were assigned half to each taxon; 	0.121	0.008	0.0	0.029	0.022	24.675	0.009	0.0	0.011	0.054	16.883	0.0	0.0	0.0	0.001	2.597	0.121	0.0	0.054	0.542	28.571	0.0	0.0	0.0	0.001	1.299	0.099	0.0	0.222	0.318	42.857	0.028	0.0	0.068	0.095	14.286	0.019	0.0	0.069	0.041	27.273	0.002	0.0	0.0	0.01	6.494	0.034	0.0	0.013	0.253	18.182
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;histicola	species	298	reads equally close to P. histicola, P. veroralis, and P. sp. HMT 313 were assigned one third to each taxon; 	0.943	0.207	0.0	0.385	0.638	61.039	0.445	0.0	1.037	0.95	76.623	0.014	0.0	0.03	0.051	23.377	0.742	0.0	1.732	1.533	85.714	0.0	0.0	0.0	0.002	3.896	0.042	0.0	0.171	0.107	32.468	0.052	0.0	0.112	0.175	25.974	0.644	0.0	1.963	1.159	76.623	0.759	0.0	2.139	1.488	76.623	0.943	0.0	2.194	1.588	84.416
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;nanceiensis	species	299		0.989	0.192	0.0	0.522	0.324	80.519	0.494	0.0	1.185	0.525	88.312	0.419	0.0	1.167	0.991	48.052	0.42	0.0	1.051	0.526	87.013	0.0	0.0	0.0	0.002	1.299	0.012	0.0	0.04	0.024	31.169	0.013	0.0	0.048	0.028	25.974	0.989	0.0	2.379	1.244	88.312	0.756	0.004	1.716	1.074	89.61	0.384	0.0	0.984	0.49	83.117
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;rava	species	302		0.12	0.004	0.0	0.011	0.012	11.688	0.024	0.0	0.045	0.116	16.883	0.0	0.0	0.0	0.0	0.0	0.078	0.0	0.19	0.272	27.273	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.011	5.195	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.062	0.339	27.273	0.03	0.0	0.073	0.123	16.883	0.12	0.0	0.186	0.473	32.468
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;pleuritidis	species	303		0.396	0.014	0.0	0.041	0.061	14.286	0.006	0.0	0.016	0.023	11.688	0.001	0.0	0.0	0.003	3.896	0.135	0.0	0.092	0.674	25.974	0.0	0.0	0.0	0.0	0.0	0.396	0.0	0.859	1.276	23.377	0.032	0.0	0.024	0.142	11.688	0.074	0.0	0.176	0.241	29.87	0.002	0.0	0.0	0.008	5.195	0.046	0.0	0.034	0.312	12.987
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_306	species	306	reads equally close to P. sp. HMT 306 and P. sp. HMT 314 were assigned half to each taxon; 	0.284	0.021	0.0	0.083	0.053	25.974	0.112	0.0	0.347	0.199	62.338	0.001	0.0	0.0	0.005	6.494	0.284	0.0	0.407	1.217	59.74	0.0	0.0	0.0	0.002	1.299	0.004	0.0	0.007	0.017	11.688	0.001	0.0	0.0	0.004	2.597	0.121	0.0	0.365	0.18	61.039	0.12	0.0	0.358	0.169	70.13	0.276	0.0	0.737	0.461	68.831
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;salivae	species	307		1.235	0.1	0.0	0.32	0.172	55.844	0.325	0.0	0.759	0.367	87.013	0.022	0.0	0.051	0.07	27.273	0.745	0.0	2.045	0.966	84.416	0.0	0.0	0.0	0.002	1.299	0.03	0.0	0.033	0.171	16.883	0.007	0.0	0.0	0.035	9.091	1.235	0.031	2.685	1.609	90.909	0.598	0.0	1.428	0.804	85.714	0.943	0.014	2.242	0.954	89.61
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;sp._HMT_308	species	308		0.154	0.016	0.0	0.047	0.036	31.169	0.051	0.0	0.158	0.081	53.247	0.018	0.0	0.036	0.061	19.481	0.111	0.0	0.325	0.191	61.039	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.004	0.024	10.39	0.002	0.0	0.0	0.014	5.195	0.097	0.0	0.219	0.28	44.156	0.126	0.0	0.339	0.256	59.74	0.154	0.0	0.415	0.218	64.935
