Taxonomy	Rank	HMT	Notes	Max	BM-mean	BM-sd	BM-prev	HP-mean	HP-sd	HP-prev	KG-mean	KG-sd	KG-prev	PT-mean	PT-sd	PT-prev	SUBP-mean	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-sd	SUPP-prev	SV-mean	SV-sd	SV-prev	TD-mean	TD-sd	TD-prev	TH-mean	TH-sd	TH-prev	NS-mean	NS-sd	NS-prev
Bacteria;Firmicutes;Bacilli;Bacillales;Gemellaceae	family			3.874	3.874	6.358	100	2.024	1.883	100	2.848	3.514	100	1.918	2.789	100	0.686	1.008	100	0.632	0.945	100	1.768	1.886	100	1.132	1.007	100	1.665	2.232	100	0.023	0.066	30
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae	family			0.015	0.004	0.014	23.529	0.011	0.033	17.857	0	0.001	8.333	0.001	0.002	16.129	0.015	0.077	22.857	0.002	0.006	14.706	0.005	0.031	13.889	0	0.001	5.882	0.015	0.081	15.152	0	0.001	10
Bacteria;Firmicutes;Clostridia;Eubacteriales;Ruminococcaceae	family			0.253	0.04	0.092	76.471	0.034	0.057	57.143	0.068	0.258	55.556	0.227	0.479	90.323	0.122	0.787	77.143	0.035	0.056	55.882	0.064	0.104	77.778	0.051	0.063	94.118	0.253	0.472	90.909	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae	family			15.56	0.004	0.007	38.235	0.002	0.004	28.571	0.001	0.002	25	0.227	1.245	41.935	0.003	0.011	37.143	0.002	0.006	14.706	0.001	0.004	27.778	0.001	0.004	14.706	0.001	0.003	21.212	15.56	23.176	100
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae	family			2.283	0.466	0.652	91.176	0.755	1.031	100	0.76	1.673	94.444	2.121	2.51	100	0.908	1.162	97.143	0.687	0.801	100	1.241	1.22	97.222	2.283	3.248	100	2.179	2.365	100	0	0	0
Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae	family			5.299	4.511	5.502	100	3.882	5.597	100	0.774	1.525	100	0.851	1.339	96.774	5.299	8.122	100	3.36	5.92	100	3.054	3.255	100	1.61	2.139	100	1.047	1.018	100	0.006	0.011	25
Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiales_[F-1]	family			0.059	0.001	0.005	11.765	0.001	0.001	14.286	0	0	2.778	0.059	0.207	22.581	0.002	0.013	14.286	0	0	2.941	0	0.002	5.556	0	0.002	5.882	0.004	0.014	12.121	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae	family			0.255	0	0.001	11.765	0.001	0.002	7.143	0	0	2.778	0.029	0.16	6.452	0	0.001	8.571	0	0	0	0	0	0	0	0	0	0	0.001	6.061	0.255	0.787	15
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae	family			0	0	0	0	0	0.001	3.571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	5
Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae	family			19.031	0.022	0.024	82.353	0.046	0.078	75	0.05	0.249	77.778	0.021	0.095	51.613	0.501	1.05	94.286	0.419	0.84	88.235	0.008	0.011	75	0.003	0.008	26.471	0.018	0.038	57.576	19.031	21.65	100
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae	family			0	0	0.001	2.941	0	0	0	0	0	0	0	0.001	3.226	0	0	2.857	0	0	0	0	0	2.778	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae	family			7.785	4.382	5.243	100	4.468	2.957	100	3.23	4.132	100	5.446	3.712	100	3.977	6.599	100	5.514	5.886	100	4.091	3.411	100	6.016	4.415	100	7.785	5.404	100	0.03	0.061	25
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae	family			1.496	0.12	0.253	82.353	0.057	0.117	85.714	0.066	0.11	72.222	0.221	0.429	93.548	0.967	1.309	100	1.496	1.894	97.059	0.085	0.122	80.556	0.05	0.082	94.118	0.227	0.397	93.939	0.001	0.002	10
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae	family			0.068	0	0.002	11.765	0.001	0.002	10.714	0	0.001	8.333	0.035	0.192	6.452	0.001	0.004	17.143	0.001	0.005	8.824	0	0	2.778	0	0	2.941	0	0.001	3.03	0.068	0.263	15
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptococcaceae	family			0.084	0.009	0.017	44.118	0.01	0.017	35.714	0.005	0.015	38.889	0.058	0.133	51.613	0.084	0.246	60	0.007	0.019	35.294	0.011	0.017	47.222	0.015	0.033	44.118	0.024	0.062	45.455	0	0	0
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae	family			8.397	1.171	1.171	100	1.876	1.281	100	2.692	4.77	100	2.837	2.608	100	6.43	8.194	100	8.397	10.375	100	2.795	2.586	100	3.745	3.44	100	2.924	2.329	100	0.01	0.025	20
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Lawsonellaceae	family			0.021	0.001	0.004	8.824	0	0.001	7.143	0	0	2.778	0.006	0.023	12.903	0	0.002	2.857	0	0.002	2.941	0	0.001	2.778	0	0	0	0.001	0.006	6.061	0.021	0.04	40
Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae	family			0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.857	0	0	0	0	0	0	0	0	0	0	0	3.03	0.001	0.003	5
Bacteria;Actinobacteria;Actinomycetia;Bifidobacteriales;Bifidobacteriaceae	family			0.006	0	0.001	11.765	0.001	0.002	10.714	0	0.001	2.778	0	0	0	0.006	0.024	20	0.001	0.004	17.647	0	0.001	13.889	0	0	0	0	0.001	6.061	0	0	0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae	family			13.996	2.514	3.057	100	2.266	2.307	100	1.902	2.988	100	5.379	6.139	100	13.996	13.582	100	9.013	10.012	100	3.21	4.461	100	2.914	3.507	100	3.767	4.566	100	0.007	0.019	20
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae	family			0.283	0.06	0.076	94.118	0.055	0.069	89.286	0.047	0.083	94.444	0.029	0.037	90.323	0.183	0.512	100	0.283	0.447	97.059	0.037	0.042	94.444	0.027	0.039	76.471	0.041	0.086	84.848	0.001	0.002	5
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae	family			9.593	1.798	2.152	100	2.125	4.148	100	1.621	2.81	97.222	4.157	5.45	100	5.101	8.349	100	9.593	9.698	100	1.701	2.299	97.222	5.131	8.547	100	5.221	5.653	100	0.01	0.028	25
Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae	family			0	0	0.001	2.941	0	0	0	0	0	2.778	0	0	0	0	0	0	0	0	0	0	0	2.778	0	0	0	0	0.001	3.03	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae	family			0	0	0	0	0	0	0	0	0	0	0	0.001	3.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae	family			0.004	0.002	0.005	14.706	0	0.001	14.286	0	0.001	5.556	0.001	0.003	16.129	0.004	0.016	20	0.002	0.012	8.824	0	0.001	13.889	0	0.001	5.882	0.002	0.013	9.091	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae	family			6.215	1.59	2.21	100	3.445	6.796	96.429	1.302	2.2	100	3.211	5.161	100	2.618	4.931	100	2.089	2.946	97.059	6.215	8.293	97.222	1.951	2.833	100	1.902	3.04	100	0.014	0.033	25
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidales_[F-2]	family			1.338	0.052	0.118	61.765	0.008	0.012	50	0.032	0.138	36.111	0.01	0.026	45.161	1.338	3.962	74.286	0.28	0.544	70.588	0.011	0.018	58.333	0.001	0.002	26.471	0.015	0.048	51.515	0	0	0
Bacteria;Bacteroidetes;Bacteroidetes_[C-1];Bacteroidetes_[O-1];Bacteroidetes_[F-1]	family			0.108	0.012	0.04	32.353	0.003	0.01	21.429	0.002	0.01	16.667	0.108	0.372	35.484	0.1	0.426	42.857	0.01	0.028	26.471	0.003	0.009	30.556	0	0.001	5.882	0.015	0.04	33.333	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae	family			0.557	0.127	0.277	76.471	0.061	0.138	57.143	0.208	0.953	66.667	0.129	0.414	70.968	0.42	1.13	91.429	0.557	0.832	88.235	0.081	0.139	69.444	0.101	0.326	70.588	0.113	0.248	75.758	0	0.002	5
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae	family			18.137	4.055	4.754	100	9.185	8.603	100	3.893	5.47	100	17.813	11.712	100	7.694	8.868	100	2.865	3.904	100	12.81	12.676	100	14.095	11.07	100	18.137	10.299	100	0.039	0.083	30
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae	family			0.22	0.217	0.356	76.471	0.151	0.282	78.571	0.066	0.128	63.889	0.076	0.334	61.29	0.097	0.221	71.429	0.22	0.396	70.588	0.082	0.167	75	0.031	0.109	55.882	0.019	0.038	63.636	0.008	0.022	15
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae	family			8.11	0.377	0.551	94.118	0.897	2.784	96.429	0.478	0.975	100	0.224	0.401	93.548	4.417	5.764	100	8.11	6.214	100	0.401	0.629	94.444	0.462	1.33	91.176	0.486	1.029	90.909	0.003	0.013	5
Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Intrasporangiaceae	family			0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.857	0	0	0	0	0	0	0	0	0	0	0.001	3.03	0.001	0.002	15
Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Brevibacteriaceae	family			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	5
Bacteria;Absconditabacteria_(SR1);Absconditabacteria_(SR1)_[C-1];Absconditabacteria_(SR1)_[O-1];Absconditabacteria_(SR1)_[F-1]	family			0.604	0.029	0.051	52.941	0.046	0.109	53.571	0.073	0.159	50	0.604	1.4	64.516	0.209	1.407	57.143	0.059	0.16	55.882	0.329	1.051	63.889	0.106	0.379	55.882	0.364	0.839	63.636	0	0	0
Bacteria;Saccharibacteria_(TM7);Saccharibacteria_(TM7)_[C-1];Saccharibacteria_(TM7)_[O-1];Saccharibacteria_(TM7)_[F-1]	family			3.726	0.381	0.837	100	0.249	0.443	96.429	0.452	0.92	91.667	0.759	1.33	100	3.726	5.558	100	2.481	3.815	100	0.759	2.21	97.222	0.46	0.631	100	0.803	1.137	100	0.003	0.009	10
Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Dermabacteraceae	family			0.008	0	0	2.941	0	0	3.571	0	0	0	0	0	0	0	0.001	2.857	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0.024	20
Bacteria;Saccharibacteria_(TM7);Saccharibacteria_(TM7)_[C-1];Saccharibacteria_(TM7)_[O-1];Saccharibacteria_(TM7)_[F-2]	family			0.849	0.037	0.127	50	0.01	0.024	32.143	0.006	0.015	38.889	0.048	0.255	25.806	0.849	2.626	51.429	0.505	2.319	50	0.005	0.008	47.222	0.001	0.003	14.706	0.002	0.004	30.303	0	0	0
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae	family			0.392	0.032	0.078	50	0.009	0.021	28.571	0.004	0.013	25	0.072	0.277	45.161	0.392	1.2	57.143	0.024	0.048	47.059	0.006	0.012	41.667	0.001	0.003	17.647	0.009	0.023	42.424	0	0	0
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae	family			0.013	0.001	0.003	11.765	0	0.002	7.143	0	0.002	2.778	0	0.001	16.129	0.013	0.065	20	0.001	0.002	14.706	0	0.002	8.333	0	0.001	2.941	0	0.001	3.03	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae	family			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Tenericutes;Mollicutes;Mollicutes_[O-1];Mollicutes_[F-1]	family			0.002	0.002	0.01	2.941	0	0	0	0	0.002	2.778	0	0.003	3.226	0	0.001	2.857	0	0	0	0	0	2.778	0	0	0	0	0.002	3.03	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae	family			0.002	0	0	0	0	0	0	0	0	0	0.002	0.009	3.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	3.03	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae	family			2.553	1.064	0.726	100	1.74	0.843	100	2.552	3.738	100	2.188	3.71	100	0.835	0.924	100	1.078	1.458	100	2.553	2.015	100	1.92	1.602	100	1.408	1.399	100	0.344	0.73	65
Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae	family			0.004	0	0.001	5.882	0	0.001	7.143	0	0.001	2.778	0	0.001	6.452	0.004	0.024	11.429	0	0	0	0	0.001	8.333	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae	family			0.103	0.003	0.005	50	0.017	0.047	46.429	0.002	0.006	38.889	0.003	0.016	12.903	0.076	0.199	85.714	0.103	0.139	88.235	0.003	0.005	33.333	0	0.001	5.882	0.004	0.024	15.152	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae	family			0	0	0	2.941	0	0	0	0	0	2.778	0	0	3.226	0	0	5.714	0	0	0	0	0	0	0	0	2.941	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Bradyrhizobiaceae	family			0.026	0	0	0	0	0.001	3.571	0	0.001	2.778	0.026	0.144	3.226	0	0	0	0	0	0	0	0	2.778	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Coprobacillaceae	family			0.005	0.003	0.011	14.706	0.001	0.003	17.857	0.001	0.003	8.333	0.005	0.014	16.129	0	0	2.857	0.002	0.009	5.882	0.002	0.007	11.111	0	0	2.941	0.001	0.004	12.121	0	0	0
Bacteria;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae	family			0.018	0.002	0.004	29.412	0	0.001	14.286	0.001	0.004	16.667	0.002	0.003	29.032	0.018	0.042	65.714	0.004	0.01	26.471	0.003	0.005	36.111	0.001	0.002	17.647	0.002	0.003	33.333	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae	family			0.001	0	0.001	14.706	0	0.001	14.286	0.001	0.002	8.333	0	0	3.226	0.001	0.003	11.429	0	0.001	2.941	0	0	0	0	0	0	0.001	0.002	12.121	0	0	0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae	family			0.588	0.045	0.055	79.412	0.129	0.167	89.286	0.318	0.904	61.111	0.314	0.422	96.774	0.158	0.391	82.857	0.087	0.272	73.529	0.588	0.784	97.222	0.525	0.808	97.059	0.359	0.608	100	0.002	0.007	5
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae	family			0.12	0.012	0.03	41.176	0.008	0.019	35.714	0.003	0.007	25	0.12	0.4	58.065	0.018	0.047	45.714	0.008	0.015	41.176	0.007	0.017	44.444	0.002	0.006	17.647	0.013	0.028	39.394	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Boseaceae	family			0	0	0	2.941	0	0	0	0	0	0	0	0	0	0	0	2.857	0	0	0	0	0	0	0	0.001	2.941	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae	family			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfomicrobiaceae	family			0	0	0.003	2.941	0	0	3.571	0	0	0	0	0	0	0	0.001	2.857	0	0	0	0	0.001	2.778	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae	family			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.941	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae	family			0	0	0	0	0	0	0	0	0	0	0	0.001	3.226	0	0	0	0	0	0	0	0.001	5.556	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae	family			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.941	0	0	0	0	0	2.941	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae	family			0	0	0	0	0	0.001	3.571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Kytococcaceae	family			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.857	0	0	0	0	0	2.778	0	0	0	0	0	0	0	0	0
Bacteria;Gracilibacteria_(GN02);Gracilibacteria_(GN02)_[C-1];Gracilibacteria_(GN02)_[O-1];Gracilibacteria_(GN02)_[F-1]	family			0.105	0.004	0.007	29.412	0.007	0.021	25	0.001	0.005	22.222	0	0.002	9.677	0.105	0.62	57.143	0.084	0.174	58.824	0.003	0.011	25	0	0	5.882	0.001	0.002	24.242	0	0	0
Bacteria;Gracilibacteria_(GN02);Gracilibacteria_(GN02)_[C-2];Gracilibacteria_(GN02)_[O-2];Gracilibacteria_(GN02)_[F-2]	family			0.002	0	0	0	0	0.001	3.571	0	0.003	2.778	0	0	3.226	0	0	0	0.002	0.011	8.824	0	0.001	8.333	0	0	0	0	0.001	3.03	0	0	0
Bacteria;Tenericutes;Mollicutes;Mollicutes_[O-2];Mollicutes_[F-2]	family			0.005	0	0.002	5.882	0	0	0	0	0.001	2.778	0.005	0.025	12.903	0	0.003	2.857	0	0.002	2.941	0	0	0	0	0	0	0	0	3.03	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	genus			0.141	0	0	0	0	0	7.143	0	0	5.556	0.141	0.782	3.226	0	0.001	8.571	0	0.002	2.941	0	0	0	0	0	2.941	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter	genus			0.009	0	0	2.941	0.001	0.004	10.714	0.001	0.003	5.556	0.009	0.048	6.452	0	0.001	8.571	0	0.001	2.941	0	0	0	0	0	0	0	0.001	6.061	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Mogibacterium	genus			0.487	0.103	0.172	88.235	0.193	0.281	85.714	0.054	0.096	58.333	0.487	0.561	100	0.341	0.705	91.429	0.034	0.07	79.412	0.274	0.483	97.222	0.286	0.376	100	0.414	0.428	100	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Eikenella	genus			0.343	0.024	0.035	79.412	0.053	0.132	71.429	0.015	0.023	72.222	0.008	0.021	41.935	0.343	0.584	94.286	0.248	0.312	97.059	0.019	0.029	72.222	0.009	0.018	50	0.017	0.032	57.576	0	0.001	10
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella	genus			0.62	0.073	0.137	88.235	0.555	1.499	85.714	0.043	0.073	80.556	0.008	0.018	51.613	0.62	1.658	94.286	0.354	0.524	94.118	0.013	0.021	72.222	0.006	0.018	58.824	0.015	0.043	57.576	0	0.001	5
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria	genus			6.959	3.304	5.234	100	5.677	7.677	100	3.348	8.09	97.222	3.694	4.848	96.774	2.195	4.932	100	1.592	3.652	100	5.819	8.167	97.222	6.959	9.973	100	4.506	6.646	96.97	0.008	0.021	30
Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Anaerococcus	genus			3.148	0	0	0	0	0.001	7.143	0	0	0	0	0.002	9.677	0	0.001	8.571	0	0	0	0	0	2.778	0	0	0	0	0	3.03	3.148	5.805	85
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium	genus			59.399	0.212	0.297	100	0.561	1.136	96.429	0.121	0.334	91.667	0.627	3.43	67.742	3.307	6.091	100	1.623	1.817	100	0.036	0.047	91.667	0.009	0.034	41.176	0.075	0.283	81.818	59.399	30.26	100
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus	genus			57.877	57.877	18.519	100	49.65	19.114	100	57.875	23.753	100	38.171	19.967	100	20.642	16.127	100	31.038	14.344	100	43.517	22.526	100	42.144	22.202	100	39.967	16.26	100	0.676	1.84	80
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Lautropia	genus			1.27	0.343	0.788	85.294	0.133	0.241	85.714	0.08	0.281	77.778	0.022	0.04	64.516	0.847	2.247	91.429	1.27	3.765	88.235	0.055	0.141	77.778	0.081	0.341	35.294	0.016	0.024	72.727	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia	genus			0.001	0	0	5.882	0.001	0.002	10.714	0	0	5.556	0	0.001	3.226	0	0	5.714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Schlegelella	genus			0	0	0.002	5.882	0	0	0	0	0	2.778	0	0	0	0	0.001	20	0	0.001	8.824	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix	genus			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus	genus			0.001	0	0	2.941	0.001	0.003	14.286	0	0.001	5.556	0	0.001	3.226	0	0.002	5.714	0	0	0	0	0	0	0	0	0	0	0.001	3.03	0	0	0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema	genus			1.366	0.097	0.269	64.706	0.028	0.07	60.714	0.026	0.053	47.222	0.328	0.874	77.419	1.366	3.435	91.429	0.235	0.499	76.471	0.018	0.021	61.111	0.01	0.025	55.882	0.057	0.126	87.879	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	genus			0.066	0	0.001	17.647	0.002	0.004	17.857	0.001	0.003	11.111	0.066	0.367	12.903	0.001	0.003	11.429	0	0	0	0.001	0.002	13.889	0	0	0	0	0.001	9.091	0.001	0.004	10
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus	genus			13.601	9.311	9.293	100	6.134	5.07	100	13.601	14.575	100	3.456	4.284	100	1.651	4.105	100	2.216	3.667	100	4.531	4.296	97.222	5.738	7.039	100	3.579	4.931	100	0.014	0.036	20
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas	genus			0	0	0.001	5.882	0	0	3.571	0	0	2.778	0	0	0	0	0	0	0	0.001	2.941	0	0	0	0	0	0	0	0	3.03	0	0	0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella	genus			0.12	0.003	0.011	26.471	0.001	0.005	7.143	0.002	0.006	22.222	0.001	0.003	22.581	0.12	0.482	74.286	0.072	0.298	58.824	0.002	0.007	27.778	0	0.001	2.941	0.001	0.001	18.182	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio	genus			0	0	0	0	0	0	0	0	0	0	0	0.001	3.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	5
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus	genus			0.021	0.008	0.045	8.824	0	0.002	3.571	0	0.001	2.778	0	0.001	6.452	0.021	0.103	28.571	0	0.001	2.941	0	0.001	8.333	0	0	0	0	0.002	3.03	0	0	0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter	genus			1.623	0.283	0.451	94.118	0.518	1.027	100	0.279	0.582	97.222	0.664	0.575	100	1.623	2.15	100	1.327	1.859	97.059	0.206	0.299	97.222	0.284	0.327	100	0.722	0.859	100	0.005	0.02	10
Bacteria;Firmicutes;Bacilli;Bacillales;Gemellaceae;Gemella	genus			3.874	3.874	6.358	100	2.024	1.883	100	2.848	3.514	100	1.918	2.789	100	0.686	1.008	100	0.632	0.945	100	1.768	1.886	100	1.132	1.007	100	1.665	2.232	100	0.023	0.066	30
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus	genus			0.008	0.001	0.003	11.765	0.001	0.005	7.143	0	0.001	2.778	0	0.001	6.452	0.008	0.041	17.143	0.001	0.004	8.824	0.001	0.009	8.333	0	0	0	0.002	0.009	6.061	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Ruminococcaceae;Ruminococcaceae_[G-1]	genus			0.197	0.031	0.088	61.765	0.024	0.051	42.857	0.061	0.251	47.222	0.123	0.403	70.968	0.118	0.786	65.714	0.033	0.054	50	0.042	0.086	61.111	0.027	0.05	73.529	0.197	0.463	75.758	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus	genus			15.56	0.004	0.007	38.235	0.002	0.004	28.571	0.001	0.002	25	0.227	1.245	41.935	0.003	0.011	37.143	0.002	0.005	14.706	0.001	0.004	27.778	0.001	0.004	14.706	0.001	0.003	21.212	15.56	23.176	100
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Oribacterium	genus			0.786	0.148	0.229	82.353	0.359	0.659	100	0.078	0.12	66.667	0.706	1.027	96.774	0.219	0.583	91.429	0.124	0.288	76.471	0.386	0.442	86.111	0.642	1.01	100	0.786	0.938	100	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Butyrivibrio	genus			0.043	0.002	0.005	26.471	0.007	0.013	46.429	0.001	0.005	19.444	0.043	0.067	74.194	0.002	0.007	14.286	0.002	0.008	8.824	0.009	0.02	52.778	0.013	0.03	52.941	0.035	0.037	78.788	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae_[G-7]	genus			0.137	0.012	0.029	41.176	0.007	0.018	35.714	0.012	0.037	30.556	0.051	0.228	25.806	0.137	0.31	68.571	0.084	0.191	55.882	0.006	0.009	41.667	0.013	0.071	35.294	0.026	0.126	45.455	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoanaerobaculum	genus			0.272	0.096	0.149	91.176	0.135	0.171	89.286	0.065	0.103	86.111	0.255	0.271	100	0.079	0.128	91.429	0.138	0.213	97.059	0.133	0.166	88.889	0.23	0.259	100	0.272	0.304	100	0	0	0
