Taxonomy	Rank	HMT	Notes	Max	BM-mean	BM-sd	BM-prev	HP-mean	HP-sd	HP-prev	KG-mean	KG-sd	KG-prev	PT-mean	PT-sd	PT-prev	ST-mean	ST-sd	ST-prev	SUBP-mean	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-sd	SUPP-prev	SV-mean	SV-sd	SV-prev	TD-mean	TD-sd	TD-prev	TH-mean	TH-sd	TH-prev
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_317	species	317		0.875	0.06	0.136	46.622	0.017	0.045	25.0	0.007	0.037	5.405	0.031	0.126	27.703	0.0	0.0	0.0	0.875	1.73	66.216	0.638	1.444	58.784	0.097	0.223	50.0	0.008	0.031	14.865	0.019	0.098	18.919
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Riemerella;sp._HMT_322	species	322		0.621	0.176	0.192	89.189	0.104	0.12	77.703	0.252	0.356	72.973	0.145	0.236	75.0	0.0	0.0	0.0	0.435	0.469	89.865	0.621	0.615	94.595	0.196	0.184	87.162	0.111	0.232	61.486	0.102	0.163	69.595
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_323	species	323	Reads equally close to C. sp. HMT 323, 324, 336, and 412 were assigned one-fourth to each taxon.; 	0.108	0.01	0.033	31.757	0.004	0.016	16.892	0.002	0.013	4.73	0.003	0.009	13.514	0.0	0.0	0.0	0.108	0.205	64.865	0.104	0.174	60.811	0.019	0.04	50.0	0.001	0.003	8.784	0.001	0.003	12.162
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_324	species	324	Reads equally close to C. sp. HMT 323, 324, 336, and 412 were assigned one-fourth to each taxon.; 	0.108	0.01	0.033	31.757	0.004	0.016	16.892	0.002	0.013	4.73	0.003	0.009	13.514	0.0	0.0	0.0	0.108	0.205	64.865	0.104	0.174	60.811	0.019	0.04	50.0	0.001	0.003	8.784	0.001	0.003	12.162
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;granulosa	species	325		1.568	0.13	0.38	66.892	0.049	0.172	45.27	0.003	0.015	8.108	0.243	1.005	47.297	0.0	0.001	0.699	0.9	1.397	78.378	1.568	2.349	82.432	0.264	0.419	72.297	0.045	0.172	31.757	0.128	0.394	43.919
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;endodontalis	species	326		0.518	0.036	0.112	27.027	0.006	0.02	13.514	0.004	0.029	3.378	0.008	0.028	14.865	0.0	0.0	0.0	0.518	1.023	59.459	0.5	0.928	61.486	0.054	0.122	47.297	0.001	0.007	4.73	0.004	0.013	11.486
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;leadbetteri	species	329		0.303	0.041	0.127	31.081	0.014	0.036	29.054	0.072	0.516	25.676	0.075	0.251	37.838	0.0	0.0	0.0	0.197	0.373	68.243	0.303	0.437	79.054	0.083	0.153	56.757	0.016	0.051	20.27	0.035	0.101	31.081
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_332	species	332		0.607	0.088	0.312	43.919	0.021	0.067	25.0	0.033	0.178	15.541	0.103	0.339	38.514	0.0	0.0	0.0	0.513	1.122	69.595	0.607	0.928	75.0	0.151	0.29	62.838	0.039	0.193	25.0	0.107	0.573	27.027
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_335	species	335	Reads equally close to C. sp. HMT 335 and 902 were assigned half to each taxon.; 	0.081	0.003	0.02	5.405	0.001	0.004	4.73	0.003	0.027	2.703	0.003	0.034	4.054	0.0	0.0	0.0	0.067	0.236	23.649	0.081	0.253	25.676	0.007	0.029	13.514	0.0	0.003	1.351	0.0	0.002	1.351
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_336	species	336	Reads equally close to C. sp. HMT 323, 324, 336, and 412 were assigned one-fourth to each taxon.; Reads equally close to C. sp. HMT 336 and 380 were assigned half to each taxon.; 	0.279	0.026	0.095	39.865	0.005	0.017	20.946	0.01	0.067	8.108	0.008	0.032	20.27	0.0	0.0	0.0	0.279	0.569	79.054	0.268	0.561	74.324	0.037	0.081	61.486	0.002	0.008	12.162	0.004	0.017	15.541
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;gingivalis	species	337		1.975	0.135	0.309	66.892	0.067	0.108	60.135	0.034	0.183	22.297	0.323	0.561	72.297	0.0	0.001	0.699	1.565	2.045	96.622	1.975	1.98	96.622	0.236	0.266	85.811	0.142	0.311	58.108	0.192	0.45	62.162
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_338	species	338		0.08	0.002	0.01	4.054	0.001	0.008	4.054	0.001	0.015	1.351	0.002	0.016	4.054	0.0	0.0	0.0	0.08	0.183	38.514	0.02	0.057	23.649	0.005	0.015	10.811	0.0	0.002	0.676	0.001	0.004	3.378
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;sp._HMT_370	species	370	Reads equally close to F. hwasookii and F. sp. HMT 370 were assigned half to each taxon.; Reads equally close to F. hwasookii, F. periodonticum, and F. sp. HMT 370 were assigned one-third to each taxon.; 	0.278	0.041	0.118	50.0	0.009	0.022	26.351	0.054	0.322	33.784	0.079	0.283	50.676	0.0	0.0	0.0	0.233	0.425	62.162	0.278	0.553	63.514	0.06	0.111	56.081	0.016	0.057	37.838	0.032	0.102	46.622
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae_[G-7];[Eubacterium]_yurii subsps._yurii_&_margaretiae	species	377	Reads equally close to HMT 106 and 377 were assigned half to each taxon.; Reads equally close to HMT 081, 106, and 377 were assigned one-third to each taxon.; 	0.142	0.012	0.044	31.757	0.028	0.054	47.973	0.003	0.011	12.162	0.03	0.066	45.27	0.0	0.0	0.0	0.142	0.163	76.351	0.108	0.157	68.243	0.073	0.138	62.838	0.02	0.042	37.162	0.027	0.062	41.216
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;micans	species	378		0.07	0.012	0.087	10.135	0.004	0.022	5.405	0.001	0.006	2.027	0.007	0.034	12.838	0.0	0.0	0.0	0.07	0.238	33.784	0.045	0.162	24.324	0.019	0.045	23.649	0.001	0.005	3.378	0.002	0.014	4.054
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_380	species	380	Reads equally close to C. sp. HMT 336 and 380 were assigned half to each taxon.; 	0.039	0.001	0.005	4.054	0.0	0.001	0.676	0.002	0.023	0.676	0.002	0.018	3.378	0.0	0.0	0.0	0.03	0.096	15.541	0.039	0.137	15.541	0.002	0.007	8.784	0.0	0.002	2.027	0.001	0.01	1.351
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp._HMT_388	species	388	Reads equally close to S. flueggei, S. noxia, and S. sp. HMT 388 were assigned one-third to each taxon.; 	0.251	0.015	0.035	41.892	0.005	0.017	25.676	0.004	0.025	10.135	0.01	0.032	34.459	0.0	0.001	0.699	0.23	0.315	84.459	0.251	0.312	80.405	0.097	0.171	81.757	0.002	0.006	15.541	0.011	0.031	33.108
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Abiotrophia;defectiva	species	389		0.312	0.232	0.46	64.189	0.084	0.19	48.649	0.058	0.258	25.676	0.023	0.06	30.405	0.0	0.001	0.699	0.188	0.448	57.432	0.312	0.618	69.595	0.109	0.181	58.108	0.01	0.037	19.595	0.041	0.115	35.811
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp._HMT_392	species	392		0.363	0.041	0.103	35.135	0.014	0.038	25.0	0.007	0.026	12.838	0.026	0.082	29.054	0.0	0.0	0.0	0.296	0.67	62.838	0.363	0.636	69.595	0.046	0.099	41.892	0.009	0.024	22.297	0.012	0.038	22.973
Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Parvimonas;sp._HMT_393	species	393	Reads equally close to P. micra, P. sp. HMT 110, and P. sp. HMT 393 were assigned one-third to each taxon.; 	0.198	0.022	0.039	55.405	0.08	0.125	68.243	0.008	0.041	13.514	0.138	0.268	80.405	0.0	0.002	2.098	0.198	0.226	87.838	0.048	0.065	68.919	0.057	0.069	75.676	0.064	0.114	56.757	0.075	0.158	72.297
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_396	species	396	Reads equally close to P. sp. HMT 305 and 396 were assigned half to each taxon.; 	0.244	0.017	0.036	31.757	0.052	0.081	54.73	0.004	0.015	10.135	0.082	0.141	62.838	0.0	0.0	0.0	0.006	0.027	8.108	0.004	0.027	6.081	0.244	0.411	74.324	0.083	0.128	59.459	0.111	0.195	64.865
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;oralis subsp._dentisani_clade_398	species	398	Reads equally close to S. mitis, S. infantis, S. lactarius, S. oralis, S. peroris, and S. sp. HMT 061, 064, 074, and 423 were divided equally among taxa.; 	2.608	2.608	1.496	100.0	1.036	0.882	100.0	2.381	1.657	100.0	0.617	0.841	100.0	0.0	0.002	11.888	0.467	0.412	100.0	0.67	0.5	100.0	0.299	0.249	100.0	0.104	0.131	97.973	0.638	0.938	100.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;parasanguinis clade_411	species	411	Reads equally close to S. australis, S. cristatus clade 578, S. parasanguinis clades 411 and 721, S. sinensis, and S. sp. HMT 057 and 066 were divided equally among taxa.; 	0.849	0.163	0.203	99.324	0.495	0.445	100.0	0.032	0.071	56.081	0.419	0.384	97.973	0.001	0.004	16.084	0.049	0.089	79.054	0.073	0.112	86.486	0.311	0.326	100.0	0.849	0.737	100.0	0.476	0.395	99.324
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_412	species	412	Reads equally close to C. sp. HMT 323, 324, 336, and 412 were assigned one-fourth to each taxon.; Reads equally close to C. ochraceae, C. sp. HMT 412, and C. sp. HMT 903 were assigned one-third to each taxon.; 	0.214	0.013	0.035	36.486	0.005	0.016	23.649	0.003	0.017	6.757	0.006	0.034	18.919	0.0	0.0	0.0	0.191	0.304	81.757	0.214	0.294	80.405	0.03	0.047	63.514	0.001	0.003	12.162	0.002	0.006	17.568
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp._HMT_417	species	417	Reads equally close to L. sp. HMT 417 and 463 were assigned half to each taxon.; 	2.774	0.199	0.386	61.486	0.625	1.232	77.027	0.066	0.203	29.054	2.076	2.803	89.865	0.0	0.0	0.0	0.173	0.651	39.189	0.23	1.114	46.622	0.439	0.701	81.081	1.542	2.614	85.811	2.774	4.301	92.568
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Stomatobaculum;longum	species	419	Reads equally close to S. longum and S. sp. HMT 910 were assigned half to each taxon.; Reads equally close to S. longum, S. sp. HMT 097, and S. sp. HMT 910 were assigned one-third to each taxon.; 	0.307	0.047	0.08	64.189	0.134	0.216	85.811	0.007	0.023	22.297	0.251	0.399	85.811	0.0	0.0	0.0	0.019	0.062	35.135	0.02	0.07	31.081	0.106	0.144	89.189	0.271	0.436	87.838	0.307	0.463	91.216
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;nucleatum subsp._animalis	species	420		3.717	0.298	0.984	81.757	0.08	0.324	56.757	0.033	0.168	22.973	0.616	2.171	77.027	0.0	0.003	1.399	3.717	4.992	95.27	1.123	1.817	88.514	0.424	0.601	91.892	0.046	0.08	54.73	0.091	0.211	56.757
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp._HMT_423	species	423	Reads equally close to S. mitis, S. infantis, S. lactarius, S. oralis, S. peroris, and S. sp. HMT 061, 064, 074, and 423 were divided equally among taxa.; 	2.608	2.608	1.496	100.0	1.036	0.882	100.0	2.381	1.657	100.0	0.617	0.841	100.0	0.0	0.002	11.888	0.467	0.412	100.0	0.67	0.5	100.0	0.299	0.249	100.0	0.104	0.131	97.973	0.638	0.938	100.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;infantis clade_431	species	431	Reads equally close to S. mitis, S. infantis, S. lactarius, S. oralis, S. peroris, and S. sp. HMT 061, 064, 074, and 423 were divided equally among taxa.; 	2.608	2.608	1.496	100.0	1.036	0.882	100.0	2.381	1.657	100.0	0.617	0.841	100.0	0.0	0.002	11.888	0.467	0.412	100.0	0.67	0.5	100.0	0.299	0.249	100.0	0.104	0.131	97.973	0.638	0.938	100.0
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp._HMT_442	species	442	Reads equally close to S. sputigena and S. sp. HMT 442 were assigned half to each taxon.; 	0.131	0.008	0.022	25.0	0.008	0.018	30.405	0.014	0.061	13.514	0.037	0.09	41.892	0.0	0.0	0.0	0.131	0.237	66.892	0.072	0.178	47.297	0.131	0.303	68.243	0.009	0.018	33.108	0.036	0.076	53.378
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_443	species	443		0.059	0.004	0.023	5.405	0.012	0.054	8.784	0.001	0.004	2.703	0.021	0.091	12.838	0.0	0.0	0.0	0.059	0.353	7.432	0.038	0.224	6.081	0.042	0.174	16.892	0.005	0.02	8.108	0.023	0.078	11.486
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;sp._HMT_448	species	448		0.19	0.005	0.029	8.108	0.001	0.004	2.027	0.001	0.008	1.351	0.0	0.003	2.027	0.0	0.0	0.0	0.19	0.875	28.378	0.106	0.423	29.054	0.003	0.014	6.757	0.0	0.004	2.027	0.0	0.002	2.027
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Butyrivibrio;sp._HMT_455	species	455		0.037	0.004	0.018	8.784	0.008	0.023	19.595	0.0	0.003	0.676	0.021	0.058	29.73	0.0	0.0	0.0	0.0	0.005	0.676	0.0	0.0	0.0	0.02	0.069	22.973	0.02	0.058	27.027	0.037	0.104	37.162
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Oribacterium;sinus	species	457	Reads equally close to O. parvum and O. sinus were assigned half to each taxon.; 	1.231	0.12	0.194	83.108	0.392	0.375	97.973	0.017	0.06	32.432	0.498	0.394	96.622	0.0	0.001	1.399	0.01	0.071	16.216	0.008	0.044	22.297	1.231	1.435	100.0	0.612	0.444	97.973	0.558	0.497	97.973
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;sp._HMT_458	species	458	Reads equally close to A. sp. HMT 458 and A. sp. HMT 898 were assigned half to each taxon.; 	0.53	0.401	0.873	89.189	0.074	0.158	64.189	0.53	1.387	78.378	0.185	0.543	66.892	0.0	0.001	0.699	0.293	0.426	68.243	0.401	0.54	84.459	0.294	0.462	89.865	0.019	0.041	48.649	0.06	0.12	66.216
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;sp._HMT_459	species	459	Reads equally close to S. muelleri and Kingella sp. HMT 459 were assigned half to each taxon.; 	0.271	0.021	0.049	35.811	0.196	1.461	37.162	0.08	0.277	24.324	0.021	0.171	20.27	0.0	0.0	0.0	0.168	0.369	56.081	0.271	0.693	66.216	0.03	0.069	38.514	0.01	0.043	15.541	0.012	0.033	22.973
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp._HMT_463	species	463	Reads equally close to L. sp. HMT 417 and 463 were assigned half to each taxon.; 	0.035	0.0	0.003	3.378	0.004	0.021	7.432	0.0	0.0	0.0	0.033	0.1	27.703	0.0	0.0	0.0	0.002	0.011	4.73	0.002	0.021	2.703	0.005	0.019	10.811	0.021	0.054	26.351	0.035	0.123	25.676
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;tannerae	species	466		0.683	0.066	0.164	43.243	0.067	0.155	43.243	0.01	0.049	10.811	0.481	1.993	47.297	0.0	0.0	0.0	0.683	2.003	43.243	0.213	0.699	36.486	0.247	0.372	67.568	0.039	0.121	27.027	0.15	0.345	52.703
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae_[G-1];[Eubacterium]_sulci	species	467		0.144	0.019	0.054	30.405	0.144	0.203	71.622	0.003	0.024	3.378	0.095	0.13	64.189	0.0	0.002	0.699	0.016	0.033	25.676	0.005	0.017	12.162	0.099	0.167	58.108	0.096	0.119	67.568	0.136	0.161	72.297
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;melaninogenica	species	469	Reads equally close to P. melaninogenica, P. scopos, and P. sp. HMT 313 and 314 were assigned one-fourth to each taxon.; 	1.324	0.187	0.303	93.243	0.874	0.928	97.297	0.052	0.161	54.73	0.761	0.858	97.297	0.0	0.0	0.699	0.121	0.343	63.514	0.051	0.101	61.486	1.023	0.927	99.324	1.324	1.219	98.649	0.989	1.048	96.622
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_472	species	472	Reads equally close to P. loescheii and P. sp. HMT 472 were assigned half to each taxon.; 	0.821	0.029	0.086	30.405	0.015	0.051	20.946	0.064	0.567	13.514	0.029	0.148	18.243	0.0	0.003	0.699	0.821	1.776	64.865	0.51	1.34	59.459	0.076	0.136	47.297	0.005	0.021	13.514	0.014	0.092	11.486
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;sp._HMT_473	species	473		7.779	0.707	2.748	73.649	0.404	0.697	67.568	7.779	11.082	73.649	0.839	2.467	70.946	0.0	0.004	2.098	0.434	0.881	58.108	0.341	0.668	59.459	1.044	1.802	79.73	0.254	0.63	53.378	0.603	1.252	64.865
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;subflava	species	476	Reads equally close to N. flavescens, N. perflava, and N. subflava were assigned one-third to each taxon.; 	3.409	0.571	0.736	94.595	1.492	1.818	95.946	0.087	0.189	58.108	1.594	2.048	94.595	0.0	0.0	0.699	0.223	0.472	64.865	0.332	0.591	77.027	1.409	1.647	97.297	3.409	3.784	95.946	1.712	2.376	95.946
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp._HMT_478	species	478	Reads equally close to S. sp. HMT 136, 149, and 478 were assigned one-third to each taxon.; 	0.748	0.016	0.034	47.297	0.06	0.093	71.622	0.002	0.007	8.784	0.162	0.307	75.676	0.0	0.0	0.0	0.022	0.061	41.892	0.012	0.035	28.378	0.748	1.129	89.865	0.065	0.112	66.216	0.234	0.312	87.162
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp._HMT_479	species	479	Reads equally close to C. periodontii, S. artemidis, S. dianae, S. infelix, and S. spp. HMT 126, 133, 137, 138, 146, 479, 481, 892, 919, 920, 936, and 937 were divided equally among taxa.; 	0.072	0.003	0.007	47.297	0.002	0.003	37.162	0.012	0.051	29.054	0.009	0.028	56.081	0.0	0.0	0.0	0.072	0.078	93.243	0.059	0.074	89.189	0.021	0.035	85.135	0.001	0.002	18.243	0.004	0.014	46.622
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp._HMT_481	species	481	Reads equally close to C. periodontii, S. artemidis, S. dianae, S. infelix, and S. spp. HMT 126, 133, 137, 138, 146, 479, 481, 892, 919, 920, 936, and 937 were divided equally among taxa.; 	0.072	0.003	0.007	47.297	0.002	0.003	37.162	0.012	0.051	29.054	0.009	0.028	56.081	0.0	0.0	0.0	0.072	0.078	93.243	0.059	0.074	89.189	0.021	0.035	85.135	0.001	0.002	18.243	0.004	0.014	46.622
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_490	species	490	Reads equally close to T. sp. HMT 258 and 490 were assigned half to each taxon.; 	0.012	0.001	0.006	2.027	0.0	0.002	1.351	0.0	0.0	0.0	0.004	0.024	6.081	0.0	0.0	0.0	0.012	0.071	7.432	0.006	0.054	4.054	0.006	0.025	8.784	0.0	0.0	0.0	0.001	0.005	2.027
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoanaerobaculum;saburreum	species	494		0.125	0.018	0.044	25.0	0.004	0.016	7.432	0.004	0.02	6.081	0.005	0.019	9.459	0.0	0.0	0.0	0.087	0.189	40.541	0.125	0.255	48.649	0.017	0.043	25.676	0.002	0.007	6.757	0.007	0.036	8.784
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp._HMT_498	species	498		0.151	0.006	0.029	6.757	0.002	0.014	4.054	0.0	0.0	0.0	0.005	0.034	6.081	0.0	0.0	0.0	0.074	0.439	14.865	0.151	0.909	15.541	0.005	0.029	6.757	0.001	0.005	4.054	0.003	0.015	5.405
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_508	species	508		0.083	0.004	0.021	6.081	0.001	0.006	2.027	0.0	0.0	0.0	0.007	0.034	7.432	0.0	0.0	0.0	0.083	0.425	10.135	0.029	0.214	6.081	0.012	0.054	8.784	0.001	0.008	2.027	0.001	0.008	3.378
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;sp._HMT_512	species	512	Reads equally close to A. segnis, A. sp. HMT 512, and A. sp. HMT 513 were assigned one-third to each taxon.; 	0.15	0.018	0.083	31.081	0.014	0.047	31.081	0.004	0.021	10.811	0.04	0.269	30.405	0.0	0.0	0.0	0.134	0.368	42.568	0.15	0.413	50.0	0.056	0.117	49.324	0.008	0.047	20.946	0.014	0.051	29.054
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;sp._HMT_513	species	513	Reads equally close to A. segnis, A. sp. HMT 512, and A. sp. HMT 513 were assigned one-third to each taxon.; 	0.15	0.018	0.083	31.081	0.014	0.047	31.081	0.004	0.021	10.811	0.04	0.269	30.405	0.0	0.0	0.0	0.134	0.368	42.568	0.15	0.413	50.0	0.056	0.117	49.324	0.008	0.047	20.946	0.014	0.051	29.054
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_517	species	517	Reads equally close to T. sp. HMT 517 and 951 were assigned half to each taxon.; 	0.017	0.001	0.007	3.378	0.0	0.004	1.351	0.0	0.0	0.0	0.003	0.014	7.432	0.0	0.0	0.0	0.017	0.076	9.459	0.004	0.019	6.081	0.001	0.008	4.73	0.0	0.002	0.676	0.005	0.052	4.73
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Mitsuokella;sp._HMT_521	species	521		0.161	0.009	0.04	8.108	0.013	0.056	10.135	0.0	0.004	1.351	0.161	0.76	16.892	0.0	0.0	0.0	0.065	0.46	4.054	0.004	0.036	3.378	0.045	0.303	15.541	0.015	0.061	11.486	0.149	0.725	16.216
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;atypica	species	524	Reads equally close to V. atypica, V. denticariosi, V. dispar, V. parvula, and V. rogosae were assigned one-fifth to each taxon.; 	2.319	0.574	0.559	100.0	1.169	0.775	100.0	0.281	0.595	91.216	1.414	0.87	100.0	0.007	0.038	29.371	0.797	1.112	98.649	0.753	0.856	100.0	2.319	1.193	100.0	2.01	0.966	100.0	1.553	0.848	100.0
Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Cutibacterium;acnes	species	530		0.094	0.015	0.051	25.676	0.04	0.122	40.541	0.014	0.073	14.865	0.011	0.031	20.27	0.003	0.02	3.497	0.022	0.141	14.865	0.02	0.182	10.135	0.094	0.632	37.162	0.007	0.052	7.432	0.044	0.117	39.189
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;adiacens	species	534	Reads equally close to G. adiacens and G. elegans were assigned half to each taxon.; 	1.569	0.813	0.93	99.324	1.37	0.838	99.324	1.213	1.452	95.27	0.781	0.615	98.649	0.002	0.009	7.692	0.266	0.336	92.568	0.338	0.387	98.649	0.803	0.631	99.324	1.569	1.18	100.0	0.871	0.607	100.0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;aegyptius	species	535	Reads equally close to H. aegyptius, H. influenzae, and H. sp. HMT 259 were assigned one-third to each taxon.; 	0.087	0.0	0.002	2.703	0.0	0.0	0.0	0.0	0.0	0.676	0.006	0.022	15.541	0.0	0.0	0.0	0.0	0.001	1.351	0.0	0.001	1.351	0.002	0.008	8.784	0.0	0.001	2.027	0.087	0.96	10.811
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Filifactor;alocis	species	539		0.092	0.005	0.016	10.811	0.002	0.01	4.73	0.001	0.008	2.027	0.086	0.3	22.297	0.0	0.0	0.0	0.092	0.329	18.919	0.017	0.069	11.486	0.031	0.082	22.973	0.001	0.006	4.054	0.026	0.138	16.216
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;amylovorum	species	541	Reads equally close to T. amylovorum and T. sp. HMT 257 were assigned half to each taxon.; 	0.066	0.006	0.019	13.514	0.004	0.015	8.784	0.0	0.001	0.676	0.03	0.106	20.27	0.0	0.0	0.0	0.066	0.247	27.703	0.021	0.086	14.189	0.052	0.181	30.405	0.002	0.018	3.378	0.01	0.049	17.568
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcus;anaerobius	species	542	Reads equally close to P. anaerobius and P. stomatis were assigned half to each taxon.; 	0.086	0.015	0.035	34.459	0.073	0.105	70.946	0.002	0.01	10.811	0.07	0.106	70.946	0.0	0.002	1.399	0.024	0.065	31.757	0.006	0.02	20.27	0.086	0.14	70.946	0.043	0.06	66.216	0.083	0.145	73.649
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;anginosus	species	543	Reads equally close to S. salivarius, S. thermophilus, S. vestibularis, and S. anginosus were assigned half to S. salivarius and half to S. anginosus.; 	0.205	0.007	0.026	10.811	0.054	0.446	30.405	0.001	0.006	7.432	0.066	0.373	39.189	0.0	0.0	0.0	0.003	0.028	4.73	0.003	0.014	7.432	0.022	0.129	23.649	0.205	1.386	66.216	0.082	0.756	32.432
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;aphrophilus	species	545		0.194	0.003	0.012	7.432	0.002	0.01	6.757	0.001	0.005	2.027	0.067	0.506	12.838	0.0	0.0	0.0	0.194	0.553	27.027	0.077	0.252	21.622	0.021	0.069	18.919	0.001	0.004	2.703	0.02	0.167	5.405
