Assembly,SRA_Accession,Submitters,Release_Date,Species,Genus,Family,Molecule_type,Sequence_Type,Genotype,Publications,Geo_Location,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
GCF_002623545.1,,"Abille,Z., Afsharjavan,R., Alms,C.E., Anil,A., Azuma,E.A., Boateng,D., Bowden,K.V., Bui,Q., Callaghan,K.D., Canova,P.N., Carter,A.-G.V., Carty,B., Choudhary,A., Chugh,K., Clark,C.B., Clark,J., Cortez,R., Dalwadi,R.M., Daou,G., Das,M., Dasari,S., Davis,E.H., Defreitas,N., Demirji,J., Endres,C., Fakhar,S., Feeley,N., Flores,D.C., Fowler,A.R., George,T., Greis,H.L., Groleau,D.L., Gulati,J.K., Guzman,W., Hallworth,A.N., Hariri,A., Haya,V.N., Hoffman,A.K., Horne,B., Howard,T., Iglesia,A.J., Ijezie,O.D., Incognito,N.A., Inen,J.A., Jaiswal,A., Jezek,R.A., Kawa,A.C., Khan,F., Khin,A.C., Knapo,J., Kong,A.S., Le,B.Q., Le,Q.M., Le,T.-H.M., Lee,M., Lockwood,J.L., Loto-Rojas,G.S., Mantzavinos,A., Martinez,D.R., Meadows,A.R., Mehr,S., Mellon,M.N., Memon,S., Miller,B., Min,S., Mitchell,L.M., Mohamed,I.R., Mohammed,F.O., More,S., Muntaha,S., Nadeem,I., Ndjeumen-Njinguet,A.S., Ng,P., Ngu,V.E., Nguyen,B.N., OHern,C.T., Oboh,U.S., Pagano,C.W., Panakal,P.R., Park,D.A., Parsana,D., Patel,P., Patel,V.S., Patwardhan,V.M., Pawar,S.D., Payne,V.R., Petricel,I.M., Phillips,C., Puglisi,K.M., Ramaprasad,G., Raza,A.S., Rivera-Oven,A.G., Robins,E., Roeun,D.C., Rostovtseva,N., Sadat,M., Seas,A., So,E.J., Sogbesan,C., Strumsky,L.A., Sun,J.L., Sutherland,H.J., Tchakounte,I., Tewell,J.R., Thapa,D.J., Tkach,Y., Tran,C.D., Tran,V., Vithayathil,T., Vivekanandan,A., Wang,S.R., White,E., Yang,A.L., Ye,D.T., Yirenkyi,M., Zarb,J.S., Zhang,S., Zhou,M.T., Cao,A., Nguyen,K.M., Patel,K., Pennington,E., Sendze,O., Zahangir,S., Correa-Mendez,M., Fabian,M.F., Liu,S., Jethmalani,Y., Nunn,R., Prakash,A., Louise,T., Johnson,A., Erill,I., Caruso,S.M.",2020-07-29T12:52:04.477Z,Bacillus phage BeachBum,,Podoviridae,dsDNA,RefSeq,,,"USA: Ocean City, MD",MD,Bacillus thuringiensis,,2016-08-19,,ASM262354v1
GCF_002622645.1,,"Abille,Z., Afsharjavan,R., Alms,C.E., Anil,A., Azuma,E.A., Boateng,D., Bowden,K.V., Bui,Q., Callaghan,K.D., Canova,P.N., Carter,A.-G.V., Carty,B., Choudhary,A., Chugh,K., Clark,C.B., Clark,J., Cortez,R., Dalwadi,R.M., Daou,G., Das,M., Dasari,S., Davis,E.H., Defreitas,N., Demirji,J., Endres,C., Fakhar,S., Feeley,N., Flores,D.C., Fowler,A.R., George,T., Greis,H.L., Groleau,D.L., Gulati,J.K., Guzman,W., Hallworth,A.N., Hariri,A., Haya,V.N., Hoffman,A.K., Horne,B., Howard,T., Iglesia,A.J., Ijezie,O.D., Incognito,N.A., Inen,J.A., Jaiswal,A., Jezek,R.A., Kawa,A.C., Khan,F., Khin,A.C., Knapo,J., Kong,A.S., Le,B.Q., Le,Q.M., Le,T.-H.M., Lee,M., Lockwood,J.L., Loto-Rojas,G.S., Mantzavinos,A., Martinez,D.R., Meadows,A.R., Mehr,S., Mellon,M.N., Memon,S., Miller,B., Min,S., Mitchell,L.M., Mohamed,I.R., Mohammed,F.O., More,S., Muntaha,S., Nadeem,I., Ndjeumen-Njinguet,A.S., Ng,P., Ngu,V.E., Nguyen,B.N., OHern,C.T., Oboh,U.S., Pagano,C.W., Panakal,P.R., Park,D.A., Parsana,D., Patel,P., Patel,V.S., Patwardhan,V.M., Pawar,S.D., Payne,V.R., Petricel,I.M., Phillips,C., Puglisi,K.M., Ramaprasad,G., Raza,A.S., Rivera-Oven,A.G., Robins,E., Roeun,D.C., Rostovtseva,N., Sadat,M., Seas,A., So,E.J., Sogbesan,C., Strumsky,L.A., Sun,J.L., Sutherland,H.J., Tchakounte,I., Tewell,J.R., Thapa,D.J., Tkach,Y., Tran,C.D., Tran,V., Vithayathil,T., Vivekanandan,A., Wang,S.R., White,E., Yang,A.L., Ye,D.T., Yirenkyi,M., Zarb,J.S., Zhang,S., Zhou,M.T., Cao,A., Nguyen,K.M., Patel,K., Pennington,E., Sendze,O., Zahangir,S., Correa-Mendez,M., Fabian,M.F., Liu,S., Jethmalani,Y., Nunn,R., Prakash,A., Louise,T., Johnson,A., Erill,I., Caruso,S.M.",2020-07-29T12:51:50.420Z,Bacillus phage Harambe,,Podoviridae,dsDNA,RefSeq,,,"USA: Bowie, MD",MD,Bacillus thuringiensis,,2016-08-25,,ASM262264v1
GCF_002614325.1,,"Chung,C.-H., Walter,M.H., Yang,L., Chen,S.-C., Winston,V., Thomas,M.A.",2020-07-29T12:51:15.767Z,Bacillus phage QCM11,,Podoviridae,dsDNA,RefSeq,,,,,Bacillus,,,,ASM261432v1
GCF_008214525.1,SRR8869237,"Castillo,M., Tran,R., Newkirk,H., Liu,M., Gill,J.J., Ramsey,J.",2020-07-22T10:12:29.443Z,Klebsiella phage Sin4,Webervirus,Drexlerviridae,dsDNA,RefSeq,,1,"USA: College Station, TX",TX,Klebsiella pneumoniae,,2017,SAMN11360409,ASM821452v1
GCF_008214585.1,SRR8869234,"Martinez,N., Williams,E., Newkirk,H., Liu,M., Gill,J.J., Ramsey,J., Martinez,N.A.",2020-07-22T10:12:04.017Z,Klebsiella phage Sweeny,Webervirus,Drexlerviridae,dsDNA,RefSeq,,1,"USA: College Station, TX",TX,Klebsiella pneumoniae,,2017,SAMN11360432,ASM821458v1
GCF_007998375.1,,"Li,Q., Teng,T.",2020-07-22T10:08:12.160Z,Escherichia phage Henu8,Hanrivervirus,Drexlerviridae,dsDNA,RefSeq,,,China,,Escherichia coli,,2018-10-02,,ASM799837v1
GCF_010120255.1,,"Olsen,N.S., Junco,L.M.F., Kot,W., Hansen,L.H.",2020-07-22T10:07:32.497Z,Escherichia phage egaa,Hanrivervirus,Drexlerviridae,dsDNA,RefSeq,,,Denmark,,Escherichia coli,,2017,,ASM1012025v1
GCF_005394215.1,,"Park,K., Gonzalez,C., Liu,M., Gill,J.",2020-07-22T10:01:21.673Z,Burkholderia phage BcepSauron,Mieseafarmvirus,Myoviridae,dsDNA,RefSeq,,,USA: New York,NY,Burkholderia cenocepacia,,2000,,ASM539421v1
GCF_004771375.1,,"Park,K., Liu,M., Gill,J.",2020-07-22T10:01:04.917Z,Burkholderia phage BcepSaruman,Mieseafarmvirus,Myoviridae,dsDNA,RefSeq,,,USA: New York,NY,Burkholderia cenocepacia,,2006,,ASM477137v1
GCF_006964305.1,,"Kincaid,V.D., Fuller,A., Hodges,K., Bansal,M., Essig,J., Johnson,A.",2020-07-22T10:00:47.860Z,Achromobacter phage Motura,Mieseafarmvirus,Myoviridae,dsDNA,RefSeq,,,"USA: Mechanicsville, Virginia",VA,Achromobacter animicus,,2018-09-06,,ASM696430v1
GCF_009859595.1,,"Wintachai,P., Naknaen,A., Pomwised,R., Smith,D.R.",2020-07-22T10:00:27.287Z,Klebsiella phage KP1801,Webervirus,Drexlerviridae,dsDNA,RefSeq,,,,,Klebsiella,,,,ASM985959v1
GCF_008214665.1,SRR8869238,"Saldana,R., Newkirk,H., Liu,M., Gill,J.J., Ramsey,J.",2020-07-22T09:59:59.467Z,Klebsiella phage Shelby,Webervirus,Drexlerviridae,dsDNA,RefSeq,,1,"USA: College Station, TX",TX,Klebsiella pneumoniae,,2017,SAMN11360410,ASM821466v1
GCF_009861365.1,,"Hesse,S.E., Rajaure,M., Wall,E.A., Bliskovsky,V.V., Gottesman,S., Adhya,S.",2020-07-22T09:59:35.617Z,Klebsiella phage PhiKpNIH-2,Webervirus,Drexlerviridae,dsDNA,RefSeq,,,USA,,Klebsiella pneumoniae subsp. pneumoniae KPNIH1,,2016,,ASM986136v1
GCF_009667565.1,,"Horvath,M., Kovacs,T., Valappil,S.K., Abraham,H., Rakhely,G., Schneider,G.",2020-07-22T09:59:16.913Z,Klebsiella phage 13,Webervirus,Drexlerviridae,dsDNA,RefSeq,,,,,Klebsiella sp.,,,,ASM966756v1
GCF_002997875.1,,"Hao,Y., Li,J., Shi,H., Sun,Y.",2020-07-22T09:58:55.837Z,Klebsiella phage JY917,Webervirus,Drexlerviridae,dsDNA,RefSeq,,,,,Klebsiella pneumoniae,,,,ASM299787v1
GCF_009800765.1,,"Pourcel,C., Essoh,C.",2020-07-22T09:58:38.217Z,Klebsiella phage vB_KpnS_15-38_KLPPOU149,Webervirus,Drexlerviridae,dsDNA,RefSeq,,,Cote d'Ivoire,,Klebsiella pneumoniae,,,,ASM980076v1
GCF_008214625.1,SRR8869225,"Gramer,J., Kenny,S., Newkirk,H., Liu,M., Gill,J.J., Ramsey,J., Gramer,J.R.",2020-07-22T09:58:13.350Z,Klebsiella phage Skenny,Webervirus,Drexlerviridae,dsDNA,RefSeq,,1,"USA: College Station, TX",TX,Klebsiella pneumoniae,,2017,SAMN11360417,ASM821462v1
GCF_005145105.1,,"Zurabov,F.M., Zhilenkov,E.L., Shagin,D.A., Shelenkov,A.A., Mikhaylova,Y.V.",2020-07-22T09:57:57.153Z,Klebsiella phage vB_KpnS_FZ10,Webervirus,Drexlerviridae,dsDNA,RefSeq,,,Russia,,Klebsiella pneumoniae,,,,ASM514510v1
GCF_009217465.1,,"Battacharjee,A.S., Islam,M.I., Gilcrease,E.B.",2020-07-22T09:57:29.877Z,Klebsiella phage KL,Webervirus,Drexlerviridae,dsDNA,RefSeq,,,,,Klebsiella pneumoniae,,,,ASM921746v1
GCF_008221375.1,,"Sirrine,M.R., Thurgood,T.L., Sharma,R., Arens,D.K., Kruger,J.L., Thompson,D.W., Grose,J.H.",2020-07-22T09:57:06.937Z,Klebsiella phage vB_KpnS_Alina,Webervirus,Drexlerviridae,dsDNA,RefSeq,,,USA,,Klebsiella pneumoniae,,2017-09-04,,ASM822137v1
GCF_008221175.1,,"Call,J.J., Thurgood,T.L., Sharma,R., Loertscher,E., Anderson,K., Carroll,M., Flindt,K., Urrea,L., Arens,D.K., Kruger,J.L., Thompson,D.W., Walker,J., Johnson,L., Grose,J.H.",2020-07-22T09:56:44.697Z,Klebsiella phage vB_KpnS_Call,Webervirus,Drexlerviridae,dsDNA,RefSeq,,,USA,,Klebsiella pneumoniae,,2017-09-01,,ASM822117v1
GCF_008220985.1,,"Sirrine,M.R., Thurgood,T.L., Sharma,R., Wilkey,A., Kruger,J.L., Arens,D.K., Thompson,D.W., Casjens,S., Grose,J.H.",2020-07-22T09:56:26.363Z,Klebsiella phage vB_KpnS_Domnhall,Webervirus,Drexlerviridae,dsDNA,RefSeq,,,USA,,Klebsiella pneumoniae,,2017-09-04,,ASM822098v1
GCF_008221045.1,,"Meek,T., Sharma,R., Thurgood,T.L., Atkinson,A.D., Fairholm,J., Brown,O., Loertscher,E., Arens,D.K., Kruger,J.L., Johnson,L., Thompson,D.W., Walker,J., Casjens,S., Grose,J.H.",2020-07-22T09:56:07.940Z,Klebsiella phage vB_KpnS_IMGroot,Webervirus,Drexlerviridae,dsDNA,RefSeq,,,USA,,Klebsiella pneumoniae,,2017-09-01,,ASM822104v1
GCF_008221245.1,,"Foster,K.K., Sharma,R., Thurgood,T.L., Loertscher,E., Barker,A., Chronis,J., Fairholm,J., Finnegan,Z., Flake,P., Hielscher,T., Melhado,E., Potts,E., Sarabia,R., Wiley,M.S., Johnson,L., Arens,D.K., Kruger,J.L., Thompson,D.W., Walker,J., Casjens,S., Grose,J.H.",2020-07-22T09:49:21.853Z,Klebsiella phage vB_KpnS_SegesCirculi,Webervirus,Drexlerviridae,dsDNA,RefSeq,,,USA,,Klebsiella pneumoniae,,2017-08-31,,ASM822124v1
GCF_009856795.1,,"Soleimani-Delfan,A., Bouzari,M., Wang,R.",2020-07-22T09:49:02.690Z,Escherichia phage vB_EcoS-DELF2,Tunavirus,Drexlerviridae,dsDNA,RefSeq,,,Iran,,Escherichia coli,,,,ASM985679v1
GCF_009662975.1,,"Roy,B., Giri,N.",2020-07-22T09:48:47.510Z,Shigella virus Sfin-3,Tunavirus,Drexlerviridae,dsDNA,RefSeq,,,India,,Shigella flexneri,,2016-08-20,,ASM966297v1
GCF_013343685.1,,"Chaudhary,N., Taneja,N.",2020-07-22T09:48:31.447Z,Escherichia phage PGN590,Hanrivervirus,Drexlerviridae,dsDNA,RefSeq,,,India,,Escherichia coli,,,,ASM1334368v1
GCF_010120085.1,,"Olsen,N.S., Junco,L.M.F., Kot,W., Hansen,L.H.",2020-07-22T09:48:08.900Z,Escherichia phage aalborv,Hanrivervirus,Drexlerviridae,dsDNA,RefSeq,,,Denmark,,Escherichia coli,,2017,,ASM1012008v1
GCF_010120345.1,,"Olsen,N.S., Junco,L.M.F., Kot,W., Hansen,L.H.",2020-07-22T09:47:46.103Z,Escherichia phage haarsle,Hanrivervirus,Drexlerviridae,dsDNA,RefSeq,,,Denmark,,Escherichia coli,,2017,,ASM1012034v1
GCF_010120215.1,,"Olsen,N.S., Junco,L.M.F., Kot,W., Hansen,L.H.",2020-07-22T09:47:25.510Z,Escherichia phage damhaus,Hanrivervirus,Drexlerviridae,dsDNA,RefSeq,,,Denmark,,Escherichia coli,,2017,,ASM1012021v1
GCF_010120095.1,,"Olsen,N.S., Junco,L.M.F., Kot,W., Hansen,L.H.",2020-07-22T09:47:08.430Z,Escherichia phage aaroes,Hanrivervirus,Drexlerviridae,dsDNA,RefSeq,,,Denmark,,Escherichia coli,,2017,,ASM1012009v1
GCF_010120335.1,,"Olsen,N.S., Junco,L.M.F., Kot,W., Hansen,L.H.",2020-07-22T09:46:51.733Z,Escherichia phage grams,Hanrivervirus,Drexlerviridae,dsDNA,RefSeq,,,Denmark,,Escherichia coli,,2017,,ASM1012033v1
GCF_010121105.1,,"Olsen,N.S., Junco,L.M.F., Kot,W., Hansen,L.H.",2020-07-22T09:46:26.423Z,Escherichia phage vojen,Hanrivervirus,Drexlerviridae,dsDNA,RefSeq,,,Denmark,,Escherichia coli,,2017,,ASM1012110v1
GCF_010120365.1,,"Olsen,N.S., Junco,L.M.F., Kot,W., Hansen,L.H.",2020-07-22T09:46:08.510Z,Escherichia phage herni,Hanrivervirus,Drexlerviridae,dsDNA,RefSeq,,,Denmark,,Escherichia coli,,2017,,ASM1012036v1
GCF_005892865.1,,"Korf,I.H.E., Adriaennsens,E., Dreiseikelmann,B., Kropinski,A., Nimtz,M., Meier-Kolthoff,J.P., Rohde,M., van Raaij,M., Wittmann,J.",2020-07-22T09:45:52.710Z,Escherichia phage vB_EcoS_G29-2,Hanrivervirus,Drexlerviridae,dsDNA,RefSeq,,,Germany,,Escherichia coli,,2016-08,,ASM589286v1
GCF_011757155.1,,"Olsen,N.S., Forero-Junco,L., Kot,W., Hansen,L.H.",2020-07-22T09:45:33.923Z,Salmonella phage slyngel,Hanrivervirus,Drexlerviridae,dsDNA,RefSeq,,,,,Salmonella enterica,,2017,,ASM1175715v1
GCF_013133635.1,,"Kumar,P., Meghvansi,M.K., Kamboj,D.V.",2020-07-22T09:45:17.357Z,Shigella virus 2019SD1,Hanrivervirus,Drexlerviridae,dsDNA,RefSeq,,,India,,Shigella dysenteriae,,2016-01,,ASM1313363v1
GCF_010120185.1,,"Olsen,N.S., Junco,L.M.F., Kot,W., Hansen,L.H.",2020-07-22T09:45:00.723Z,Escherichia phage atuna,Warwickvirus,Drexlerviridae,dsDNA,RefSeq,,,Denmark,,Escherichia coli,,2017,,ASM1012018v1
GCF_010121005.1,,"Olsen,N.S., Junco,L.M.F., Kot,W., Hansen,L.H.",2020-07-22T09:44:43.763Z,Escherichia phage tonijn,Warwickvirus,Drexlerviridae,dsDNA,RefSeq,,,Denmark,,Escherichia coli,,2017,,ASM1012100v1
GCF_010121025.1,,"Olsen,N.S., Junco,L.M.F., Kot,W., Hansen,L.H.",2020-07-22T09:44:25.060Z,Escherichia phage tonnikala,Warwickvirus,Drexlerviridae,dsDNA,RefSeq,,,Denmark,,Escherichia coli,,2017,,ASM1012102v1
GCF_010121065.1,,"Olsen,N.S., Junco,L.M.F., Kot,W., Hansen,L.H.",2020-07-22T09:44:03.513Z,Escherichia phage tunus,Warwickvirus,Drexlerviridae,dsDNA,RefSeq,,,Denmark,,Escherichia coli,,2017,,ASM1012106v1
GCF_010121015.1,,"Olsen,N.S., Junco,L.M.F., Kot,W., Hansen,L.H.",2020-07-22T09:43:47.653Z,Escherichia phage tonn,Warwickvirus,Drexlerviridae,dsDNA,RefSeq,,,Denmark,,Escherichia coli,,2017,,ASM1012101v1
GCF_008214025.1,,"Kaczorowska,J., Casey,E., Neve,H., Noben,J.-P., Lugli,G.A., Ventura,M., van Sinderen,D., Mahony,J.",2020-07-22T09:43:29.250Z,Shigella phage JK16,Warwickvirus,Drexlerviridae,dsDNA,RefSeq,,,Ireland,,Escherichia coli DH5[alpha],,2017-01-31,,ASM821402v1
GCF_009671745.1,,"Pacifico,C., Hilbert,M., Sofka,D., Dinhopl,N., Pap,I.-J., Aspoeck,C., Carrico,J.A., Hilbert,F.",2020-07-22T09:43:08.653Z,Escherichia phage vB_EcoS-12210I,Rtpvirus,Drexlerviridae,dsDNA,RefSeq,,,Austria,,Escherichia coli,blood,2018-03-26,,ASM967174v1
GCF_009685685.1,,"Brinks,E.",2020-07-22T09:42:53.120Z,Lactococcus phage P1045,,Siphoviridae,dsDNA,RefSeq,,,,,Lactococcus lactis,,,,ASM968568v1
GCF_002611385.1,,"Mahony,J., Oliveira,J., Collins,B., Hanemaaijer,L., Lugli,G.A., Neve,H., Ventura,M., Kouwen,T.R., Cambillau,C., van Sinderen,D., van Sinder,D.",2020-07-22T09:42:36.660Z,Lactococcus phage 62503,,Siphoviridae,dsDNA,RefSeq,,1,,,Lactococcus lactis,,,,ASM261138v1
GCF_002611285.1,,"Mahony,J., Oliveira,J., Collins,B., Hanemaaijer,L., Lugli,G.A., Neve,H., Ventura,M., Kouwen,T.R., Cambillau,C., van Sinderen,D., van Sinder,D.",2020-07-22T09:42:19.647Z,Lactococcus phage 50902,,Siphoviridae,dsDNA,RefSeq,,1,,,Lactococcus lactis,,,,ASM261128v1
GCF_002758415.1,,"Mahony,J., Martel,B., Tremblay,D.M., Neve,H., Heller,K.J., Moineau,S., van Sinderen,D.",2020-07-22T09:42:05.683Z,Lactococcus phage Q33,,Siphoviridae,dsDNA,RefSeq,,1,Canada,,Lactococcus lactis,,,,ASM275841v1
GCF_009662695.1,,"Brinks,E.",2020-07-22T09:41:38.280Z,Lactococcus phage P596,,Siphoviridae,dsDNA,RefSeq,,,,,Lactococcus lactis,,,,ASM966269v1
GCF_002620505.1,,"Mahony,J., Moscarelli,A., Kelleher,P., Lugli,G.A., Ventura,M., Settanni,L., van Sinderen,D.",2020-07-22T09:41:27.747Z,Lactococcus phage AM6,,Siphoviridae,dsDNA,RefSeq,,1,Italy,,Lactococcus lactis,,,,ASM262050v1
GCF_002620585.1,,"Mahony,J., Moscarelli,A., Kelleher,P., Lugli,G.A., Ventura,M., Settanni,L., van Sinderen,D.",2020-07-22T09:41:12.867Z,Lactococcus phage LW31,,Siphoviridae,dsDNA,RefSeq,,1,Italy,,Lactococcus lactis,,,,ASM262058v1
GCF_004355665.1,,"Kimuro,A., Yamasaka,A., Fujino,Y., Doi,K.",2020-07-22T09:40:52.263Z,Lactococcus phage phiQ1,,Siphoviridae,dsDNA,RefSeq,,,,,Lactococcus lactis subsp. cremoris,,,,ASM435566v1
GCF_000916255.2,,"Frampton,R.A., Taylor,C., Holguin Moreno,A.V., Visnovsky,S.B., Petty,N.K., Pitman,A.R., Fineran,P.C., Warring,S., Malone,L.M., Easingwood,R.A., Rigano,L., Lopez Acedo,E., Templeton,M.D., Kleffmann,T., Bostina,M.",2020-07-19T18:22:52.380Z,Pseudomonas virus Psa374,Otagovirus,Myoviridae,dsDNA,RefSeq,,1,New Zealand: Dunedin,,Pseudomonas syringae pv. actinidiae ICMP 18800,,,,ViralProj239741
GCF_013363035.1,,"Girons,I.S., Bourhy,P., Ottone,C., Picardeau,M., Yelton,D., Hendrix,R.W., Glaser,P., Charon,N., Frangeul,L., Saint Girons,I.",2020-06-19T13:50:54.140Z,Leptospira phage LE1,,Myoviridae,dsDNA,RefSeq,,1,,,Leptospira,,,,ASM1336303v1
GCF_003014395.1,,"Sunthornthummas,S., Pringsulaka,O.",2020-06-19T13:41:31.757Z,Lactobacillus phage T25,,Siphoviridae,dsDNA,RefSeq,,,Thailand,,Lactobacillus paracasei,,,,ASM301439v1
GCF_002630785.1,,"Zhang,M., Ito,T., Li,S., Jin,J., Takeuchi,F., Lauderdale,T.L., Higashide,M., Hiramatsu,K.",2020-06-19T13:41:17.783Z,Staphylococcus phage phi7247PVL,Biseptimavirus,Siphoviridae,dsDNA,RefSeq,,1,,,Staphylococcus,,,,ASM263078v1
GCF_009673785.1,,"Volozhantsev,N.V., Verevkin,V.V., Bannov,V.A., Krasilnikova,V.M., Myakinina,V.P., Zhilenkov,E.L., Svetoch,E.A., Stern,N.J., Oakley,B.B., Seal,B.S.",2020-06-19T13:36:32.303Z,Clostridium phage CpV1,,Podoviridae,dsDNA,RefSeq,,1,,,Clostridium perfringens,,,,ASM967378v1
GCF_003047795.1,,"Swanson,M.M., Reavy,B., Makarova,K.S., Cock,P.J., Hopkins,D.W., Torrance,L., Koonin,E.V., Taliansky,M., Cock,P.",2020-06-19T13:36:26.893Z,Bacillus phage BceA1,,Siphoviridae,dsDNA,RefSeq,,1,"Antarctica:Garwood Valley, Southern Victoria Land",,Bacillus cereus,,,,ASM304779v1
GCF_004768945.1,,"Sato,K., Ohishi,K., Azam,A.H., Miyanaga,K., Tanji,Y.",2020-06-19T13:36:20.583Z,Escherichia phage SP15,Tequintavirus,Demerecviridae,dsDNA,RefSeq,,,,,Escherichia coli O157:H7,,,SAMD00118711,ASM476894v1
GCF_005891605.1,,"Ong,S.P., Miyanaga,K., Tanji,Y.",2020-06-19T13:36:13.520Z,Pseudomonas phage PA01,Pbunavirus,Myoviridae,dsDNA,RefSeq,,,Japan:Kanagawa,,Pseudomonas aeruginosa PAO1,,2017-11-27,SAMD00156497,ASM589160v1
GCF_002603885.1,,"Duhaime,M.B., Sullivan,M.B.",2020-06-19T13:34:15.413Z,Pseudoalteromonas phage HP1,,Podoviridae,dsDNA,RefSeq,,,Germany,,Pseudoalteromonas,,,,ASM260388v1
GCF_002614285.1,,"Labudda,L., Strapagiel,D., Karczewska-Golec,J., Golec,P.",2020-06-19T13:23:33.920Z,Klebsiella phage vB_KpnM_BIS47,,Myoviridae,dsDNA,RefSeq,,,Poland,,Klebsiella pneumoniae,,2014-09-04,,ASM261428v1
GCF_002615505.1,,"Crossman,A., Baron,S., Jamdagni,P., Khatri,P., Sharma,D., Pandey,M., Goyal,S., Kumar,S., Phogat,A., Chawla,G., Pasricha,M., Gupta,K., Bazzad,D., Aggarwal,V., Poughat,A., Singh,K., Rana,P., Gautam,R., Sharma,V., Tyagi,D., Shahi,A., Jangra,N., Malik,M., Sidhu,P.K., Malik,S., Ghalyan,Y., Sharma,S.S., Malik,A., Chuttani,R., Bamal,N., Bhadula,D., Batra,A., Temple,L., Nehra,K.",2020-06-19T13:17:44.370Z,Streptomyces phage BRock,,Myoviridae,dsDNA,RefSeq,,,USA,,Streptomyces,,2015-09,,ASM261550v1
GCF_013215495.1,,"Ma,R., Lai,J., Yang,Y., Jiao,N., Zhang,R.",2020-06-19T13:09:52.800Z,Alteromonas phage vB_AcoS-R7M,,Siphoviridae,dsDNA,RefSeq,,,China: Xiamen Coast,,Alteromonas confluentis,,2018-10-14,,ASM1321549v1
GCF_012933845.1,,"Batra,A.D., Bennett,R.M., Bhamidipati,A., Chandaka,A., Chongtham,N., Gupta,A., Gupta,M., Karthikeyan,G., Karthikeyan,S., Klouda,L.E., Kothari,S.K., Mahesh,M., Mehta,A.C., Mikkelson,C.L., Nguyen,E.T., Nittur,A., Patel,J., Patel,R., Peng,M.L., Poole,E.F., Reddy,D., Scherreik,M.P., Zacharias,G., Toma,J., Gurney,S.M.R., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2020-06-19T13:09:46.210Z,Microbacterium phage Phedro,,Podoviridae,dsDNA,RefSeq,,,"USA: Philadelphia, PA",PA,Microbacterium foliorum,,2019-09-09,,ASM1293384v1
GCF_012933935.1,,"Chase,M.A., Coleman,C.N., Cunha,M.O., Daffner,M., Deam,C.J., Deloso,L.J., Desomma,A.M., Gallardo,J., Horne,M.E., Kanahan,O.P., Lam,V., Morgan,R.T., Mustor,E.M., Ricardo-Iglesias,M., Sartorio,C.J., Sciacchitano,A.R., Tvenstrup,A.W., Wood,A.R., Pollenz,R.S., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2020-06-19T13:09:39.907Z,Gordonia phage Secretariat,,Siphoviridae,dsDNA,RefSeq,,,"USA: Lutz, FL",FL,Gordonia rubripertincta,,2019-10-01,,ASM1293393v1
GCF_012163105.1,,"Truncaite,L., Alijosius,L., Petrauskaite,E., Simoliunas,E.",2020-06-19T13:09:33.697Z,Pantoea phage vB_PagM_SSEM1,Loessnervirus,Chaseviridae,dsDNA,RefSeq,,,Lithuania,,Pantoea agglomerans,,2017-09-01,,ASM1216310v1
GCF_006964765.1,,"Anderson,T.C., Ballou,V.G., Berkey,V.K., Bonaccorso,K.R., Busby,L.B., Carey,D.A., Cutaia,C., Dalenburg,J., Diaz-Ramirez,E.N., Holmes,K.J., Liner,T.A., McGrew,S.T., Meares,D.P., Mordente,R.E., Pietrzak,P.A., Shirley,O.A., Slimani,Z., Smith,A.M., Wallace,S.D., Wright,Y.S., Williams,D.C., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2020-06-19T13:09:30.353Z,Gordonia phage Kenosha,,Siphoviridae,dsDNA,RefSeq,,,"USA: Kettering, OH",OH,Gordonia rubripertincta,,2018-10-01,,ASM696476v1
GCF_011900995.1,,"Kirchberger,P.C., Ochman,H.",2020-06-19T13:09:25.750Z,Escherichia phage EC6098,,Microviridae,ssDNA(+),RefSeq,,1,,,Escherichia sp. MOD1-EC6098,,,,ASM1190099v1
GCF_012360365.1,,"Denisenko,E., Kislichkina,A., Verevkin,V., Krasilnikova,V., Volozhantsev,N.",2020-06-19T13:09:18.230Z,Klebsiella virus KpS8,,Myoviridae,dsDNA,RefSeq,,,Russia,,Klebsiella pneumoniae,,2016,,ASM1236036v1
GCF_011756735.1,,"Olsen,N.S., Forero-Junco,L., Kot,W., Hansen,L.H.",2020-06-19T13:09:11.563Z,Salmonella phage atrejo,Epseptimavirus,Demerecviridae,dsDNA,RefSeq,,,,,Salmonella enterica,,2017,,ASM1175673v1
GCF_011757045.1,,"Olsen,N.S., Forero-Junco,L., Kot,W., Hansen,L.H.",2020-06-19T13:09:02.570Z,Salmonella phage oselot,Epseptimavirus,Demerecviridae,dsDNA,RefSeq,,,,,Salmonella enterica,,2017,,ASM1175704v1
GCF_011756755.1,,"Olsen,N.S., Forero-Junco,L., Kot,W., Hansen,L.H.",2020-06-19T13:08:55.523Z,Salmonella phage bastian,Epseptimavirus,Demerecviridae,dsDNA,RefSeq,,,,,Salmonella enterica,,2017,,ASM1175675v1
