phage_id	Assembly.NCBI	SRA_Accession.NCBI	Submitters.NCBI	Release_Date.NCBI	Species.NCBI	Genus.NCBI	Family.NCBI	Molecule_type.NCBI	Sequence_Type.NCBI	Geo_Location.NCBI	USA.NCBI	Host.NCBI	Isolation_Source.NCBI	Collection_Date.NCBI	BioSample.NCBI	GenBank_Title.NCBI
PHAGE-0062	GCF_000845005.1		Roberts,M.D., Martin,N.L., Kropinski,A.M.	2015-02-12T16:37:41.107Z	Escherichia virus T1	Tunavirus	Drexlerviridae	dsDNA	RefSeq			Escherichia coli				ViralProj14496
PHAGE-0063	GCF_000845025.2		Kropinski,A.M., Gilakjan,Z.A., Sibbald,M.J., Sharp,R., Jansons,I.S., Gertman,E., Farinha,M.A., Allan,B.J., Gertman,E.M., Ronald,S.L., Huang,V.Y.-F., Kim,D., Yung,E., Gilakjan,M.A., Sharp,R.W.	2015-10-21T01:03:50.360Z	Pseudomonas virus D3	Detrevirus	Siphoviridae	dsDNA	RefSeq			Pseudomonas aeruginosa				ViralProj14500
PHAGE-0064	GCF_000845205.1		van Wezenbeek,P.M., Hulsebos,T.J., Schoenmakers,J.G.	2015-02-12T16:37:47.320Z	Escherichia virus M13	Inovirus	Inoviridae	ssDNA(+)	RefSeq			Escherichia coli				ViralProj14549
PHAGE-0065	GCF_000845385.1		Chopin,A., Bolotin,A., Sorokin,A., Ehrlich,S.D., Chopin,M., Chopin,M.-C.	2015-02-12T16:37:58.400Z	Lactococcus phage bIL286		Siphoviridae	dsDNA	RefSeq			Lactococcus lactis subsp. lactis Il1403				ViralProj14397
PHAGE-0066	GCF_000845425.1		Summer,E.J., Gonzalez,C.F., Bomer,M., Carlile,T., Embry,A., Kucherka,A.M., Lee,J., Mebane,L., Morrison,W.C., Mark,L., King,M.D., LiPuma,J.J., Vidaver,A.K., Young,R., Carlile,T.M., Chastain,K.M., Hesteande,E.A., Mebane,L.M., Schultz,K.E., No,E.G., Young,R.F.	2015-02-12T16:38:00.190Z	Burkholderia virus Bcep781	Naesvirus	Myoviridae	dsDNA	RefSeq			Burkholderia cepacia				ViralProj14405
PHAGE-0067	GCF_000846045.1		Chibani-Chennoufi,S., Dillmann,M.L., Marvin-Guy,L., Rami-Shojaei,S., Br, Dillmann,M.-L., Brussow,H.	2015-02-12T16:38:26.350Z	Lactobacillus virus LP65		Herelleviridae	dsDNA	RefSeq			Lactobacillus plantarum				ViralProj14547
PHAGE-0068	GCF_000846145.1		Kodaira,K., Nakano,K., Okada,S., Taketo,A., Kodaira,K.I., Tadokoro,H., Suzuki,K., Oki,M., Manto,S.	2015-02-12T16:38:32.243Z	Escherichia virus alpha3	Alphatrevirus	Microviridae	ssDNA(+)	RefSeq			Escherichia coli				ViralProj14570
PHAGE-0069	GCF_000846325.1		Haggard-Liungquist,E., Jacobsen,E., Rishovd,S., Six,W.S., Nilssen,O., Sunshine,M.G., Lindqvist,B.H., Kim,K.J., Barreiro,V., Koonin,E.V., Calendar,R., Van Bokkelen,G.B., Dale,E.C., Halling,C., Christie,G.E., Deho,G., Finkel,S., Flensburg,J., Ghisotti,D., Kahn,M.L., Lane,K.B., Lin,C.S., Pierson,L.S., Six,E.W., Ziermann,R., Halling,C.H.	2015-02-12T16:38:37.797Z	Enterobacteria phage P4			dsDNA	RefSeq			Escherichia coli				ViralProj14414
PHAGE-0070	GCF_000846625.1		Lo,T.C., Shih,T.C., Lin,C.F., Chen,H.W., Lin,T.H., Lo,T., Lin,T., Shih,T., Lin,J., Kuo,S.	2015-02-12T16:38:56.150Z	Lactobacillus phage phiAT3		Siphoviridae	dsDNA	RefSeq			Lactobacillus casei				ViralProj14475
PHAGE-0071	GCF_000846645.1		Gill,J.J.	2015-02-12T16:39:00.953Z	Staphylococcus virus K	Kayvirus	Herelleviridae	dsDNA	RefSeq			Staphylococcus aureus				ViralProj14479
PHAGE-0072	GCF_000847025.1		Hill,D.F., Short,N.J., Perham,R.N., Petersen,G.B.	2015-02-12T16:39:23Z	Pseudomonas virus Pf1	Primolicivirus	Inoviridae	ssDNA(+)	RefSeq			Pseudomonas aeruginosa				ViralProj14571
PHAGE-0073	GCF_000847205.1		Recktenwald,J., Schmidt,H.	2015-02-12T16:39:33.450Z	Enterobacteria phage phiP27		Myoviridae	dsDNA	RefSeq	Germany		Escherichia coli				ViralProj14599
PHAGE-0074	GCF_000847365.1		Inokuchi,Y., Takahashi,R., Hirose,T., Inayama,S., Jacobson,A.B., Hirashima,A.	2015-02-12T16:39:45.533Z	Escherichia virus BZ13	Levivirus	Leviviridae	ssRNA(+)	RefSeq			Escherichia coli				ViralProj14635
PHAGE-0075	GCF_000847885.1		Stassen,A.P., Schoenmakers,E.F., Yu,M., Schoenmakers,J.G., Konings,R.N., Konings,R.N.H.	2015-02-12T16:40:33.557Z	Escherichia virus I22	Lineavirus	Inoviridae	ssDNA(+)	RefSeq			Escherichia coli				ViralProj14572
PHAGE-0076	GCF_000848025.1		Proux,C., van Sinderen,D., Suarez,J., Garcia,P., Ladero,V., Fitzgerald,G.F., Desiere,F., Brussow,H., Moscoso,M., Suarez,J.E., Alonso,J.C., Alvarez,M.A., Herrero,M., Bascaran,V.	2015-02-12T16:40:46.237Z	Lactobacillus phage A2		Siphoviridae	dsDNA	RefSeq			Lactobacillus casei				ViralProj14602
PHAGE-0077	GCF_000848805.1		Altermann,E., Klein,J.R., Henrich,B., Engel,G., Klein,J., Binishofer,B., Blasi,U., Fremaux,C., De Antoni,G.L., Raya,R.R., Klaenhammer,T.R.	2015-02-12T16:41:49.923Z	Lactobacillus phage phiadh		Siphoviridae	dsDNA	RefSeq			Lactobacillus gasseri				ViralProj14588
PHAGE-0078	GCF_000848825.1		Juhala,R.J., Ford,M.E., Duda,R.L., Youlton,A., Hatfull,G.F., Hendrix,R.W., Juhala,R.	2015-02-12T16:41:57.497Z	Escherichia virus HK97	Hendrixvirus	Siphoviridae	dsDNA	RefSeq			Escherichia coli				ViralProj14592
PHAGE-0079	GCF_000848885.1		Romero,P., Lopez,R., Garcia,E., Diaz,E., Garcia,J.L.	2015-02-12T16:41:57.640Z	Streptococcus phage EJ-1		Myoviridae	dsDNA	RefSeq			Streptococcus pneumoniae				ViralProj14604
PHAGE-0080	GCF_000848985.1		Peeters,B.P., Peters,R.M., Schoenmakers,J.G., Konings,R.N.	2015-02-12T16:42:04.743Z	Salmonella virus IKe	Lineavirus	Inoviridae	ssDNA(+)	RefSeq			Escherichia coli				ViralProj14627
PHAGE-0081	GCF_000849625.1		Martin,A.C., Lopez,R., Garcia,P., Escarmis,C., Gomez,A., Garcia,E., Ronda,C., Salas,M.	2015-02-12T16:42:38.693Z	Streptococcus virus Cp1	Cepunavirus	Podoviridae	dsDNA	RefSeq			Streptococcus pneumoniae				ViralProj14584
PHAGE-0082	GCF_000849645.1		Loessner,M.J., Inman,R.B., Lauer,P., Calendar,R., Wendlinger,G., Scherer,S.	2015-02-12T16:42:38.750Z	Listeria phage A118		Siphoviridae	dsDNA	RefSeq			Listeria monocytogenes				ViralProj14589
PHAGE-0083	GCF_000855925.1		Olsthoorn,R.C., Garde,G., Dayhuff,T., Atkins,J.F., Van Duin,J., Olsthoorn,R.C.L.	2015-02-13T08:15:22.683Z	Pseudomonas phage PP7		Leviviridae	ssRNA(+)	RefSeq			Pseudomonas aeruginosa				ViralProj15076
PHAGE-0084	GCF_000857605.1		Kwan,T., Liu,J., DuBow,M., Gros,P., Pelletier,J.	2015-02-13T08:18:15.077Z	Staphylococcus virus 85	Phietavirus	Siphoviridae	dsDNA	RefSeq			Staphylococcus aureus				ViralProj15260
PHAGE-0085	GCF_000857645.1		Kwan,T., Liu,J., DuBow,M., Gros,P., Pelletier,J.	2015-02-13T08:18:18.787Z	Staphylococcus virus 42e	Triavirus	Siphoviridae	dsDNA	RefSeq			Staphylococcus aureus				ViralProj15268
PHAGE-0086	GCF_000857665.1		Kwan,T., Liu,J., DuBow,M., Gros,P., Pelletier,J.	2015-02-13T08:18:18.833Z	Staphylococcus virus EW	Phietavirus	Siphoviridae	dsDNA	RefSeq			Staphylococcus aureus				ViralProj15272
PHAGE-0087	GCF_000857685.1		Kwan,T., Liu,J., DuBow,M., Gros,P., Pelletier,J.	2015-02-13T08:18:20.293Z	Staphylococcus virus 55	Phietavirus	Siphoviridae	dsDNA	RefSeq			Staphylococcus aureus				ViralProj15276
PHAGE-0088	GCF_000857705.1		Kwan,T., Liu,J., DuBow,M., Gros,P., Pelletier,J.	2015-02-13T08:18:20.210Z	Staphylococcus virus 92	Phietavirus	Siphoviridae	dsDNA	RefSeq			Staphylococcus aureus				ViralProj15280
PHAGE-0089	GCF_000857925.1		Lamothe,G., Levesque,C., Bissonnette,F., Cochu,A., Vadeboncoeur,C., Frenette,M., Duplessis,M., Tremblay,D., Moineau,S., Tremblay,D.M.	2015-02-13T08:18:33.713Z	Streptococcus virus DT1	Moineauvirus	Siphoviridae	dsDNA	RefSeq			Streptococcus thermophilus				ViralProj15124
PHAGE-0090	GCF_000858005.1		Tetart,F., Desplats,C., Kutateladze,M., Monod,C., Ackermann,H.W., Krisch,H.M., Yeh,L.S., Hsu,T., Karam,J.D., Wang,J., Sattar,A.K., Wang,C.C., Konigsberg,W.H., Steitz,T.A., Petrov,V., Nolan,J., Chin,D., Letarov,A., Borjac,J., Petrov,V.M.	2015-02-13T08:18:41.047Z	Escherichia virus RB69	Mosigvirus	Myoviridae	dsDNA	RefSeq			Escherichia coli				ViralProj15141
PHAGE-0091	GCF_000858425.1		Lavigne,R., Noben,J.-P., Hertveldt,K., Cyessens,P.-J., Briers,Y., Dumont,D., Roucourt,B., Krylov,V.N., Mesyanzhinov,V.V., Robben,J., Volckaert,G., Burkal'tseva,M.V., Sykilinda,N.N., Kurochkina,L.P., Grymonprez,B., Jonckx,B.	2015-02-13T08:19:08.860Z	Pseudomonas virus phiKMV	Phikmvvirus	Autographiviridae	dsDNA	RefSeq			Pseudomonas aeruginosa				ViralProj15226
PHAGE-0092	GCF_000858505.1		Kwan,T., Liu,J., DuBow,M., Gros,P., Pelletier,J.	2015-02-13T08:19:13.970Z	Staphylococcus virus Twort	Twortvirus	Herelleviridae	dsDNA	RefSeq			Staphylococcus aureus				ViralProj15246
PHAGE-0093	GCF_000858545.1		Levesque,C., Duplessis,M., Labonte,J., Labrie,S., Fremaux,C., Tremblay,D., Moineau,S.	2015-02-13T08:19:14.240Z	Streptococcus virus 2972	Brussowvirus	Siphoviridae	dsDNA	RefSeq			Streptococcus thermophilus				ViralProj15254
PHAGE-0094	GCF_000858585.1		Kwan,T., Liu,J., DuBow,M., Gros,P., Pelletier,J.	2015-02-13T08:19:18.843Z	Staphylococcus virus 66	Rosenblumvirus	Podoviridae	dsDNA	RefSeq			Staphylococcus aureus				ViralProj15263
PHAGE-0095	GCF_000858605.1		Kwan,T., Liu,J., DuBow,M., Gros,P., Pelletier,J.	2015-02-13T08:19:20.343Z	Staphylococcus virus 2638A	Fibralongavirus	Siphoviridae	dsDNA	RefSeq			Staphylococcus aureus				ViralProj15267
PHAGE-0096	GCF_000858785.1		Pan'kova,N.V., Karamyshev,A.L., Shliapnikov,M.G., Presich,A.N., Ksenzenko,V.N., Kaliman,A.V., Kulshin,V.E., Shlyapnikov,M.G., Kryukov,V.M., Wilkens,K., Rueger,W., Blinov,V.M., Koonin,E.V., Gorbalenya,A.E., Bayev,A.A., Azbarov,V.G., Garcia,O., Kriukov,V.M., Baev,A.A., Krutilina,A.I., Kazantsev,S.I., Kamynina,T.P., Kaliman,A.	2015-02-13T08:19:34.150Z	Escherichia virus T5	Tequintavirus	Demerecviridae	dsDNA	RefSeq			Escherichia coli				ViralProj15143
PHAGE-0097	GCF_000859205.1		Resch,G., Kulik,E.M., Dietrich,F.S., Meyer,J.	2015-02-13T08:19:57.723Z	Haemophilus phage Aaphi23		Myoviridae	dsDNA	RefSeq			Aggregatibacter actinomycetemcomitans				ViralProj15228
PHAGE-0098	GCF_000859265.1		Desiere,F., Mahanivong,C., Hillier,A.J., Chandry,P.S., Davidson,B.E., Brussow,H., Boyce,J.D., Lakshmidevi,G.	2015-02-13T08:20:01.023Z	Lactococcus phage BK5-T		Siphoviridae	dsDNA	RefSeq			Lactococcus lactis				ViralProj15244
PHAGE-0099	GCF_000859345.1		Kwan,T., Liu,J., DuBow,M., Gros,P., Pelletier,J.	2015-02-13T08:20:05.723Z	Staphylococcus virus G1	Kayvirus	Herelleviridae	dsDNA	RefSeq			Staphylococcus aureus				ViralProj15261
PHAGE-0100	GCF_000859365.1		Kwan,T., Liu,J., DuBow,M., Gros,P., Pelletier,J.	2015-02-13T08:20:07.300Z	Staphylococcus virus 69	Phietavirus	Siphoviridae	dsDNA	RefSeq			Staphylococcus aureus				ViralProj15265
PHAGE-0101	GCF_000859385.1		Kwan,T., Liu,J., DuBow,M., Gros,P., Pelletier,J.	2015-02-13T08:20:15.287Z	Staphylococcus virus 3a	Triavirus	Siphoviridae	dsDNA	RefSeq			Staphylococcus aureus				ViralProj15269
PHAGE-0102	GCF_000859405.1		Kwan,T., Liu,J., DuBow,M., Gros,P., Pelletier,J.	2015-02-13T08:20:08.750Z	Staphylococcus virus 96	Phietavirus	Siphoviridae	dsDNA	RefSeq			Staphylococcus aureus				ViralProj15273
PHAGE-0103	GCF_000859425.1		Kwan,T., Liu,J., DuBow,M., Gros,P., Pelletier,J.	2015-02-13T08:20:10.287Z	Staphylococcus virus 29	Phietavirus	Siphoviridae	dsDNA	RefSeq			Staphylococcus aureus				ViralProj15277
PHAGE-0104	GCF_000859445.1		Kwan,T., Liu,J., DuBow,M., Gros,P., Pelletier,J.	2015-02-13T08:20:10.360Z	Staphylococcus virus X2	Phietavirus	Siphoviridae	dsDNA	RefSeq			Staphylococcus aureus				ViralProj15281
PHAGE-0105	GCF_000859545.1		Byrne,M., Kropinski,A.M.	2015-02-13T08:20:16.940Z	Pseudomonas virus F116	Hollowayvirus	Podoviridae	dsDNA	RefSeq			Pseudomonas aeruginosa				ViralProj15127
PHAGE-0106	GCF_000859685.1		Lu,Z., Altermann,E., Breidt,F., Predki,P., Fleming,H.P., Klaenhammer,T.R., Breidt,F. Jr.	2015-02-13T08:20:25.107Z	Lactobacillus virus phiJL1	Coetzeevirus	Siphoviridae	dsDNA	RefSeq			Lactobacillus plantarum				ViralProj15156
PHAGE-0107	GCF_000860185.1		Kwan,T., Liu,J., DuBow,M., Gros,P., Pelletier,J.	2015-02-13T08:20:51.023Z	Staphylococcus phage PT1028			dsDNA	RefSeq			Staphylococcus aureus				ViralProj15262
PHAGE-0108	GCF_000860205.1		Kwan,T., Liu,J., DuBow,M., Gros,P., Pelletier,J.	2015-02-13T08:20:52.537Z	Staphylococcus virus 53	Phietavirus	Siphoviridae	dsDNA	RefSeq			Staphylococcus aureus				ViralProj15266
PHAGE-0109	GCF_000860225.1		Kwan,T., Liu,J., DuBow,M., Gros,P., Pelletier,J.	2015-02-13T08:20:53.907Z	Staphylococcus virus 47	Triavirus	Siphoviridae	dsDNA	RefSeq			Staphylococcus aureus				ViralProj15270
PHAGE-0110	GCF_000860245.1		Kwan,T., Liu,J., DuBow,M., Gros,P., Pelletier,J.	2015-02-13T08:20:53.830Z	Staphylococcus phage ROSA	Phietavirus	Siphoviridae	dsDNA	RefSeq			Staphylococcus aureus				ViralProj15274
PHAGE-0111	GCF_000860265.1		Kwan,T., Liu,J., DuBow,M., Gros,P., Pelletier,J.	2015-02-13T08:20:56.933Z	Staphylococcus virus 52a	Phietavirus	Siphoviridae	dsDNA	RefSeq			Staphylococcus aureus				ViralProj15278
PHAGE-0112	GCF_000860325.1		Kwan,T., Liu,J., DuBow,M., Gros,P., Pelletier,J.	2015-02-13T08:20:58.480Z	Staphylococcus virus 37	Phietavirus	Siphoviridae	dsDNA	RefSeq			Staphylococcus aureus				ViralProj15271
PHAGE-0113	GCF_000860345.1		Kwan,T., Liu,J., DuBow,M., Gros,P., Pelletier,J.	2015-02-13T08:21:01.257Z	Staphylococcus virus 71	Phietavirus	Siphoviridae	dsDNA	RefSeq			Staphylococcus aureus				ViralProj15275
PHAGE-0114	GCF_000860365.1		Kwan,T., Liu,J., DuBow,M., Gros,P., Pelletier,J.	2015-02-13T08:20:59.947Z	Staphylococcus virus 88	Phietavirus	Siphoviridae	dsDNA	RefSeq			Staphylococcus aureus				ViralProj15279
PHAGE-0115	GCF_000863885.1		Hagemann,M., Hasse,D., Berg,G.	2015-02-13T08:24:17.030Z	Stenotrophomonas virus SMA9	Staminivirus	Inoviridae	ssDNA(+)	RefSeq			Stenotrophomonas maltophilia				ViralProj15493
PHAGE-0116	GCF_000864445.1		Schuch,R., Fischetti,V.A.	2015-02-13T08:25:07.713Z	Bacillus virus Wbeta	Wbetavirus	Siphoviridae	dsDNA	RefSeq			Bacillus anthracis				ViralProj16329
PHAGE-0117	GCF_000864505.1		Kwan,T., Liu,J., Dubow,M., Gros,P., Pelletier,J., DuBow,M.	2015-02-13T08:25:09.073Z	Pseudomonas virus 73	Septimatrevirus	Siphoviridae	dsDNA	RefSeq			Pseudomonas aeruginosa				ViralProj16384
PHAGE-0118	GCF_000864525.1		Kwan,T., Liu,J., Dubow,M., Gros,P., Pelletier,J., DuBow,M.	2015-02-13T08:25:10.420Z	Pseudomonas virus F8	Pbunavirus	Myoviridae	dsDNA	RefSeq			Pseudomonas aeruginosa				ViralProj16388
PHAGE-0119	GCF_000864545.1		Rokyta,D.R., Burch,C.L., Caudle,S.B., Wichman,H.A.	2015-02-13T08:25:10.367Z	Escherichia virus Talmos	Gequatrovirus	Microviridae	ssDNA(+)	RefSeq			Escherichia coli				ViralProj16591
PHAGE-0120	GCF_000865245.1		Wietzorrek,A., Schwarz,H., Herrmann,C., Braun,V.	2015-02-13T08:26:04.820Z	Escherichia virus Rtp	Rtpvirus	Drexlerviridae	dsDNA	RefSeq			Escherichia coli				ViralProj16178
PHAGE-0121	GCF_000865465.1		Kwan,T., Liu,J., Dubow,M., Gros,P., Pelletier,J., DuBow,M.	2015-02-13T08:26:24.197Z	Pseudomonas phage F10		Siphoviridae	dsDNA	RefSeq			Pseudomonas aeruginosa				ViralProj16383
PHAGE-0122	GCF_000865485.1		Kwan,T., Liu,J., Dubow,M., Gros,P., Pelletier,J., DuBow,M.	2015-02-13T08:26:24.140Z	Pseudomonas virus M6	Yuavirus	Siphoviridae	dsDNA	RefSeq			Pseudomonas aeruginosa				ViralProj16387
PHAGE-0123	GCF_000865785.1		Kagan,J., Kuhn,J.	2015-02-13T08:26:38.590Z	Escherichia virus KP26	Rogunavirus	Drexlerviridae	dsDNA	RefSeq			Escherichia coli O157:H7				ViralProj15569
PHAGE-0124	GCF_000865925.1		Summer,E.J., Mera,L., Berezoski,D., Johnson,J., Kelly,S., Ortega,L., Pitcher,M., Murphy,S., Ward,B., Gonzalez,C.F., Young,R.F.	2015-02-13T08:26:46.520Z	Burkholderia phage Bcep176		Siphoviridae	dsDNA	RefSeq			Burkholderia cepacia				ViralProj16102
PHAGE-0125	GCF_000866045.1		Stummeyer,K., Schwarzer,D., Claus,H., Vogel,U., Gerardy-Schahn,R., Muhlenhoff,M.	2015-02-13T08:26:55.477Z	Escherichia virus K1E	Vectrevirus	Autographiviridae	dsDNA	RefSeq			Escherichia coli				ViralProj16228
PHAGE-0126	GCF_000866205.1		Perry,L.L., Applegate,B.M. Sr.	2015-02-13T08:27:02.563Z	Escherichia virus phiV10	Uetakevirus	Podoviridae	dsDNA	RefSeq			Escherichia coli O157:H7				ViralProj16381
PHAGE-0127	GCF_000866225.1		Kwan,T., Liu,J., Dubow,M., Gros,P., Pelletier,J., DuBow,M.	2015-02-13T08:27:05.793Z	Pseudomonas virus 119X		Podoviridae	dsDNA	RefSeq			Pseudomonas aeruginosa				ViralProj16385
PHAGE-0128	GCF_000866265.1		Rokyta,D.R., Burch,C.L., Caudle,S.B., Wichman,H.A.	2015-02-13T08:27:08.590Z	Enterobacteria phage WA13 sensu lato	Alphatrevirus	Microviridae	ssDNA(+)	RefSeq			Escherichia coli				ViralProj16595
PHAGE-0129	GCF_000866345.1		Beekwilder,J., Nieuwenhuizen,R., Poot,R., van Duin,J., Beekwilder,M.J.	2015-02-13T08:27:11.693Z	Escherichia virus Qbeta	Allolevivirus	Leviviridae	ssRNA(+)	RefSeq			Escherichia coli				ViralProj15479
PHAGE-0130	GCF_000866705.1		Scholl,D., Merril,C.	2015-02-13T08:27:41.263Z	Escherichia virus K1F	Kayfunavirus	Autographiviridae	dsDNA	RefSeq			Escherichia coli				ViralProj15880
PHAGE-0131	GCF_000866745.1		Tuohimaa,A., Riipinen,K.A., Brandt,K., Alatossava,T.	2015-02-13T08:27:44.190Z	Lactobacillus phage Lc-Nu		Siphoviridae	dsDNA	RefSeq			Lactobacillus rhamnosus				ViralProj16114
PHAGE-0132	GCF_000866825.1		Hertveldt,K., Lavigne,R., Pleteneva,E., Sernova,N., Kurochkina,L., Korchevskii,R., Robben,J., Mesyanzhinov,V., Krylov,V.N., Volckaert,G., Sun,W.D., Krylov,V., Bourkaltseva,M., Shaburova,O., Sykilinda,N., Burkal'tseva,M.V., Pleteneva,E.A., Shaburova,O.V., Krylov,S.V., Volkart,G., Sykilinda,N.N., Kurochkina,L.P., Mesianzhinov,V.V.	2015-02-13T08:27:49.720Z	Pseudomonas virus EL	Elvirus	Myoviridae	dsDNA	RefSeq			Pseudomonas aeruginosa				ViralProj16199
PHAGE-0133	GCF_000867025.1		Minakhin,L., Semenova,E., Liu,J., Vasilov,A., Severinova,E., Gabisonia,T., Inman,R., Mushegian,A., Severinov,K.	2015-02-13T08:28:06.037Z	Bacillus phage Fah	Wbetavirus	Siphoviridae	dsDNA	RefSeq			Bacillus anthracis				ViralProj16382
PHAGE-0134	GCF_000867045.1		Kwan,T., Liu,J., Dubow,M., Gros,P., Pelletier,J., DuBow,M.	2015-02-13T08:28:07.430Z	Pseudomonas phage PA11		Podoviridae	dsDNA	RefSeq			Pseudomonas aeruginosa				ViralProj16386
PHAGE-0135	GCF_000867085.1		Rokyta,D.R., Burch,C.L., Caudle,S.B., Wichman,H.A.	2015-02-13T08:28:11.803Z	Escherichia virus G4	Gequatrovirus	Microviridae	ssDNA(+)	RefSeq			Escherichia coli				ViralProj16628
PHAGE-0136	GCF_000867845.1		Ma,X.X., Ito,T., Chongtrakool,P., Hiramatsu,K.	2015-02-13T08:29:06.303Z	Staphylococcus virus 108PVL	Biseptimavirus	Siphoviridae	dsDNA	RefSeq			Staphylococcus aureus				ViralProj18463
PHAGE-0137	GCF_000867865.1		Willis,S.H., Kazmierczak,K.M., Carter,R.H., Rothman-Denes,L.B., Choi,M., Miller,A., Cho,N.Y., Ohmori,H., Haynes,L.L., Hendrix,R.W., Rothman-Denes,L., Hatfull,G.F., Lawrence,J.G., Pedulla,M., Carter,R.H. Jr.	2015-02-13T08:29:04.823Z	Escherichia virus N4	Enquatrovirus	Podoviridae	dsDNA	RefSeq			Escherichia coli				ViralProj18511
PHAGE-0138	GCF_000867885.1		Zegans,M.E., Wagner,J.C., Cady,K.C., Murphy,D.M., Hammond,J.H., O'Toole,G.A., O'Toole,G.A. Jr.	2015-02-13T08:29:09.663Z	Pseudomonas virus DMS3	Casadabanvirus	Siphoviridae	dsDNA	RefSeq			Pseudomonas aeruginosa				ViralProj18521
PHAGE-0139	GCF_000867945.1		Sawada,J., Sugai,M.	2015-02-13T08:29:11.127Z	Staphylococcus virus phiETA2	Phietavirus	Siphoviridae	dsDNA	RefSeq			Staphylococcus aureus				ViralProj18669
PHAGE-0140	GCF_000868065.1		Pavlova,S., Tao,L.	2015-02-13T08:29:18.623Z	Lactobacillus phage KC5a		Myoviridae	dsDNA	RefSeq			Lactobacillus gasseri				ViralProj16663
PHAGE-0141	GCF_000868465.1		Mahony,J., Deveau,H., Mc Grath,S., Ventura,M., Canchaya,C., Moineau,S., Fitzgerald,G.F., van Sinderen,D.	2015-02-13T08:29:49.660Z	Lactococcus virus P008	Skunavirus	Siphoviridae	dsDNA	RefSeq			Lactococcus lactis subsp. lactis Il1403				ViralProj17737
PHAGE-0142	GCF_000868485.1		Mahony,J., Deveau,H., Mc Grath,S., Ventura,M., Canchaya,C., Moineau,S., Fitzgerald,G.F., van Sinderen,D., McGrath,S.	2015-02-13T08:29:49.613Z	Lactococcus virus 712	Skunavirus	Siphoviridae	dsDNA	RefSeq			Lactococcus lactis				ViralProj17757
PHAGE-0143	GCF_000868705.1		Rakin,A., Noelting,C.	2015-02-13T08:30:11.223Z	Yersinia virus Berlin	Berlinvirus	Autographiviridae	dsDNA	RefSeq	Bulgaria		Yersinia pestis				ViralProj18481
PHAGE-0144	GCF_000868745.1		Daniel,A., Bonnen,P.E., Fischetti,V.A.	2015-02-13T08:30:12.773Z	Staphylococcus virus CNPH82	Phietavirus	Siphoviridae	dsDNA	RefSeq			Staphylococcus epidermidis				ViralProj18523
PHAGE-0145	GCF_000868805.1		Sawada,J., Sugai,M.	2015-02-13T08:30:17.773Z	Staphylococcus virus phiETA3	Phietavirus	Siphoviridae	dsDNA	RefSeq			Staphylococcus aureus				ViralProj18671
PHAGE-0146	GCF_000869785.1		Scholl,D., Kieleczawa,J., Kemp,P., Rush,J., Richardson,C.C., Merril,C., Adhya,S., Molineux,I.J., Merril,C.R., Rogers,S., Richardson,C., Molineux,I.	2015-02-13T08:32:34.757Z	Escherichia virus K1-5	Vectrevirus	Autographiviridae	dsDNA	RefSeq			Escherichia coli				ViralProj17059
PHAGE-0147	GCF_000870085.1		Fortier,L.C., Bransi,A., Moineau,S., Fortier,L.-C.	2015-02-13T08:32:59.747Z	Lactococcus phage Q54		Siphoviridae	dsDNA	RefSeq			Lactococcus lactis		2005		ViralProj17739
PHAGE-0148	GCF_000870105.1		Mahony,J., Deveau,H., Mc Grath,S., Ventura,M., Canchaya,C., Moineau,S., Fitzgerald,G.F., van Sinderen,D., McGrath,S.	2015-02-13T08:33:04.877Z	Lactococcus virus jj50	Skunavirus	Siphoviridae	dsDNA	RefSeq			Lactococcus lactis				ViralProj17759
PHAGE-0149	GCF_000870145.1		Yamamoto,T.	2015-02-13T08:33:06.500Z	Stx2-converting phage 86	Traversvirus	Podoviridae	dsDNA	RefSeq	Japan		Escherichia coli				ViralProj17979
PHAGE-0150	GCF_000870365.1		Daniel,A., Bonnen,P.E., Fischetti,V.A.	2015-02-13T08:33:39.500Z	Staphylococcus virus PH15	Phietavirus	Siphoviridae	dsDNA	RefSeq			Staphylococcus epidermidis				ViralProj18525
PHAGE-0151	GCF_000871125.1		Klumpp,J., Dorscht,J., Lurz,R., Bielmann,R., Wieland,M., Zimmer,M., Calendar,R., Loessner,M.J.	2015-02-13T08:34:52.007Z	Listeria virus A511	Pecentumvirus	Herelleviridae	dsDNA	RefSeq			Listeria monocytogenes				ViralProj20793
PHAGE-0152	GCF_000871145.1		Dorscht,J., Klumpp,J., Bielmann,R., Schmelcher,M., Born,Y., Zimmer,M., Calendar,R., Loessner,M.J.	2015-02-13T08:35:01.327Z	Listeria phage A006		Siphoviridae	dsDNA	RefSeq			Listeria monocytogenes				ViralProj20801
PHAGE-0153	GCF_000871265.1		Ceyssens,P.J., Lavigne,R., Mattheus,W., Chibeu,A., Hertveldt,K., Mast,J., Robben,J., Volckaert,G.	2015-02-13T08:35:10.403Z	Pseudomonas virus LKD16	Phikmvvirus	Autographiviridae	dsDNA	RefSeq	Belgium:Leuven, Kortrijk-Dutsel		Pseudomonas aeruginosa				ViralProj21043
