Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700014982-AKE	S700016069-AKE	S700016160-AKE	S700016325-AKE	S700016366-AKE	S700016582-AKE	S700016637-AKE	S700016939-AKE	S700021866-AKE	S700021904-AKE	S700023003-AKE	S700023086-AKE	S700023220-AKE	S700023253-AKE	S700023410-AKE	S700023467-AKE	S700023521-AKE	S700023568-AKE	S700023778-AKE	S700023835-AKE	S700023892-AKE	S700023958-AKE	S700024015-AKE	S700024056-AKE	S700024119-AKE	S700024177-AKE	S700024223-AKE	S700024282-AKE	S700024330-AKE	S700024369-AKE	S700024423-AKE	S700024482-AKE	S700024531-AKE	S700024578-AKE	S700024627-AKE	S700024663-AKE	S700024723-AKE	S700024780-AKE	S700024817-AKE	S700024894-AKE	S700024938-AKE	S700024988-AKE	S700033008-AKE	S700033171-AKE	S700033465-AKE	S700033767-AKE	S700037064-AKE	S700037212-AKE	S700037460-AKE	S700037572-AKE	S700037724-AKE	S700038043-AKE	S700038239-AKE	S700038376-AKE	S700038462-AKE	S700038510-AKE	S700038558-AKE	S700038606-AKE	S700038714-AKE	S700038773-AKE	S700038990-AKE	S700095390-AKE	S700095447-AKE	S700097271-AKE	S700097331-AKE	S700097668-AKE	S700098307-AKE	S700098399-AKE	S700098972-AKE	S700099039-AKE	S700099099-AKE	S700099627-AKE	S700099783-AKE	S700100267-AKE	S700101675-AKE	S700102279-AKE	S700102625-AKE	S700102942-AKE	S700103317-AKE	S700103458-AKE	S700103597-AKE	S700103633-AKE	S700103684-AKE	S700105077-AKE	S700105136-AKE	S700105193-AKE	S700105250-AKE	S700105384-AKE	S700105429-AKE	S700105504-AKE	S700105602-AKE	S700105658-AKE	S700105697-AKE	S700105818-AKE	S700105868-AKE	S700105916-AKE	S700105948-AKE	S700106372-AKE	S700106424-AKE	S700106532-AKE	S700106591-AKE	S700106627-AKE	S700106675-AKE	S700106849-AKE	S700106888-AKE	S700106958-AKE	S700113083-AKE	S700113130-AKE	S700113515-AKE	S700113590-AKE	S700113628-AKE	S700113686-AKE	S700113830-AKE	S700113944-AKE	S700114029-AKE	S700114137-AKE	S700114201-AKE	S700114258-AKE	S700114399-AKE	S700114470-AKE	S700114529-AKE	S700114570-AKE	S700114627-AKE	S700114691-AKE	S700114739-AKE	S700114789-AKE	S700114846-AKE	S700114894-AKE	S700114951-AKE	S700114999-AKE	S700116229-AKE	S700116316-AKE	S700116370-AKE	S700116580-AKE	S700116631-AKE	S700116790-AKE	S700116850-AKE	S700117012-AKE	S700117672-AKE	S700117729-AKE	S700117840-AKE	S700117966-AKE	S700118450-AKE
Bacteria;Mycoplasmatota;Mollicutes;Mycoplasmoidales;Metamycoplasmataceae	family				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces	genus				1.19	0.171	0.066	0.061	0.228	0.013	0.023	0.013	0.36	0.037	0.086	1.089	0.245	2.28	0.053	0.171	0.164	0.263	0.034	0.456	3.04	0.535	0.672	0.133	0.256	0.013	4.308	0.853	1.069	1.091	0.056	0.152	0.072	2.335	0.04	1.53	2.953	1.711	0.147	0.017	0.047	0.146	0.094	0.014	0.27	1.328	6.972	0.337	0.333	0.024	4.039	8.393	1.123	2.382	0.226	0.656	0.01	0.189	4.901	4.799	0.013	0.0	0.0	0.084	0.0	2.987	0.0	0.027	0.08	0.496	0.0	0.011	0.241	0.217	0.068	1.067	0.602	0.033	6.078	0.08	0.559	0.913	0.867	0.348	0.356	0.52	0.0	0.0	0.0	0.109	1.578	1.117	0.0	0.408	0.779	0.769	3.242	0.291	0.039	2.37	0.959	0.877	0.086	0.0	0.004	1.751	6.663	4.588	0.235	0.651	0.0	0.263	4.501	0.88	3.543	0.815	0.354	2.045	0.064	0.747	0.146	3.949	0.022	0.174	0.742	0.009	1.577	0.139	0.362	0.279	6.14	0.116	0.0	0.016	1.921	9.851	8.615	1.96	0.634	3.135	10.739	0.189	0.766
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Peptidiphaga	genus				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.137	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.033	0.0	0.0	0.019	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	3.425	0.016	0.0	0.0	0.016	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.234	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.869	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.0	0.0	0.221	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.009	0.059	0.038	0.0
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Schaalia	genus				0.052	0.045	0.0	0.007	0.076	0.013	0.015	0.0	0.048	0.0	0.0	0.013	0.038	0.137	0.0	0.013	0.019	0.205	0.0	0.024	2.048	0.018	0.302	0.0	0.905	0.198	0.487	0.067	0.297	0.678	0.0	0.007	0.12	0.307	0.027	0.466	0.678	0.057	0.0	0.05	0.094	0.032	0.006	0.0	0.088	0.07	0.098	0.193	0.615	0.065	0.423	1.422	0.349	0.476	0.533	0.0	0.048	0.047	0.653	0.0	0.0	0.0	0.018	0.036	0.0	0.132	0.0	0.0	0.21	1.509	0.0	0.0	0.0	0.02	0.0	0.016	0.416	0.011	1.784	0.011	0.628	0.017	0.18	0.207	0.142	0.277	0.012	0.0	0.0	0.016	0.287	0.0	0.0	0.144	0.213	0.052	0.11	0.016	0.0	0.088	4.053	1.736	0.047	0.548	0.004	0.132	0.329	0.467	0.016	0.064	0.14	0.114	0.083	0.18	0.799	0.842	0.085	0.135	0.013	0.017	0.007	0.122	0.0	0.026	0.039	0.112	0.836	0.795	0.132	0.239	0.024	0.045	0.0	0.063	0.0	0.7	0.17	0.063	0.032	0.433	0.206	0.019	0.078
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium	genus				0.063	0.0	0.007	0.02	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.031	0.0	3.301	0.0	0.0	0.126	0.0	0.0	0.024	0.0	0.018	0.0	0.0	0.008	0.0	18.965	0.011	0.0	0.929	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.071	0.0	0.0	0.012	0.307	0.0	0.0	0.0	0.0	0.391	0.0	0.0	0.0	0.125	1.196	0.09	0.61	0.0	0.019	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.159	0.0	0.0	0.0	0.0	0.0	0.049	0.077	0.0	0.0	0.034	0.344	0.939	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.283	0.901	0.0	0.0	0.0	0.042	1.401	1.175	0.0	0.013	0.046	0.365	0.0	0.016	0.0	0.0	0.013	3.162	0.219	1.08	0.0	0.0	0.207	0.08	0.101	0.462	0.024	0.461	0.0	0.0	0.0	4.208	0.0	0.0	0.0	0.0	0.205	0.0	0.156	0.0	0.0	0.0	0.0	0.0	0.137	11.925	0.78	0.115	0.127	0.572	0.022	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Rothia	genus				0.647	0.075	0.132	0.007	0.038	0.0	0.061	0.091	1.503	0.195	0.151	0.031	0.132	0.648	0.018	0.328	0.077	0.102	0.034	4.102	0.026	0.054	5.625	0.193	2.398	0.568	4.605	1.28	1.248	0.015	0.067	0.271	0.469	0.035	0.027	0.117	0.331	0.043	0.0	0.534	0.094	0.599	0.066	0.128	0.074	0.18	0.147	0.064	0.295	0.578	1.018	0.198	3.318	5.107	0.991	0.0	0.305	0.355	0.0	0.521	0.561	0.0	0.162	6.185	0.0	0.351	0.09	0.0	0.29	1.906	0.015	0.075	0.0	0.138	1.346	0.542	0.011	2.698	1.262	0.08	3.208	0.078	0.114	0.468	0.043	1.896	0.111	0.0	0.0	0.031	0.0	0.0	0.0	0.12	0.673	0.114	0.0	0.065	0.131	0.202	0.634	3.682	0.102	0.0	0.046	0.995	2.984	1.011	0.658	0.302	9.602	0.228	0.166	3.681	0.562	0.217	0.037	0.124	0.128	0.441	0.227	2.188	0.022	0.48	2.693	0.078	0.867	0.139	0.049	0.797	0.455	3.398	0.352	1.053	0.039	12.798	0.896	0.01	0.016	1.134	5.91	0.473	3.142
Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Arachnia	genus				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.12	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	2.298	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.349	0.0	0.0	0.0	0.0	0.034	0.0	0.762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Cutibacterium	genus				0.0	0.0	0.0	0.054	0.076	0.0	0.122	0.013	0.0	0.0	0.0	0.107	0.0	0.0	0.0	0.0	0.01	0.0	0.011	0.0	0.039	0.0	0.0	0.0	0.0	0.053	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.008	0.0	0.0	0.013	0.008	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.027	0.0	0.036	0.0	0.02	0.0	0.045	0.0	0.01	0.0	0.0	0.011	0.0	0.0	0.023	0.016	0.0	0.011	0.0	0.0	0.0	0.0	0.229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.303	0.0	0.0	0.048	0.0	0.0	0.714	0.0	0.013	0.0	0.046	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.016	0.0	1.56	0.105	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.119	0.066	0.099	0.0	0.009	0.026	0.026	0.221	0.0	0.025	0.0	0.0	0.0	0.021	0.0	0.0	0.027	0.031	0.0	0.0	0.0	0.235	0.0	0.252
Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Lancefieldella	genus				0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.023	0.0	0.32	0.0	0.059	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.026	0.008	0.0	0.017	0.013	0.133	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.184	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.009	0.0	0.016	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.192	0.0	0.0	0.0	0.0	0.0	0.0	0.139	0.301	0.0	0.0	0.0	0.0	0.051	0.013	0.0	0.0	0.0	0.0	0.0	0.04	0.101	0.014	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.221	0.378	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.074	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas	genus				5.928	0.0	13.513	0.007	9.034	4.399	1.645	1.495	0.12	0.134	0.0	0.277	0.0	0.361	0.0	0.053	16.671	5.149	0.971	0.624	0.103	0.0	8.918	0.0	7.066	0.767	0.392	0.067	0.079	9.985	5.254	4.269	7.218	0.169	1.167	0.437	0.015	0.0	2.629	2.67	12.064	2.136	0.006	1.979	6.024	0.554	0.122	1.783	2.512	14.767	0.25	0.562	0.478	1.334	1.456	6.368	7.761	3.406	0.021	0.023	0.0	0.0	0.288	0.325	13.743	0.0	0.293	0.0	0.03	0.099	0.059	2.202	0.0	0.039	0.023	0.016	7.169	10.858	0.878	8.453	0.0	2.197	20.716	3.911	0.341	0.578	0.888	0.852	0.19	0.203	2.184	1.903	2.884	0.432	0.195	1.122	0.014	10.643	10.064	0.164	0.835	0.164	5.911	0.221	3.926	1.163	0.063	5.08	0.016	4.461	0.12	0.061	0.746	2.621	1.046	4.904	4.866	0.865	18.255	8.096	0.029	1.243	5.454	0.235	2.927	0.829	1.656	2.505	0.321	0.976	2.909	0.401	0.0	14.627	0.0	0.346	0.201	2.264	0.983	7.191	0.059	0.095	0.975
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella	genus				0.657	0.022	21.178	0.0	2.452	20.738	0.008	4.681	0.184	0.0	0.0	0.0	0.019	0.025	0.0	20.147	4.057	18.651	26.981	0.048	1.533	0.0	2.072	0.0	0.505	6.729	0.036	0.123	0.059	5.354	26.952	0.383	3.032	0.005	2.029	16.655	0.256	17.727	19.489	12.414	17.657	3.867	0.006	27.695	9.528	1.859	0.024	0.0	0.026	1.847	0.047	0.05	0.052	0.248	0.26	16.249	24.636	2.46	1.866	0.0	0.053	0.815	0.593	0.156	5.469	0.009	8.065	0.054	0.18	6.533	0.015	1.154	2.323	1.933	0.183	0.049	21.191	0.564	5.474	28.845	0.095	3.688	5.886	0.648	0.014	1.537	0.0	0.033	0.0	0.016	0.414	16.077	0.071	11.1	0.0	1.236	0.0	20.206	0.0	0.933	10.766	0.393	23.239	11.113	31.462	0.072	0.038	3.383	0.0	0.222	0.14	8.777	23.899	0.02	1.71	0.027	22.466	3.932	0.0	0.0	0.0	0.267	21.684	15.466	7.338	18.386	0.725	22.609	2.441	0.139	22.381	0.036	0.041	5.687	0.0	0.1	0.317	22.442	21.56	1.235	0.015	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella	genus				0.438	0.06	0.02	0.007	0.076	0.013	0.107	0.013	0.656	0.0	0.0	0.025	0.038	0.025	0.036	0.013	0.203	0.0	0.056	0.072	1.688	0.0	0.014	0.0	0.649	0.0	1.068	0.034	0.99	0.177	0.011	0.04	0.301	0.587	0.053	0.699	0.075	0.0	0.015	0.384	0.035	0.0	0.133	0.0	0.458	0.023	0.122	0.048	2.281	0.089	0.564	0.094	0.245	1.867	0.643	0.0	0.01	0.142	0.667	0.0	0.067	0.056	0.359	0.084	0.02	1.01	0.0	0.0	0.2	0.556	0.015	0.0	0.0	0.039	0.0	0.345	0.482	0.033	2.072	0.057	0.241	0.017	1.766	0.655	0.1	0.347	0.0	0.935	0.036	0.578	3.905	0.469	1.978	0.168	0.159	0.052	0.316	0.0	0.013	0.063	1.531	4.668	0.242	0.098	0.012	0.0	0.746	0.726	0.031	0.032	0.08	0.026	0.166	0.94	3.532	4.238	0.012	0.09	0.103	0.119	0.066	0.595	0.0	0.017	0.026	0.009	4.842	1.213	0.082	0.289	0.024	0.392	0.0	1.288	0.0	0.446	0.062	1.122	0.333	0.194	0.154	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella	genus				2.317	0.977	2.263	0.0	0.03	0.707	0.038	0.026	0.088	0.0	0.0	0.057	0.019	0.062	0.0	0.0	0.444	1.931	1.31	0.0	0.013	0.089	0.178	0.0	0.498	0.013	0.736	0.101	0.0	0.546	5.009	0.132	1.684	0.13	0.106	1.049	0.0	0.014	0.382	0.284	0.0	1.294	0.0	1.367	0.222	0.133	0.147	0.048	1.307	0.073	0.063	0.083	0.052	0.0	0.096	0.0	0.057	0.615	0.922	0.0	0.0	0.955	0.144	0.024	0.264	0.0	1.487	0.0	0.0	0.874	0.0	0.011	2.504	0.02	0.0	0.148	3.59	0.077	1.441	1.652	0.0	1.344	0.033	0.274	0.014	0.254	0.0	0.217	0.0	0.0	3.204	1.713	0.632	0.0	0.0	0.01	0.041	2.662	0.0	0.164	0.371	0.292	4.396	0.663	0.569	0.036	0.0	0.57	0.0	0.032	0.0	0.534	0.193	0.64	0.315	3.056	3.074	0.067	0.026	0.068	0.007	3.614	1.156	0.113	0.13	1.744	0.331	1.412	0.436	0.239	0.008	0.143	0.0	0.833	0.0	0.764	0.232	0.283	1.538	0.424	0.096	0.057	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Segatella	genus				0.063	0.052	0.0	0.0	0.0	0.0	0.008	0.013	0.024	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.487	0.0	0.0	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.027	0.0	0.0	0.0	0.0	0.008	0.47	0.0	0.0	0.0	0.021	0.0	0.0	0.024	0.199	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.016	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.083	0.0	0.159	0.0	0.274	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.009	0.0	0.04	0.011	6.289	0.0	0.0	0.0	0.0	0.0	0.061	0.0	0.148	0.0	0.009	0.883	0.0	0.008	0.0	0.0	0.0	0.021	0.0	0.0	0.282	0.0	0.094	0.143	0.009	0.184	0.019	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella	genus				0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga	genus				0.355	0.209	1.961	0.0	0.0	0.039	0.015	0.0	0.04	0.012	0.0	0.296	0.019	2.927	0.0	0.013	1.681	0.044	0.147	0.384	0.026	1.213	0.329	0.048	1.697	0.978	3.56	0.561	0.079	2.109	0.1	0.475	3.73	0.424	15.214	1.69	0.136	0.128	0.147	0.0	0.094	1.408	0.0	0.0	2.21	0.0	0.269	0.064	0.115	0.789	2.786	5.119	0.116	0.095	1.21	2.489	0.01	0.639	0.915	0.0	0.107	0.0	0.036	0.12	0.0	0.009	0.023	0.0	0.0	0.079	0.615	0.139	0.0	0.02	0.114	0.378	0.153	0.066	0.22	0.103	0.877	1.697	0.147	0.241	0.0	0.046	0.025	0.501	1.495	0.172	1.785	0.419	6.244	0.0	0.071	0.01	3.407	2.626	0.144	0.088	0.603	0.228	0.32	0.99	0.008	0.0	0.0	3.266	0.251	6.271	0.04	1.726	0.483	0.72	0.225	3.613	3.561	0.741	0.0	0.17	0.0	1.273	0.72	0.052	0.13	0.319	0.237	0.179	0.337	0.149	0.0	0.009	0.994	0.031	0.0	0.919	4.342	0.021	0.317	1.042	0.198	0.0	0.009
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Cloacibacterium	genus				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.261	0.378	0.0	0.006	0.0	0.087	0.018	0.0	0.0	0.0	0.0	0.0	0.271	0.0	0.0	0.0	0.287	0.0	0.047	0.022	0.02	0.0	0.0	0.0	0.0	0.008	0.013	0.0	0.0	0.1	0.0	0.083	0.0	0.016	0.0	0.028	0.0	0.0	0.318	0.0	0.256	0.024	0.078	0.0	0.0	0.0	0.027	1.93	0.057	0.0	0.0	0.0	0.0	0.169	0.0	0.0	0.142	0.0	0.0	0.0	6.638	0.0	0.0	0.0	0.0	0.0	0.0	0.296	0.799	0.0	0.0	0.0	0.0	1.465	7.685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.246	0.025	0.0	0.0	0.0	0.0	0.012	0.0	0.038	0.013	0.0	0.0	0.62	0.053	0.179	0.08	0.0	0.0	0.122	0.0	0.0	0.0	0.0	0.107	0.0	0.078	0.0	0.009	0.0	0.0	0.016	0.727	0.016	0.294	0.0	0.0	0.0	0.045	0.085	0.0	0.0	0.009	2.433	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Riemerella	genus				1.023	0.746	0.434	0.0	0.676	0.995	0.046	0.091	0.064	0.28	0.605	1.624	0.207	1.046	0.0	0.013	0.686	0.351	0.96	0.36	0.064	2.034	2.552	0.278	0.468	0.185	0.19	0.741	0.257	2.434	0.402	2.402	2.611	2.46	0.955	0.831	2.2	0.257	0.646	0.167	1.275	0.599	0.526	0.028	1.233	0.383	0.147	0.161	5.241	0.504	1.19	1.863	0.413	0.267	1.196	1.139	0.343	2.815	0.461	0.0	0.828	0.028	2.211	0.722	1.504	0.132	0.023	1.706	0.03	0.139	1.861	1.945	0.603	0.039	0.342	0.525	0.766	0.708	0.096	0.092	1.548	2.464	0.213	1.324	0.014	1.306	0.827	1.82	1.151	1.047	2.008	0.038	0.882	0.0	0.531	0.644	0.22	1.172	1.152	0.504	0.387	0.402	0.351	0.622	0.457	0.108	0.0	3.344	0.016	1.238	0.24	0.464	0.028	0.46	0.54	0.204	1.195	0.528	0.719	0.187	1.26	0.488	0.349	1.735	0.533	2.382	0.0	0.696	1.48	0.309	0.055	0.205	2.567	1.728	0.039	0.0	1.275	0.157	0.143	2.388	0.412	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Weeksellaceae [G1]	genus				0.0	0.015	0.039	0.0	0.144	0.0	0.152	0.065	0.64	0.0	0.0	0.0	0.0	0.025	0.0	0.433	0.541	0.0	0.068	0.528	0.258	0.0	0.0	0.0	0.588	0.648	0.012	0.0	0.0	0.0	0.0	0.0	0.205	0.111	0.0	0.146	0.648	0.299	0.015	0.3	0.0	0.0	1.878	0.47	0.168	0.531	0.0	0.016	0.064	0.447	0.125	0.0	0.0	0.229	0.0	0.0	0.01	0.118	0.0	0.0	0.0	0.534	0.0	0.06	0.203	0.0	0.068	1.869	0.35	0.179	0.0	0.0	0.0	0.513	0.0	0.066	0.033	0.011	0.027	0.069	0.0	0.0	0.834	0.0	0.213	0.012	0.0	5.411	0.0	0.0	0.0	0.051	0.298	0.288	0.089	0.447	0.0	0.014	0.0	0.0	0.0	0.046	0.0	0.049	0.0	0.024	0.0	0.0	0.0	0.699	0.0	0.0	0.456	0.0	0.034	0.0	0.024	0.034	0.0	0.0	0.0	0.229	0.284	0.026	0.598	0.0	0.0	0.08	0.0	0.0	0.173	0.161	0.0	0.0	0.0	0.045	0.224	0.0	0.016	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Caryophanales;Gemellaceae;Gemella	genus				0.72	0.574	1.671	1.716	8.518	3.823	7.967	4.486	9.259	22.226	6.245	5.93	9.765	2.479	2.28	8.681	1.864	13.414	10.341	14.56	6.364	0.036	9.864	20.51	6.456	5.05	2.172	2.178	2.772	5.914	9.516	5.022	1.456	0.457	9.02	0.801	1.672	2.852	0.984	7.225	0.737	4.223	3.229	3.659	4.858	12.439	0.049	9.507	3.396	6.704	8.579	1.24	7.411	8.213	3.042	7.642	7.333	11.022	6.937	0.158	16.753	3.68	0.27	7.822	1.077	2.346	5.925	3.9	1.4	3.018	3.634	2.672	2.534	1.163	0.274	6.108	8.297	2.587	2.469	11.217	7.895	5.058	7.211	14.233	4.423	3.259	10.081	0.184	2.326	13.964	5.754	6.446	8.413	3.524	9.228	5.309	7.198	3.501	0.432	1.589	4.733	1.133	10.401	8.691	4.096	22.32	3.995	3.033	0.47	4.144	1.7	8.777	5.661	4.721	1.586	0.774	2.086	6.145	4.843	6.365	0.081	3.85	14.529	11.003	6.362	2.305	6.056	2.605	8.418	6.194	1.717	7.448	0.455	1.807	0.216	1.082	1.298	1.688	3.123	5.808	13.289	9.376	2.907
