Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700015003-LAF	S700015295-LAF	S700015971-LAF	S700016092-LAF	S700016174-LAF	S700016229-LAF	S700016658-LAF	S700021830-LAF	S700023013-LAF	S700023108-LAF	S700023273-LAF	S700023426-LAF	S700023483-LAF	S700023537-LAF	S700023584-LAF	S700023627-LAF	S700023660-LAF	S700023794-LAF	S700023851-LAF	S700023908-LAF	S700023942-LAF	S700023993-LAF	S700024260-LAF	S700024312-LAF	S700024431-LAF	S700024515-LAF	S700024560-LAF	S700024609-LAF	S700024705-LAF	S700024835-LAF	S700024872-LAF	S700024924-LAF	S700024972-LAF	S700032119-LAF	S700033029-LAF	S700033185-LAF	S700033713-LAF	S700033781-LAF	S700034688-LAF	S700034889-LAF	S700037022-LAF	S700037048-LAF	S700037116-LAF	S700037169-LAF	S700037278-LAF	S700037383-LAF	S700037431-LAF	S700037474-LAF	S700037554-LAF	S700037706-LAF	S700037783-LAF	S700037840-LAF	S700037874-LAF	S700037922-LAF	S700038027-LAF	S700038152-LAF	S700038360-LAF	S700038408-LAF	S700038478-LAF	S700038526-LAF	S700038572-LAF	S700038620-LAF	S700038728-LAF	S700038896-LAF	S700038944-LAF	S700038972-LAF	S700095267-LAF	S700095404-LAF	S700095461-LAF	S700097285-LAF	S700097345-LAF	S700097682-LAF	S700098413-LAF	S700098593-LAF	S700098986-LAF	S700099053-LAF	S700099113-LAF	S700099797-LAF	S700099854-LAF	S700100073-LAF	S700100281-LAF	S700101185-LAF	S700101398-LAF	S700101632-LAF	S700101689-LAF	S700102293-LAF	S700102407-LAF	S700102639-LAF	S700102956-LAF	S700103267-LAF	S700103647-LAF	S700105007-LAF	S700105169-LAF	S700105898-LAF	S700106320-LAF	S700106510-LAF	S700106567-LAF	S700106689-LAF	S700106717-LAF	S700106924-LAF	S700106972-LAF	S700112806-LAF	S700113099-LAF	S700113150-LAF	S700113529-LAF	S700113568-LAF	S700113642-LAF	S700113670-LAF	S700113741-LAF	S700113846-LAF	S700114043-LAF	S700114185-LAF	S700114240-LAF	S700114293-LAF	S700114345-LAF	S700114413-LAF	S700114511-LAF	S700114584-LAF	S700114641-LAF	S700114675-LAF	S700114723-LAF	S700114773-LAF	S700114878-LAF	S700114927-LAF	S700114983-LAF	S700116102-LAF	S700116281-LAF	S700116384-LAF	S700116804-LAF	S700117220-LAF	S700117631-LAF	S700117688-LAF	S700117854-LAF	S700118464-LAF	S700122398-LAF	S700161500-LAF	S700161624-LAF	S700161730-LAF	S700161844-LAF	S700163547-LAF	S700163654-LAF	S700163760-LAF	S700164076-LAF	S700164185-LAF	S700164275-LAF	S700164345-LAF	S700164493-LAF	S700164544-LAF	S700164761-LAF	S700164858-LAF	S700165040-LAF	S700165138-LAF	S700165193-LAF	S700165402-LAF	S700165660-LAF	S700165708-LAF	S700165804-LAF	S700165901-LAF	S700171108-LAF	S700171141-LAF	S700171416-LAF	S700171519-LAF	S700171567-LAF	S700171620-LAF	S700171722-LAF	S700171922-LAF	S700172056-LAF	S700172647-LAF	S700173018-LAF	S700173066-LAF	S700173315-LAF	S700173476-LAF	S700173622-LAF	S700173826-LAF
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae	family				5.712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.264	0.0	0.0	0.0	0.0	0.101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.069	0.0	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.615	0.203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae	family				2.275	0.391	0.016	0.0	0.03	0.0	0.234	0.0	1.757	0.013	2.421	0.0	0.0	0.0	0.0	0.0	0.0	2.348	0.028	1.387	0.0	0.044	1.259	0.3	0.786	0.0	0.251	0.116	0.238	0.0	1.634	0.287	0.062	0.343	0.092	0.0	0.228	0.978	0.054	0.0	0.0	0.018	2.058	0.493	0.0	2.886	0.609	0.981	0.114	2.335	1.69	0.048	1.904	0.0	0.729	0.443	0.088	0.0	0.0	0.0	0.316	0.0	0.071	0.0	2.367	0.071	0.0	0.044	0.137	0.191	0.129	0.31	0.592	0.963	0.641	1.183	0.0	0.716	0.0	0.0	1.16	0.885	0.0	0.436	0.0	0.025	0.0	0.66	0.115	0.105	0.38	3.142	0.0	6.037	0.0	0.0	1.768	0.105	0.0	0.0	0.673	0.187	0.59	0.0	0.0	0.0	0.0	0.0	2.338	0.371	0.0	0.674	0.0	1.926	0.247	0.0	0.0	0.0	5.408	0.593	0.622	0.663	0.0	0.24	0.512	0.0	0.783	0.091	1.122	0.0	0.02	2.055	0.052	0.338	0.0	1.1	0.061	2.258	0.862	0.0	0.0	0.843	0.172	0.0	0.06	0.058	0.76	0.556	4.112	0.501	0.238	0.185	0.174	2.141	0.889	0.0	0.203	2.561	0.0	0.831	0.764	0.714	0.305	1.954	0.632	0.32	0.0	0.24	0.023	0.345	0.179	0.385	0.077	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae	family				0.0	0.929	0.971	0.0	0.0	0.0	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.067	0.022	0.0	1.361	0.62	0.055	0.189	0.197	0.0	0.466	0.327	0.0	0.027	0.247	0.0	0.0	0.0	0.0	0.647	0.233	0.0	0.036	0.0	0.0	0.0	0.0	0.198	0.432	0.631	0.393	0.0	0.291	0.018	0.0	0.594	0.179	0.285	0.0	0.0	0.0	0.289	0.408	0.11	1.247	0.0	1.503	0.0	0.261	0.316	0.403	37.452	0.769	0.637	0.0	0.307	0.259	0.294	2.658	0.443	0.0	0.085	0.553	0.0	0.0	0.127	0.051	0.0	0.769	0.366	0.0	0.0	0.0	0.0	0.0	0.0	1.817	0.0	0.0	0.0	0.763	0.0	0.311	0.0	0.0	0.0	0.454	0.0	0.107	0.553	0.0	0.074	2.502	0.0	0.0	0.099	2.993	0.0	2.305	0.0	0.0	0.0	1.703	0.304	0.24	0.064	0.229	0.365	0.078	0.0	0.246	2.577	0.0	0.009	0.068	0.089	1.237	0.0	0.0	0.096	0.0	0.214	0.169	2.251	0.932	0.03	0.097	0.066	0.0	1.883	0.211	0.0	0.542	0.0	0.04	0.0	0.76	0.0	1.114	0.094	1.882	0.318	0.714	0.209	0.036	0.0	2.835	0.105	0.919	0.183	0.225	0.0	0.099	0.011	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae	family				8.674	0.0	0.828	0.0	0.059	0.0	0.052	0.0	0.163	0.706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86	0.0	0.0	0.0	0.0	0.0	0.186	0.0	0.0	0.414	0.413	0.151	0.0	0.0	0.0	0.089	0.459	0.108	0.958	0.0	0.0	0.0	0.0	0.844	0.049	0.183	0.236	0.126	0.0	0.0	0.0	0.0	0.0	0.855	0.196	0.373	0.0	0.0	0.0	0.0	0.155	0.188	0.0	0.0	0.0	0.0	0.0	0.137	0.488	0.0	0.149	0.0	0.107	0.725	0.456	0.098	0.17	0.0	0.0	0.736	0.0	0.0	1.163	0.0	0.025	0.0	0.289	0.038	0.0	0.208	14.316	0.0	16.441	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.124	0.0	0.0	0.0	0.0	0.272	0.036	0.383	0.022	0.0	0.938	0.0	1.407	0.923	0.0	0.0	1.025	0.0	1.5	1.044	1.577	0.0	1.977	0.128	0.0	0.0	0.13	0.0	0.246	0.0	0.986	0.095	0.169	0.0	0.481	0.061	0.0	0.0	0.0	0.0	1.18	0.0	0.078	0.0	0.0	0.132	0.086	0.077	0.0	0.405	0.0	0.0	0.013	0.0	0.0	0.023	0.056	0.0	0.0	0.0	0.367	0.0	2.171	0.542	0.914	0.0	1.559	0.046	0.15	0.0	0.124	0.286	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae	family				8.396	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.717	0.798	0.0	0.0	0.0	0.0	0.711	0.0	0.052	0.0	0.0	0.0	0.109	0.0	0.098	0.0	0.0	0.0	0.323	0.0	0.216	0.181	0.0	0.0	0.0	0.0	0.0	0.0	0.198	0.144	0.0	2.029	0.53	0.0	0.0	0.0	0.64	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	1.512	0.024	0.0	0.0	0.0	0.127	0.0	0.181	0.319	0.214	0.0	0.209	0.07	0.0	0.0	0.0	0.113	0.111	0.0	1.127	0.0	0.0	0.0	0.344	0.0	0.0	0.147	0.07	0.0	5.369	0.0	0.0	0.0	0.0	0.0	0.133	0.628	0.311	0.0	0.101	0.0	0.0	0.0	0.098	0.085	0.153	0.13	1.78	0.0	0.0	0.544	0.0	0.0	0.0	1.22	1.064	2.369	0.645	0.0	0.359	0.192	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	1.306	0.0	1.092	0.767	0.0	0.031	0.449	0.0	0.272	0.0	0.0	0.099	0.0	0.0	0.132	0.0	0.066	0.785	0.04	0.0	0.0	0.203	0.0	0.0	0.587	0.0	0.0	0.0	1.628	1.874	0.0	0.0	0.0	0.16	0.165	0.0	0.075	0.0	0.0
Bacteria;Patescibacteria;Patescibacteria [C1];Patescibacteria [C1 O1];Patescibacteria [C1 O1 F1]	family				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae	family				0.0	0.053	0.0	0.172	1.933	4.165	0.021	0.0	0.0	0.642	0.0	0.0	0.0	0.0	0.0	1.348	0.0	2.133	0.0	0.0	0.0	0.0	0.043	0.0	0.378	0.0	0.0	0.197	0.013	0.0	0.24	2.029	0.151	0.0	0.0	0.407	0.0	0.0	0.162	0.0	3.704	0.062	0.811	1.478	0.0	0.0	0.0	0.039	0.013	0.0	0.563	0.161	1.727	0.0	0.117	4.3	0.0	0.152	0.769	0.0	0.135	0.07	0.0	1.452	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.341	0.053	0.0	0.296	0.0	0.579	0.0	0.421	0.0	0.0	0.0	2.545	2.67	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.029	2.284	0.0	2.324	0.0	0.0	0.0	0.0	2.355	0.0	0.136	0.098	1.02	0.0	0.093	0.0	4.037	0.296	2.224	0.917	0.699	0.0	6.84	0.123	0.863	0.0	0.138	0.539	0.0	0.0	0.157	0.026	0.0	0.457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.383	0.0	0.214	0.0	0.0	0.0	0.105	0.097	1.488	0.0	0.0	1.027	0.596	0.053	1.569	0.135	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.469	0.0	0.0	0.226	0.0	0.079	0.48	0.0	0.12	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae	family				0.0	0.095	0.0	0.0	0.0	0.0	0.0	2.033	0.0	0.911	0.0	0.0	1.54	0.0	0.0	1.717	5.993	0.0	1.48	0.0	0.0	0.0	0.0	0.247	0.0	0.0	0.039	0.0	0.0	0.0	0.349	0.0	0.0	0.0	2.296	0.686	0.0	1.343	0.0	0.207	2.312	0.0	0.686	0.0	0.0	0.0	0.0	0.249	0.0	0.786	0.282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.395	0.0	0.084	0.129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.068	0.0	0.0	0.198	0.295	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.155	0.0	1.129	0.0	0.0	0.147	0.0	0.0	0.0	0.074	0.32	0.0	0.0	0.0	1.756	3.452	0.0	0.0	0.404	1.467	0.768	0.0	0.425	0.241	0.0	0.166	0.479	0.0	0.0	0.0	0.0	0.0	0.211	0.0	0.143	0.009	0.101	0.0	0.619	0.67	1.238	0.479	0.129	0.031	1.011	0.206	0.0	0.225	0.058	0.0	0.0	0.0	0.0	0.0	0.013	0.697	0.0	0.087	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.124	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae	family				0.0	0.0	0.0	0.0	0.0	0.0	0.214	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.506	1.743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae	family				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.184	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.122	0.0	0.181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae	family				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.8	0.0	0.0	0.015	0.0	0.0	0.0	1.474	0.0	0.0	0.0	0.0	0.0	0.143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.671	0.0	0.061	0.0	0.0	0.0	0.045	0.0	0.033	0.0	0.0	0.132	0.0	0.013	0.0	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.061	0.0	0.0	0.0	0.091	0.0	0.0	0.023	0.0	0.538	0.0	0.055	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae	family				0.0	0.106	1.114	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.449	0.071	0.0	2.663	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.187	0.0	0.0	0.0	0.0	0.0	0.0	2.121	0.0	0.0	0.0	0.093	0.0	0.099	0.0	0.0	0.0	0.0	0.0	0.0	1.396	0.0	0.083	0.0	0.174	0.014	0.064	0.0	0.0	0.137	0.0	0.418	0.099	0.0	0.0	0.0	0.0	0.0	0.0	0.561	0.0	0.721	0.0	0.13	0.063	0.019	0.0	0.012	0.0	0.889	0.0	0.0	0.0	0.0	0.0	0.0	2.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.133	0.0	0.061	0.0	0.0	0.0	0.092	0.0	0.0	0.0	0.0	0.039	0.033	0.0	0.538	0.606	0.0	0.132	1.656	0.0	0.0	0.0	0.068	0.0	0.0	0.073	0.0	0.184	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.015	0.0	0.037	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae	family				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.335	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.166	0.0	0.0	0.0	0.0	0.0	0.0	0.182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.732	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	3.132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.959	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.457	0.0	0.0	0.0	0.045	0.215	0.0	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae	family				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.455	0.0	0.0	0.049	0.0	0.0	0.962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.136	0.058	0.0	0.0	3.561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.686	0.0	0.0	0.0	0.0	0.0	0.0	2.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.06	0.621	0.0	0.342	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.595	0.0	0.028	0.0	0.0	0.0	0.388	0.0	0.0	0.0	0.0	0.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae	family				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.733	0.0	0.057	0.0	0.0	0.709	0.0	0.0	0.0	0.0	0.046	0.023	0.0	0.424	0.152	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.779	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.113	0.0	0.01	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.221	0.0	0.0	0.0	0.0	0.0	0.104	0.0	0.0	0.105	0.0	0.0	0.06	0.338	0.022	0.069	0.0	0.0	0.0	0.026	0.122	0.543	0.0	0.0	0.0	0.039	0.066	0.0	0.0	0.158	0.0	0.013	1.395	0.094	0.209	0.132	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	1.468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae	family				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
