Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700015295-LAF	S700015908-LAF	S700016092-LAF	S700016174-LAF	S700016339-LAF	S700016658-LAF	S700016758-LAF	S700023273-LAF	S700023537-LAF	S700023584-LAF	S700023627-LAF	S700023794-LAF	S700023851-LAF	S700024260-LAF	S700024312-LAF	S700024515-LAF	S700024609-LAF	S700024705-LAF	S700024758-LAF	S700024872-LAF	S700024924-LAF	S700024972-LAF	S700032276-LAF	S700032370-LAF	S700032462-LAF	S700032976-LAF	S700033185-LAF	S700033250-LAF	S700033609-LAF	S700033781-LAF	S700034075-LAF	S700034132-LAF	S700034220-LAF	S700035208-LAF	S700035629-LAF	S700037022-LAF	S700037048-LAF	S700037278-LAF	S700037383-LAF	S700037431-LAF	S700037474-LAF	S700037840-LAF	S700037922-LAF	S700038027-LAF	S700038098-LAF	S700038152-LAF	S700038360-LAF	S700038572-LAF	S700038620-LAF	S700038728-LAF	S700038972-LAF	S700095404-LAF	S700095461-LAF	S700095518-LAF	S700095575-LAF	S700095701-LAF	S700095768-LAF	S700095882-LAF	S700097228-LAF	S700097742-LAF	S700099053-LAF	S700099339-LAF	S700099940-LAF	S700100591-LAF	S700100651-LAF	S700101127-LAF	S700101185-LAF	S700101566-LAF	S700101948-LAF	S700102293-LAF	S700102464-LAF	S700102639-LAF	S700102899-LAF	S700103581-LAF	S700103647-LAF	S700105802-LAF	S700105898-LAF	S700106689-LAF	S700106924-LAF	S700107429-LAF	S700107540-LAF	S700107597-LAF	S700107810-LAF	S700108149-LAF	S700108272-LAF	S700108947-LAF	S700109224-LAF	S700109557-LAF	S700109675-LAF	S700109975-LAF	S700110800-LAF	S700111210-LAF	S700111799-LAF	S700112806-LAF	S700113099-LAF	S700113150-LAF	S700113529-LAF	S700113568-LAF	S700113642-LAF	S700113670-LAF	S700113795-LAF	S700113846-LAF	S700114043-LAF	S700114185-LAF	S700114240-LAF	S700114293-LAF	S700114413-LAF	S700114641-LAF	S700114675-LAF	S700114723-LAF	S700114773-LAF	S700114878-LAF	S700114927-LAF	S700114983-LAF	S700116102-LAF	S700116384-LAF	S700116953-LAF	S700117631-LAF	S700117854-LAF	S700118464-LAF	S700119216-LAF	S700119616-LAF	S700119790-LAF	S700120091-LAF	S700122398-LAF	S700163705-LAF	S700163760-LAF	S700163914-LAF	S700164185-LAF	S700164275-LAF	S700164345-LAF	S700164493-LAF	S700164761-LAF	S700164818-LAF	S700164858-LAF	S700165040-LAF	S700165138-LAF	S700165402-LAF	S700171060-LAF	S700171519-LAF	S700171567-LAF	S700171828-LAF	S700172056-LAF	S700173066-LAF	S700173476-LAF
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae	family				0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.35	0.0	0.0	0.067	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.113	0.094	0.0	0.0	0.011	0.0	0.0	0.033	0.0	0.0	4.692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.215	0.03	0.0	0.0	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	1.011	0.243	0.0	0.132	0.233	0.022	0.0	0.0	0.026	0.025	0.0	0.0	0.109	0.146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.055	0.0	0.0	0.0	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.193	5.169	0.0	0.0	0.055	0.0	0.385	0.0	0.0	0.0	7.046	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae	family				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.438	0.0	0.0	0.067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.238	0.651	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.111	0.021	0.0	0.0	0.026	0.008	0.049	0.0	0.0	0.0	0.0	0.0	1.093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.093	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.986	0.0	0.044	0.0	0.0	0.0	1.707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.141	0.0	0.492	0.0	0.0	0.0	0.0	0.433	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces	genus				0.0	0.421	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.818	0.129	0.065	0.0	0.0	0.0	0.0	2.145	0.284	0.318	0.472	0.0	0.161	0.0	0.0	2.846	0.0	0.0	0.057	0.421	0.119	0.651	0.0	0.248	0.053	1.184	0.562	0.729	0.113	0.0	0.044	1.775	0.278	0.0	1.048	0.268	0.0	0.0	0.0	0.0	0.043	0.0	0.583	0.599	0.0	2.623	0.429	0.586	0.558	0.77	0.332	0.702	0.216	0.043	0.523	0.209	0.08	0.0	0.772	0.603	0.436	0.645	0.106	0.0	0.0	0.0	0.115	0.151	0.322	0.121	0.182	0.705	1.256	0.119	0.121	0.0	0.745	0.474	0.156	0.394	1.167	3.255	15.121	0.022	0.109	0.112	0.0	4.587	2.223	0.0	0.027	0.0	1.119	2.156	0.0	14.669	0.039	0.058	0.027	0.248	10.876	1.389	1.338	0.0	0.438	0.077	0.422	0.296	0.0	0.0	0.771	0.352	0.151	0.0	0.0	0.863	0.0	0.031	0.0	0.5	0.915	1.235	2.523	1.774	0.177	0.219	0.062	0.0	0.0	0.0	0.033	0.95	2.012
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Schaalia	genus				0.0	0.0	0.0	0.0	4.07	0.065	0.0	0.506	0.0	0.0	0.386	0.946	0.387	1.294	1.979	0.467	0.022	0.0	0.0	0.963	0.319	0.053	0.0	0.245	0.0	0.285	6.157	0.753	0.077	0.0	0.0	0.0	0.0	0.081	0.0	1.068	0.035	1.217	0.562	1.458	1.396	0.0	0.022	0.397	0.067	0.0	0.0	0.268	0.0	0.189	0.0	0.0	0.0	0.0	0.0	0.0	1.022	0.0	0.386	0.316	0.059	0.56	0.083	0.0	0.108	0.0	0.523	0.0	0.0	0.0	0.0	0.0	0.218	0.731	0.176	1.025	0.476	2.288	0.192	0.302	0.046	0.0	0.364	0.353	0.372	0.528	0.363	0.103	0.462	0.449	0.0	0.0	0.474	0.073	0.041	4.099	0.0	7.022	0.0	0.045	0.132	0.0	0.275	7.308	0.391	0.0	0.021	0.666	2.564	5.64	14.661	2.233	0.16	0.0	0.0	0.074	0.11	0.039	0.015	0.148	0.0	0.0	1.817	0.246	0.0	1.562	0.0	0.133	0.0	0.041	0.255	0.192	0.563	0.141	0.246	0.0	0.035	0.219	0.008	0.336	0.0	0.057	0.0	0.85	7.121
Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium	genus				0.0	0.0	4.698	0.142	2.549	0.006	0.0	0.0	0.0	0.0	0.035	0.736	0.0	0.0	3.276	0.351	0.0	0.073	0.0	0.175	0.0	0.0	0.0	0.0	0.536	0.036	2.151	0.024	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.223	0.0	0.559	0.562	0.0	0.0	0.0	0.0	0.042	0.056	0.193	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.172	0.018	0.0	0.0	0.973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.993	0.11	0.0	0.0	0.836	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.245	0.0	0.0	0.0	0.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium	genus				0.0	4.11	0.0	0.028	0.0	0.314	1.366	0.0	0.0	0.162	5.051	0.0	1.725	1.942	12.228	2.961	0.382	1.665	2.795	16.025	41.064	1.379	0.842	1.751	5.573	13.217	0.0	24.959	8.758	1.813	40.78	9.815	1.221	1.384	12.594	43.879	3.639	15.526	1.966	12.708	3.81	2.975	2.52	11.8	25.322	11.039	2.606	10.488	3.017	5.055	7.018	3.917	3.079	6.576	8.163	33.014	7.336	1.184	11.459	4.387	25.514	11.197	22.407	2.459	9.169	0.853	3.074	2.809	3.114	0.43	6.021	2.297	5.647	6.452	2.834	0.0	34.729	2.86	14.012	1.764	42.555	21.359	6.273	6.481	26.512	10.407	36.177	9.639	12.616	4.764	13.247	1.923	2.479	8.925	11.351	0.0	0.109	0.0	0.0	7.426	8.203	4.218	2.859	0.0	13.087	12.495	0.15	0.09	0.0	0.096	0.027	0.124	15.251	6.046	58.473	4.748	8.981	0.27	2.869	3.651	4.42	18.71	5.727	0.95	2.658	4.062	1.501	7.233	10.251	0.224	3.056	10.304	3.096	12.683	6.769	28.463	32.72	3.62	0.031	54.915	2.921	1.71	0.266	24.288	14.241
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Dietziaceae;Dietzia	genus				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.689	0.166	0.0	0.0	0.441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.422	0.0	0.046	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Lawsonellaceae;Lawsonella	genus				0.016	0.105	0.0	0.0	0.0	0.136	0.058	1.201	0.0	0.0	0.456	0.0	0.03	0.0	2.271	0.0	0.0	0.049	0.104	0.0	1.986	0.071	0.168	0.07	0.0	0.071	0.0	0.8	1.273	0.0	2.846	1.06	0.0	0.0	0.0	0.0	0.905	0.066	0.936	0.833	4.036	3.872	3.736	1.838	0.056	0.0	0.996	0.724	3.066	0.038	0.931	0.147	0.732	2.958	1.968	0.779	1.624	0.0	0.515	0.856	0.294	0.35	0.0	0.0	0.324	0.739	0.065	0.246	1.158	0.463	0.0	0.086	2.981	0.559	0.792	0.0	0.381	0.0	0.384	0.958	1.287	0.364	1.182	0.044	1.395	0.226	1.815	0.385	0.128	0.299	1.039	0.0	0.073	0.732	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	1.1	0.0	0.0	0.308	0.0	0.0	0.0	0.0	0.0	0.496	0.0	0.0	0.279	0.89	0.329	0.0	2.388	0.099	0.196	0.0	0.551	0.0	0.67	0.0	0.682	0.265	2.286	0.163	0.655	1.0	1.407	0.116	1.292	0.0	0.46	0.0	0.008	0.0	0.928	0.0	0.033	0.5	2.477
Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Janibacter	genus				0.213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.267	0.0	0.0	0.0	0.0	0.0	0.778	0.0	0.0	0.0	0.0	0.0	0.0	0.071	0.0	0.0	0.0	0.0	0.0	1.67	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.894	0.0	0.0	0.0	0.729	0.0	0.0	0.0	0.021	0.0	3.965	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.075	0.0	0.14	0.0	0.0	0.18	0.0	0.065	0.234	0.0	0.0	0.0	0.0	0.339	0.0	0.0	0.0	0.0	0.0	0.998	0.0	0.138	0.0	0.0	0.309	0.651	0.0	0.0	0.0	0.103	0.0	0.0	0.025	0.0	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.302	0.0	0.0	2.684	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.167	0.0	0.0	0.077	0.015	0.296	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.961	0.141	0.141	0.185	0.0	0.035	0.055	0.0	0.168	0.068	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Rothia	genus				0.0	0.527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.487	0.195	0.022	0.612	0.0	0.482	0.496	0.159	0.0	0.0	0.965	0.214	0.0	0.0	0.154	0.0	0.0	0.394	0.03	0.0	0.0	0.0	0.053	0.822	1.779	0.0	0.717	0.0	0.022	0.063	1.078	0.467	0.537	0.146	0.0	0.0	0.039	0.0	0.0	0.07	0.146	0.0	0.0	0.0	0.0	0.346	0.25	0.49	0.0	0.326	0.396	0.043	0.85	0.0	0.519	0.017	0.077	0.488	0.242	1.333	0.088	0.0	0.856	0.0	0.077	0.454	0.092	0.0	0.0	0.661	0.651	0.0	0.242	0.0	0.488	0.15	0.104	0.222	0.583	0.366	5.645	3.024	0.109	7.978	0.0	10.764	1.032	0.248	0.137	0.285	0.056	0.704	0.0	17.207	0.136	0.46	0.159	1.551	16.314	0.899	0.0	0.0	0.0	0.0	0.058	0.099	0.0	0.0	0.826	0.211	0.0	0.0	0.0	1.526	0.295	0.0	0.0	0.115	2.885	0.257	1.108	0.253	0.0	0.329	0.0	0.096	0.0	0.0	0.1	0.05	1.703
Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Arachnia	genus				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.677	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.265	0.0	0.011	0.0	0.0	0.026	0.0	0.0	0.0	0.036	0.073	11.657	0.0	0.0	0.0	0.0	1.703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0
Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Cutibacterium	genus				4.64	48.051	0.0	0.057	0.0	92.477	3.443	1.011	4.147	7.497	7.927	6.935	11.686	47.055	51.67	52.63	23.048	87.901	16.253	29.291	33.723	95.438	86.759	92.644	13.023	74.777	7.715	38.603	33.758	80.635	42.573	45.691	18.642	76.873	62.057	10.33	94.231	11.809	76.124	51.979	49.453	87.063	92.019	62.385	44.297	42.965	77.976	74.959	80.02	81.969	62.699	91.112	77.606	79.61	67.201	20.971	42.453	32.91	44.12	72.281	49.618	29.321	20.996	37.255	61.776	92.735	3.793	89.369	90.918	96.379	39.599	51.048	40.184	48.731	93.4	4.27	25.309	68.593	75.317	86.24	21.186	66.505	75.273	34.612	41.721	47.242	48.881	84.03	49.717	8.331	54.649	6.138	14.838	47.44	4.463	0.0	0.072	0.169	1.653	0.091	68.404	33.747	69.123	0.029	18.512	36.032	0.128	0.072	0.311	0.058	0.159	5.273	0.173	47.549	26.366	85.237	27.711	2.388	60.055	12.728	90.472	36.129	46.916	7.562	92.048	26.562	14.461	77.372	61.431	60.893	34.522	67.897	34.624	19.681	19.323	49.916	51.7	41.964	99.737	8.988	51.653	16.705	3.291	51.724	54.025
Bacteria;Actinomycetota;Coriobacteriia;Eggerthellales;Eggerthellaceae;Eggerthella	genus				0.0	0.527	0.0	0.0	0.0	0.006	0.058	0.0	0.0	0.0	0.0	0.0	0.699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.288	0.0	0.0	0.259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.528	0.0	0.0	0.0	0.0	1.455	0.0	0.0	0.768	0.0	0.0	0.0	0.562	1.227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas	genus				0.0	0.421	0.0	0.0	0.0	0.006	0.192	0.0	0.0	0.0	0.0	0.0	1.189	0.0	0.0	0.0	0.0	0.0	0.0	2.933	0.0	0.0	0.0	0.0	1.447	0.428	0.0	0.329	0.039	0.0	0.0	0.177	0.447	0.081	0.0	0.0	0.0	0.0	0.375	0.0	0.226	0.0	0.0	0.063	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.418	0.51	0.0	0.0	0.423	0.086	0.27	0.793	0.0	0.83	1.882	0.0	0.071	0.0	0.111	0.0	0.0	4.014	0.258	0.703	1.806	0.0	1.11	0.571	0.0	0.0	0.252	0.0	0.0	0.364	0.265	0.465	0.711	0.06	0.026	0.899	0.299	0.0	0.419	0.656	0.366	0.815	10.685	0.0	2.528	0.0	3.985	0.0	0.496	0.137	21.267	0.0	1.54	0.0	0.054	31.113	17.591	9.889	16.439	0.997	0.0	0.0	0.0	0.0	0.0	0.0	0.345	0.0	0.0	0.165	0.422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.07	0.476	0.0	0.338	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.25	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella	genus				0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.086	0.0	0.793	0.018	1.786	2.914	2.006	2.076	1.597	0.0	0.735	0.932	0.482	0.142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.819	0.0	0.0	0.655	0.0	0.0	0.0	0.0	0.0	0.0	0.774	0.077	0.041	0.0	0.566	0.0	0.0	0.0	0.0	0.364	0.0	0.0	0.0	0.0	0.195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.965	0.0	0.048	0.301	0.0	0.0	0.0	0.114	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.0	0.077	0.05	0.0	0.0	0.0	0.0	0.041	0.112	0.0	0.0	0.0	0.0	0.185	0.0	0.0	1.028	0.056	1.364	0.0	0.0	0.0	0.0	0.0	5.769	0.0	0.0	0.0	0.148	0.0	0.039	0.044	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella	genus				0.0	1.791	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.114	0.122	0.0	0.0	0.586	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.073	0.24	0.06	0.0	0.043	0.135	0.073	0.21	0.0	1.982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	1.032	0.0	0.0	0.0	0.0	0.0	0.202	0.0	0.0	0.182	0.088	0.419	0.205	0.242	0.0	0.0	0.224	0.0	0.148	0.109	0.293	2.812	7.751	0.0	1.067	0.0	0.125	0.159	0.0	0.0	2.969	0.839	2.024	0.0	0.396	6.564	2.11	1.405	8.685	0.465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.317	0.0	1.25	0.0	0.0	0.0	0.0	0.073	0.0	0.493	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga	genus				0.0	0.316	0.0	0.0	0.0	0.0	0.346	0.0	0.0	0.0	0.0	0.0	0.059	0.0	0.0	0.0	0.0	0.0	0.0	0.306	0.0	0.124	0.0	0.0	5.145	0.0	0.0	2.94	0.0	0.0	0.0	0.761	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.377	0.094	0.0	0.647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.148	0.0	0.0	0.0	0.0	0.3	2.479	0.382	0.0	0.083	1.43	0.0	0.0	0.0	0.136	0.0	0.0	0.463	0.0	0.145	1.032	0.053	0.0	0.0	0.0	0.23	0.0	0.092	0.0	0.818	0.22	0.093	0.56	0.0	0.051	1.028	0.15	0.0	0.173	0.401	0.11	18.504	7.325	0.0	0.337	0.0	1.487	2.699	0.248	0.0	4.111	0.168	0.0	0.0	3.186	9.283	2.014	3.287	3.722	22.191	0.163	0.0	0.0	0.0	0.0	0.015	0.148	0.0	0.0	0.551	0.035	0.0	0.0	0.682	0.0	0.0	0.0	0.036	0.154	0.07	0.0	0.0	0.338	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.15	0.774
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Riemerella	genus				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.706	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.558	0.526	0.0	1.12	0.0	0.0	0.0	0.0	0.065	0.049	0.0	0.0	0.0	0.0	0.315	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.088	0.047	0.0	0.0	0.0	0.128	0.0	0.0	0.074	0.51	0.073	0.245	0.717	0.906	0.449	0.0	1.805	0.397	0.0	0.0	0.599	0.0	0.792	0.0	1.26	0.272	0.614	0.265	0.931	0.971	2.369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.165	0.0	0.0	0.0	0.0	0.066	0.0	0.0	0.0	0.038	0.0	0.013	0.0	0.0	0.035	0.165	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Caryophanales;Gemellaceae;Gemella	genus				0.361	0.0	7.153	4.859	0.0	0.0	0.0	2.149	0.0	4.956	1.245	2.732	2.141	0.906	1.946	1.247	0.0	1.127	0.0	3.371	0.851	0.195	0.034	0.0	3.591	0.606	6.083	0.329	0.193	0.678	0.0	0.136	0.238	0.0	0.0	2.036	0.124	3.651	1.779	2.188	0.453	1.228	0.265	1.232	0.478	3.239	1.048	0.35	0.346	0.868	0.194	0.021	0.538	0.0	2.187	2.457	0.722	0.0	1.03	0.331	2.335	0.0	0.415	1.079	0.0	0.0	0.196	0.0	0.02	0.083	0.0	1.694	1.066	1.333	0.07	0.427	0.381	0.0	0.345	0.454	0.276	0.0	0.273	0.97	1.581	0.431	1.149	0.051	2.39	0.2	0.104	1.947	0.036	1.39	0.183	2.554	0.181	37.809	0.053	2.248	0.026	0.744	0.302	0.914	0.168	2.024	0.0	0.162	0.602	1.669	0.981	2.109	1.582	2.206	0.0	0.223	0.0	0.039	0.277	0.888	0.0	0.0	0.551	0.0	0.0	0.0	0.614	0.332	0.0	0.0	0.0	0.346	0.844	0.039	0.738	1.098	0.142	0.549	0.0	0.024	0.0	0.0	0.0	0.35	0.0
Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;Staphylococcus	genus				0.033	0.211	0.0	0.0	0.0	0.018	0.0	0.0	0.173	0.0	0.0	0.0	0.045	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.606	0.035	0.0	0.214	0.0	0.141	0.0	0.0	0.171	0.122	0.03	2.769	4.133	0.05	0.0	0.099	0.0	0.0	0.226	0.0	0.0	0.021	0.044	0.0	0.0	0.033	0.0	0.075	0.078	0.063	0.0	0.035	0.292	0.0	0.0	0.0	0.0	0.376	0.103	0.56	0.083	0.075	0.036	0.1	2.354	0.086	0.02	0.0	0.039	0.086	0.339	0.215	0.035	0.0	0.095	0.0	0.0	0.151	0.092	7.282	0.091	0.176	0.093	0.334	0.121	0.0	0.206	0.025	3.584	0.025	0.146	0.11	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.106	0.022	14.062	0.205	0.0	0.664	0.092	0.036	0.192	0.211	0.026	0.185	0.169	0.106	1.591	0.0	0.072	0.023	0.0	0.0	0.05	3.87
