Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700014994-SUBP	S700015286-SUBP	S700015662-SUBP	S700016077-SUBP	S700016168-SUBP	S700016333-SUBP	S700016374-SUBP	S700016590-SUBP	S700016948-SUBP	S700021912-SUBP	S700023021-SUBP	S700023078-SUBP	S700023208-SUBP	S700023259-SUBP	S700023331-SUBP	S700023418-SUBP	S700023475-SUBP	S700023529-SUBP	S700023576-SUBP	S700023690-SUBP	S700023786-SUBP	S700023843-SUBP	S700023900-SUBP	S700023966-SUBP	S700024023-SUBP	S700024064-SUBP	S700024127-SUBP	S700024185-SUBP	S700024231-SUBP	S700024290-SUBP	S700024338-SUBP	S700024377-SUBP	S700024443-SUBP	S700024490-SUBP	S700024539-SUBP	S700024586-SUBP	S700024635-SUBP	S700024671-SUBP	S700024731-SUBP	S700024788-SUBP	S700024825-SUBP	S700024902-SUBP	S700024946-SUBP	S700024996-SUBP	S700033020-SUBP	S700033179-SUBP	S700033477-SUBP	S700033775-SUBP	S700037220-SUBP	S700037468-SUBP	S700037580-SUBP	S700037732-SUBP	S700038051-SUBP	S700038247-SUBP	S700038384-SUBP	S700038470-SUBP	S700038518-SUBP	S700038566-SUBP	S700038614-SUBP	S700038722-SUBP	S700038781-SUBP	S700038938-SUBP	S700038998-SUBP	S700095398-SUBP	S700095455-SUBP	S700097279-SUBP	S700097339-SUBP	S700097676-SUBP	S700098315-SUBP	S700098407-SUBP	S700099047-SUBP	S700099107-SUBP	S700099635-SUBP	S700099791-SUBP	S700100275-SUBP	S700101683-SUBP	S700102287-SUBP	S700102633-SUBP	S700102950-SUBP	S700103261-SUBP	S700103325-SUBP	S700103466-SUBP	S700103535-SUBP	S700103605-SUBP	S700103692-SUBP	S700105085-SUBP	S700105201-SUBP	S700105304-SUBP	S700105354-SUBP	S700105392-SUBP	S700105437-SUBP	S700105512-SUBP	S700105610-SUBP	S700105666-SUBP	S700105705-SUBP	S700105759-SUBP	S700105828-SUBP	S700105876-SUBP	S700105924-SUBP	S700106038-SUBP	S700106113-SUBP	S700106380-SUBP	S700106540-SUBP	S700106599-SUBP	S700106635-SUBP	S700106683-SUBP	S700106743-SUBP	S700106857-SUBP	S700106896-SUBP	S700106916-SUBP	S700106966-SUBP	S700107234-SUBP	S700113007-SUBP	S700113055-SUBP	S700113091-SUBP	S700113138-SUBP	S700113523-SUBP	S700113598-SUBP	S700113636-SUBP	S700113694-SUBP	S700113838-SUBP	S700113952-SUBP	S700114037-SUBP	S700114088-SUBP	S700114145-SUBP	S700114209-SUBP	S700114266-SUBP	S700114323-SUBP	S700114407-SUBP	S700114478-SUBP	S700114537-SUBP	S700114578-SUBP	S700114635-SUBP	S700114699-SUBP	S700114747-SUBP	S700114797-SUBP	S700114854-SUBP	S700114902-SUBP	S700114959-SUBP	S700116237-SUBP	S700116324-SUBP	S700116378-SUBP	S700116588-SUBP	S700116639-SUBP	S700116798-SUBP	S700116858-SUBP	S700117020-SUBP	S700117680-SUBP	S700117737-SUBP	S700117848-SUBP	S700117974-SUBP
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella	genus				0.938	0.023	0.825	0.422	0.185	0.739	0.582	0.537	0.639	0.054	0.186	0.105	0.809	0.028	1.882	0.0	0.202	0.073	0.307	0.0	0.823	0.064	0.396	0.0	0.204	0.0	0.116	0.128	0.027	0.013	1.204	0.496	2.172	0.85	0.215	0.07	0.023	0.048	0.384	0.237	0.048	0.0	0.284	0.046	0.153	6.507	2.401	0.066	0.258	0.0	1.057	0.533	0.122	0.275	0.305	0.014	0.0	0.708	0.0	0.053	0.0	0.166	0.043	0.0	3.477	4.067	3.853	0.024	0.05	0.026	0.0	1.462	0.0	0.101	0.026	1.04	0.512	4.968	0.0	0.009	0.097	1.276	0.0	0.083	0.114	0.022	0.055	0.052	0.058	0.231	0.0	0.084	0.605	1.347	0.136	0.0	0.058	0.0	0.064	0.418	0.0	0.048	0.042	7.061	0.0	0.506	0.089	0.369	0.462	0.0	0.0	0.092	0.05	0.0	0.0	1.379	0.014	0.304	0.0	0.245	1.709	0.0	0.362	0.059	0.221	0.022	0.042	11.094	0.662	2.088	0.032	0.022	0.579	0.717	0.086	0.612	0.102	1.461	0.186	0.075	7.053	0.012	0.274	0.038	1.407	3.129	0.111	0.727	0.199	0.365	0.027
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Segatella	genus				5.504	1.393	0.601	0.844	3.671	2.978	0.611	0.537	8.384	0.162	0.062	2.592	0.307	0.822	0.015	0.0	1.43	0.723	0.0	0.0	1.294	0.774	0.434	3.027	1.444	0.037	0.024	0.0	0.213	0.013	0.025	0.065	0.0	0.035	0.775	0.247	0.023	0.589	0.905	0.527	0.144	0.211	0.372	0.0	1.288	3.062	1.821	0.109	0.178	0.036	1.302	0.17	0.186	0.562	0.204	0.029	0.0	0.433	0.369	2.74	0.022	0.539	0.043	0.468	0.197	4.398	0.025	6.691	3.996	0.523	1.113	5.08	2.387	2.186	1.457	7.644	0.487	1.85	0.973	0.009	0.17	0.906	0.022	2.012	2.792	0.134	0.802	1.212	0.524	0.027	0.125	0.502	1.299	1.503	10.078	0.0	3.419	3.424	0.054	0.401	0.377	0.388	0.297	3.031	1.706	0.241	1.035	4.125	0.726	0.013	0.291	8.466	0.142	0.14	0.291	1.379	0.0	1.155	0.216	1.666	3.537	2.598	0.242	0.123	0.423	3.108	0.256	2.974	2.116	0.45	2.13	0.963	0.868	0.305	0.674	0.411	2.541	0.008	1.741	2.231	0.091	1.652	0.501	3.295	1.623	0.845	0.781	1.362	0.114	0.897	0.432
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella	genus				8.1	0.069	1.151	1.105	11.384	3.242	3.776	1.765	2.991	0.379	0.869	3.16	0.857	4.78	0.03	0.0	0.898	1.408	0.562	0.013	1.632	2.063	1.886	1.683	2.615	0.012	0.269	0.268	2.346	0.038	6.043	2.075	0.199	2.952	0.906	0.974	0.0	0.036	1.343	0.54	0.048	0.032	0.437	0.391	5.749	2.993	1.325	0.055	1.506	0.06	11.349	0.339	0.052	5.838	0.244	0.604	0.033	1.286	0.258	7.162	0.195	1.865	0.029	2.575	1.406	3.589	1.698	2.772	0.943	2.355	0.915	9.755	0.306	0.603	0.67	5.174	0.404	0.837	0.597	0.801	0.848	0.769	0.011	1.921	6.637	0.284	1.603	0.866	0.233	0.569	0.012	0.628	1.955	8.407	11.015	0.0	2.983	0.445	0.644	2.995	0.289	1.006	0.011	16.013	5.291	0.506	2.071	6.481	0.057	0.013	0.061	10.391	0.033	1.474	0.093	7.241	0.068	1.348	0.17	0.919	9.466	0.811	0.439	2.214	1.581	2.601	0.069	8.596	4.983	0.63	0.394	0.488	1.865	0.528	2.322	0.122	2.731	0.033	0.939	1.821	0.236	0.887	0.562	3.162	3.512	2.139	2.374	2.621	1.413	1.634	2.011
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella	genus				5.165	2.296	0.377	4.62	0.303	1.31	4.239	1.842	0.486	0.559	0.0	3.444	2.878	1.338	0.365	0.0	3.245	3.184	0.528	0.026	2.441	2.364	3.489	1.683	2.22	0.0	0.275	0.171	0.267	0.115	2.125	5.911	1.258	2.573	2.515	1.174	0.215	3.693	2.673	0.421	0.096	0.0	0.765	1.908	0.881	3.169	7.136	0.863	3.031	0.071	0.16	0.315	1.114	3.808	0.489	0.0	0.05	2.225	4.279	5.011	0.0	5.346	0.014	5.452	4.316	2.781	3.118	0.096	3.773	0.0	0.717	0.463	0.122	1.985	5.934	3.614	1.005	3.473	0.52	0.562	1.998	2.805	0.0	2.798	1.106	0.149	1.189	6.625	0.117	0.8	0.05	0.89	5.338	0.0	1.583	0.808	0.975	5.396	0.365	3.117	0.477	0.096	0.445	0.0	0.041	3.205	2.224	1.964	0.914	0.0	0.031	5.929	0.183	0.056	0.755	0.345	0.0	3.161	0.015	1.421	3.905	0.12	6.367	9.454	1.535	0.108	0.0	6.847	5.279	3.546	0.568	2.119	2.926	1.327	2.551	1.872	2.629	0.008	10.638	0.485	0.472	1.567	0.456	5.075	7.832	2.992	0.663	3.269	4.239	7.046	4.629
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella	genus				1.032	0.0	0.631	0.984	0.0	1.637	0.168	0.633	0.128	0.0	0.041	0.159	0.065	0.404	0.005	0.0	0.046	1.078	0.0	0.0	1.838	0.021	0.132	0.0	0.885	0.0	0.006	0.0	0.533	0.051	0.442	0.0	0.132	0.274	0.334	0.0	0.011	0.0	0.096	0.04	0.0	0.0	0.022	0.689	0.036	0.436	1.656	0.35	0.495	0.405	0.066	0.0	0.046	0.562	0.0	0.0	0.0	0.188	0.111	0.602	0.0	0.477	0.029	0.033	0.025	0.625	0.127	0.0	0.496	0.0	0.223	0.188	0.092	0.578	0.63	0.611	0.084	0.507	0.0	0.009	0.012	0.711	0.0	0.323	1.411	0.0	0.014	0.814	0.0	0.027	0.212	0.0	0.412	0.0	0.34	0.0	0.145	0.013	0.0	0.157	0.0	0.865	0.021	0.0	0.321	0.12	0.026	0.489	0.028	0.0	0.0	0.703	0.0	0.0	0.0	0.0	0.0	1.125	0.046	0.0	0.342	0.015	2.481	0.082	1.765	0.151	0.0	0.15	0.277	0.612	0.0	0.007	1.029	0.091	0.401	0.009	0.38	0.008	0.0	0.187	0.023	0.036	0.091	1.098	0.413	0.173	0.015	0.532	0.038	0.044	3.927
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga	genus				1.89	9.388	5.734	1.266	8.033	7.899	8.33	7.405	7.618	1.568	0.166	7.386	8.959	5.588	6.503	4.564	10.056	5.694	11.776	8.185	15.689	6.942	1.037	8.682	11.78	12.843	0.514	2.154	13.038	11.965	2.272	14.066	10.636	10.002	12.148	10.705	3.552	13.088	1.974	14.195	11.035	7.716	19.786	15.56	0.502	5.765	5.182	7.602	8.954	5.014	1.038	2.81	7.465	6.951	10.466	1.381	11.234	4.566	8.336	6.892	0.671	11.334	0.474	11.472	5.721	3.259	5.425	12.736	8.414	16.981	10.287	0.362	7.283	5.578	14.875	8.866	17.748	4.335	21.704	6.412	5.196	12.339	4.633	8.974	6.637	4.543	5.652	16.056	0.641	19.55	8.965	7.295	9.891	3.686	2.979	2.221	0.858	10.144	3.861	17.625	13.001	20.895	11.738	0.0	29.603	3.542	5.087	11.132	6.155	18.134	1.456	0.153	4.103	1.853	8.397	2.323	5.189	13.051	2.407	4.264	7.363	5.151	8.299	5.881	20.496	9.293	3.354	1.449	9.194	6.481	2.351	13.361	8.986	17.034	11.278	15.029	12.923	2.746	4.793	5.35	12.551	8.311	5.09	2.14	6.179	4.755	5.285	17.203	7.957	13.385	13.225
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Riemerella	genus				0.1	4.808	0.509	0.08	1.095	0.095	1.617	0.94	0.997	0.126	0.021	0.728	1.213	0.613	3.664	1.112	0.486	1.984	3.34	1.371	0.294	1.139	0.151	0.03	0.681	3.089	0.386	0.608	0.067	3.254	0.221	0.652	1.377	1.368	0.942	0.863	0.441	1.925	2.344	1.422	0.383	3.971	0.721	0.988	0.284	0.138	0.497	1.54	0.436	0.786	0.594	0.121	1.908	1.308	0.672	1.107	3.811	0.636	1.734	0.443	0.087	0.104	0.776	1.271	2.688	0.821	1.065	1.792	1.191	0.366	0.371	0.232	2.57	0.754	0.565	0.195	0.902	0.583	1.637	2.828	0.085	1.208	1.223	1.068	0.481	0.605	2.184	1.126	6.177	18.99	0.423	1.465	1.26	0.045	0.068	4.172	0.131	1.196	1.995	0.296	1.943	1.069	4.072	0.0	1.418	1.108	1.291	0.61	1.923	0.472	1.165	0.244	1.568	0.477	0.689	0.163	2.895	0.75	2.793	0.38	0.671	0.18	1.262	0.152	1.333	0.194	0.249	0.175	0.395	0.036	1.325	0.158	0.241	0.709	0.974	2.791	0.175	2.221	0.154	0.0	1.34	1.154	4.589	0.038	0.069	0.535	0.28	0.156	0.986	0.445	0.918
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Weeksellaceae [G1]	genus				0.0	0.0	0.092	0.04	0.0	0.169	0.089	0.0	0.128	0.0	0.0	0.274	0.0	0.125	0.01	0.0	0.018	0.037	0.034	0.0	0.132	0.0	0.0	0.0	0.014	0.0	0.037	0.0	0.147	0.141	0.111	0.026	0.119	0.029	0.024	0.088	0.0	0.0	0.096	0.0	0.0	0.0	0.022	0.276	0.0	0.122	0.0	0.481	0.258	0.0	0.0	0.0	0.0	0.321	0.102	0.0	0.0	0.0	0.111	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.199	0.026	0.223	0.014	0.0	0.0	0.013	0.338	0.203	0.0	0.0	0.0	0.024	2.259	0.065	0.083	0.015	0.0	0.041	0.225	0.0	0.009	0.062	0.0	0.36	0.0	0.0	0.0	0.0	0.051	0.0	0.157	0.133	0.776	0.0	0.0	1.706	0.277	0.064	0.008	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.689	0.0	0.0	0.039	0.0	0.582	0.556	0.983	0.097	0.007	0.0	0.02	0.09	0.0	0.0	0.241	0.033	0.444	0.0	0.263	0.0	0.0	0.028	0.0	0.401	0.03	0.0	0.0	0.499	0.0	0.182	0.019	0.124	0.175
Bacteria;Bacillota;Bacilli;Caryophanales;Gemellaceae;Gemella	genus				0.333	1.016	0.387	0.08	1.061	0.243	0.453	0.288	0.204	8.185	13.248	2.118	2.248	0.195	0.606	0.254	0.559	0.11	2.028	0.595	0.265	0.924	0.207	0.0	0.708	0.922	7.016	1.278	0.467	0.205	0.786	0.391	0.874	0.501	0.238	0.387	0.498	0.397	0.315	0.803	0.064	0.535	0.896	0.184	3.115	0.536	0.248	0.524	1.149	0.167	2.519	0.073	0.331	0.229	0.0	0.165	0.518	0.39	0.369	1.062	0.087	0.601	2.457	0.334	1.43	0.404	0.152	0.167	0.273	0.837	0.124	0.0	0.826	0.226	0.092	0.156	0.334	3.371	0.299	0.249	0.036	0.594	0.314	0.248	0.32	0.359	0.815	0.294	1.632	0.0	0.1	0.45	0.656	1.236	0.17	0.0	0.073	0.382	0.375	0.592	1.332	0.26	0.117	1.676	0.0	1.602	0.588	0.361	0.999	0.064	0.95	0.031	0.275	0.281	0.199	2.105	0.369	0.051	0.525	0.625	0.158	0.676	0.307	0.006	0.331	0.151	2.737	0.35	0.297	0.036	0.079	0.072	0.209	0.956	0.172	1.268	0.0	2.179	1.741	0.037	0.83	0.012	1.079	0.095	0.148	0.289	0.029	0.415	0.18	0.124	0.175
Bacteria;Bacillota;Bacilli;Lactobacillales;Aerococcaceae;Abiotrophia	genus				0.0	0.0	0.153	0.0	0.0	0.0	0.148	0.115	0.0	0.0	0.0	0.174	0.614	0.307	0.426	0.137	0.165	0.0	1.022	4.189	0.294	0.064	1.283	0.0	0.041	2.715	0.527	0.33	0.2	0.051	0.0	0.222	0.291	0.064	0.024	0.681	0.023	0.048	4.661	1.923	0.0	0.713	0.066	0.161	0.022	0.153	0.083	0.131	0.258	0.167	1.84	0.048	0.795	0.161	0.224	2.452	0.267	0.419	0.184	0.128	0.0	0.0	0.0	0.0	0.0	0.147	0.101	0.0	0.323	0.052	0.0	0.0	0.796	0.0	0.026	0.013	0.036	0.076	0.321	0.055	2.568	0.302	0.108	0.0	0.0	0.0	0.0	0.0	0.466	0.0	0.0	1.183	0.373	6.336	0.068	0.0	0.0	0.293	0.129	0.157	2.931	0.194	0.223	0.0	0.008	1.229	0.371	1.054	0.971	0.37	0.26	0.0	0.534	3.299	0.0	0.145	0.0	0.061	0.0	0.233	0.092	0.045	0.977	0.457	0.046	0.108	1.705	0.1	0.326	0.0	0.0	0.259	0.048	0.0	0.0	0.061	0.0	0.025	0.801	0.009	0.289	0.024	2.158	0.0	0.0	0.036	0.0	0.688	0.019	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Dolosigranulum	genus				0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella	genus				0.02	0.662	0.163	0.221	1.061	0.063	0.207	0.882	0.23	0.126	0.228	0.264	0.34	0.07	1.547	0.215	0.202	0.147	0.801	0.569	0.441	0.129	0.207	0.0	0.123	0.262	2.369	1.334	0.173	0.115	0.111	0.17	1.007	0.279	0.37	0.205	0.588	0.866	0.439	0.764	0.271	0.778	0.831	0.0	0.371	0.367	0.083	0.153	0.812	0.155	0.321	0.242	0.377	0.126	0.041	0.992	0.886	1.011	0.074	0.066	0.498	0.186	0.129	0.167	0.493	0.147	0.152	0.621	0.174	1.858	0.321	0.058	0.245	0.176	0.184	0.052	0.521	1.774	1.615	1.723	0.896	0.321	0.444	0.397	0.175	0.321	0.442	0.355	0.874	0.009	0.56	1.758	0.952	0.0	0.102	0.0	0.436	0.216	0.804	0.087	0.988	0.774	0.307	0.0	0.008	0.831	1.022	0.482	0.603	1.238	0.873	0.275	0.709	0.407	0.199	3.031	0.3	0.01	0.231	1.458	0.053	0.015	0.033	0.088	0.064	0.464	0.423	0.125	0.326	0.378	0.473	0.022	0.096	0.519	0.1	1.995	0.088	1.62	1.101	0.243	0.32	0.061	1.231	0.0	0.02	0.079	0.346	0.221	0.266	0.168	0.121
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus	genus				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	genus				0.0	0.0	0.02	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.129	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	15.087	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus	genus				1.89	10.45	10.205	12.435	11.485	4.193	5.166	10.934	6.876	44.799	74.125	22.821	18.677	7.776	20.324	13.848	9.653	6.392	13.906	12.012	6.749	7.114	12.486	12.151	7.136	16.006	25.083	45.837	5.799	11.517	9.789	3.745	8.0	6.538	6.164	10.183	21.507	11.187	23.55	16.131	15.363	14.427	9.335	5.884	42.643	8.421	7.699	9.481	7.112	12.088	13.189	10.15	15.742	5.139	21.788	7.349	16.449	8.395	14.017	10.372	26.033	6.03	16.104	6.087	17.707	4.863	7.503	11.876	7.173	15.751	3.833	0.926	11.23	13.291	2.77	1.989	15.562	8.112	16.98	26.891	20.274	3.681	21.617	17.866	12.755	7.883	15.782	12.938	24.126	39.669	37.953	37.272	9.775	25.754	8.172	39.704	14.375	5.638	33.784	5.451	8.194	9.606	10.656	10.735	7.071	9.831	14.571	8.317	14.788	11.575	38.201	4.951	19.646	25.214	18.742	22.45	20.511	2.503	21.262	19.912	4.983	11.879	3.711	3.772	6.912	6.087	27.185	9.495	3.925	8.029	13.664	6.436	1.591	9.63	2.236	18.843	9.55	26.087	23.85	7.814	12.673	9.854	20.757	14.486	2.735	7.407	16.431	4.307	12.405	7.134	8.772
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Butyrivibrio	genus				0.0	0.0	0.041	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.319	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.784	0.101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.208	0.0	0.116	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Catonella	genus				0.998	0.868	0.041	0.502	0.118	0.275	0.7	0.46	0.0	0.144	0.0	0.359	0.113	0.502	0.085	0.0	0.11	0.024	0.051	0.0	0.103	0.322	0.358	0.074	0.449	0.0	0.006	0.0	0.027	0.026	0.061	0.835	0.172	0.291	0.072	0.094	0.0	0.06	0.315	0.0	0.0	0.0	0.306	0.368	0.466	0.383	0.215	0.0	0.158	0.06	0.34	0.073	0.284	0.264	0.0	0.029	0.117	0.087	0.258	0.974	0.0	0.932	0.029	0.803	0.148	0.172	0.431	0.263	0.099	0.0	0.148	0.0	0.0	0.377	0.0	0.143	0.056	0.583	0.0	0.0	0.012	0.39	0.011	0.066	0.435	0.12	0.221	0.537	0.117	0.0	0.0	0.429	0.476	0.0	0.409	0.0	0.0	0.28	0.0	0.871	0.366	0.111	0.0	0.0	0.0	0.639	0.153	0.075	0.057	0.0	0.015	0.306	0.0	0.253	0.596	0.018	0.0	0.111	0.0	0.0	0.697	0.496	0.242	0.925	0.349	0.0	0.007	0.375	0.376	0.072	0.0	0.057	0.225	0.165	0.029	0.035	0.0	0.008	0.097	0.028	0.236	0.061	0.182	0.322	0.167	1.214	0.007	0.169	0.237	0.102	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Johnsonella	genus				0.027	0.0	0.02	0.0	0.0	0.0	0.0	0.038	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.752	0.057	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.147	0.0	0.013	0.012	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.253	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.012	0.057	0.0	0.0	0.117	0.058	0.0	0.0	0.0	0.0	0.0	0.067	0.271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.013	0.014	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.358	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.092	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.466	0.0	0.0	0.138	0.0	0.0	0.0	0.069	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.024	0.065	0.008	0.0	0.0	0.606	0.079	0.007	0.0	0.052	0.0	0.0	0.013
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoanaerobaculum	genus				0.419	0.046	0.733	0.02	0.269	1.141	0.68	0.077	0.23	0.126	0.248	0.364	0.097	0.641	0.005	0.0	0.55	0.147	0.051	0.0	0.279	0.0	0.075	0.472	0.082	0.0	0.024	0.0	0.413	0.051	0.0	0.117	0.238	0.052	0.25	0.012	0.011	0.168	0.11	0.066	0.0	0.0	0.087	0.0	0.022	0.36	0.116	0.644	0.277	0.107	0.009	0.048	0.0	0.138	0.0	0.043	0.0	0.116	0.111	0.106	0.0	0.062	0.0	0.033	0.049	0.025	0.355	0.096	0.0	0.026	1.682	0.029	0.0	0.427	0.197	0.481	0.51	0.076	0.144	0.111	0.133	0.818	0.0	0.53	0.275	0.202	0.152	0.095	0.117	0.0	0.162	0.105	0.206	0.0	0.289	0.0	1.091	0.153	0.054	0.035	0.777	1.152	0.0	2.639	0.0	0.0	0.102	0.715	0.019	0.013	0.0	0.0	0.025	0.028	0.0	0.472	0.014	0.284	0.0	0.037	0.026	0.24	0.747	0.012	0.79	0.766	0.028	0.0	0.455	0.18	0.016	0.022	0.08	0.132	0.0	0.035	0.248	0.008	0.0	0.019	0.069	0.219	0.334	0.0	0.571	0.123	0.133	0.285	0.0	0.073	0.337
