Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700014991-SUPP	S700015283-SUPP	S700015659-SUPP	S700016075-SUPP	S700016166-SUPP	S700016331-SUPP	S700016372-SUPP	S700016588-SUPP	S700016646-SUPP	S700016946-SUPP	S700021856-SUPP	S700021910-SUPP	S700023019-SUPP	S700023076-SUPP	S700023206-SUPP	S700023257-SUPP	S700023329-SUPP	S700023416-SUPP	S700023473-SUPP	S700023527-SUPP	S700023574-SUPP	S700023688-SUPP	S700023784-SUPP	S700023841-SUPP	S700023898-SUPP	S700023964-SUPP	S700024021-SUPP	S700024062-SUPP	S700024125-SUPP	S700024183-SUPP	S700024229-SUPP	S700024288-SUPP	S700024336-SUPP	S700024375-SUPP	S700024441-SUPP	S700024488-SUPP	S700024537-SUPP	S700024584-SUPP	S700024633-SUPP	S700024669-SUPP	S700024729-SUPP	S700024786-SUPP	S700024823-SUPP	S700024900-SUPP	S700024944-SUPP	S700024994-SUPP	S700033017-SUPP	S700033176-SUPP	S700033473-SUPP	S700033773-SUPP	S700037070-SUPP	S700037218-SUPP	S700037466-SUPP	S700037578-SUPP	S700038049-SUPP	S700038245-SUPP	S700038382-SUPP	S700038468-SUPP	S700038516-SUPP	S700038564-SUPP	S700038612-SUPP	S700038720-SUPP	S700038779-SUPP	S700095396-SUPP	S700097277-SUPP	S700097337-SUPP	S700097674-SUPP	S700098313-SUPP	S700098978-SUPP	S700099045-SUPP	S700099105-SUPP	S700099633-SUPP	S700099789-SUPP	S700100273-SUPP	S700101681-SUPP	S700102285-SUPP	S700102631-SUPP	S700102948-SUPP	S700103259-SUPP	S700103323-SUPP	S700103464-SUPP	S700103533-SUPP	S700103603-SUPP	S700103690-SUPP	S700105083-SUPP	S700105142-SUPP	S700105199-SUPP	S700105256-SUPP	S700105302-SUPP	S700105390-SUPP	S700105435-SUPP	S700105510-SUPP	S700105608-SUPP	S700105664-SUPP	S700105703-SUPP	S700105826-SUPP	S700105874-SUPP	S700105922-SUPP	S700105954-SUPP	S700106036-SUPP	S700106111-SUPP	S700106378-SUPP	S700106538-SUPP	S700106597-SUPP	S700106633-SUPP	S700106681-SUPP	S700106741-SUPP	S700106855-SUPP	S700106894-SUPP	S700106918-SUPP	S700106964-SUPP	S700106997-SUPP	S700108328-SUPP	S700113005-SUPP	S700113053-SUPP	S700113089-SUPP	S700113136-SUPP	S700113521-SUPP	S700113596-SUPP	S700113634-SUPP	S700113692-SUPP	S700113836-SUPP	S700113950-SUPP	S700114035-SUPP	S700114086-SUPP	S700114143-SUPP	S700114207-SUPP	S700114264-SUPP	S700114405-SUPP	S700114476-SUPP	S700114535-SUPP	S700114576-SUPP	S700114633-SUPP	S700114697-SUPP	S700114745-SUPP	S700114795-SUPP	S700114852-SUPP	S700114900-SUPP	S700114957-SUPP	S700116235-SUPP	S700116322-SUPP	S700116376-SUPP	S700116586-SUPP	S700116637-SUPP	S700116796-SUPP	S700116856-SUPP	S700117018-SUPP	S700117678-SUPP	S700117735-SUPP	S700117846-SUPP	S700117972-SUPP
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacteraceae [G5]	genus				2.181	0.0	0.0	0.0	0.0	0.258	1.225	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.699	0.0	0.0	0.11	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.096	0.0	0.0	0.0	0.0	0.059	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.107	0.026	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidales [F2];Bacteroidales [F2 G2]	genus				2.65	0.469	1.217	0.0	0.0	0.215	0.037	0.782	0.044	0.049	0.0	0.0	0.027	0.037	0.0	2.376	0.0	0.0	0.0	1.516	0.0	0.0	0.014	0.0	0.419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.996	0.0	0.0	0.013	1.703	0.0	0.0	0.0	1.134	0.0	0.0	0.0	0.119	2.913	0.0	0.325	0.07	0.0	0.0	0.151	0.022	0.0	0.005	0.0	0.0	0.0	0.059	0.0	0.0	0.006	0.0	0.0	0.074	0.0	0.0	0.633	0.799	0.809	0.0	0.128	0.472	0.0	0.0	0.819	0.093	0.0	0.0	0.0	1.412	0.0	0.019	0.286	0.0	0.0	0.0	0.939	0.0	0.475	0.0	0.0	0.124	0.052	0.925	0.0	0.0	0.0	0.0	0.133	0.0	0.015	0.022	0.588	0.017	0.201	0.0	0.317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.755	0.0	0.244	0.0	0.007	0.0	0.045	0.0	0.978	3.287	0.0	0.0	0.0	0.0	0.0	0.0	1.281	0.04	0.134	0.0	0.0	0.0	0.0	0.0	0.226	0.0	0.0	0.536	0.225	0.631	0.0	0.045	0.032	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas	genus				1.836	0.635	3.987	0.007	0.035	0.859	4.753	3.634	4.766	0.225	0.905	1.963	0.292	1.358	0.057	0.864	0.974	0.033	3.519	0.636	0.685	1.405	3.321	0.404	1.048	0.252	7.049	0.027	3.303	0.028	1.853	1.012	0.996	11.0	5.866	1.404	1.308	1.048	0.087	0.677	1.717	0.131	0.393	1.903	0.079	0.678	0.0	5.554	4.57	5.534	0.528	16.137	1.152	14.135	4.209	0.133	3.261	0.096	0.207	6.866	1.93	1.566	0.064	0.009	3.6	0.773	0.0	1.952	0.144	2.448	0.409	5.687	0.658	0.344	5.201	1.299	3.729	4.615	0.244	0.67	16.094	0.182	1.913	4.531	0.143	1.726	2.28	6.751	6.156	3.874	0.223	0.266	0.352	0.33	2.86	0.084	6.247	0.043	0.507	7.503	3.918	1.272	0.188	0.98	3.012	1.484	0.244	2.183	1.52	0.021	0.0	0.0	0.029	0.179	2.167	0.0	3.858	0.0	6.207	0.063	0.0	6.992	0.753	0.2	4.685	3.132	2.704	0.059	6.063	3.888	0.0	0.488	6.195	0.754	2.209	0.288	0.112	6.609	0.434	0.017	4.607	0.139	2.828	0.387	2.344	1.92	1.261	3.659	4.606	2.423	0.239
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella	genus				0.658	0.0	0.008	0.248	0.269	0.011	0.52	0.489	0.055	0.029	0.057	0.016	0.0	0.0	0.129	0.0	0.066	0.0	0.0	0.0	0.0	0.017	0.167	0.025	0.32	0.0	0.064	0.0	0.073	0.0	0.011	0.0	0.031	0.171	2.557	1.066	0.0	0.01	0.0	0.024	0.158	0.019	0.048	0.016	0.291	0.0	0.016	0.121	1.072	0.01	0.024	0.13	0.0	1.162	0.005	0.074	0.077	0.0	0.0	0.05	0.061	0.031	0.0	0.0	0.012	0.674	0.0	0.026	0.033	0.044	0.363	0.026	0.206	0.034	0.057	0.04	1.226	0.09	0.027	0.025	0.675	0.01	0.038	0.015	0.031	0.047	0.085	0.197	0.025	0.015	0.0	0.0	0.0	0.227	0.128	0.126	0.0	0.0	0.0	0.178	0.0	0.155	0.143	0.125	0.0	0.239	0.023	0.284	1.482	0.0	0.0	0.0	0.0	0.042	0.0	0.014	0.744	0.0	0.994	0.0	0.0	0.044	0.045	0.071	0.326	0.0	0.131	0.0	0.038	0.0	0.0	0.063	5.193	1.329	0.388	0.065	0.0	1.196	0.0	0.05	2.108	0.0	0.15	0.03	0.088	2.315	0.052	0.09	0.032	0.023	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella	genus				2.923	0.053	2.499	0.021	0.233	3.038	3.392	2.624	1.614	0.528	0.17	0.0	0.118	3.765	0.086	0.041	0.025	0.0	0.1	0.386	0.141	0.033	0.084	0.05	1.081	0.03	0.141	0.0	0.125	0.014	1.512	0.242	0.031	0.0	0.036	0.0	0.194	0.007	0.0	0.047	0.536	0.038	0.083	0.033	0.0	0.05	0.552	0.268	0.446	0.22	0.552	0.41	0.033	0.01	0.032	0.015	0.135	0.013	0.0	0.184	0.0	0.334	0.021	0.252	0.0	0.066	1.345	4.194	1.421	1.508	0.697	0.0	0.415	0.361	0.382	0.46	0.093	0.685	0.272	0.303	1.125	0.0	0.119	0.193	0.428	0.062	0.009	0.366	0.074	0.045	0.012	0.017	0.859	0.691	1.191	0.406	0.042	0.332	0.042	0.222	0.273	0.0	0.011	2.084	0.017	0.082	0.0	1.161	0.18	0.0	0.0	0.029	0.0	0.018	2.454	2.654	0.105	0.0	0.033	0.0	0.183	1.27	0.03	0.035	1.304	0.392	0.143	0.045	0.215	0.207	0.0	1.12	0.07	0.01	0.015	0.0	0.025	0.03	0.105	1.637	0.113	0.081	0.082	0.074	0.371	0.415	2.028	0.346	0.096	0.006	0.017
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Segatella	genus				1.777	0.623	1.504	0.0	0.057	2.104	0.607	0.57	1.647	1.37	0.509	0.016	0.137	1.562	0.057	0.0	0.0	0.0	0.229	0.148	0.0	0.033	0.154	0.0	0.342	0.089	0.0	0.027	0.099	0.056	0.318	0.077	0.016	0.013	0.012	0.0	0.129	0.021	0.0	0.047	0.11	0.0	0.0	0.0	0.079	0.05	0.081	0.287	0.487	0.287	0.0	0.173	0.044	0.019	0.0	0.162	0.116	0.0	0.0	0.084	0.0	0.124	0.0	0.784	0.037	0.0	1.984	1.477	2.92	1.486	0.56	0.051	0.88	0.67	0.308	0.58	0.021	0.451	0.081	0.0	0.246	0.0	0.154	0.155	0.061	0.202	0.017	0.16	0.296	0.0	0.0	0.0	0.0	0.041	0.893	1.092	0.0	0.009	0.095	0.074	0.227	0.007	0.022	0.677	0.051	0.0	0.0	0.471	0.731	0.0	0.0	0.0	0.0	0.0	0.75	1.143	0.651	0.0	0.081	0.0	0.007	0.496	0.015	0.0	0.223	0.68	0.083	0.0	0.063	0.138	0.0	0.108	0.279	0.05	0.075	0.007	0.124	0.0	0.239	0.276	0.324	0.046	0.095	0.015	0.283	0.115	0.044	0.136	0.064	0.006	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella	genus				8.118	1.014	1.578	0.454	0.0	0.676	3.181	2.966	2.225	0.372	0.0	0.0	0.109	2.068	0.115	1.094	0.005	0.0	0.558	0.842	0.018	0.0	0.67	0.0	10.669	0.237	0.591	0.0	0.152	0.0	1.194	0.407	0.28	0.91	0.299	0.769	1.057	0.055	0.062	0.0	3.12	0.0	0.06	0.0	0.132	1.984	0.032	0.676	1.813	0.287	0.816	1.21	0.011	0.181	0.016	1.683	0.482	0.0	0.103	1.356	0.102	3.591	0.0	0.831	1.241	0.0	0.0	1.504	0.577	2.514	0.045	0.23	5.003	4.348	1.552	1.519	1.37	0.703	0.027	1.353	7.571	0.0	0.293	0.24	0.041	0.093	0.162	3.54	3.427	0.09	0.0	0.0	0.631	1.053	2.924	1.568	0.053	0.043	0.063	1.201	0.0	0.074	0.055	3.153	0.34	0.433	0.012	2.451	0.028	0.0	0.0	0.029	0.0	0.119	0.654	0.027	5.415	0.0	1.043	0.0	0.047	1.693	0.135	0.047	0.309	0.793	0.548	0.0	0.696	0.0	0.0	5.952	2.003	0.288	0.209	0.0	1.892	0.081	0.165	0.008	0.685	0.845	0.122	1.683	9.394	0.504	0.28	2.093	0.707	2.056	0.102
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella	genus				1.237	0.0	0.986	0.11	0.0	2.126	0.21	0.098	0.48	0.049	0.0	0.0	0.0	0.282	0.0	0.081	0.005	0.0	0.057	0.077	0.0	0.0	0.307	0.0	0.331	0.044	0.128	0.0	0.02	0.0	0.671	0.484	0.467	0.0	0.048	0.007	0.129	0.003	0.0	0.0	0.063	0.0	0.0	0.0	0.0	0.226	0.0	0.81	0.185	0.431	0.0	0.367	0.022	0.01	0.0	0.015	0.0	0.0	0.0	0.092	0.0	0.074	0.0	0.0	0.037	0.0	0.0	0.158	0.378	0.765	0.0	0.051	0.349	0.12	0.017	0.4	0.0	0.0	0.0	0.101	2.097	0.01	0.062	0.193	0.01	0.0	0.017	0.113	1.405	0.219	0.05	0.0	0.031	0.041	0.085	0.49	0.105	0.0	0.095	0.4	0.515	0.03	0.0	0.0	0.357	0.022	0.0	0.187	0.009	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.035	0.0	0.701	0.0	0.0	0.044	0.015	0.024	0.112	2.03	0.0	0.0	0.0	0.536	0.0	0.018	1.141	0.01	0.0	0.0	0.149	0.041	0.0	0.0	0.038	0.012	0.19	0.104	0.4	0.006	0.0	0.09	0.0	0.0	0.137
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga	genus				6.243	6.945	6.141	6.911	6.553	6.743	12.836	11.506	11.396	12.748	3.507	3.779	6.634	5.478	4.239	5.428	4.818	0.539	13.176	9.073	12.162	4.399	10.773	7.366	3.222	14.006	12.301	1.402	4.406	1.34	13.552	19.798	0.233	15.735	9.056	10.927	13.165	8.961	2.583	12.479	6.775	7.88	8.344	3.034	12.322	7.986	3.309	8.232	12.842	8.511	11.327	11.752	11.479	2.876	12.607	8.21	17.291	9.388	1.951	3.567	11.459	15.857	0.997	12.411	11.548	1.595	5.003	10.024	7.129	8.59	8.949	10.482	12.281	18.517	12.104	18.046	11.218	21.111	6.084	5.993	10.313	0.861	13.429	15.411	5.231	2.068	8.441	13.653	16.783	44.558	1.288	10.917	5.743	2.538	6.911	2.506	20.17	1.057	11.91	14.576	24.341	17.162	10.516	4.72	14.806	8.942	2.134	13.311	3.258	8.561	0.038	2.494	8.517	3.954	3.899	12.779	12.958	3.737	15.086	0.079	14.258	15.122	3.04	3.902	16.614	26.306	11.697	13.908	12.492	10.351	0.067	6.882	10.992	15.951	4.538	1.434	16.107	9.265	4.745	0.418	8.747	4.316	6.892	6.791	10.214	7.666	12.014	19.831	13.721	12.859	7.018
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Cloacibacterium	genus				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.037	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.006	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Riemerella	genus				0.208	1.542	1.323	0.895	1.279	0.075	1.3	0.815	0.84	2.123	1.64	0.519	2.98	1.071	0.704	2.039	2.531	0.36	0.701	2.422	5.448	1.455	0.712	2.548	0.132	0.548	1.323	1.226	1.341	1.171	0.068	2.607	0.467	1.424	1.84	2.072	1.703	1.542	0.717	4.156	1.197	0.863	0.321	2.05	1.772	0.653	1.638	0.287	1.408	1.532	0.432	0.389	1.196	2.105	2.336	2.451	0.965	1.46	3.207	0.511	3.19	0.991	0.255	1.933	3.833	1.545	1.058	1.187	1.41	0.109	3.256	3.035	0.864	0.395	1.373	0.42	2.524	0.919	3.232	0.126	1.729	0.517	1.763	3.565	1.04	0.995	2.876	2.883	1.537	7.612	0.285	2.979	0.269	1.001	1.233	0.042	2.261	1.815	0.613	0.667	1.341	6.241	2.615	0.588	1.396	2.207	1.16	0.966	2.574	0.481	0.091	3.24	3.229	1.882	0.273	0.504	0.569	1.99	1.743	0.347	0.752	2.204	0.316	2.856	2.248	1.175	1.286	0.728	1.063	1.21	0.27	0.081	0.279	0.734	1.956	5.044	0.249	2.554	0.778	0.033	1.204	0.567	3.983	0.581	0.059	1.135	0.369	0.452	1.489	0.456	0.939
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Weeksellaceae [G1]	genus				0.0	0.0	0.148	0.034	0.0	0.032	0.173	0.375	0.174	0.479	0.0	0.0	0.0	0.12	0.0	0.054	0.0	0.0	0.043	0.045	0.035	0.0	0.112	0.0	0.011	0.089	0.116	0.0	0.007	0.0	0.239	0.275	0.0	0.04	0.0	0.0	0.121	0.0	0.0	0.0	0.063	0.0	0.0	0.082	0.0	0.176	0.0	0.274	0.023	0.383	0.0	0.065	0.033	0.019	0.0	0.0	0.135	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.061	0.0	0.0	0.237	0.0	0.24	0.303	0.0	0.156	0.017	0.193	0.4	0.052	0.0	0.027	0.0	0.563	0.01	0.562	0.178	0.0	0.0	0.119	0.056	0.148	2.11	0.0	0.0	0.0	0.0	0.011	0.0	0.231	0.0	0.116	0.282	1.053	0.51	0.0	0.018	0.153	0.022	0.0	0.024	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.256	0.0	0.505	0.0	0.0	0.146	0.015	0.059	1.304	1.103	0.119	0.0	0.139	0.328	0.0	0.0	0.512	0.0	0.164	0.0	0.212	0.0	0.0	0.0	0.0	0.0	0.095	0.0	0.02	0.21	0.0	0.075	0.0	0.012	0.017
Bacteria;Bacillota;Bacilli;Caryophanales;Gemellaceae;Gemella	genus				0.156	0.599	0.271	0.385	0.346	0.107	0.569	0.799	0.087	0.117	1.753	8.5	0.465	1.379	2.17	0.189	0.188	0.49	0.887	0.064	0.896	0.151	0.405	0.0	0.165	0.0	1.271	2.857	3.164	0.339	0.227	0.044	0.436	0.211	0.657	0.439	0.468	0.118	0.21	0.796	0.299	0.225	0.083	0.344	0.502	0.126	0.211	0.376	0.348	0.68	0.12	1.167	0.077	1.0	0.253	0.65	0.174	0.051	0.0	0.511	0.366	1.882	0.021	0.187	0.479	1.003	0.0	0.079	0.133	0.437	0.045	0.536	0.312	0.009	0.46	0.699	0.268	0.595	0.172	0.379	0.931	0.294	0.092	0.696	0.387	0.498	0.672	1.239	0.189	0.0	0.111	1.781	0.3	1.424	0.883	0.112	0.116	0.094	0.011	0.786	0.515	0.895	0.342	0.338	0.0	0.261	0.731	0.284	1.301	0.01	0.47	0.573	0.114	0.305	0.286	0.014	0.337	0.0	0.196	0.945	0.251	0.263	0.286	0.059	0.0	0.093	0.429	0.431	0.025	0.795	0.045	0.054	0.21	1.18	0.164	2.234	0.0	0.801	0.674	0.008	0.971	0.023	0.285	0.164	0.459	0.274	0.074	0.331	0.214	0.07	0.034
Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;Staphylococcus	genus				0.0	0.012	0.008	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.041	0.004	0.0	0.0	0.0	0.009	0.0	0.0	0.008	0.037	0.0	0.0	0.114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.325	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.011	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Aerococcaceae;Abiotrophia	genus				0.02	0.0	0.09	0.007	0.007	0.0	0.025	0.277	0.131	0.088	0.198	0.0	0.611	0.543	2.788	0.594	1.522	0.637	0.157	0.116	1.67	7.494	0.321	0.076	0.463	0.0	0.488	0.404	0.746	0.24	0.227	0.044	0.016	0.092	0.167	0.283	0.065	1.099	0.0	0.036	0.158	0.469	0.0	0.197	0.212	0.176	0.081	0.395	0.041	0.258	0.552	0.626	0.307	1.514	0.837	0.443	0.058	3.823	0.251	0.452	0.67	0.984	0.0	0.0	0.577	2.795	0.0	0.106	0.178	0.0	0.076	1.25	0.053	0.06	0.024	0.02	0.783	0.072	0.0	2.971	0.276	0.132	0.0	0.008	0.0	0.202	0.0	0.516	0.008	0.03	0.0	0.999	0.145	0.753	1.255	0.0	0.168	0.051	0.0	0.148	1.364	3.534	0.276	0.196	0.0	3.781	1.334	3.068	1.349	0.607	0.379	0.0	0.714	0.376	1.472	0.0	0.116	0.0	0.065	0.063	0.616	0.336	0.753	3.608	14.597	0.041	0.393	1.649	1.19	0.104	0.0	0.461	0.047	0.0	0.06	0.202	0.0	0.081	1.931	0.05	0.437	0.0	2.284	0.0	0.029	0.006	0.0	0.723	0.021	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella	genus				0.026	1.655	0.041	1.06	0.629	0.075	0.322	1.369	0.055	0.47	0.028	0.827	0.064	0.308	0.819	0.0	1.481	0.18	0.358	0.122	0.316	0.335	0.74	0.05	0.132	0.015	0.912	0.472	0.588	0.198	0.011	0.0	0.451	0.185	0.968	0.142	0.347	0.173	0.989	0.665	0.158	1.257	0.702	0.984	0.873	0.075	0.26	0.478	0.133	0.144	0.384	0.475	0.176	0.333	0.521	0.532	0.135	0.865	0.207	1.072	0.163	0.056	0.127	0.392	0.061	2.384	0.816	0.343	1.033	0.044	0.363	0.255	0.246	0.112	0.389	0.54	1.226	2.091	1.023	0.367	0.471	0.294	0.277	0.487	0.336	0.933	0.204	0.826	0.731	0.0	0.421	1.448	0.548	0.464	0.51	0.658	0.168	0.562	0.645	0.356	1.993	0.702	0.331	1.443	0.425	0.418	1.218	0.528	1.32	1.486	1.343	0.258	0.257	0.753	0.273	0.082	0.465	0.016	0.163	0.063	1.246	0.088	0.09	0.071	0.026	0.072	0.417	0.253	0.418	1.331	0.202	0.036	0.233	0.952	0.134	2.27	0.124	1.429	1.377	0.626	0.753	0.312	0.462	0.015	0.127	0.077	0.207	0.09	0.611	0.456	0.256
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	genus				0.0	0.0	0.0	0.0	0.134	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.047	0.0	0.0	0.096	0.0	0.0	0.0	0.0	0.0	0.0	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.171	0.013	0.084	0.0	0.0	0.0	0.0	0.071	0.063	0.056	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.011	0.0	0.0	0.077	0.015	0.008	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.095	0.0	0.015	0.045	0.012	0.0	0.0	0.0	0.0	0.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.041	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.068
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus	genus				2.383	22.156	4.538	28.258	7.472	5.486	5.644	17.177	3.588	10.811	18.835	37.21	12.129	23.282	29.832	14.664	22.469	20.428	9.886	8.816	18.91	13.834	16.355	12.841	13.835	13.102	13.174	28.571	10.086	46.564	4.889	8.436	26.926	3.706	8.435	9.409	9.355	13.172	25.253	20.696	17.536	26.116	21.497	11.53	10.286	8.89	25.255	12.103	5.352	13.298	24.022	8.382	10.722	13.182	18.841	16.273	9.977	6.238	16.255	13.43	14.222	19.132	30.794	20.928	10.491	31.563	14.415	8.573	12.947	1.814	9.434	11.196	11.118	2.002	8.147	12.73	15.049	14.819	25.867	16.209	5.32	16.266	15.195	19.092	7.739	28.507	21.213	22.225	16.512	2.48	46.731	41.371	14.28	21.267	19.841	12.36	6.215	27.876	9.088	16.207	13.678	19.757	20.492	16.103	17.325	12.902	19.286	12.613	22.438	13.145	41.235	19.968	13.747	23.708	21.524	16.018	10.982	15.027	7.103	16.997	13.844	8.086	22.276	16.312	21.445	9.912	10.125	15.037	7.391	17.608	17.311	5.726	3.307	14.433	7.389	26.882	8.949	18.49	37.659	14.521	16.689	20.514	15.688	15.249	3.896	13.145	15.591	7.845	13.946	17.951	29.355
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Catonella	genus				0.293	0.13	0.082	0.007	0.007	0.097	0.47	0.277	0.0	0.01	0.0	0.016	0.009	0.131	0.0	0.189	0.005	0.0	0.029	0.045	0.018	0.0	0.014	0.0	1.258	0.0	0.116	0.013	0.007	0.0	0.023	0.121	0.047	0.356	0.048	0.054	0.065	0.0	0.0	0.0	0.142	0.0	0.0	0.0	0.013	0.276	0.032	0.019	0.093	0.0	0.024	0.022	0.0	0.01	0.016	0.192	0.0	0.0	0.0	0.059	0.02	0.266	0.0	0.009	0.037	0.0	0.0	0.0	0.2	0.328	0.045	0.0	0.282	0.0	0.044	0.22	0.041	0.0	0.009	0.0	0.952	0.0	0.031	0.155	0.153	0.0	0.0	0.103	0.214	0.0	0.0	0.05	0.031	0.0	0.245	0.028	0.011	0.0	0.0	0.163	0.091	0.022	0.011	0.552	0.0	0.052	0.0	0.179	0.019	0.0	0.0	0.0	0.0	0.012	0.095	0.027	0.36	0.0	0.033	0.0	0.0	0.015	0.015	0.082	0.034	0.33	0.0	0.0	0.013	0.0	0.0	0.172	0.186	0.03	0.0	0.0	0.0	0.0	0.015	0.0	0.158	0.0	0.0	0.298	0.254	0.236	0.015	0.045	0.064	0.0	0.0
